64a16795865d7ae0f7ec1c66e006a11d9ef95b8a7247be0eb562950a7c36fd0f,a197814df55ff7cd82ade7aa9a7b4c4fc92d13a448000ed12389ff2abee95476,7c1a7f87d6f4f17781212076fec8796ce23a5ab8ea5555bed33ca85ded4f40a1,4019f91339f17970260083f993310e3536ff7efcff045120d541e18237497b9d,f3187ecee1f934a1a9b69d0ca1e03c0f6d32dfc6aab415b13b3a180213e46314,cddaa3be88f9758d33c14f7f8b19c965e9920d2a8b2c5668d503a47881f1e635
"1","0","2999180","3000","0","100111"
"1","0","2999101","10000","0","100112"
"1","0","2999167","10000","0","100121"
"1","0","2999168","10000","0","100122"
"1","0","2999169","10000","0","100123"
"1","0","2999170","10000","0","100124"
"1","0","2999171","10000","0","100125"
"1","0","2999172","5000","0","100131"
"1","0","2999173","5000","0","100132"
"1","0","2999174","5000","0","100133"
"1","0","2999175","5000","0","100134"
"1","0","2999176","5000","0","100135"
"1","0","2999182","10000","0","100211"
"1","0","2999102","100000","0","100221"
"1","0","2999103","40000","0","100231"
"1","0","2999102","100000","0","100232"
"1","0","2999184","10000","0","100311"
"1","0","2999183","200000","0","100321"
"1","0","2999185","1000000","0","100331"
"1","0","2999186","50000","0","100332"
"1","0","2999187","50000","0","100333"
"1","0","2999188","50000","0","100334"
"1","0","2999189","50000","0","100335"
"1","0","2999104","3000","0","100411"
"1","0","2999177","110","0","100412"
"1","0","2999105","5000","0","100421"
"1","0","2999178","130","0","100422"
"1","0","2999106","7000","0","100431"
"1","0","2999179","160","0","100432"
"1","0","2999190","3300","0","100511"
"1","0","2999107","20000","0","100521"
"1","0","2999108","20000","0","100522"
"1","0","2999109","20000","0","100523"
"1","0","2999110","20000","0","100524"
"1","0","2999111","20000","0","100525"
"1","0","2999112","20000","0","100531"
"1","0","2999113","20000","0","100532"
"1","0","2999114","20000","0","100533"
"1","0","2999115","20000","0","100534"
"1","0","2999116","20000","0","100535"
"14","0","14","5","0","110011"
"1","0","2999117","10000","0","110021"
"1","0","2999120","10000","0","110031"
"14","0","16","2","0","110041"
"1","0","2999101","1000","0","110051"
"14","0","105","2000","0","120011"
"1","0","2999121","5000","0","120021"
"1","0","2999124","5000","0","120031"
"1","0","2999127","1000","0","120041"
"1","0","2999128","1000","0","120051"
"1","0","2999129","1000","0","130011"
"14","0","100","1000","0","130021"
"14","0","101","1000","0","130022"
"14","0","107","3000","0","130031"
"14","0","6","1000","0","130041"
"14","0","7","1000","0","130042"
"14","0","9","10","0","130051"
"14","0","108","3000","0","140011"
"1","0","2999132","5000","0","140021"
"1","0","2999133","5000","0","140031"
"14","0","2","2000","0","140041"
"14","0","4","2000","0","140042"
"14","0","3","1000","0","140051"
"14","0","5","1000","0","140052"
"14","0","110","1000","0","150011"
"14","0","1","1000","0","150021"
"1","0","2999134","50000","0","150031"
"1","0","2999135","50000","0","150032"
"1","0","2999136","50000","0","150033"
"1","0","2999137","50000","0","150034"
"1","0","2999138","50000","0","150035"
"1","0","2999149","50000","0","150041"
"1","0","2999150","50000","0","150042"
"1","0","2999151","50000","0","150043"
"1","0","2999152","50000","0","150044"
"1","0","2999153","50000","0","150045"
"1","0","2999164","5000","0","150051"
"14","0","14","10","0","210011"
"1","0","2999118","20000","0","210021"
"1","0","2999120","20000","0","210031"
"14","0","16","4","0","210041"
"1","0","2999101","2000","0","210051"
"14","0","105","4000","0","220011"
"1","0","2999122","10000","0","220021"
"1","0","2999125","10000","0","220031"
"1","0","2999127","2000","0","220041"
"1","0","2999128","2000","0","220051"
"1","0","2999129","2000","0","230011"
"14","0","100","2000","0","230021"
"14","0","101","2000","0","230022"
"14","0","107","6000","0","230031"
"14","0","6","2000","0","230041"
"14","0","7","2000","0","230042"
"14","0","9","20","0","230051"
"14","0","108","6000","0","240011"
"1","0","2999132","10000","0","240021"
"1","0","2999133","10000","0","240031"
"14","0","2","4000","0","240041"
"14","0","4","4000","0","240042"
"14","0","3","2000","0","240051"
"14","0","5","2000","0","240052"
"14","0","110","2000","0","250011"
"14","0","1","2000","0","250021"
"1","0","2999139","100000","0","250031"
"1","0","2999140","100000","0","250032"
"1","0","2999141","100000","0","250033"
"1","0","2999142","100000","0","250034"
"1","0","2999143","100000","0","250035"
"1","0","2999154","100000","0","250041"
"1","0","2999155","100000","0","250042"
"1","0","2999156","100000","0","250043"
"1","0","2999157","100000","0","250044"
"1","0","2999158","100000","0","250045"
"1","0","2999165","10000","0","250051"
"14","0","104","10000","0","300011"
"14","0","14","15","0","310011"
"1","0","2999119","30000","0","310021"
"1","0","2999120","30000","0","310031"
"14","0","16","6","0","310041"
"1","0","2999101","3000","0","310051"
"14","0","14","100","0","310061"
"14","0","105","6000","0","320011"
"1","0","2999123","15000","0","320021"
"1","0","2999126","15000","0","320031"
"1","0","2999127","3000","0","320041"
"1","0","2999128","3000","0","320051"
"1","0","2999192","2500","0","320061"
"1","0","2999129","3000","0","330011"
"14","0","100","3000","0","330021"
