e2d92e6f1ed410e573bf97dcb51057927f89ef3caac989e9f02ebd55114c55c5,23972cfd1567b7c9687785a9ac8b574ac9e139d86fb4208cf808e53938039869,217c44d31b3671decc69560b354af5846c154952b6447fbb069e27d81adef152,70caac2b5a7ecb8f6345206a603e8c3258770e6b20892209e9a2e59605af6b98,b9fe21c1601b2aa3a5c98a76dfd5aa946dd2d57e9088d498d42c3a3be55e0bb6,efb7015d7e57c9fbd3389a88f2257a0734386adcab2bfe500e872122fe4b7dce,2a8de3a33502abbb75473110441ba17a4eee5192a0d33fd2db8e7a64dfdcb51d,01bb4485abba0c89c03011b1e0e237b63d74964fd7c063b6ccf04435eb5e83e4,a9f3393fbda148c193c9cc0f638196b5e509d52c2efa8980970c730b65f06387,d6fe917239c887a0e2c72ed3d297ad1d86e82ebc4bf0264741d07ec6e9b37012,04bbab56b98214772b006faec731d51557fcc72a266e924e570933410cc4e42c,b866aee26292d83c3b7b5ad1d79ece23b55b0cee287bae426dd6090a0a31d987,e6d5f3c8c84c798bddf5870d1ef9a67d4d769f804b1c49a7aea3048b358831ec,0c9432f447dcf8390e75c05dc48644bd415a6a8091f5ad7ae415f0fc07de9fcb,c428735aa8302acffeb3ba31fa01c73825eab6c2a594f97e33a5cead06ee9a62
"-30","？？？","0","100584","2","1","bgm_M220","90","-75","800100101","350","bgm_M220","100584","100000","1001001"
"-30","？？？","0","100584","2","1","bgm_M220","90","-75","800100102","350","bgm_M220","100584","100000","1001002"
"-30","？？？","0","100584","2","1","bgm_M220","90","-75","800100103","350","bgm_M220","100584","100000","1001003"
"-30","？？？","0","100584","2","1","bgm_M221","90","-75","800100101","350","bgm_M221","100584","100000","1001004"
"-30","？？？","0","100584","2","1","bgm_M221","90","-75","800100102","350","bgm_M221","100584","100000","1001005"
"-30","？？？","0","100584","2","1","bgm_M221","90","-75","800100103","350","bgm_M221","100584","100000","1001006"
"-30","？？？","0","100584","2","1","bgm_M220","90","-75","800100201","350","bgm_M220","100584","100000","1002001"
"-30","？？？","0","100584","2","1","bgm_M220","90","-75","800100202","350","bgm_M220","100584","100000","1002002"
"-30","？？？","0","100584","2","1","bgm_M220","90","-75","800100203","350","bgm_M220","100584","100000","1002003"
"-30","？？？","0","100584","2","1","bgm_M221","90","-75","800100201","350","bgm_M221","100584","100000","1002004"
"-30","？？？","0","100584","2","1","bgm_M221","90","-75","800100202","350","bgm_M221","100584","100000","1002005"
"-30","？？？","0","100584","2","1","bgm_M221","90","-75","800100203","350","bgm_M221","100584","100000","1002006"
