b19cc1c65cdb4f0cc2c95287f4b48b82f9f148f08dcc1268af010da09fe808cb,03cdbf3657358a6c9c9f84d7ce9538d1244bfeeaf853d89222d21fb873fdc77d,953ee5fd4284a8565611c705de76d41bcfb4dacb4e4c426bb1fe517fbd7aa5b2,c7c2bd654f9b4d30bfe5232eabfb452fd9d2687280191692bb4775e3a563ad77,700ca5e891f3b7fc4ed21fa527e6ae6c3402f9de23f938e67eb5c4330db6f389,f14d8884a8f0851be258301d85eaa6fdd9cff156b580174b64bf3c7bb7c73df4,07de2b6050c353b85eba989b5cc81aeb6470b73467d437afb1c36bb0e1408153,a4f9dc029a502ff064e711f52ffac724489fd6be9d83d4195c4fef5fc0c18934,254a3de1ef24cdde7838b2420662c79a4b135e9700e2151c108dd5ce48d759d1
"610201101","0","50","","0","1.6","1","0","1"
"610201151","0","-75","","200","1.8","1","0","1"
"610201201","0","50","","0","1.6","1","0","1"
"610201202","0","50","","0","1.6","1","0","1"
"610201203","0","50","","0","1.6","1","0","1"
"610201251","0","-75","","200","1.65","1","0","1"
"610201252","0","-75","","200","1.8","1","0","1"
"610201253","0","-75","","200","1.8","1","0","1"
"610201301","0","50","","0","1.6","1","0","1"
"610201302","0","50","","0","1.6","1","0","1"
"610201303","0","50","","0","1.6","1","0","1"
"610201351","0","-75","","200","1.65","1","0","1"
"610201352","0","-75","","200","1.8","1","0","1"
"610201353","0","-75","","200","1.8","1","0","1"
"610201401","1","0","","0","1","0","0","2"
"610201402","1","0","","0","1","0","0","3"
"610201403","1","0","","0","1","0","0","4"
"610201451","0","0","","0","0.78","0","-200","2"
"610201452","0","0","","0","0.78","0","-140","3"
"610201453","0","0","","0","0.78","0","-60","4"
"610201501","1","0","","0","1","0","0","2"
"610201502","1","0","","0","1","0","0","3"
"610201503","1","0","","0","1","0","0","4"
"610201551","0","0","","0","0.78","0","-200","2"
"610201552","0","0","","0","0.78","0","-140","3"
"610201553","0","0","","0","0.78","0","-60","4"
"610202101","0","-45","","190","1.7","1","0","1"
"610202201","0","-55","","190","1.4","1","0","1"
"610202202","0","-45","","190","1.7","1","0","1"
"610202203","0","-45","","190","1.7","1","0","1"
"610202301","0","-55","","190","1.4","1","0","1"
"610202302","0","-45","","190","1.7","1","0","1"
"610202303","0","-45","","190","1.7","1","0","1"
"610202401","0","0","","0","1","0","-200","2"
"610202402","0","0","","0","1","0","-140","3"
"610202403","0","0","","0","1","0","-60","4"
"610202404","0","0","","0","1","0","-60","5"
"610202501","0","0","","0","1","0","-200","2"
"610202502","0","0","","0","1","0","-140","3"
"610202503","0","0","","0","1","0","-60","4"
"610202504","0","0","","0","1","0","-60","5"
"610203101","0","-80","","190","1.03","1","0","1"
"610203201","0","-42","","190","0.66","1","0","1"
"610203202","0","-80","","190","1.03","1","0","1"
"610203203","0","-80","","190","1.03","1","0","1"
"610203301","0","-42","","190","0.66","1","0","1"
"610203302","0","-80","","190","1.03","1","0","1"
"610203303","0","-80","","190","1.03","1","0","1"
"610203401","0","0","","0","0.78","0","-200","2"
"610203402","0","0","","0","0.78","0","-140","3"
"610203403","0","0","","0","0.78","0","-60","4"
"610203404","0","0","","0","0.78","0","-30","5"
"610203501","0","0","","0","0.78","0","-200","2"
"610203502","0","0","","0","0.78","0","-140","3"
"610203503","0","0","","0","0.78","0","-60","4"
"610203504","0","0","","0","0.78","0","-30","5"
"610204101","0","-65","","305","1.75","1","0","1"
"610204201","0","-55","","305","1.4","1","0","1"
"610204202","0","-65","","305","1.75","1","0","1"
"610204203","0","-65","","305","1.75","1","0","1"
"610204301","0","-55","","305","1.4","1","0","1"
"610204302","0","-65","","305","1.75","1","0","1"
"610204303","0","-65","","305","1.75","1","0","1"
"610204401","0","0","","0","0.85","0","-200","2"
"610204402","0","0","","0","0.85","0","-140","3"
"610204403","0","0","","0","1","0","-60","4"
"610204404","0","0","","0","1","0","-60","5"
"610204501","0","0","","0","0.85","0","-200","2"
"610204502","0","0","","0","0.85","0","-140","3"
"610204503","0","0","","0","1","0","-60","4"
"610204504","0","0","","0","1","0","-60","5"
"610205101","0","-60","","160","1.38","1","0","1"
"610205201","0","0","","160","0.94","1","0","1"
"610205202","0","-60","","160","1.38","1","0","1"
"610205203","0","-60","","160","1.38","1","0","1"
"610205301","0","0","","160","0.94","1","0","1"
"610205302","0","-60","","160","1.38","1","0","1"
"610205303","0","-60","","160","1.38","1","0","1"
"610205401","0","0","","0","0.9","0","-200","2"
"610205402","0","0","","0","0.9","0","-140","3"
"610205403","0","0","","0","0.9","0","-60","4"
"610205404","0","0","","0","0.9","0","-60","5"
"610205501","0","0","","0","0.9","0","-200","2"
"610205502","0","0","","0","0.9","0","-140","3"
"610205503","0","0","","0","0.9","0","-60","4"
"610205504","0","0","","0","0.9","0","-60","5"
"610206101","0","-80","","295","0.86","1","0","1"
"610206201","0","-50","","295","0.68","1","0","1"
"610206202","0","-50","","295","0.68","1","0","1"
"610206203","0","-80","","295","0.86","1","0","1"
"610206301","0","-50","","295","0.68","1","0","1"
"610206302","0","-50","","295","0.68","1","0","1"
"610206303","0","-80","","295","0.86","1","0","1"
"610206401","0","0","","0","0.85","0","-200","2"
"610206402","0","0","","0","1","0","-140","3"
"610206403","0","0","","0","1","0","-60","4"
"610206404","0","0","","0","1","0","-60","5"
"610206405","0","0","","0","0.78","0","-200","6"
"610206406","0","0","","0","0.78","0","-140","7"
"610206407","0","0","","0","0.78","0","-60","8"
"610206408","0","0","","0","0.78","0","-60","9"
"610206501","0","0","","0","0.85","0","-200","2"
"610206502","0","0","","0","1","0","-140","3"
"610206503","0","0","","0","1","0","-60","4"
"610206504","0","0","","0","1","0","-60","5"
"610206505","0","0","","0","0.78","0","-200","6"
"610206506","0","0","","0","0.78","0","-140","7"
"610206507","0","0","","0","0.78","0","-60","8"
"610206508","0","0","","0","0.78","0","-60","9"
"610207101","0","-17","","250","1.35","1","0","1"
"610207201","0","0","","250","0.95","1","0","1"
"610207202","0","-17","","250","1.35","1","0","1"
"610207203","0","-17","","250","1.35","1","0","1"
"610207301","0","0","","250","0.95","1","0","1"
"610207302","0","-17","","250","1.35","1","0","1"
"610207303","0","-17","","250","1.35","1","0","1"
"610207401","0","-21","","0","0.85","0","-200","2"
"610207402","0","-21","","0","0.85","0","-140","3"
"610207403","0","-21","","0","0.85","0","-60","4"
"610207404","0","-21","","0","0.73","0","-60","5"
"610207501","0","-21","","0","0.85","0","-200","2"
"610207502","0","-21","","0","0.85","0","-140","3"
"610207503","0","-21","","0","0.85","0","-60","4"
"610207504","0","-21","","0","0.73","0","-60","5"
"610208101","0","-90","","405","1.01","1","0","1"
"610208103","0","0","","0","0","0","0","4"
"610208201","0","-90","","405","0.9","1","0","1"
"610208202","0","-90","","405","1.01","1","0","1"
"610208203","0","-90","","405","1.01","1","0","1"
"610208301","0","-90","","405","0.9","1","0","1"
"610208302","0","-90","","405","1.01","1","0","1"
"610208303","0","-90","","405","1.01","1","0","1"
"610208401","0","0","","0","0.78","0","-140","2"
"610208402","0","0","","0","0.78","0","-60","3"
"610208501","0","0","","0","0.78","0","-140","2"
"610208502","0","0","","0","0.78","0","-60","3"
"610209101","0","-14","","140","1.3","1","0","1"
"610209201","0","-15","","140","1.15","1","0","1"
"610209202","0","-14","","140","1.3","1","0","1"
"610209203","0","-14","","140","1.3","1","0","1"
"610209301","0","-15","","140","1.15","1","0","1"
"610209302","0","-14","","140","1.3","1","0","1"
"610209303","0","-14","","140","1.3","1","0","1"
"610209401","0","0","","0","1","0","-200","2"
"610209402","0","0","","0","1","0","-140","3"
"610209403","0","0","","0","1","0","-60","4"
"610209404","0","0","","0","1","0","-60","5"
"610209501","0","0","","0","1","0","-200","2"
"610209502","0","0","","0","1","0","-140","3"
"610209503","0","0","","0","1","0","-60","4"
"610209504","0","0","","0","1","0","-60","5"
"610210101","0","-15","","165","1.15","1","0","1"
"610210201","0","0","","165","0.92","1","0","1"
"610210202","0","-15","","165","1.15","1","0","1"
"610210203","0","-15","","165","1.15","1","0","1"
"610210301","0","0","","165","0.92","1","0","1"
"610210302","0","-15","","165","1.15","1","0","1"
"610210303","0","-15","","165","1.15","1","0","1"
"610210401","0","0","","0","0.68","0","-200","2"
"610210402","0","0","","0","0.68","0","-140","3"
"610210403","0","0","","0","0.68","0","-60","4"
"610210404","0","0","","0","0.68","0","-60","5"
"610210501","0","0","","0","0.68","0","-200","2"
"610210502","0","0","","0","0.68","0","-140","3"
"610210503","0","0","","0","0.68","0","-60","4"
"610210504","0","0","","0","0.68","0","-60","5"
"610211101","0","30","","55","0.9","1","0","1"
