fed63dce33e67c88a2a5aec86a7c1ecce2244d3a9cdfd5fdb89596cdc40853d9,81414799b1521dde00c900d66d480277f63eceb35068e4bb40ed94f9ee0a59ef,5aa5530883c9fddbc64e6d05cf5478419f344d7cd5e8569bccedd1fe1900bc3f,cfca0de8aae8ebffb7140e45b5bf47c3839c96a243032ad96f7110c8875e1592,131746da53c68f31f409601d095bc397b6b2d2d86ab389298b9c86da58d78c7c,593e981ace50c79f3a3b8a84b111768ff1aa30fb16622c70e4c2a8eae2781e9e,74babcd324998f092aade620a395d01d7cb8604ff12a6beaae4c988c06227785,eea2db3a8bf39e70e79c858fc5c00d7ccab9bc6efd5d7a613240342c042b7515,0ba55ac1eaf4f8d04f0fe130c754d7760bc831b578dc2c95e2343e08c8a9fd72,a6ff3607c4fe57f718c0820838891caf6b4eb9e7635ab2c97f42f5d7b026dd3a,83ac10f887cb9325cf2e92e2d5bb4331fb8496319176d1e2943f09a782aca55f
"2018/02/28 14:59:59","2015/04/01 15:00:00","380000","1","0","0","380000","0","1","0","30001"
"2018/03/15 14:59:59","2018/02/28 15:00:00","380000","2","0","0","380000","0","1","0","30002"
"2018/03/31 14:59:59","2018/03/15 15:00:00","380000","3","0","0","380000","0","1","0","30003"
"2018/04/16 14:59:59","2018/03/31 15:00:00","380000","4","0","0","380000","0","1","0","30004"
"2018/04/30 11:59:59","2018/04/16 15:00:00","380000","5","0","0","380000","0","1","0","30005"
"2018/05/15 14:59:59","2018/04/30 12:00:00","380000","6","0","0","380000","0","1","0","30006"
"2018/05/31 11:59:59","2018/05/15 15:00:00","380000","7","0","0","380000","0","1","0","30007"
"2018/06/15 14:59:59","2018/05/31 12:00:00","380000","8","0","0","380000","0","1","0","30008"
"2018/06/30 11:59:59","2018/06/15 15:00:00","380000","9","0","0","380000","0","1","0","30009"
"2018/07/17 14:59:59","2018/06/30 12:00:00","380000","10","0","0","380000","0","1","0","30010"
"2018/07/31 11:59:59","2018/07/17 15:00:00","380000","11","0","0","380000","0","1","0","30011"
"2018/08/21 14:59:59","2018/07/31 12:00:00","380000","12","0","0","380000","0","1","0","30012"
"2018/08/31 12:00:59","2018/08/31 12:00:00","380000","13","0","0","380000","0","1","0","30014"
"2018/08/31 11:59:59","2018/08/21 15:00:00","380000","14","0","0","380000","0","1","0","40001"
"2018/09/18 14:59:59","2018/08/31 12:01:00","380000","15","0","0","380000","0","1","0","30014"
"2018/09/30 11:59:59","2018/09/18 15:00:00","380000","16","0","0","380000","0","1","0","30015"
"2018/10/18 14:59:59","2018/09/30 12:00:00","380000","17","0","0","380000","0","1","0","30016"
"2018/10/31 11:59:59","2018/10/18 15:00:00","380000","18","0","0","380000","0","1","0","30017"
"2018/11/03 18:59:59","2018/10/31 12:00:00","0","19","0","0","380000","380000","2","380000","50018"
"2018/11/19 14:59:59","2018/11/03 19:00:00","380000","20","0","0","380000","0","1","0","30019"
"2018/11/30 11:59:59","2018/11/19 15:00:00","380000","21","0","0","380000","0","1","0","30020"
"2018/12/19 14:59:59","2018/11/30 12:00:00","380000","22","0","0","380000","0","1","0","30021"
"2018/12/31 11:59:59","2018/12/19 15:00:00","380000","23","0","0","380000","0","1","0","30022"
"2019/01/03 18:59:59","2018/12/31 12:00:00","0","24","0","0","380000","380000","2","380000","50023"
"2019/01/31 11:59:59","2019/01/18 15:00:00","380000","25","0","0","380000","0","1","0","30025"
"2019/02/15 22:59:59","2019/01/31 12:00:00","380000","26","0","0","380000","0","1","0","30026"
"2019/02/28 11:59:59","2019/02/15 23:00:00","0","27","0","0","380000","380000","2","380000","50027"
"2019/03/19 14:59:59","2019/02/28 12:00:00","380000","28","0","0","380000","0","1","0","30028"
"2019/03/26 14:59:59","2019/03/19 15:00:00","380000","29","0","0","380000","0","1","0","30029"
"2019/03/31 11:59:59","2019/03/26 15:00:00","380000","30","0","0","380000","0","1","0","30030"
