302b2178482d8680abfd86e0895a97862e88dd3528f5ae972e558cddf504cc80,c74e83255c96e0e4c0d485bb856bc190039353b3ffa2f7d1762e900545f15aa4,7408c1b41531f892f9f9ec7a3cc9fd13b8b5b7052eff1742d07804ab4677cd7b,c776b06dc96a1edca9e0561b5cf86f159d48be5f2707ea6429d15ab3abdf377a,724954ad37a098870539f3a0d7abe8473a5125fa213d21e59190462a53c4b6a6,047fe908cd09956b907b2dfaa90c1ac16dbbce501639fb3501b480f717384be8,f1887274612a22453489b38d9ef057d2f8427ee6acf366816cfd789aae7fef74,43a5196ebf1ee80281053c4b573da795d441f7f4e2978efe10782a74cc9e1a2d,c31dda332fd998f6241eaf2c30ee3bfd86205abc840cd29cffc2486832d8e898,e53cb9a1e01a2363ea1c963269c9ba2b607f1fe8c8a73ed69a350384ba285fa6,1c4907a851ab2c5af4ef0bcd897c6108d59b28d97243f2123367f15f666b8e20,85aebe1d9d75e9d45f92b449359da12b94238ba3851237512b95fac9b0c638eb,846102cec44ce6211528a2590ff6f90055a1cff2b158ebd17b56eab5b1834abf,08c7801e9c7c70c3bcf205d0f6b93c9f2bcd376cba8106032e8dfa099dbe2f70,a60290588e98a3c5ece9c5511faa8658b8e67c45c178fdc1dca184a9696a5ba4,9700852e3619e2ab91bc522ccfbca3708657e662bc5322d096d5c954fe23e659,46c3d51774f9ef4d53c4917ee24599e4794886973c309a153ae85eef4f9f8d22,d5de8044d47a5fde616e3c562eb26b8b544b1ab5ab77a648741b87fc1c37a597,15d1c20665e92d63f12e666e9a761a948042bfe980f4b4838eade41d7d382f39,a83f7aec42a09adf37a08ac51d80b11a86f5a383d107fa5df5f61a64c258575f
"0","0","0","0","0","803100253","0","803100263","803100201","0","0","803100201","0","0","0","0","803100201","803100251","803100252","100"
"0","0","0","0","0","803100253","0","803100263","803100202","0","0","803100205","0","0","0","0","803100202","803100251","803100252","100"
"0","0","0","0","0","803100253","0","803100263","803100203","0","0","803100209","0","0","0","0","803100203","803100251","803100252","100"
"0","0","0","0","0","803100256","0","803100263","803100204","0","0","803100213","0","0","0","0","803100204","803100254","803100255","100"
"0","0","0","0","0","803100256","0","803100263","803100205","0","0","803100214","0","0","0","0","803100205","803100254","803100255","100"
"0","0","0","0","0","803100256","0","803100263","803100206","0","0","803100215","0","0","0","0","803100206","803100254","803100255","100"
"0","0","0","0","0","803100259","0","803100263","803100207","0","0","803100216","0","0","0","0","803100207","803100257","803100258","100"
"0","0","0","0","0","803100259","0","803100263","803100208","0","0","803100217","0","0","0","0","803100208","803100257","803100258","100"
"0","0","0","0","0","803100259","0","803100263","803100209","0","0","803100218","0","0","0","0","803100209","803100257","803100258","100"
"0","0","0","0","0","803100262","0","803100263","803100210","0","0","803100219","0","0","0","0","803100210","803100260","803100261","100"
"0","0","0","0","0","803100262","0","803100263","803100211","0","0","803100220","0","0","0","0","803100211","803100260","803100261","100"
"0","0","0","0","0","803100262","0","803100263","803100212","0","0","803100221","0","0","0","0","803100212","803100260","803100261","100"
"0","0","0","0","0","803100266","0","803100267","803100213","0","0","803100222","0","0","0","0","803100213","803100264","803100265","100"
"0","0","0","0","0","803100266","0","803100267","803100214","0","0","803100223","0","0","0","0","803100214","803100264","803100265","100"
"0","0","0","0","0","803100266","0","803100267","803100215","0","0","803100224","0","0","0","0","803100215","803100264","803100265","100"
"0","0","0","0","0","803100269","0","803100272","803100216","0","0","803100225","0","0","0","0","803100216","803100226","803100268","100"
"0","0","0","0","0","803100269","0","803100272","803100217","0","0","803100227","0","0","0","0","803100217","803100228","803100268","100"
"0","0","0","0","0","803100269","0","803100272","803100218","0","0","803100229","0","0","0","0","803100218","803100230","803100268","100"
"0","0","0","0","0","803100271","0","803100272","803100219","0","0","803100231","0","0","0","0","803100219","803100232","803100270","100"
"0","0","0","0","0","803100271","0","803100272","803100220","0","0","803100233","0","0","0","0","803100220","803100234","803100270","100"
"0","0","0","0","0","803100271","0","803100272","803100221","0","0","803100235","0","0","0","0","803100221","803100236","803100270","100"
"0","0","0","0","0","0","0","0","803100222","0","0","803100237","0","0","0","0","803100222","0","0","100"
"0","0","0","0","0","0","0","0","803100223","0","0","803100238","0","0","0","0","803100223","0","0","100"
"0","0","0","0","0","0","0","0","803100224","0","0","803100239","0","0","0","0","803100224","0","0","100"
