37f4c83527d30669f1da464724ff28bc40f8b53ecf4346c493e07e2143e0d1ee,7194045643b67ea91fb80850683a0b805d41a250578480a28650e8e4f2f72074,9bca35d76d2fc86e65a1320363d4de4cd5c1e1b31692a7cfb31f14976add81de,3d7b76175ebe7777f8b82c2906585cc61178e3244fad3e09433bd7de0c85f883,c08ac9fdfb7f390f8970ba33b2cc87bfbf925a41ba65e9d67c7b0b0c61d8cfc3,5b1927e3e5c450e4163bdbb650b3a6b3b6e52304a22b1b9fc64e90ff22c926eb,aee425c1dc76bdceaa5f78184a570e562860b37269ea92923a80a79be0a5a222,9b49756008465f706544c51a58b484a0ecc08d05c0728923eec60775c5d38425,a2a19eee689b2cc5cf1bec5d68b4517deb25007c08bdcbc9e32f028be4b222f2,229248a127ab1df41b67072070ea812f67363084c21f487aed2c92160156b1e9,ecc25bb27de5cc5f7ed430780c1317a8818eb49f9686301da91af5b4cd3260dd,c6923c04401d7d7ff20f845cc88a9117a54a5868a064d9291ecb14e8f32fe9b4,9b7dd524551f025486caf67b6e35fbcb2fe019de02b0add8b6e869a40226e73c,2acea855681a3c554f1fbd50e9782c483b108f1eab92169eac70b596d140ece2,aff7360da0c14a3c5b9b4f1f5dbe3d74628ff046db16758d6cdcebde6fa38442
"2","100584","0","350","？？？","100584","bgm_M220","100000","1","90","1001001","bgm_M220","800100101","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M220","100000","1","90","1001002","bgm_M220","800100102","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M220","100000","1","90","1001003","bgm_M220","800100103","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M221","100000","1","90","1001004","bgm_M221","800100101","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M221","100000","1","90","1001005","bgm_M221","800100102","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M221","100000","1","90","1001006","bgm_M221","800100103","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M220","100000","1","90","1002001","bgm_M220","800100201","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M220","100000","1","90","1002002","bgm_M220","800100202","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M220","100000","1","90","1002003","bgm_M220","800100203","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M221","100000","1","90","1002004","bgm_M221","800100201","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M221","100000","1","90","1002005","bgm_M221","800100202","-75","-30"
"2","100584","0","350","？？？","100584","bgm_M221","100000","1","90","1002006","bgm_M221","800100203","-75","-30"
