808dccd2b27d2bf3a6a81dc59d8b65282e09badc9f2cf51f2fce900494b5bd05,051538886ab00cc584b5dec750d179db36a50564335c885327bc62651cc5e617,53ec664b54432968b2bf56237829bdf78a3c06ff07ed5da1f65967bdb8adf3b5,dc4517920dc752a4d7c11666ce023bfed0363fff1c21ec8031fb885570b31af0,d5f1098f7de5867ed5444662c88f7eb3c1142748f70c66525709e8e84bf58769,9d8bf5b294077246c5a4055f88287824fc4157ca7d4251e1d06df867dc8202d6,4fbaaa260e08d2e722f52952d484f9652a54a725a1f4fe1dfa0ffc7ee8f99d70
"BOSS討伐で解放！\n残り{0}体","[3C404E]BOSS討伐（全難易度共通）で解放！\n残り[FFBB00,CE4F00]{0}[-]体[-]","107601","1","10004","[3C404E]イベントを進めて、BOSSに挑戦、\nBOSS討伐を進めると限定キャラ解放！！[-]","71004025"
"BOSS討伐で解放！\n残り{0}体","[3C404E]BOSS討伐（全難易度共通）で解放！\n残り[FFBB00,CE4F00]{0}[-]体[-]","108001","2","10005","[3C404E]イベントを進めて、BOSSに挑戦、\nBOSS討伐を進めると限定キャラ解放！！[-]","71005025"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","108201","3","10007","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71007031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","108501","4","10009","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71009031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","108901","5","10010","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71010031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","109001","6","10011","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71011031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","109301","7","10013","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71013031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","109801","8","10017","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71017031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","110101","9","10019","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71019031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","107601","10","20004","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","72004021"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","110501","11","10021","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71021035"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","108001","12","20005","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","72005021"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","111201","13","10025","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71025031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","108201","15","10026","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71026031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","111601","16","10029","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71029031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","108501","17","10030","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71030031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","112101","18","10031","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71031031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","108901","19","10032","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71032031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","112301","20","10033","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71033031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","112601","21","10035","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71035031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","109001","22","10034","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71034031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","109301","24","10039","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71039031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","113001","25","10042","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71042031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","110101","26","10043","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71043031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","113201","27","10044","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71044031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","113501","28","10046","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71046031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","110501","29","10045","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71045035"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","111201","30","10049","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71049031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","114101","31","10050","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71050031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","109801","32","10053","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71053031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","114601","33","10054","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71054033"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","111601","34","10055","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71055031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","114701","35","10056","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71056032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","112101","36","10057","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71057031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","115601","37","10058","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71058032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","112301","38","10060","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71060031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","115801","39","10061","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71061032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","112601","40","10062","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71062031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","116801","41","10068","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71068032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","113001","42","10069","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71069031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","113201","43","10071","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71071031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","117401","44","10072","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71072032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","113501","45","10073","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71073031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","117801","46","10076","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71076032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","114101","47","10077","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71077031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","119201","48","10080","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71080032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","114601","49","10081","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71081033"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","120801","50","10082","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71082032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","114701","51","10083","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71083032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","121201","52","10085","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71085032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","115601","53","10086","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71086032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","115801","54","10089","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71089032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","122101","55","10094","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71094032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","116801","56","10095","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71095032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","122401","57","10096","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71096032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","122801","58","10098","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71098032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","117401","59","10099","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71099032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","123501","60","10102","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71102032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","117801","61","10103","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71103032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","124101","62","10106","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71106032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","119201","63","10107","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71107032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","124701","64","10108","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71108032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","120801","65","10109","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71109032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","124901","66","10110","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71110032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","121201","67","10113","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71113032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","125701","68","10118","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71118032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","122101","69","10121","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71121032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","126701","70","10122","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71122032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","122401","71","10123","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71123032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","127001","72","10124","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71124032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","122801","73","10125","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71125032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","123501","74","10129","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71129032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","128301","75","10134","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71134032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","124101","76","10133","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71133032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","124701","77","10135","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71135032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","128801","78","10136","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71136032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","124901","79","10138","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71138032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","125701","80","10145","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71145032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","131901","82","10152","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71152032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","126701","83","10149","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71149032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","127001","84","10151","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71151032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","109801","85","10153","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71153031"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","133201","86","10160","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71160032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","128301","87","10163","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71163032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","128801","88","10164","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71164032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","131901","89","10172","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71172032"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","112601","90","10174","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71174024"
"ボスNORMAL討伐で解放！","[3C404E]ボスNORMAL討伐で解放！","133201","91","10178","[3C404E]イベントを進めて、ボスに挑戦！\nボスNORMALを討伐すると、\n限定キャラ解放！！[-]","71178032"
