0527b884fa1d5e740a4cdff345367ae26e0cb83d6623cac6e501f9289651e595,e999d54c0e4c5c652da39979579e62b10b7896fd1548dde711eb9cb634852212,6c3cd812f247dae6f007b3a40db727236542cb50d609b406e721e87f287cab53,d522c7c3ffa117b444d070ce52c4368ffa8bfdddeaff95de1ab23e3bf1217c67,4b16a3aa1eaa67fc6dbd0b8b5914d86d6314dcd4fe673886ac633d4ffc13c2d1,295ac27550b123a99629ce40321f9ff68bfb5820bc1d1850a061829419c35cf2,0258a9553cfccbf9c300b8cb8dea0aa9725af18e22c496a49297618ca42e2338,1d68ab511897dd619a2ddce7e19c696c8fea83729de179ed89b5a4d305558acb,cebdc66de4bb1e3da6f2c4dd1cea3b02d4fa2de33360ffcdb14e8f1314855983,8f49f53355e3440e70b00fb99b815395cc2354dc582d0eb42aadb6cf481a153d,58ce0a9c6fd70fca165c34ebe12f76696f17faacfe88d12de24227dccc652e1a,29a3debddc6ac3081b15ac001273b1644ec80646af5bcfb8153a54d4b7795407,fdc8fe2e370a398fb8259cf3398b7c61760db339c734ffb8b2343fb980715c9e,b38103da1d81e14b76ec2cfc7ee5533a254c2f134f55bedc6ef5f43c23f4a120,3c4aadfc2b981c8890a677c9036a3d385235c5a6f79c5efc61a9f3b16d8de65c,efcb4305203341ae1176fb8679690d4360af84ed9668ae44d036e3c52e0a064d,9f696995d9cb74ca26073c69c34836de0f5b390c1b5873c0c5536821367e3629,cf9c8c2c65af3fc223054e4f0bbd3f4f47d13a58467a9bd45428d2f546dcc1ca,db6422f444104c8b3f50b02a528ac06b47fd9e57f98a046182b08db85a31cfae
"12","2","23001","94002","0","1","20004","0","2","0","50","0","2000000","0","0","80","1","1002200","50"
"12","2","23001","94002","0","51","20004","0","2","0","40","0","1600000","0","0","80","2","1002200","100"
"12","2","23001","94002","0","101","20004","0","2","0","40","0","1400000","0","0","60","3","1002200","200"
"12","2","23001","94002","0","201","20004","0","2","0","35","0","1200000","0","0","60","4","1002200","500"
"12","2","23001","94002","0","501","20004","0","2","0","35","0","1000000","0","0","40","5","1002200","1000"
"12","2","23001","94002","0","1001","20004","0","2","0","30","0","800000","0","0","40","6","1002200","1500"
"12","2","23001","94002","0","1501","20004","0","2","0","25","0","600000","0","0","40","7","1002200","2000"
"12","2","23001","94002","0","2001","20003","0","2","0","25","0","600000","0","0","80","8","1002200","3000"
"12","2","23001","94002","0","3001","20003","0","2","0","20","0","400000","0","0","60","9","1002200","5000"
"12","2","23001","94002","0","5001","20003","0","2","0","15","0","300000","0","0","40","10","1002200","10000"
"12","2","23001","94002","0","10001","20003","0","2","0","10","0","200000","0","0","20","11","1002200","100000"
"12","2","23001","94002","0","100001","20003","0","2","0","5","0","100000","0","0","12","12","1002200","200000"
"12","2","23001","94002","0","200001","20003","0","2","0","5","0","80000","0","0","8","13","1002200","300000"
"12","2","23001","94002","0","300001","20003","0","2","0","5","0","60000","0","0","5","14","1002200","400000"
"12","2","23001","94002","0","400001","20003","0","2","0","5","0","50000","0","0","3","15","1002200","-1"
