bba259548a6e1eea301606337acd8884170a8b6a49f2103b1ec9660038eb65fe,14e4486ef8d0876d303a11499660a736bdb6e0c514ad9e46dd3d78ac665de078,1f2a9b2be2ae18b7ef956aafe9b8b257ad6cb0cb809f61f48e20ea15053bce40,30f40d4c0438943d893ee580f07e1d3962be33bad4e8a1b4aa3d0bdbe14eea52,59c94138abd37250f65bf71a212e1fb556decef4f52a97f26a5ac89edd429b2e,5680028741b034a0c64fe0e52ff319f4f26fa7a0396f6f9c8245b44bd37428d3,5705245b27b4887420538ffb6843bc7069289a2489a16829d9e01d269289220e,5e42a082fdade5d984829ee9e8e1c6b53b054de69d05682d8d38967ccb01c47b,9355c8206fc4d85b422ec66b3dfe26b4dcac642cc9252558d1c39953fa541ae6,418fddde57c16681934813f8c46f98fd175bd83133add3dc703b0a34f919bb84,10798a61ffa9d7db1a2059419162441622e19a8a71ee2645ce03e9e6fdded37a,183d9155f2d5fb8acb3acf4b19858e8fe946c55a688c1287db0a89aa28301c6e,54b94c893f414e6309e51608cf58850bd61ce8e07f7b24e5c3cc96cb41612f9e,4d32c64b1bf132ea11a1dd2fc42f3e6ba2ec78577f0ca6173677b9bd3afd905c,d921b15a545d761e74908e725296e641d53cadee1a566ea785241bda25eea215,3bb94cb1b1be31e3c4cd842d8fafbe412954dffbd9d6f67bb448624f4742f185,32a876a4966864c984922b11a182c1d681a79501d0f43103f127f2afd746229a,56287ddb8a2f86ad3052867a80fa707a015de60fc673e9f5515a68169c9f188b,a86873c45652912f5518ab5a300168ba9013a452be1e9dafd276932be9751433,9d9303a0e7c1478320bbbb758ae613fda6967b76586c0022fea6f127a44c594f,609e5eef89f1cd3654c3dba4d610f7a318155daf0fef07ec794e1fc3a8b16d67
"101011","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","アイアンブレード","0","0","剣","0"
"101071","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","キラーペンシル","0","0","短剣","0"
"101101","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","ウッドグリップ","0","0","ナックル","0"
"101131","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","狩人の弓","0","0","弓","0"
"101161","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","鋼の槍","0","0","槍","0"
"101191","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","片手斧","0","0","斧","0"
"101251","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","香木の杖","0","0","回復杖","0"
"101281","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","革のサロペット","0","0","軽装鎧","0"
"101371","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","旅立ちのローブ","0","0","魔法服","0"
"101401","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","木の盾","0","0","盾","0"
"101431","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","革のブーツ","0","0","靴","0"
"101521","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","おしゃれなベレー","0","0","魔法帽子","0"
"101551","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","やる気のブレスレット","0","0","攻撃アクセサリ","0"
"101581","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","御守りペンダント","0","0","防御アクセサリ","0"
"101611","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","気合のブレスレット","0","0","魔法アクセサリ","0"
"102011","2","0","30","0","0","0","0","0","0","0","0","0","0","0","13","ギアブレード","0","0","剣","0"
"102013","2","0","60","0","0","0","0","0","0","0","0","0","0","0","27","ブルーブラッド","0","0","剣","0"
"102014","2","1","0","0","0","0","0","0","0","0","0","0","0","0","27","オーロラの剣","1","0","剣","0"
"102041","2","0","35","0","0","0","0","0","0","0","0","0","0","0","30","クレセントソード","0","0","刀","0"
"102071","2","0","0","0","0","0","5","0","0","0","0","0","0","0","13","コマンドナイフ","0","0","短剣","0"
"102101","2","0","0","0","0","0","10","0","0","0","0","0","0","0","27","レザーナックル","0","0","ナックル","0"
"102131","2","1","0","0","0","0","0","0","0","0","0","0","0","0","27","クリスタルボウ","0","0","弓","0"
"102162","2","0","0","0","0","0","0","0","0","0","0","0","0","0","12","トライデント","1","0","槍","0"
"102163","2","0","0","0","0","0","0","0","0","0","0","0","0","0","20","フレイムスピア","3","0","槍","0"
"102191","2","0","0","0","0","0","0","0","0","0","0","0","0","0","16","メタルアックス","0","0","斧","0"
"102192","2","0","0","0","0","0","0","0","0","0","0","0","0","0","34","ハイメタルアックス","0","0","斧","0"
"102221","2","0","0","0","0","16","0","0","0","0","0","0","0","0","0","グリーンロッド","0","0","攻撃杖","0"
"102222","2","0","0","0","0","34","0","0","0","0","0","0","0","0","0","リトルドラゴンロッド","0","0","攻撃杖","0"
"102251","2","1","0","0","0","13","0","0","0","0","0","0","0","0","0","医者いらずの杖","0","0","回復杖","0"
"102252","2","1","0","0","0","27","0","0","0","0","0","0","0","0","0","ユニコーンの慈愛","0","0","回復杖","0"
"102281","2","0","90","0","0","0","0","0","0","0","0","0","0","0","5","智慧の衣","0","0","軽装鎧","0"
"102282","2","1","150","0","0","0","0","0","0","0","0","0","0","0","7","ライトプレート","1","0","軽装鎧","0"
"102311","2","0","95","0","0","0","0","0","0","0","0","0","0","0","0","スケイルメイル","1","0","重装鎧","0"
"102312","2","1","180","0","0","0","0","0","0","0","0","0","0","0","0","ハイメタルプレート","2","0","重装鎧","0"
"102341","2","0","90","0","0","0","0","0","0","0","0","0","0","0","6","フォークロアクロース","0","0","服","0"
"102342","2","1","120","0","0","0","0","0","0","0","0","0","0","110","7","忍び装束","1","0","服","0"
"102371","2","1","65","0","0","4","0","0","0","0","0","0","0","0","0","春色ローブ","0","0","魔法服","0"
"102372","2","2","120","0","0","7","0","0","0","0","0","0","0","0","0","ノルディックローブ","1","0","魔法服","0"
"102401","2","0","135","0","0","0","0","0","0","0","0","0","0","0","7","タワーシールド","3","0","盾","0"
"102431","2","0","30","0","0","0","0","0","0","0","0","0","1","0","2","クラウンブーツ","1","0","靴","0"
"102432","2","1","60","0","0","0","0","0","0","0","0","0","2","0","3","ハンティングブーツ","2","0","靴","0"
"102461","2","1","30","0","0","8","0","0","0","0","0","0","0","0","0","ウィッチブーツ","0","0","魔法靴","0"
"102491","2","0","90","0","0","0","0","0","0","0","0","0","0","0","3","かわいいキャスケット","1","0","兜","0"
"102493","2","1","90","0","0","0","0","0","0","0","0","0","0","0","0","レギオンヘルム","1","0","兜","0"
"102521","2","3","0","10","0","7","0","0","0","0","0","0","0","0","0","修道女のフード","1","0","魔法帽子","0"
"102551","2","0","0","0","0","0","5","0","0","0","0","0","0","30","11","勇気の宝珠","0","0","攻撃アクセサリ","0"
"102552","2","0","0","5","0","0","10","0","0","0","0","0","0","0","20","スパイクバングル","1","0","攻撃アクセサリ","0"
"102581","2","1","55","0","0","0","0","0","0","0","0","0","0","25","0","仁愛の宝珠","1","0","防御アクセサリ","0"
"102582","2","2","120","0","0","0","0","0","0","0","0","0","0","0","0","勝利のミサンガ","2","0","防御アクセサリ","0"
"102611","2","1","0","0","0","11","0","0","0","0","0","0","0","0","0","マジックグラス","0","0","魔法アクセサリ","0"
"102612","2","0","0","0","0","10","5","0","0","0","0","0","0","25","0","智慧の宝珠","0","0","魔法アクセサリ","0"
"102613","2","2","0","0","0","24","0","0","0","0","0","0","0","0","0","マジックモノクル","0","0","魔法アクセサリ","0"
"102614","2","1","0","0","0","20","10","0","0","0","0","0","0","0","0","文様の腕輪","0","0","魔法アクセサリ","0"
"103011","3","0","30","0","0","0","0","0","0","0","0","0","0","0","13.4","煌めきの剣","0","0","剣","0"
"103012","3","0","38.4","0","0","0","0","0","0","0","0","0","0","0","17.7","竜紋剣","0","0","剣","0"
"103013","3","0","45","0","0","0","0","0","0","0","0","0","0","0","20.4","フェザーブレード","0","0","剣","0"
"103041","3","0","21.7","0","0","0","0","0","0","0","0","0","0","0","19.4","月光刀","0","0","刀","0"
"103042","3","0","25","0","0","0","0","0","0","0","0","0","0","0","22.7","雷神刀","0","0","刀","0"
"103071","3","0","0","0","0","0","5","0","0","0","0","0","0","0","13.4","プラチナナイフ","0","0","短剣","0"
"103072","3","0","0","0","0","0","0","0","0","0","0","1","0","0","20.4","ヴァンパイアダガー","0","0","短剣","0"
"103101","3","0","0","0","0","0","5","0","0","0","0","0","0","0","17.7","ドラゴンズクロー","0","0","ナックル","0"
"103131","3","1","0","0","0","0","0","0","0","0","0","0","0","0","17.7","キューピッドの弓","0","0","弓","0"
"103132","3","1","0","0","0","0","0","0","0","0","0","0","0","0","20.4","デビルズボウ","0","0","弓","0"
"103161","3","0","0","0","0","0","0","0","0","0","0","0","0","0","11.7","騎士の誇り","1","0","槍","0"
"103162","3","0","0","0","0","0","0","0","0","0","0","0","0","0","15.4","アブソリュートスピア","1.7","0","槍","0"
"103191","3","0","0","0","0","0","0","0","0","0","0","0","0","0","16.7","ブルースフィアアックス","0","0","斧","0"
"103192","3","0","0","0","0","0","0","0","0","0","0","0","0","0","22","麗花の戦斧","0","0","斧","0"
"103193","3","0","0","0","0","0","0","0","0","0","0","0","0","0","25.7","稲妻の斧","0","0","斧","0"
"103221","3","0","0","0","0","16.7","0","0","0","0","0","0","0","0","0","ソーンブラッドロッド","0","0","攻撃杖","0"
"103222","3","0","0","0","0","25.7","0","0","0","0","0","0","0","0","0","デビルズホーン","0","0","攻撃杖","0"
"103251","3","0.7","0","0","0","13.4","0","0","0","0","0","0","0","0","0","天球の見守り","0","0","回復杖","0"
"103252","3","1","0","0","0","17.7","0","0","0","0","0","0","0","0","0","花蕾の杖","0","0","回復杖","0"
"103281","3","0.4","81.7","0","0","0","0","0","0","0","0","0","0","0","3.7","ファッションアーマー","0.4","0","軽装鎧","0"
"103282","3","0.7","108.4","0","0","0","0","0","0","0","0","0","0","0","5","バトリングドレス","0.7","0","軽装鎧","0"
"103283","3","0.7","126.7","0","0","0","0","0","0","0","0","0","0","0","5.7","ヘビーメタルアーマー","0.7","0","軽装鎧","0"
"103311","3","0.7","81.7","0","0","0","0","0","0","0","0","0","0","0","0","ゴージャスアーマー","1","0","重装鎧","0"
"103341","3","0.4","60","0","0","0","0","0","0","0","0","0","0","53.4","3.4","ミルフィーユクロース","0.4","0","服","0"
"103342","3","0.4","78.4","0","0","0","0","0","0","0","0","0","0","70","4.4","パレスクロース","0.7","0","服","0"
"103343","3","0.7","68.4","0","0","0","0","0","0","0","0","0","0","123.4","5","コスモスクロース","0.7","0","服","0"
"103371","3","1.4","78.4","0","0","4.4","0","0","0","0","0","0","0","0","0","キューピッドのローブ","0.7","0","魔法服","0"
"103372","3","1.4","81.7","1.7","0","4.7","0","0","0","0","0","0","0","0","0","哲学者のローブ","0.7","0","魔法服","0"
"103401","3","0","96.7","0","0","0","0","0","0","0","0","0","0","0","2.7","ガーネットシールド","2","0","盾","0"
"103431","3","0.4","30","0","0","0","0","0","0","0","0","0","1","0","1.7","忍び足","0.7","0","靴","0"
