93bcedab2de927e456ba4ac19e24e0c4e9e119e02f9ff7228909a3dd1eb9c1e8,aa3db3593c907efa43dabbba1ba805cea3d154c38e26cfa76698b544a38c221a,2e705a146416e923c577221ff8506431670ff3c865040aec3cd45bd1e087103b,113f129e0d1c0f167296b7defcabc73293889e200f07443b22c7cdb0079ac678,fa57432eec2ead0f5b5c7c5916a554478b082c25824f9c9f83879d81a8691b0b
"0","150","1","1","1038"
"0","151","2","2","1038"
"0","152","3","3","1038"
"0","153","4","4","1038"
"0","154","5","5","1038"
"0","156","1","6","1039"
"0","157","2","7","1039"
"0","158","3","8","1039"
"0","159","4","9","1039"
"0","160","5","10","1039"
"0","162","1","11","1040"
"0","163","2","12","1040"
"0","164","3","13","1040"
"0","165","4","14","1040"
"0","166","5","15","1040"
"0","168","1","16","1041"
"0","169","2","17","1041"
"0","170","3","18","1041"
"0","171","4","19","1041"
"0","172","5","20","1041"
"0","174","1","21","1042"
"0","175","2","22","1042"
"0","176","3","23","1042"
"0","177","4","24","1042"
"0","178","5","25","1042"
"0","180","1","26","1043"
"0","181","2","27","1043"
"0","182","3","28","1043"
"0","183","4","29","1043"
"0","184","5","30","1043"
"0","186","1","31","1044"
"0","187","2","32","1044"
"0","188","3","33","1044"
"0","189","4","34","1044"
"0","190","5","35","1044"
"0","192","1","36","1045"
"0","193","2","37","1045"
"0","194","3","38","1045"
"0","195","4","39","1045"
"0","196","5","40","1045"
"0","198","1","41","1046"
"0","199","2","42","1046"
"0","200","3","43","1046"
"0","201","4","44","1046"
"0","202","5","45","1046"
"0","204","1","46","1047"
"0","205","2","47","1047"
"0","206","3","48","1047"
"0","207","4","49","1047"
"0","208","5","50","1047"
"0","210","1","51","1048"
"0","211","2","52","1048"
"0","212","3","53","1048"
"0","213","4","54","1048"
"0","214","5","55","1048"
"0","216","1","56","1049"
"0","217","2","57","1049"
"0","218","3","58","1049"
"0","219","4","59","1049"
"0","220","5","60","1049"
"0","222","1","61","1050"
"0","223","2","62","1050"
"0","224","3","63","1050"
"0","225","4","64","1050"
"0","226","5","65","1050"
"0","228","1","66","1051"
"0","229","2","67","1051"
"0","230","3","68","1051"
"0","231","4","69","1051"
"0","232","5","70","1051"
"0","234","1","71","1052"
"0","235","2","72","1052"
"0","236","3","73","1052"
"0","237","4","74","1052"
"0","238","5","75","1052"
"0","240","1","76","1053"
"0","241","2","77","1053"
"0","242","3","78","1053"
"0","243","4","79","1053"
"0","244","5","80","1053"
"0","246","1","81","1054"
"0","247","2","82","1054"
"0","248","3","83","1054"
"0","249","4","84","1054"
"0","250","5","85","1054"
"0","252","1","86","1055"
"0","253","2","87","1055"
"0","254","3","88","1055"
"0","255","4","89","1055"
"0","256","5","90","1055"
"0","258","1","91","1056"
"0","259","2","92","1056"
"0","260","3","93","1056"
"0","261","4","94","1056"
"0","262","5","95","1056"
"0","264","1","96","1057"
"0","265","2","97","1057"
"0","266","3","98","1057"
"0","267","4","99","1057"
"0","268","5","100","1057"
"0","270","1","101","1058"
"0","271","2","102","1058"
"0","272","3","103","1058"
"0","273","4","104","1058"
"0","274","5","105","1058"
"0","276","1","106","1059"
"0","277","2","107","1059"
"0","278","3","108","1059"
"0","279","4","109","1059"
"0","280","5","110","1059"
"0","282","1","111","1060"
"0","283","2","112","1060"
"0","284","3","113","1060"
"0","285","4","114","1060"
"0","286","5","115","1060"
"0","288","1","116","1061"
"0","289","2","117","1061"
"0","290","3","118","1061"
"0","291","4","119","1061"
"0","292","5","120","1061"
"0","294","1","121","1063"
"0","295","2","122","1063"
"0","296","3","123","1063"
"0","297","4","124","1063"
"0","299","1","125","1064"
"0","300","2","126","1064"
"0","301","3","127","1064"
"0","302","4","128","1064"
"0","304","1","129","1065"
"0","305","2","130","1065"
"0","306","3","131","1065"
"0","307","4","132","1065"
"0","308","1","133","1066"
"0","310","2","134","1066"
"0","311","3","135","1066"
"0","312","4","136","1066"
"0","313","1","137","1067"
"0","315","2","138","1067"
"0","316","3","139","1067"
"0","317","4","140","1067"
"0","318","1","141","1068"
"0","320","2","142","1068"
"0","321","3","143","1068"
"0","322","4","144","1068"
"0","323","1","145","1069"
"0","325","2","146","1069"
"0","326","3","147","1069"
"0","327","4","148","1069"
"0","328","1","149","1070"
"0","330","2","150","1070"
"0","331","3","151","1070"
"0","332","4","152","1070"
"0","333","1","153","1071"
"0","335","2","154","1071"
"0","336","3","155","1071"
"0","337","4","156","1071"
"0","338","1","157","1072"
"0","340","2","158","1072"
"0","341","3","159","1072"
"0","342","4","160","1072"
"0","343","1","161","1073"
"0","345","2","162","1073"
"0","346","3","163","1073"
"0","347","4","164","1073"
"0","348","1","165","1074"
"0","350","2","166","1074"
"0","351","3","167","1074"
"0","352","4","168","1074"
"0","353","1","169","1075"
"0","355","2","170","1075"
"0","356","3","171","1075"
"0","357","4","172","1075"
"0","358","1","173","1076"
"0","360","2","174","1076"
"0","361","3","175","1076"
"0","362","4","176","1076"
"0","363","1","177","1077"
"0","365","2","178","1077"
"0","366","3","179","1077"
"0","367","4","180","1077"
"0","368","1","181","1078"
"0","370","2","182","1078"
"0","371","3","183","1078"
"0","372","4","184","1078"
"0","373","1","185","1079"
"0","375","2","186","1079"
"0","376","3","187","1079"
"0","377","4","188","1079"
"0","378","1","189","1080"
"0","380","2","190","1080"
"0","381","3","191","1080"
"0","382","4","192","1080"
"0","383","1","193","1081"
"0","385","2","194","1081"
"0","386","3","195","1081"
"0","387","4","196","1081"
"0","388","1","197","1082"
"0","390","2","198","1082"
"0","391","3","199","1082"
"0","392","4","200","1082"
"0","393","1","201","1083"
"0","395","2","202","1083"
"0","396","3","203","1083"
"0","397","4","204","1083"
"0","398","1","205","1084"
"0","400","2","206","1084"
"0","401","3","207","1084"
"0","402","4","208","1084"
"0","403","1","209","1085"
"0","405","2","210","1085"
"0","406","3","211","1085"
"0","407","4","212","1085"
"0","408","1","213","1086"
"0","410","2","214","1086"
"0","411","3","215","1086"
"0","412","4","216","1086"
"0","413","1","217","1087"
"0","415","2","218","1087"
"0","416","3","219","1087"
"0","417","4","220","1087"
"0","418","1","221","1088"
"0","420","2","222","1088"
"0","421","3","223","1088"
"0","422","4","224","1088"
"0","423","1","225","1089"
"0","425","2","226","1089"
"0","426","3","227","1089"
"0","427","4","228","1089"
"0","428","1","229","1090"
"0","430","2","230","1090"
"0","431","3","231","1090"
"0","432","4","232","1090"
"0","433","1","233","1091"
"0","435","2","234","1091"
