671df5fc18eee33670777d86e6bbb19c713453b85be9ac49a1385a555150108b,7af08f84359a12adca1c54d015c3393b48f42b0c0c557654ad5d6b4fc5d08f62,31c99fb0c26f9810a146e1d69f1ea7797529c70660a8d504d3b2ca6b5ee75b8f,8fb3415a887f077516de50c78298a604c855163bd97e9d7581e78e322973f765,65bf7cd6e1488fb9673cf6132d77dba74b2ce311e65286fd48d5b7bff0f91056,ef77af6083df7a557ec4116755b4388d70ac797149a35bf87c0ba5a841720c32,916987fd21334d884aa951a7ca157b450ea3c892fcd6aa28617c0209215645c0,2511882626dee04b510f02fc60e2b862f5b6b7dca095b817fb78eec9740062de,310c361c7747cdedfef80f21727edc5fc5e05b4d2f0827dcab8d98e8f082d4fe,75b0bf60a57e516afdf60046b1b50083acbe6ddac75eeba102fda8adcfb684eb,b61ac96867e3abbf1a73a8e14802635cc2720bd1850eb2259eba0f0498d3b002,aa4ffdf61d5d55ae700cf580c81f405baa1309284ee2788fb5ca357351c62e2b,cdfbf9d23070466273769e4997e0bd0b1a47d7f583d09b71f0c51b5e2775aef5,6e23d975b0e8b4ffab2285112bcde09dadb132a66fe66d9860a13ef0329ad0f6
"1","34","103","0","-1","1","2018/03/06 05:00:00","0","0","1","2018/03/13 04:59:59","30","2000","0"
"2","44","103","0","-1","1","2018/03/06 05:00:00","0","0","1","2018/03/13 04:59:59","40","2000","0"
"3","45","104","0","-1","1","2018/03/13 05:00:00","0","0","1","2018/03/20 04:59:59","40","2000","0"
"4","31","101","0","-1","1","2018/03/20 05:00:00","0","0","1","2018/03/26 04:59:59","30","2000","0"
"5","41","101","0","-1","1","2018/03/20 05:00:00","0","0","1","2018/03/26 04:59:59","40","2000","0"
"6","32","102","0","-1","1","2018/03/26 05:00:00","0","0","1","2018/03/31 04:59:59","30","2000","0"
"7","42","102","0","-1","1","2018/03/26 05:00:00","0","0","1","2018/03/31 04:59:59","40","2000","0"
"8","34","103","0","-1","1","2018/03/31 05:00:00","0","0","1","2018/04/10 04:59:59","30","2000","0"
"9","44","103","0","-1","1","2018/03/31 05:00:00","0","0","1","2018/04/10 04:59:59","40","2000","0"
"10","45","104","0","-1","1","2018/04/10 05:00:00","0","0","1","2018/04/20 04:59:59","40","2000","0"
"11","31","101","0","-1","1","2018/04/20 05:00:00","0","0","1","2018/04/25 04:59:59","30","2000","0"
"12","41","101","0","-1","1","2018/04/20 05:00:00","0","0","1","2018/04/25 04:59:59","40","2000","0"
"13","32","102","0","-1","1","2018/04/25 05:00:00","0","0","1","2018/04/30 04:59:59","30","2000","0"
"14","42","102","0","-1","1","2018/04/25 05:00:00","0","0","1","2018/04/30 04:59:59","40","2000","0"
"15","34","103","0","-1","1","2018/04/30 05:00:00","0","0","1","2018/05/11 04:59:59","30","2000","0"
"16","44","103","0","-1","1","2018/04/30 05:00:00","0","0","1","2018/05/11 04:59:59","40","2000","0"
"17","45","104","0","-1","1","2018/05/11 05:00:00","0","0","1","2018/05/22 04:59:59","40","2000","0"
"18","31","101","0","-1","1","2018/05/22 05:00:00","0","0","1","2018/05/28 04:59:59","30","2000","0"
"19","41","101","0","-1","1","2018/05/22 05:00:00","0","0","1","2018/05/28 04:59:59","40","2000","0"
"20","32","102","0","-1","1","2018/05/28 05:00:00","0","0","1","2018/05/31 04:59:59","30","2000","0"
"21","42","102","0","-1","1","2018/05/28 05:00:00","0","0","1","2018/05/31 04:59:59","40","2000","0"
"22","34","103","0","-1","1","2018/05/31 05:00:00","0","0","1","2018/06/10 04:59:59","30","2000","0"
"23","44","103","0","-1","1","2018/05/31 05:00:00","0","0","1","2018/06/10 04:59:59","40","2000","0"
"24","45","104","0","-1","1","2018/06/10 05:00:00","0","0","1","2018/06/20 04:59:59","40","2000","0"
"25","31","101","0","-1","1","2018/06/20 05:00:00","0","0","1","2018/06/25 04:59:59","30","2000","0"
"26","41","101","0","-1","1","2018/06/20 05:00:00","0","0","1","2018/06/25 04:59:59","40","2000","0"
"27","32","102","0","-1","1","2018/06/25 05:00:00","0","0","1","2018/06/30 04:59:59","30","2000","0"
"28","42","102","0","-1","1","2018/06/25 05:00:00","0","0","1","2018/06/30 04:59:59","40","2000","0"
"29","34","103","0","-1","1","2018/06/30 05:00:00","0","0","1","2018/07/10 04:59:59","30","2000","0"
"30","44","103","0","-1","1","2018/06/30 05:00:00","0","0","1","2018/07/10 04:59:59","40","2000","0"
"31","45","104","0","-1","1","2018/07/10 05:00:00","0","0","1","2018/07/20 04:59:59","40","2000","0"
"32","31","101","0","-1","1","2018/07/20 05:00:00","0","0","1","2018/07/25 04:59:59","30","2000","0"
"33","41","101","0","-1","1","2018/07/20 05:00:00","0","0","1","2018/07/25 04:59:59","40","2000","0"
"34","32","102","0","-1","1","2018/07/25 05:00:00","0","0","1","2018/07/31 04:59:59","30","2000","0"
"35","42","102","0","-1","1","2018/07/25 05:00:00","0","0","1","2018/07/31 04:59:59","40","2000","0"
"36","34","103","0","-1","1","2018/07/31 05:00:00","0","0","1","2018/08/10 04:59:59","30","2000","0"
"37","44","103","0","-1","1","2018/07/31 05:00:00","0","0","1","2018/08/10 04:59:59","40","2000","0"
"38","45","104","0","-1","1","2018/08/10 05:00:00","0","0","1","2018/08/21 04:59:59","40","2000","0"
"39","34","103","0","-1","1","2018/08/15 05:00:00","0","0","1","2018/08/21 04:59:59","30","3000","0"
"40","44","103","0","-1","1","2018/08/15 05:00:00","0","0","1","2018/08/21 04:59:59","40","3000","0"
"41","31","101","0","-1","1","2018/08/21 05:00:00","0","0","1","2018/08/25 04:59:59","30","3000","0"
"42","41","101","0","-1","1","2018/08/21 05:00:00","0","0","1","2018/08/25 04:59:59","40","3000","0"
"43","32","102","0","-1","1","2018/08/25 05:00:00","0","0","1","2018/08/31 04:59:59","30","3000","0"
"44","42","102","0","-1","1","2018/08/25 05:00:00","0","0","1","2018/08/31 04:59:59","40","3000","0"
"45","34","103","0","-1","1","2018/08/31 05:00:00","0","0","1","2018/09/10 04:59:59","30","2000","0"
"46","44","103","0","-1","1","2018/08/31 05:00:00","0","0","1","2018/09/10 04:59:59","40","2000","0"
"47","45","104","0","-1","1","2018/09/10 05:00:00","0","0","1","2018/09/20 04:59:59","40","2000","0"
"48","31","101","0","-1","1","2018/09/20 05:00:00","0","0","1","2018/09/25 04:59:59","30","2000","0"
"49","41","101","0","-1","1","2018/09/20 05:00:00","0","0","1","2018/09/25 04:59:59","40","2000","0"
"50","32","102","0","-1","1","2018/09/25 05:00:00","0","0","1","2018/09/30 04:59:59","30","2000","0"
"51","42","102","0","-1","1","2018/09/25 05:00:00","0","0","1","2018/09/30 04:59:59","40","2000","0"
"52","34","103","0","-1","1","2018/09/30 05:00:00","0","0","1","2018/10/10 04:59:59","30","2000","0"
"53","44","103","0","-1","1","2018/09/30 05:00:00","0","0","1","2018/10/10 04:59:59","40","2000","0"
"54","45","104","0","-1","1","2018/10/10 05:00:00","0","0","1","2018/10/21 04:59:59","40","2000","0"
"57","31","101","0","-1","1","2018/10/21 05:00:00","0","0","1","2018/10/26 04:59:59","30","2000","0"
"58","41","101","0","-1","1","2018/10/21 05:00:00","0","0","1","2018/10/26 04:59:59","40","2000","0"
"59","32","102","0","-1","1","2018/10/26 05:00:00","0","0","1","2018/10/31 04:59:59","30","2000","0"
"60","42","102","0","-1","1","2018/10/26 05:00:00","0","0","1","2018/10/31 04:59:59","40","2000","0"
"61","34","103","0","-1","1","2018/10/31 05:00:00","0","0","1","2018/11/10 04:59:59","30","2000","0"
"62","44","103","0","-1","1","2018/10/31 05:00:00","0","0","1","2018/11/10 04:59:59","40","2000","0"
"63","151","6004","0","-1","1","2018/10/31 12:00:00","0","0","1","2018/11/14 14:59:59","80","1500","0"
"64","152","6005","0","-1","1","2018/10/31 12:00:00","0","0","1","2018/11/14 14:59:59","80","1500","0"
"65","45","104","0","-1","1","2018/11/10 05:00:00","0","0","1","2018/11/19 04:59:59","40","2000","0"
"66","31","101","0","-1","1","2018/11/19 05:00:00","0","0","1","2018/11/24 04:59:59","30","2000","0"
"67","41","101","0","-1","1","2018/11/19 05:00:00","0","0","1","2018/11/24 04:59:59","40","2000","0"
"68","32","102","0","-1","1","2018/11/24 05:00:00","0","0","1","2018/11/29 04:59:59","30","2000","0"
"69","42","102","0","-1","1","2018/11/24 05:00:00","0","0","1","2018/11/29 04:59:59","40","2000","0"
"70","34","103","0","-1","1","2018/11/29 05:00:00","0","0","1","2018/12/10 04:59:59","30","2000","0"
"71","44","103","0","-1","1","2018/11/29 05:00:00","0","0","1","2018/12/10 04:59:59","40","2000","0"
"72","151","6004","0","-1","1","2018/11/30 12:00:00","0","0","1","2018/12/14 14:59:59","80","1500","0"
"73","152","6005","0","-1","1","2018/11/30 12:00:00","0","0","1","2018/12/14 14:59:59","80","1500","0"
"74","45","104","0","-1","1","2018/12/10 05:00:00","0","0","1","2018/12/19 04:59:59","40","2000","0"
"75","31","101","0","-1","1","2018/12/19 05:00:00","0","0","1","2018/12/24 04:59:59","30","2000","0"
"76","41","101","0","-1","1","2018/12/19 05:00:00","0","0","1","2018/12/24 04:59:59","40","2000","0"
"77","32","102","0","-1","1","2018/12/24 05:00:00","0","0","1","2018/12/30 04:59:59","30","2000","0"
"78","42","102","0","-1","1","2018/12/24 05:00:00","0","0","1","2018/12/30 04:59:59","40","2000","0"
"79","34","103","0","-1","1","2018/12/30 05:00:00","0","0","1","2019/1/11 04:59:59","30","2000","0"
"80","44","103","0","-1","1","2018/12/30 05:00:00","0","0","1","2019/1/11 04:59:59","40","2000","0"
"81","151","6004","0","-1","1","2018/12/31 12:00:00","0","0","1","2019/1/14 14:59:59","80","1500","0"
"82","152","6005","0","-1","1","2018/12/31 12:00:00","0","0","1","2019/1/14 14:59:59","80","1500","0"
"83","45","104","0","-1","1","2019/1/11 05:00:00","0","0","1","2019/1/21 04:59:59","40","2000","0"
"84","31","101","0","-1","1","2019/1/15 05:00:00","0","0","1","2019/1/22 04:59:59","30","2000","0"
"85","41","101","0","-1","1","2019/1/15 05:00:00","0","0","1","2019/1/22 04:59:59","40","2000","0"
"86","32","102","0","-1","1","2019/1/22 05:00:00","0","0","1","2019/1/27 04:59:59","30","2000","0"
"87","42","102","0","-1","1","2019/1/22 05:00:00","0","0","1","2019/1/27 04:59:59","40","2000","0"
"88","31","101","0","-1","1","2019/1/27 05:00:00","0","0","1","2019/1/31 04:59:59","30","2000","0"
"89","41","101","0","-1","1","2019/1/27 05:00:00","0","0","1","2019/1/31 04:59:59","40","2000","0"
"90","34","103","0","-1","1","2019/1/31 05:00:00","0","0","1","2019/2/11 04:59:59","30","2000","0"
"91","44","103","0","-1","1","2019/1/31 05:00:00","0","0","1","2019/2/11 04:59:59","40","2000","0"
"92","151","6004","0","-1","1","2019/1/31 12:00:00","0","0","1","2019/2/14 14:59:59","80","1500","0"
"93","152","6005","0","-1","1","2019/1/31 12:00:00","0","0","1","2019/2/14 14:59:59","80","1500","0"
"94","45","104","0","-1","1","2019/2/11 05:00:00","0","0","1","2019/2/18 04:59:59","40","2000","0"
"95","31","101","0","-1","1","2019/02/11 05:00:00","0","0","1","2019/02/22 04:59:59","30","3000","0"
"96","41","101","0","-1","1","2019/02/11 05:00:00","0","0","1","2019/02/22 04:59:59","40","3000","0"
"97","32","102","0","-1","1","2019/02/22 05:00:00","0","0","1","2019/02/28 04:59:59","30","3000","0"
"98","42","102","0","-1","1","2019/02/22 05:00:00","0","0","1","2019/02/28 04:59:59","40","3000","0"
"99","34","103","0","-1","1","2019/2/28 05:00:00","0","0","1","2019/3/11 04:59:59","30","2000","0"
"100","44","103","0","-1","1","2019/2/28 05:00:00","0","0","1","2019/3/11 04:59:59","40","2000","0"
"101","151","6004","0","-1","1","2019/2/28 12:00:00","0","0","1","2019/3/14 14:59:59","80","1500","0"
"102","152","6005","0","-1","1","2019/2/28 12:00:00","0","0","1","2019/3/14 14:59:59","80","1500","0"
"103","45","104","0","-1","1","2019/3/11 05:00:00","0","0","1","2019/3/21 04:59:59","40","2000","0"
"104","31","101","0","-1","1","2019/3/15 05:00:00","0","0","1","2019/3/22 04:59:59","30","2000","0"
"105","41","101","0","-1","1","2019/3/15 05:00:00","0","0","1","2019/3/22 04:59:59","40","2000","0"
"106","34","103","0","-1","1","2019/3/19 05:00:00","0","0","1","2019/3/23 04:59:59","30","2000","0"
"107","44","103","0","-1","1","2019/3/19 05:00:00","0","0","1","2019/3/23 04:59:59","40","2000","0"
"108","32","102","0","-1","1","2019/3/22 05:00:00","0","0","1","2019/3/27 04:59:59","30","2000","0"
"109","42","102","0","-1","1","2019/3/22 05:00:00","0","0","1","2019/3/27 04:59:59","40","2000","0"
"110","37","109","0","-1","1","2019/3/22 05:00:00","0","0","1","2019/3/27 04:59:59","30","2000","0"
"111","31","101","0","-1","1","2019/3/27 05:00:00","0","0","1","2019/3/31 04:59:59","30","2000","0"
"112","41","101","0","-1","1","2019/3/27 05:00:00","0","0","1","2019/3/31 04:59:59","40","2000","0"
"113","34","103","0","-1","1","2019/3/31 05:00:00","0","0","1","2019/4/10 04:59:59","30","2000","0"
"114","44","103","0","-1","1","2019/3/31 05:00:00","0","0","1","2019/4/10 04:59:59","40","2000","0"
"115","151","6004","0","-1","1","2019/3/31 12:00:00","0","0","1","2019/4/12 20:59:59","80","1500","0"
"116","152","6005","0","-1","1","2019/3/31 12:00:00","0","0","1","2019/4/12 20:59:59","80","1500","0"
"117","31","101","0","-1","1","2019/4/10 05:00:00","0","0","1","2019/4/13 04:59:59","30","2000","0"
"118","41","101","0","-1","1","2019/4/10 05:00:00","0","0","1","2019/4/13 04:59:59","40","2000","0"
"119","45","104","0","-1","1","2019/4/10 05:00:00","0","0","1","2019/4/20 04:59:59","40","2000","0"
"120","37","109","0","-1","1","2019/4/13 05:00:00","0","0","1","2019/4/17 04:59:59","30","2000","0"
"121","251","7004","0","-1","1","2019/4/15 12:00:00","0","0","1","2019/4/22 20:59:59","80","1500","0"
"122","252","7005","0","-1","1","2019/4/15 12:00:00","0","0","1","2019/4/22 20:59:59","80","1500","0"
"123","31","101","0","-1","1","2019/4/17 05:00:00","0","0","1","2019/4/20 04:59:59","30","2000","0"
"124","41","101","0","-1","1","2019/4/17 05:00:00","0","0","1","2019/4/20 04:59:59","40","2000","0"
"125","34","103","0","-1","1","2019/4/19 05:00:00","0","0","1","2019/4/23 04:59:59","30","2000","0"
"126","44","103","0","-1","1","2019/4/19 05:00:00","0","0","1","2019/4/23 04:59:59","40","2000","0"
"127","32","102","0","-1","1","2019/4/20 05:00:00","0","0","1","2019/4/27 04:59:59","30","2000","0"
"128","42","102","0","-1","1","2019/4/20 05:00:00","0","0","1","2019/4/27 04:59:59","40","2000","0"
"129","31","101","0","-1","1","2019/04/27 05:00:00","0","0","1","2019/05/02 04:59:59","30","3000","0"
"130","41","101","0","-1","1","2019/04/27 05:00:00","0","0","1","2019/05/02 04:59:59","40","3000","0"
"131","34","103","0","-1","1","2019/04/27 05:00:00","0","0","1","2019/05/02 04:59:59","30","2000","0"
"132","44","103","0","-1","1","2019/04/27 05:00:00","0","0","1","2019/05/02 04:59:59","40","2000","0"
"133","32","102","0","-1","1","2019/05/02 05:00:00","0","0","1","2019/05/07 04:59:59","30","3000","0"
"134","42","102","0","-1","1","2019/05/02 05:00:00","0","0","1","2019/05/07 04:59:59","40","3000","0"
"135","45","104","0","-1","1","2019/05/02 05:00:00","0","0","1","2019/05/07 04:59:59","40","2000","0"
"136","34","103","0","-1","1","2019/05/07 05:00:00","0","0","1","2019/05/11 04:59:59","30","2000","0"
"137","44","103","0","-1","1","2019/05/07 05:00:00","0","0","1","2019/05/11 04:59:59","40","2000","0"
"138","151","6004","0","-1","1","2019/04/30 12:00:00","0","0","1","2019/05/12 20:59:59","80","1500","0"
"139","152","6005","0","-1","1","2019/04/30 12:00:00","0","0","1","2019/05/12 20:59:59","80","1500","0"
"140","45","104","0","-1","1","2019/05/11 05:00:00","0","0","1","2019/05/21 04:59:59","40","2000","0"
"141","31","101","0","-1","1","2019/05/11 05:00:00","0","0","1","2019/05/14 04:59:59","30","2000","0"
"142","41","101","0","-1","1","2019/05/11 05:00:00","0","0","1","2019/05/14 04:59:59","40","2000","0"
"143","37","109","0","-1","1","2019/05/14 05:00:00","0","0","1","2019/05/18 04:59:59","30","2000","0"
"144","251","7004","0","-1","1","2019/05/15 12:00:00","0","0","1","2019/05/22 20:59:59","80","1500","0"
"145","252","7005","0","-1","1","2019/05/15 12:00:00","0","0","1","2019/05/22 20:59:59","80","1500","0"
"146","34","103","0","-1","1","2019/05/17 05:00:00","0","0","1","2019/05/22 04:59:59","30","2000","0"
"147","44","103","0","-1","1","2019/05/17 05:00:00","0","0","1","2019/05/22 04:59:59","40","2000","0"
"148","31","101","0","-1","1","2019/05/18 05:00:00","0","0","1","2019/05/25 04:59:59","30","2000","0"
"149","41","101","0","-1","1","2019/05/18 05:00:00","0","0","1","2019/05/25 04:59:59","40","2000","0"
"150","32","102","0","-1","1","2019/05/25 05:00:00","0","0","1","2019/05/31 04:59:59","30","2000","0"
"151","42","102","0","-1","1","2019/05/25 05:00:00","0","0","1","2019/05/31 04:59:59","40","2000","0"
"152","34","103","0","-1","1","2019/05/31 05:00:00","0","0","1","2019/06/11 04:59:59","30","2000","0"
"153","44","103","0","-1","1","2019/05/31 05:00:00","0","0","1","2019/06/11 04:59:59","40","2000","0"
"154","151","6004","0","-1","1","2019/05/31 12:00:00","0","0","1","2019/06/14 20:59:59","80","1500","0"
"155","152","6005","0","-1","1","2019/05/31 12:00:00","0","0","1","2019/06/14 20:59:59","80","1500","0"
"156","31","101","0","-1","1","2019/06/07 05:00:00","0","0","1","2019/06/11 04:59:59","30","2000","0"
