a34e6de49e699181b2501a958d936314ea5d23bba1639aaf0a85d0f40cd5ad60,f55977534dc47ce7f5fbdfbb4a8d08b4daa7fe2f9de33434dc667d0326697db9,5b087b3f21ee730acf4f66257e891ed5d7137d593519e4dc7fbf964d52ff7179,5d7b24082f2ea6d2cf6f2a4b85e57c623bc537f9f75b344ae416eaa52c4cba91,fd05b12dde9f8dc54cdd5244ab80a29ef8082cc40418ea9405cff9b2b071dc39,dc725bec949e19ea9175a12d8b50f3f119d27ed9095bfd4ecc89997d994c5ea4,7d29fd408691ed88d4eb509dd9ba486724c9c39eb26eb2ef8aee740c730fefd2,001f5211b5cd6c542af7fb02e9e854ad03a8cf640850b7a360183f63b3ebe8e5,1f623289c0a3ab2cdcfe9d63b3aa805b127a74a8578646a0c1629f2986b14865,1f878784dbe3966816266c977b538213608fbfd38fcf79b1d7987884447818aa,d3cb5f54292cbd0ba40736d530dd197580e3bdf375cdb622d0846c6c770ea627,9bf842f26ae88954c4943ff84337f14681ae7f57ffbba3a06a5766ea36f47f32,1e3824d6694cab723db33102680154a275f263dcbd3aacf87f4940cfe00552ee,f366498458fdce07fd144eabb7ece85ae71a7050be6bf1f979e5a2ca16a3d79d,fd71f23ba0b206029d1af0e4d31ab0cfb38512d7bf408a330cddda409cd43275
"90","100113","bgm_M57","0","0","100113","1","0","701000101","bgm_M57","1","90110001","1","110001","EASY"
"90","100113","bgm_M57","0","0","100113","1","0","701000102","bgm_M57","1","90110002","2","110001","NORMAL"
"90","100113","bgm_M57","0","0","100113","1","0","701000103","bgm_M57","1","90110003","3","110001","HARD"
"90","100113","bgm_M57","0","0","100113","1","0","701000104","bgm_M57","1","90110004","4","110001","VERY HARD"
"90","100113","bgm_M57","0","0","100113","1","0","701000105","bgm_M57","1","90110005","5","110001","EXTREME"
"90","103013","bgm_M169","0","0","103013","2","0","701000201","bgm_M169","1","90120001","1","120001","EASY"
"90","103013","bgm_M169","0","0","103013","2","0","701000202","bgm_M169","1","90120002","2","120001","NORMAL"
"90","103013","bgm_M169","0","0","103013","2","0","701000203","bgm_M169","1","90120003","3","120001","HARD"
"90","103013","bgm_M169","0","0","103013","2","0","701000204","bgm_M169","1","90120004","4","120001","VERY HARD"
"90","103013","bgm_M169","0","0","103013","2","0","701000205","bgm_M169","1","90120005","5","120001","EXTREME"
"90","100113","bgm_M64","0","0","100113","3","0","701000301","bgm_M64","1","90130001","1","130001","EASY"
"90","100113","bgm_M64","0","0","100113","3","0","701000302","bgm_M64","1","90130002","2","130001","NORMAL"
"90","100113","bgm_M64","0","0","100113","3","0","701000303","bgm_M64","1","90130003","3","130001","HARD"
"90","100113","bgm_M64","0","0","100113","3","0","701000304","bgm_M64","1","90130004","4","130001","VERY HARD"
"90","100113","bgm_M64","0","0","100113","3","0","701000305","bgm_M64","1","90130005","5","130001","EXTREME"
"90","100113","bgm_M07","0","0","100113","4","0","701000401","bgm_M07","1","90140001","1","140001","EASY"
"90","100113","bgm_M07","0","0","100113","4","0","701000402","bgm_M07","1","90140002","2","140001","NORMAL"
"90","100113","bgm_M07","0","0","100113","4","0","701000403","bgm_M07","1","90140003","3","140001","HARD"
"90","100113","bgm_M07","0","0","100113","4","0","701000404","bgm_M07","1","90140004","4","140001","VERY HARD"
"90","100113","bgm_M07","0","0","100113","4","0","701000405","bgm_M07","1","90140005","5","140001","EXTREME"
"90","103013","bgm_M170","0","0","103013","5","0","701000501","bgm_M170","1","90150001","1","150001","EASY"
"90","103013","bgm_M170","0","0","103013","5","0","701000502","bgm_M170","1","90150002","2","150001","NORMAL"
"90","103013","bgm_M170","0","0","103013","5","0","701000503","bgm_M170","1","90150003","3","150001","HARD"
"90","103013","bgm_M170","0","0","103013","5","0","701000504","bgm_M170","1","90150004","4","150001","VERY HARD"
"90","103013","bgm_M170","0","0","103013","5","0","701000505","bgm_M170","1","90150005","5","150001","EXTREME"
