8ac079fc54d87152cef65ce7d268a3b1805fddfe5df81d42b7290461390d3185,e0931eb60ff08c66ddafa4954828a0556b80a1f2cb190ac76bb90f644e9ea755,f119cbd8ca522ee186e4146659b66800915fe15903a485c992d78a6e9ad007ac,c9452eeacd760ae1ddf83231021b78896debc8b917e5afe23a866ac4699a693a,29de391532f05d745c0149b9d47ecaed08819d6037a2cdef6720af5cf07a11ca,ac30178de56a2ce2c44cdbd34113f847e85eecf8d05e00cc7b3b5345a677c3a7,a8c50112d95f46075e05d2aafa7c15b09494eea7a337527972c040213c9b69d5,904bb87b41e1860bc1a2c5f41b082d705d2b483c0c0512aa7b5572f492338e19,a00ade99ebfb162af32f1963e9d9d7399ba22b71480ba0a64cb218c1a2951b48,55999cbcd3b5d5bc8dbe1b4afacde16154b905c5d06919d319b43ee9f2b87d28,27c2e7a81d80c1c877e787db957dc7477f7b6698c80c2529e398ab22b495dae9
"-150","101","1","115","1","0","111831","nop_idle_joy1","1.5","-100","101001"
"-150","101","1","114","1","1","120731","nop_idle_normal_joy","1.5","100","101002"
"-127","101","1","111","1","0","120831","nop_idle_arm_crossed","1.5","-215","101003"
"-127","101","1","110","1","1","111931","nop_idle_normal","1.5","215","101004"
"-150","101","1","113","1","0","120931","nop_idle_thinking","1.5","-330","101005"
"-150","101","1","112","1","1","112031","nop_idle_normal","1.5","330","101006"
"-150","102","1","115","1","0","108731","nop_idle_joy1","1.5","-100","102001"
"-150","102","1","114","1","1","108831","nop_idle_joy_normal","1.5","100","102002"
"-127","102","1","111","1","0","108931","nop_idle_normal","1.5","-215","102003"
"-135","103","1","113","1","0","102011","nop_idle_joy1","1.5","-100","103001"
"-150","103","1","115","1","0","100411","nop_idle_normal","1.5","-215","103002"
"-143","103","1","114","1","1","103631","nop_idle_wish","1.5","100","103003"
"-150","104","1","115","1","0","101231","nop_idle_normal","1.5","-100","104001"
"-150","104","1","114","1","1","104011","nop_idle_normal","1.5","100","104002"
"-127","104","1","111","1","0","101511","nop_idle_normal","1.5","-215","104003"
"-135","105","1","113","1","0","103111","nop_idle_normal","1.5","-100","105001"
"-135","105","1","111","1","1","102211","nop_idle_sad","1.5","100","105002"
"-150","105","1","115","1","0","100711","nop_05_miyako_idle_normal","1.5","-215","105003"
"-150","105","1","112","1","1","100611","nop_idle_joy1","1.5","215","105004"
"-135","105","1","114","5","1","2051","nop_skull_idle","1.5","-25","105005"
"-150","106","1","115","1","0","104731","nop_idle_arm_crossed","1.5","-215","106001"
"-150","106","1","114","1","1","107131","nop_idle_arm_crossed","1.5","215","106002"
"-135","106","1","111","1","0","103731","nop_idle_normal","1.5","-100","106003"
"-135","106","1","110","1","1","100511","nop_idle_joy1","1.5","100","106004"
"-150","107","1","115","1","0","102831","nop_idle_normal","1.5","-100","107001"
"-150","107","1","114","1","1","102111","nop_idle_normal","1.5","100","107002"
"-127","107","1","111","1","0","102511","nop_idle_normal","1.5","-215","107003"
"-127","107","1","110","1","1","102311","nop_idle_normal","1.5","215","107004"
"-150","108","1","115","1","0","101011","nop_idle_joy_normal","1.5","-100","108001"
"-150","108","1","114","1","1","104331","nop_idle_arm_crossed","1.5","100","108002"
"-127","108","1","111","1","0","101711","nop_idle_joy1","1.5","-215","108003"
"-127","108","1","110","1","1","101431","nop_idle_normal","1.5","215","108004"
"-150","109","1","115","1","0","103311","nop_idle_joy1","1.5","-100","109001"
"-127","109","1","111","1","0","105211","nop_idle_joy_normal","1.5","-215","109002"
"-150","109","1","114","1","1","102611","nop_idle_sad2","1.5","100","109003"
"-127","109","1","110","1","1","103811","nop_idle_normal","1.5","215","109004"
"-150","110","1","115","1","0","103231","nop_idle_joy1","1.5","-100","110001"
"-127","110","1","110","1","1","103411","nop_10_yukari_02","1.5","215","110002"
"-127","110","1","111","5","1","11","nop_10_yukari_02","1.5","215","110003"
"-150","110","1","114","1","1","104811","nop_idle_doya","1.5","100","110004"
"-127","110","1","111","1","0","104611","nop_idle_joy_normal","1.5","-215","110005"
"-150","111","1","115","1","0","100911","nop_11_anna_idle_arm_crossed","1.5","-100","111001"
"-150","111","1","114","1","1","101311","nop_idle_joy_normal","1.5","100","111002"
"-127","111","1","111","1","0","102711","nop_11_eriko_idle_wish","1.5","-215","111003"
"-127","111","1","110","1","1","105111","nop_idle_normal","1.5","215","111004"
"-143","112","1","115","1","1","101831","nop_idle_joy1","1.5","100","112001"
"-135","112","1","110","1","0","101611","nop_idle_joy_normal","1.5","-100","112002"
"-150","112","1","114","1","0","105011","nop_idle_joy_normal","1.5","-215","112003"
"-150","113","1","113","1","1","105331","nop_idle_normal_joy","1.5","100","113001"
"-150","113","1","114","1","0","104511","nop_13_kuka_idle_memory2","1.5","-100","113002"
"-127","113","1","110","1","0","103031","nop_idle_joy1","1.5","-215","113003"
"-150","113","1","111","1","0","100811","nop_idle_thinking","1.5","-330","113004"
"-150","113","1","115","1","1","105511","nop_idle_sad","1.5","240","113005"
"-150","114","1","115","1","1","106831","nop_idle_normal","1.5","100","114001"
"-150","114","1","114","1","0","101131","nop_idle_normal","1.5","-100","114002"
"-127","114","1","110","1","0","104931","nop_idle_normal","1.5","-215","114003"
"-143","115","1","115","1","1","102931","nop_idle_joy1","1.5","100","115001"
"-135","115","1","110","1","0","104211","nop_idle_wish","1.5","-100","115002"
"-150","115","1","114","1","0","105411","nop_idle_normal","1.5","-215","115003"
"-150","116","1","115","1","1","106731","nop_idle_normal","1.5","100","116001"
"-150","116","1","114","1","0","106631","nop_idle_joy1","1.5","-100","116002"
"-127","116","1","110","1","0","106531","nop_16_kaya_idle_normal2","1.5","-215","116003"
"-150","116","1","116","5","1","2","nop_rago_idle","1.5","180","116004"
"-150","117","1","115","1","1","111031","nop_idle_normal","1.5","100","117001"
"-150","117","1","114","1","0","110931","nop_idle_joy2","1.5","-100","117002"
"-127","117","1","110","1","0","110831","nop_17_chloe_idle_normal2","1.5","-215","117003"
"-150","117","1","115","5","0","1","NoItem_idle","1.5","-100","117004"
"-150","118","1","115","1","1","114711","nop_18_muimi_idle_joy_normal","1.5","-100","118001"
"-150","118","1","114","1","0","118511","nop_18_karin_idle_normal","1.5","100","118002"
"-127","118","1","111","1","0","115031","nop_idle_normal","1.5","-215","118003"
"-127","118","1","110","1","1","118031","nop_idle_joy1","1.5","215","118004"
"0","201","1","100","1","0","111831","nop_idle_joy1","1.2","-60","201001"
"0","201","1","101","1","1","120731","nop_idle_normal_joy","1.2","60","201002"
"-5","201","1","102","1","0","120831","nop_idle_arm_crossed","1.2","-130","201003"
"-5","201","1","103","1","1","111931","nop_idle_normal","1.2","130","201004"
"-20","201","1","104","1","0","120931","nop_idle_thinking","1.2","-200","201005"
"-20","201","1","105","1","1","112031","nop_idle_normal","1.2","200","201006"
"0","202","1","100","1","0","108731","nop_idle_joy1","1.2","-60","202001"
"0","202","1","101","1","1","108831","nop_idle_joy_normal","1.2","60","202002"
"-5","202","1","102","1","0","108931","nop_idle_normal","1.2","-130","202003"
"0","203","1","100","1","0","102011","nop_idle_joy1","1.2","-60","203001"
"-5","203","1","101","1","0","100411","nop_idle_normal","1.2","-130","203002"
"-5","203","1","102","1","1","103631","nop_idle_wish","1.2","60","203003"
"0","204","1","100","1","0","101231","nop_idle_normal","1.2","-60","204001"
"0","204","1","101","1","1","104011","nop_idle_normal","1.2","60","204002"
"-5","204","1","102","1","0","101511","nop_idle_normal","1.2","-130","204003"
"0","205","1","100","1","0","103111","nop_idle_normal","1.2","-80","205001"
"0","205","1","101","1","1","102211","nop_idle_sad","1.2","60","205002"
"-5","205","1","104","1","0","100711","nop_05_miyako_idle_normal","1.2","-150","205003"
"-5","205","1","103","1","1","100611","nop_idle_joy1","1.2","130","205004"
"0","205","1","102","5","1","2051","nop_skull_idle","1.2","-20","205005"
"-5","206","1","102","1","0","104731","nop_idle_arm_crossed","1.2","-130","206001"
"-5","206","1","103","1","1","107131","nop_idle_arm_crossed","1.2","130","206002"
"0","206","1","100","1","0","103731","nop_idle_normal","1.2","-60","206003"
"0","206","1","101","1","1","100511","nop_idle_joy1","1.2","60","206004"
"0","207","1","100","1","0","102831","nop_idle_normal","1.2","-60","207001"
"0","207","1","101","1","1","102111","nop_idle_normal","1.2","60","207002"
"-5","207","1","102","1","0","102511","nop_idle_normal","1.2","-130","207003"
"-5","207","1","103","1","1","102311","nop_idle_normal","1.2","130","207004"
"0","208","1","100","1","0","101011","nop_idle_joy_normal","1.2","-60","208001"
"0","208","1","101","1","1","104331","nop_idle_arm_crossed","1.2","60","208002"
"-5","208","1","102","1","0","101711","nop_idle_joy1","1.2","-130","208003"
"-5","208","1","103","1","1","101431","nop_idle_normal","1.2","130","208004"
"0","209","1","100","1","0","103311","nop_idle_joy1","1.2","-60","209001"
"-5","209","1","102","1","0","105211","nop_idle_joy_normal","1.2","-130","209002"
"0","209","1","101","1","1","102611","nop_idle_sad2","1.2","60","209003"
"-5","209","1","103","1","1","103811","nop_idle_normal","1.2","130","209004"
"0","210","1","100","1","0","103231","nop_idle_joy1","1.2","-60","210001"
"-5","210","1","103","1","1","103411","nop_10_yukari_02","1.2","130","210002"
"-5","210","1","104","5","1","11","nop_10_yukari_02","1.2","130","210003"
"0","210","1","101","1","1","104811","nop_idle_doya","1.2","60","210004"
"-5","210","1","102","1","0","104611","nop_idle_joy_normal","1.2","-130","210005"
"0","211","1","100","1","0","100911","nop_11_anna_idle_arm_crossed","1.2","-60","211001"
"0","211","1","101","1","1","101311","nop_idle_joy_normal","1.2","60","211002"
"-5","211","1","102","1","0","102711","nop_11_eriko_idle_wish","1.2","-130","211003"
"-5","211","1","103","1","1","105111","nop_idle_normal","1.2","130","211004"
"0","212","1","100","1","1","101831","nop_idle_joy1","1.2","60","212001"
"0","212","1","101","1","0","101611","nop_idle_joy_normal","1.2","-60","212002"
"-5","212","1","102","1","0","105011","nop_idle_joy_normal","1.2","-130","212003"
"0","213","1","100","1","1","105331","nop_idle_normal_joy","1.2","60","213001"
"0","213","1","101","1","0","104511","nop_13_kuka_idle_memory2","1.2","-60","213002"
"-5","213","1","102","1","0","103031","nop_idle_joy1","1.2","-130","213003"
"-20","213","1","103","1","0","100811","nop_idle_thinking","1.2","-200","213004"
"-20","213","1","104","1","1","105511","nop_idle_sad","1.2","130","213005"
"0","214","1","100","1","1","106831","nop_idle_normal","1.2","60","214001"
"0","214","1","101","1","0","101131","nop_idle_normal","1.2","-60","214002"
"-5","214","1","103","1","0","104931","nop_idle_normal","1.2","-130","214003"
"0","215","1","100","1","1","102931","nop_idle_joy1","1.2","60","215001"
"0","215","1","101","1","0","104211","nop_idle_wish","1.2","-60","215002"
"-5","215","1","102","1","0","105411","nop_idle_normal","1.2","-130","215003"
"0","216","1","100","1","1","106731","nop_idle_normal","1.2","60","216001"
"0","216","1","101","1","0","106631","nop_idle_joy1","1.2","-60","216002"
"-5","216","1","103","1","0","106531","nop_16_kaya_idle_normal2","1.2","-130","216003"
"0","216","1","101","5","1","2","nop_rago_idle","1.2","140","216004"
"0","217","1","100","1","1","111031","nop_idle_normal","1.2","60","217001"
"0","217","1","101","1","0","110931","nop_idle_joy2","1.2","-60","217002"
"-5","217","1","103","1","0","110831","nop_17_chloe_idle_normal2","1.2","-130","217003"
"0","217","1","102","5","0","1","NoItem_idle","1.2","-60","217004"
"0","218","1","100","1","1","114711","nop_18_muimi_idle_joy_normal","1.2","-40","218001"
"0","218","1","101","1","0","118511","nop_18_karin_idle_normal","1.2","40","218002"
"-5","218","1","102","1","0","115031","nop_idle_normal","1.2","-130","218003"
"-5","218","1","103","1","1","118031","nop_idle_joy1","1.2","130","218004"
"","301","111831","1","3","","nop_talk_joy1","","0.2","","301001"
"0","301","111831","8","11","0","次は何を食べましょうか。\nキャルちゃんは何がいいです？","0.5","0","0","301002"
"","301","301002","","91","","","","","","301003"
"","301","111831","1","3","","nop_idle_joy_normal","","0.2","","301004"
"1","301","112031","0","3","0.3","nop_18_neneka_humu","","0.2","nop_idle_doya","301005"
"0","301","112031","8","11","0","そうねー\n普段は食べられない珍しい物とかどう？","0.5","0","0","301006"
"","301","301006","","91","","","","","","301007"
"1","301","120831","0","3","0","nop_talk_arm_crossed","","0.2","nop_talk_arm_crossed_loop","301008"
"0","301","120831","8","11","0","ならこいつはどうだい？\nトーゴクでも\n滅多にお目にかかれない逸品だよ。","0.5","0","0","301009"
"","301","301009","","91","","","","","","301010"
"","301","120831","1","3","","nop_idle_arm_crossed","","0.2","","301011"
"1","301","120931","0","3","0","nop_11_anna_huhuStand_in","","0.2","nop_11_anna_huhuStand_loop","301012"
"0","301","120931","8","11","0","ふふふ、力が満ち溢れるぞ。\nこれがおせち料理の力か！","0.5","0","0","301013"
"","301","1","","93","","0","","","","301014"
"1","301","120931","0","3","0","nop_11_anna_ahahaStand_in","","0.2","nop_11_anna_ahahaStand_loop","301015"
"","301","301013","","91","","","","","","301016"
"1","301","120931","1","3","","nop_11_anna_ahahaStand_loop","","0.2","","301017"
"1","301","111931","0","3","0","nop_01_coccoro_an_in","","0.2","nop_01_coccoro_an_loop","301018"
"0","301","111931","8","11","0","シェフィさま。こちらをどうぞ。\nはい、あーん。","0.5","0","0","301019"
"","301","0.2","","93","","0","","","","301020"
"","301","120731","","4","","0","","","","301021"
"","301","0.8","","93","","0","","","","301022"
"1","301","120731","0","3","0.2","nop_surprise","","0.2","nop_idle_shy","301023"
"","301","301019","","91","","","","","","301024"
"","301","120731","1","3","","nop_talk_shy","","0.2","","301025"
"0","301","120731","8","11","0","コ、コッコロさん……\n恥ずかしいわ……","0.5","0","0","301026"
"","301","301026","","91","","","","","","301027"
"","301","120731","1","3","","nop_idle_shy","","0.2","","301028"
"","301","0.5","","93","","0","","","","301029"
"1","301","111931","0","3","0","nop_01_coccoro_an_out","","0.2","nop_idle_normal","301030"
"","301","1","","93","","0","","","","301031"
"","301","120731","","4","","1","","","","301032"
"","301","120731","1","3","","nop_idle_joy1","","0.2","","301033"
"0","302","108831","8","11","0","せっかく騎士クンが\n呼んでくれたんだもの。\n楽しまなくっちゃ！","0.5","0","0","302001"
"","302","108831","1","3","","nop_talk_joy3_blink","","0.2","","302002"
"","302","2.75","","93","","1","","","","302003"
"","302","108831","1","3","","nop_talk_joy1_normal","","0.2","","302004"
"","302","302001","","91","","","","","","302005"
"1","302","108831","1","3","","nop_idle_joy_normal","","0.2","","302006"
"0","302","108931","8","11","0","今年もいい年にしないとね。","0.5","0","0","302007"
"","302","108931","1","3","","nop_talk_joy1_normal","","0.2","","302008"
"","302","302007","","91","","","","","","302009"
"","302","108931","1","3","","nop_idle_normal","","0.2","","302010"
"0","302","108731","8","11","0","みんながいればきっと大丈夫だよ！","0.5","0","0","302011"
"","302","108731","1","3","","nop_talk_joy2","","0.2","","302012"
"","302","302011","","91","","","","","","302013"
"1","302","108731","1","3","","nop_idle_joy1","","0.2","","302014"
"","302","0","","91","","","","","","302015"
"0","303","102011","8","11","0","わあ！　おっきい会場だね！\nお料理もたくさん！","0.5","0","0","303001"
"","303","102011","1","3","","nop_talk_joy2","","0.2","","303002"
"","303","303001","","91","","","","","","303003"
"1","303","102011","1","3","","nop_idle_joy1","","0.2","","303004"
"0","303","100411","8","11","0","えっへっへ、これは\nイタズラしがいがあるねー","0.5","0","0","303005"
"","303","100411","1","3","","nop_talk_joy2","","0.2","","303006"
"","303","303005","","91","","","","","","303007"
"1","303","100411","1","3","","nop_idle_normal","","0.2","","303008"
"0","303","103631","8","11","0","へんたいふしんしゃさん……\nじゃなくて、あの人はどこかな？","0.5","0","0","303009"
"","303","103631","1","3","","nop_talk_wish","","0.2","","303010"
"","303","303009","","91","","","","","","303011"
"","303","103631","1","3","","nop_idle_wish","","0.2","","303012"
"0","304","101511","8","11","0","立派な新年会ね。\nみんな笑顔で素敵だわ。","0.5","0","0","304001"
"","304","101511","1","3","","nop_talk_normal","","0.2","","304002"
"","304","1.5","","93","","0","","","","304003"
"","304","101511","1","3","","nop_talk_joy3","","0.2","","304004"
"","304","304001","","91","","","","","","304005"
"","304","101511","1","3","","nop_idle_joy1","","0.2","","304006"
"0","304","101231","8","11","0","あのお料理美味しそう！\nシオリンにも教えてあげよっと。","0.5","0","0","304007"
"","304","101231","1","3","","nop_idle_surprise_kira","","0.2","","304008"
"","304","1.5","","93","","0","","","","304009"
"","304","101231","1","3","","nop_talk_joy2","","0.2","","304010"
"","304","304007","","91","","","","","","304011"
"","304","101231","1","3","","nop_idle_joy_normal","","0.2","","304012"
"0","304","104011","8","11","0","はわわ……キラキラした人が\nいっぱいいます～！","0.5","0","0","304013"
