575c081117c61715d12dfb746e3ce11e252dd66108646fd4f7826cbf82e97230,c577b0d1339b912e4ac7b64c27c4c074f569cbbc5b40011e03d78ca5d2244c94,b97a49b0225ab58a6b86848fa78abb39eb97cc16dba3d50de44f15cca2044c16,b4eac2590b6684d137906ccfb3f990a339576f51e998fad6230322c88126c290,0c883cf0d9bb83586357cc24d94d46a1004dfce0ea65e70fbe975ddc0feb7d05,d19fc3b9d9d2549ff555b3125539ed9522fd701834856755164153b736381fb2,1b6e09eea73ebe4431988e53631eb45874f7dc503333809644dac442148c2981,6d9976a0c88159bd42c9721570ad992384de7e8499b5f921754e422096bcf218,14faba0a396f513e460fd546a7d0fe6938846f96e0983a90c407bdd8746e6536,c4de17fdbec741a50f671aabafa2bf3d9061b8b97ff53261f26cc9e20e62e8f7
"0","0","30000","10000","90043","10","1","90001","12000","1"
"0","0","30000","10000","90047","20","2","90002","24000","2"
"0","0","30000","10000","90047","20","3","90002","24000","3"
"0","0","30000","10000","90047","20","4","90002","24000","4"
"0","0","30000","10000","90047","20","5","90002","24000","5"
"0","0","30000","10000","90047","20","6","90002","24000","6"
"0","0","30000","10000","90047","20","7","90002","24000","7"
"0","0","30000","10000","90047","20","8","90002","24000","8"
"0","0","30000","10000","90047","20","9","90002","24000","9"
"0","1","30000","10000","90047","20","10","90002","24000","10"
"90011","2","30000","10000","90051","40","11","90003","48000","11"
"90011","3","30000","10000","90051","40","12","90003","48000","12"
"90011","4","30000","10000","90051","40","13","90003","48000","13"
"90011","5","30000","10000","90051","40","14","90003","48000","14"
"90011","6","30000","10000","90051","40","15","90003","48000","15"
"90011","7","30000","10000","90051","40","16","90003","48000","16"
"90011","8","30000","10000","90051","40","17","90003","48000","17"
"90011","9","30000","10000","90051","40","18","90003","48000","18"
"90011","10","30000","10000","90051","40","19","90003","48000","19"
"90011","11","30000","10000","90051","40","20","90003","48000","20"
"90015","12","30000","10000","90055","60","21","90004","72000","21"
"90015","13","30000","10000","90055","60","22","90004","72000","22"
"90015","14","30000","10000","90055","60","23","90004","72000","23"
"90015","15","30000","10000","90055","60","24","90004","72000","24"
"90015","16","30000","10000","90055","60","25","90004","72000","25"
"90015","17","30000","10000","90055","60","26","90004","72000","26"
"90015","18","30000","10000","90055","60","27","90004","72000","27"
"90015","19","30000","10000","90055","60","28","90004","72000","28"
"90015","20","30000","10000","90055","60","29","90004","72000","29"
"90015","21","30000","10000","90055","60","30","90004","72000","30"
"90015","22","30000","10000","90059","80","31","90005","96000","31"
"90015","23","30000","10000","90059","80","32","90005","96000","32"
"90015","24","30000","10000","90059","80","33","90005","96000","33"
"90015","25","30000","10000","90059","80","34","90005","96000","34"
"90015","26","30000","10000","90059","80","35","90005","96000","35"
"90015","27","30000","10000","90059","80","36","90005","96000","36"
"90015","28","30000","10000","90059","80","37","90005","96000","37"
"90015","29","30000","10000","90059","80","38","90005","96000","38"
"90015","30","30000","10000","90059","80","39","90005","96000","39"
"90015","31","30000","10000","90059","80","40","90005","96000","40"
"90017","33","30000","10000","90063","120","41","90005","144000","41"
"90017","35","30000","10000","90063","120","42","90005","144000","42"
"90017","37","30000","10000","90063","120","43","90005","144000","43"
"90017","39","30000","10000","90063","120","44","90005","144000","44"
"90017","41","30000","10000","90063","120","45","90005","144000","45"
"90017","43","30000","10000","90063","120","46","90005","144000","46"
"90017","45","30000","10000","90063","120","47","90005","144000","47"
"90017","47","30000","10000","90063","120","48","90005","144000","48"
"90017","49","30000","10000","90063","120","49","90005","144000","49"
"90017","51","30000","10000","90063","120","50","90005","144000","50"
"90019","53","30000","10000","90067","150","51","90006","180000","51"
"90019","55","30000","10000","90067","150","52","90006","180000","52"
"90019","57","30000","10000","90067","150","53","90006","180000","53"
"90019","59","30000","10000","90067","150","54","90006","180000","54"
"90019","61","30000","10000","90067","150","55","90006","180000","55"
"90019","63","30000","10000","90067","150","56","90006","180000","56"
"90019","65","30000","10000","90067","150","57","90006","180000","57"
"90019","67","30000","10000","90067","150","58","90006","180000","58"
"90019","69","30000","10000","90067","150","59","90006","180000","59"
"90019","71","30000","10000","90067","150","60","90006","180000","60"
"90021","74","30000","10000","90071","180","61","90007","216000","61"
"90021","77","30000","10000","90071","180","62","90007","216000","62"
"90021","80","30000","10000","90071","180","63","90007","216000","63"
"90021","83","30000","10000","90071","180","64","90007","216000","64"
"90021","86","30000","10000","90071","180","65","90007","216000","65"
"90021","89","30000","10000","90071","180","66","90007","216000","66"
"90021","92","30000","10000","90071","180","67","90007","216000","67"
"90021","95","30000","10000","90071","180","68","90007","216000","68"
"90021","98","30000","10000","90071","180","69","90007","216000","69"
"90021","101","30000","10000","90071","180","70","90007","216000","70"
