2367d7043d9cb7db41d461d448717703cc34ad541a1f61a5b9a760c6592676f4,cb069ead42151af7562b46b17016dd12d93d35ae703e07810a9b77675f3c97d7,e61183878f0e62632463ac9a684783258fc2f067e471147a774cb9f054fcec93,f0437f7a93e7a34763feff8571296a137782f0f0fce88250bfd8f7e59aa117a9,4f3f75f2e982f8126e9db70cb2b9309a4ed9feb16cd31f2a5b0c22ba5eb8ec24,6fb98d41bb97ade00a3ff9f6434c7e97f600ac551631b83c4600a5530e0baade,6cd2e5b9bbd9b2d6ae83a683f4de42495a5c9029effe7e65d00dd54f56a4830d,2f7fa0eb1f108dc09208a30f9158b9bb52a6f41ac0ecb895ca4df4deec4cbd12,e9ae43d1c59e46cb509cc129550f829bbdaf8170adefe4502e9a10ba5b063c82,a84556ec7907fe9376818eaf63f4d3c9e8df89d92fed14b5e81a287387ea240d,6a28d8aadac28d25c5790a2149d7d06ea8fd08718ced1f3c2ae25e950cdba38a,7aec283b34ca4dd0b8c0a21edbb7c8e2a79682c598100335b145973ff57edfd3
"0","110111","0","200","0","0","0","1","201","0","4","110111"
"0","110121","0","200","0","0","0","1","201","0","4","110121"
"0","110211","0","200","0","0","0","1","201","0","4","110211"
"0","110221","0","200","0","0","0","1","201","0","4","110221"
"0","110311","0","200","0","0","0","1","201","0","4","110311"
"0","110321","0","200","0","0","0","1","201","0","4","110321"
"0","110411","0","200","0","0","0","1","201","0","4","110411"
"0","110421","0","200","0","0","0","1","201","0","4","110421"
"0","110511","0","200","0","0","0","1","411","0","6","110511"
"0","110521","0","300","0","0","0","1","421","0","6","110521"
"0","110711","0","0","0","0","0","0","711","0","3","110711"
"0","110712","0","0","0","0","0","0","712","0","3","110712"
"0","110721","0","0","0","0","0","0","721","0","4","110721"
"0","110722","0","0","0","0","0","0","722","0","4","110722"
"0","1500","0","0","0","0","0","0","731","0","1","110731"
"0","2000","0","0","0","0","0","0","732","0","1","110732"
"0","110811","0","0","0","0","0","0","821","0","3","110811"
"0","110812","0","0","0","0","0","0","823","0","4","110812"
"0","110813","0","0","0","0","0","0","822","0","3","110813"
"0","1000","0","0","0","0","0","0","811","0","1","110821"
"0","110911","0","300","0","0","0","1","411","0","6","110911"
"0","110921","0","450","0","0","0","1","421","0","6","110921"
"0","3000","0","0","0","0","0","0","311","0","1","111011"
"0","1000","0","0","0","0","0","0","312","0","1","111012"
"0","3000","0","0","0","0","0","0","321","0","1","111021"
"0","1000","0","0","0","0","0","0","322","0","1","111022"
"0","3000","0","0","0","0","0","0","331","0","1","111031"
"0","1000","0","0","0","0","0","0","332","0","1","111032"
"0","2000","0","0","0","0","0","0","1011","0","1","111111"
"0","111121","0","0","0","0","0","0","1023","0","3","111121"
"0","111122","0","0","0","0","0","0","1022","0","3","111122"
"0","111123","0","0","0","0","0","0","1021","0","3","111123"
"0","2000","0","0","0","0","0","0","1111","0","1","111211"
"0","111220","0","111221","0","0","0","4","1121","0","4","111221"
"0","111220","0","111222","0","0","0","4","1122","0","4","111222"
"0","111220","0","111223","0","0","0","4","1123","0","4","111223"
"0","111311","0","400","0","0","0","1","411","0","6","111311"
"0","111321","0","600","0","0","0","1","421","0","6","111321"
"0","111711","0","500","0","0","0","1","411","0","6","111711"
"0","111721","0","750","0","0","0","1","421","0","6","111721"
"0","131411","0","131411","0","0","0","7","511","0","3","131411"
"0","500","0","0","0","0","0","0","513","0","1","131412"
"0","131511","0","0","0","0","0","0","911","0","7","131511"
"0","500","0","0","0","0","0","0","912","0","1","131512"
"0","2000","0","131611","0","0","0","7","611","0","1","131611"
"0","500","0","0","0","0","0","0","612","0","1","131612"
"0","231411","0","231411","0","0","0","7","512","0","3","231411"
"0","500","0","0","0","0","0","0","513","0","1","231412"
"0","231511","0","0","0","0","0","0","921","0","7","231511"
"0","500","0","0","0","0","0","0","922","0","1","231512"
"0","231521","0","0","0","0","0","0","0","0","4","231521"
"0","4000","0","231611","0","0","0","7","621","0","1","231611"
"0","500","0","0","0","0","0","0","622","0","1","231612"
"0","0","0","0","0","0","0","0","0","0","8","231621"
"0","331411","0","0","0","0","0","0","514","0","3","331411"
"0","500","0","0","0","0","0","0","513","0","1","331412"
"0","331511","0","0","0","0","0","0","931","0","4","331511"
"0","500","0","0","0","0","0","0","932","0","1","331512"
"0","331521","0","0","0","0","0","0","0","0","4","331521"
"0","8000","0","0","0","0","0","0","631","0","1","331611"
"0","500","0","0","0","0","0","0","632","0","1","331612"
"0","0","0","0","0","0","0","0","0","0","8","331621"
