ee03d9fee8c65015541ad7717fd0f6648c6011274e763f8f210311db7134b286,c5d9cdeb4226c229c4145e62894db479ca25a9ed8aa9eebd55bae4c091270075,07d0bc16e0e423caac3ac0245aa58bcf5684791cf687a81ff1d28f323023080b,b7446d8a2ecbcf42c6035fc1587fb7088d7a420faec77b87c2ef2c0f2050bafe,69bc66d8581ffc9268b0124afe3e80bf707f3b78ab8f644f0d6743b5f30fbde0,b47829b9b4e5d4ad2dd50cef959860b1c608ff5ec3934dcb35d2cb92f11228ae,3f4ab93b9746374fcb57e27f97aac587e7dec8b763b926887edf4b25ae9914ef,2ad9a424df89313b93d562fa48689731018220b74b39eb53cafe0c9f7ee0e2fb,df391a4615d19ebe3a6fd87a06a1c0513680e6badc3154861ec10795281b61e5,232daf74c295e3c65aa56a0e8aa3cf096056aeea5c15a79fc64b7e22154d4682,e49404cf9fac1bcb127be72b5702180a2388f50622369bacd5b77e3f8124fcf0,ec41942af7727168e45a2a9f79794a66e90da9294139276ab67407d7d175570f,c22309bc69e61c6730da3491496526cf350491dda100bbaa031d11117a4fa76b,aafaa18b98a96099c60f8e4578ac58f5f02aadaa35aee6b73aca41902e72fe85,77ed077053c55650a62cdfd622f9ece09e22ee49c9422a87e5d3a190175892e1
"25","0","1","924070100","92407020","924073001","96","92407010","8","6","90","0","前哨クエスト","92407","924072001"
"25","92407010","2","924070200","92407030","924073002","96","92407020","8","6","90","0","前哨クエスト","92407","924072002"
"25","92407020","3","924070300","0","924073003","96","92407030","8","6","90","0","前哨クエスト","92407","924072003"
"25","0","1","924080100","92408020","924083001","540","92408010","25","25","90","0","前哨クエスト","92408","924082001"
"25","92408010","2","924080200","92408030","924083002","540","92408020","25","25","90","0","前哨クエスト","92408","924082002"
"25","92408020","3","924080300","0","924083003","540","92408030","25","25","90","0","前哨クエスト","92408","924082003"
"25","0","1","924090100","92409020","924093001","540","92409010","25","25","90","0","前哨クエスト","92409","924092001"
"25","92409010","2","924090200","92409030","924093002","540","92409020","25","25","90","0","前哨クエスト","92409","924092002"
"25","92409020","3","924090300","0","924093003","540","92409030","25","25","90","0","前哨クエスト","92409","924092003"
"25","0","1","924100100","92410020","924103001","540","92410010","25","25","90","0","前哨クエスト","92410","924102001"
"25","92410010","2","924100200","92410030","924103002","540","92410020","25","25","90","0","前哨クエスト","92410","924102002"
"25","92410020","3","924100300","0","924103003","540","92410030","25","25","90","0","前哨クエスト","92410","924102003"
"25","0","1","924110100","92411020","924113001","540","92411010","25","25","90","0","前哨クエスト","92411","924112001"
"25","92411010","2","924110200","92411030","924113002","540","92411020","25","25","90","0","前哨クエスト","92411","924112002"
"25","92411020","3","924110300","0","924113003","540","92411030","25","25","90","0","前哨クエスト","92411","924112003"
"25","0","1","924120100","92412020","924123001","540","92412010","25","25","90","0","前哨クエスト","92412","924122001"
"25","92412010","2","924120200","92412030","924123002","540","92412020","25","25","90","0","前哨クエスト","92412","924122002"
"25","92412020","3","924120300","0","924123003","540","92412030","25","25","90","0","前哨クエスト","92412","924122003"
"25","0","1","924140100","92414020","924143001","540","92414010","25","25","90","0","前哨クエスト","92414","924142001"
"25","92414010","2","924140200","92414030","924143002","540","92414020","25","25","90","0","前哨クエスト","92414","924142002"
"25","92414020","3","924140300","0","924143003","540","92414030","25","25","90","0","前哨クエスト","92414","924142003"
"25","0","1","925010100","92501020","925013001","540","92501010","25","25","90","0","前哨クエスト","92413","925012001"
"25","92501010","2","925010200","92501030","925013002","540","92501020","25","25","90","0","前哨クエスト","92413","925012002"
"25","92501020","3","925010300","0","925013003","540","92501030","25","25","90","0","前哨クエスト","92413","925012003"
