63860bde3495898b0d89f23cfcbb1d483526206d5adacdc586259a5238d2394f,860c25b3c8760ec30e5dd05cb8ec55b23be9fe544826fef14298b9f2c1bb4379,48f03536d2447a4ada9f66d8f2041058e01791752748d22d62f204c8b2fb6324,27a2ab4b821ba73188cae5573dd633c2b2f4e67393c87380d87c1bb80af71390,7c7010b1b2978cc30c3c3860b5868d5cb0a3831ae279d092747f352f0b6fc9fb,14ff2346d56a94c19a3d0b54877a598c774fab96e8e03dbf4d89714c0109b1a6
"1","100","10010","0","0","610010501"
"1","250","10010","0","0","610010502"
"1","450","10010","0","0","610010503"
"2","440","10010","4","6","610010601"
"2","300","10010","3","3","610010602"
"2","140","10010","2","1","610010603"
"2","20","10010","1","1","610010605"
"1","80","10012","0","0","610012501"
"1","180","10012","0","0","610012502"
"1","280","10012","0","0","610012503"
"1","380","10012","0","0","610012504"
"1","-500","10013","0","0","610013501"
"1","-400","10013","0","0","610013502"
"1","-300","10013","0","0","610013503"
"1","0","10015","0","0","610015501"
"1","10","10015","0","0","610015502"
"1","20","10015","0","0","610015503"
"1","-180","10017","0","0","610017501"
"1","-80","10017","0","0","610017502"
"2","20","10021","1","1","610021501"
"2","140","10021","2","1","610021502"
"2","300","10021","3","1","610021503"
"1","-120","10025","0","0","610025501"
"1","-10","10025","0","0","610025502"
"1","30","10025","0","0","610025503"
"1","-220","10027","0","0","610027502"
"1","10","10027","0","0","610027503"
"1","800","10027","0","0","610027504"
"1","100","10027","0","0","610027505"
"1","-120","10029","0","0","610029501"
"1","-10","10029","0","0","610029502"
"1","30","10029","0","0","610029503"
"1","-120","10031","0","0","610031501"
"1","-40","10031","0","0","610031502"
"1","10","10031","0","0","610031503"
"1","50","10031","0","0","610031504"
"1","-120","10033","0","0","610033501"
"1","-10","10033","0","0","610033502"
"1","30","10033","0","0","610033503"
"1","-80","10033","0","0","610033504"
"1","10","10035","0","0","610035501"
"1","-120","10035","0","0","610035502"
"1","90","10035","0","0","610035503"
"1","-220","10035","0","0","610035601"
"1","10","10035","0","0","610035602"
"1","100","10035","0","0","610035603"
"1","800","10035","0","0","610035604"
"1","80","10037","0","0","610037501"
"1","180","10037","0","0","610037502"
"1","280","10037","0","0","610037503"
"1","380","10037","0","0","610037504"
"1","-120","10038","0","0","610038501"
"1","-40","10038","0","0","610038502"
"1","10","10038","0","0","610038503"
"1","50","10038","0","0","610038504"
"1","-500","10039","0","0","610039501"
"1","-400","10039","0","0","610039502"
"1","-300","10039","0","0","610039503"
"1","-205","10040","0","0","610040501"
"1","122","10040","0","0","610040502"
"1","25","10040","0","0","610040503"
"1","295","10040","0","0","610040504"
"1","0","10041","0","0","610041501"
"1","10","10041","0","0","610041502"
"1","20","10041","0","0","610041503"
"2","-120","10042","0","0","610042501"
"2","-40","10042","0","0","610042502"
"2","10","10042","0","0","610042503"
"2","20","10045","1","1","610045501"
"2","140","10045","2","1","610045502"
"2","300","10045","3","1","610045503"
"1","-275","10046","0","0","610046404"
"1","-45","10046","0","0","610046405"
"1","115","10046","0","0","610046406"
"1","175","10046","0","0","610046407"
"2","-150","10048","0","0","610048601"
"2","-145","10048","0","0","610048602"
"1","-120","10049","0","0","610049501"
"1","-10","10049","0","0","610049502"
"1","30","10049","0","0","610049503"
"1","20","10050","1","1","610050404"
"1","140","10050","2","1","610050405"
"1","300","10050","3","1","610050406"
"1","-220","10051","0","0","610051502"
"1","10","10051","0","0","610051503"
"1","100","10051","0","0","610051505"
"1","20","10052","1","0","610052401"
"1","140","10052","2","0","610052402"
"1","300","10052","3","0","610052403"
"1","-180","10053","0","0","610053501"
"1","-80","10053","0","0","610053502"
"2","-180","10054","0","0","610054501"
"2","20","10054","0","0","610054502"
"2","150","10054","0","0","610054503"
"1","-120","10055","0","0","610055501"
"1","-10","10055","0","0","610055502"
"1","30","10055","0","0","610055503"
"1","-120","10057","0","0","610057501"
"1","-40","10057","0","0","610057502"
"1","10","10057","0","0","610057503"
"1","50","10057","0","0","610057504"
"1","20","10058","1","1","610058501"
"1","140","10058","2","1","610058502"
"1","300","10058","3","1","610058503"
"1","200","10058","0","0","610058601"
"1","-200","10058","0","0","610058602"
"2","40","10059","0","0","610059501"
"2","-15","10059","0","0","610059502"
"2","-90","10059","0","0","610059503"
"2","200","10059","0","0","610059504"
