b400eb903ff96d4017bc798b28486880fa6da77179e7f39c4d5124a3d7572d59,a6fe20cf7bbd2a29ee91e768a243c0b3e4abb300aeead14e1f5d1b746a4daec1,91cc4331db2193bdaa005ea0932799ebd82885c0c9725f8bc87b670f4248d835,6e3875e50f559c750d2c3a29d76b2c7cc67e1236070a7e079dd3b0c301b418fd,3d6d5ca01080c7b79599f65bda244a0260a099a19a522844e46b3045c16f15a0,b3fdf4a80a6f137bbdc3c425056adaef43a11c54808d859bdb531460c9271c87,dfadce999040c579aa3d2f65bf8f549dbdfd47ecc7f54b534d9895e9e75d924d
"0","103801001","0","101201001","ハツネ＆シオリ","0","20001"
"0","104901001","0","101101001","シズル＆リノ","0","20002"
"0","102501001","0","102801001","サレン＆スズメ","0","20003"
"0","102201001","0","100601001","ヨリ＆アカリ","0","20004"
"0","105901001","0","105801001","ペコリーヌ&コッコロ","0","20005"
"0","106001001","0","105801001","ペコリーヌ&キャル","0","20006"
"0","106001001","0","105901001","コッコロ&キャル","0","20007"
"0","100201001","0","100101001","ヒヨリ&ユイ","0","20008"
"0","100301001","0","100101001","ヒヨリ&レイ","0","20009"
"0","100301001","0","100201001","ユイ&レイ","0","20010"
"0","104201001","0","102901001","ノゾミ&チカ","0","20013"
"0","105401001","0","102901001","ノゾミ&ツムギ","0","20014"
"0","105401001","0","104201001","チカ&ツムギ","0","20015"
"0","100401001","0","102001001","ミミ&ミソギ","0","20016"
"0","103601001","0","102001001","ミミ&キョウカ","0","20017"
"0","103601001","0","100401001","ミソギ&キョウカ","0","20018"
"0","101201001","0","101501001","ミサト&ハツネ","0","20019"
"0","104001001","0","101501001","ミサト&アオイ","0","20020"
"0","104001001","0","101201001","ハツネ&アオイ","0","20021"
"0","102201001","0","104401001","イリヤ&ヨリ","0","20022"
"0","100601001","0","104401001","イリヤ&アカリ","0","20023"
"0","103101001","0","104401001","イリヤ&シノブ","0","20024"
"0","100701001","0","104401001","イリヤ&ミヤコ","0","20025"
"0","103101001","0","102201001","ヨリ＆シノブ","0","20026"
"0","100701001","0","102201001","ヨリ＆ミヤコ","0","20027"
"0","103101001","0","100601001","アカリ＆シノブ","0","20028"
"0","100701001","0","100601001","アカリ＆ミヤコ","0","20029"
"0","100701001","0","103101001","シノブ＆ミヤコ","0","20030"
"0","107101001","0","104701001","ジュン＆クリスティーナ","0","20031"
"0","103701001","0","104701001","ジュン＆トモ","0","20032"
"0","100501001","0","104701001","ジュン＆マツリ","0","20033"
"0","103701001","0","107101001","クリスティーナ＆トモ","0","20034"
"0","100501001","0","107101001","クリスティーナ＆マツリ","0","20035"
"0","100501001","0","103701001","トモ＆マツリ","0","20036"
"0","102301001","0","102801001","サレン＆アヤネ","0","20037"
"0","102101001","0","102801001","サレン＆クルミ","0","20038"
"0","102301001","0","102501001","スズメ＆アヤネ","0","20039"
"0","102101001","0","102501001","スズメ＆クルミ","0","20040"
"0","102101001","0","102301001","アヤネ＆クルミ","0","20041"
"0","104301001","0","101001001","マホ＆マコト","0","20042"
"0","101401001","0","101001001","マホ＆カスミ","0","20043"
"0","101701001","0","101001001","マホ＆カオリ","0","20044"
"0","101401001","0","104301001","マコト＆カスミ","0","20045"
"0","101701001","0","104301001","マコト＆カオリ","0","20046"
"0","101701001","0","101401001","カスミ＆カオリ","0","20047"
"0","105201001","0","103301001","マヒル＆リマ","0","20048"
"0","103801001","0","103301001","マヒル＆シオリ","0","20049"
"0","102601001","0","103301001","マヒル＆リン","0","20050"
"0","103801001","0","105201001","リマ＆シオリ","0","20051"
"0","102601001","0","105201001","リマ＆リン","0","20052"
"0","102601001","0","103801001","シオリ＆リン","0","20053"
"0","104801001","0","103201001","アキノ＆ミフユ","0","20054"
"0","103401001","0","103201001","アキノ＆ユカリ","0","20055"
"0","104601001","0","103201001","アキノ＆タマキ","0","20056"
"0","103401001","0","104801001","ミフユ＆ユカリ","0","20057"
"0","104601001","0","104801001","ミフユ＆タマキ","0","20058"
"0","104601001","0","103401001","ユカリ＆タマキ","0","20059"
"0","105101001","0","105601001","ルカ&ミツキ","0","20060"
"0","102701001","0","105601001","ルカ&エリコ","0","20061"
"0","101301001","0","105601001","ルカ&ナナカ","0","20062"
"0","100901001","0","105601001","ルカ&アンナ","0","20063"
"0","102701001","0","105101001","ミツキ&エリコ","0","20064"
"0","101301001","0","105101001","ミツキ&ナナカ","0","20065"
"0","100901001","0","105101001","ミツキ&アンナ","0","20066"
"0","101301001","0","102701001","エリコ&ナナカ","0","20067"
"0","100901001","0","102701001","エリコ&アンナ","0","20068"
"0","100901001","0","101301001","ナナカ&アンナ","0","20069"
"0","105001001","0","101801001","イオ&ミサキ","0","20070"
"0","101601001","0","101801001","イオ&スズナ","0","20071"
"0","101601001","0","105001001","ミサキ&スズナ","0","20072"
"0","100801001","0","105301001","モニカ&ユキ","0","20073"
"0","103001001","0","105301001","モニカ&ニノン","0","20074"
"0","104501001","0","105301001","モニカ&クウカ","0","20075"
"0","105501001","0","105301001","モニカ&アユミ","0","20076"
"0","103001001","0","100801001","ユキ&ニノン","0","20077"
"0","104501001","0","100801001","ユキ&クウカ","0","20078"
"0","105501001","0","100801001","ユキ&アユミ","0","20079"
"0","104501001","0","103001001","ニノン&クウカ","0","20080"
"0","105501001","0","103001001","ニノン&アユミ","0","20081"
"0","105501001","0","104501001","クウカ&アユミ","0","20082"
"0","103201001","0","102801001","サレン&アキノ","0","20083"
"0","105401001","0","100301001","レイ&ツムギ","0","20084"
"0","104301001","0","100201001","マコト&ユイ","0","20085"
"0","110901001","0","110801001","クロエ&チエル","0","20086"
"0","111001001","0","110801001","クロエ&ユニ","0","20087"
"0","111001001","0","110901001","チエル&ユニ","0","20088"
"0","109301001","0","109201001","アン&ルゥ","0","20089"
"0","109401001","0","109201001","アン&グレア","0","20090"
"0","109401001","0","109301001","ルゥ&グレア","0","20091"
"0","109701001","0","109901001","エミリア&レム","0","20092"
"0","109801001","0","109901001","エミリア&ラム","0","20093"
"0","109801001","0","109701001","レム&ラム","0","20094"
"0","107101001","0","107001001","ネネカ&クリスティーナ","0","20095"
"0","105201001","0","107001001","ネネカ&リマ","0","20096"
"0","106101001","0","107001001","ネネカ&ムイミ","0","20097"
"0","107101001","0","106101001","ムイミ&クリスティーナ","0","20098"
"0","106601001","0","106501001","カヤ&イノリ","0","20100"
"0","106701001","0","106501001","カヤ&ホマレ","0","20101"
"0","106701001","0","106601001","イノリ&ホマレ","0","20102"
"0","112601001","0","112401001","ウヅキ＆ミオ","0","20103"
"0","112501001","0","112401001","ウヅキ＆リン","0","20104"
"0","112501001","0","112601001","ミオ＆リン","0","20105"
"0","101101001","0","106801001","ラビリスタ＆リノ","0","20106"
"0","104901001","0","106801001","ラビリスタ＆シズル","0","20107"
"0","107001001","0","106801001","ラビリスタ＆ネネカ","0","20108"
"0","106101001","0","106801001","ラビリスタ＆ムイミ","0","20109"
"0","105801001","0","106401001","シェフィ＆ぺコリーヌ","0","20110"
"0","105901001","0","106401001","シェフィ＆コッコロ","0","20111"
"0","106001001","0","106401001","シェフィ＆キャル","0","20112"
"0","101801001","0","106401001","シェフィ＆イオ","0","20113"
"0","104001001","0","180701001","ハツネシオリ＆アオイ","0","20114"
"0","101501001","0","180701001","ハツネシオリ＆ミサト","0","20115"
"0","103301001","0","180701001","ハツネシオリ＆マヒル","0","20116"
"0","102601001","0","180701001","ハツネシオリ＆リン","0","20117"
"0","105201001","0","180701001","ハツネシオリ＆リマ","0","20118"
"0","105801001","0","118001001","クレジッタ＆ペコリーヌ","0","20119"
"0","106401001","0","106701001","ホマレ&シェフィ","0","20121"
"0","106801001","0","106701001","ホマレ&ラビリスタ","0","20122"
"0","105801001","0","180801001","ミソギミミキョウカ＆ペコリーヌ","0","20123"
"0","105901001","0","180801001","ミソギミミキョウカ＆コッコロ","0","20124"
"0","106001001","0","180801001","ミソギミミキョウカ＆キャル","0","20125"
"0","106401001","0","180801001","ミソギミミキョウカ＆シェフィ","0","20126"
"0","102101001","0","180801001","ミソギミミキョウカ＆クルミ","0","20127"
"0","102301001","0","180801001","ミソギミミキョウカ＆アヤネ","0","20128"
"0","102501001","0","180901001","アキノサレン＆スズメ","0","20129"
"0","102301001","0","180901001","アキノサレン＆アヤネ","0","20130"
"0","102101001","0","180901001","アキノサレン＆クルミ","0","20131"
"0","104701001","0","180901001","アキノサレン＆ジュン","0","20132"
"0","104801001","0","180901001","アキノサレン＆ミフユ","0","20133"
"0","103401001","0","180901001","アキノサレン＆ユカリ","0","20134"
"0","104601001","0","180901001","アキノサレン＆タマキ","0","20135"
"0","105901001","0","118101001","ランファ＆コッコロ","0","20136"
"0","104201001","0","118101001","ランファ＆チカ","0","20137"
"0","104401001","0","122301001","ヴァンピィ＆イリヤ","0","20138"
"0","118101001","0","123301001","ネア＆ランファ","0","20139"
"0","103601001","0","123301001","ネア＆キョウカ","0","20140"
"0","118201001","0","123301001","ネア＆ミソラ","0","20141"
"0","106001001","0","123301001","ネア＆キャル","0","20142"
"0","105901001","0","123001001","アメス＆コッコロ","0","20143"
"0","100201001","0","123001001","アメス＆ユイ","0","20144"
"0","100301001","0","123001001","アメス＆レイ","0","20145"
"0","100101001","0","123001001","アメス＆ヒヨリ","0","20146"
"0","106801001","0","123001001","アメス＆ラビリスタ","0","20147"
"0","105801001","0","181001001","アングレア＆ぺコリーヌ","0","20148"
"0","105901001","0","181001001","アングレア＆コッコロ","0","20149"
"0","106001001","0","181001001","アングレア＆キャル","0","20150"
"0","109301001","0","181001001","アングレア＆ルゥ","0","20151"
"0","106001001","0","106901001","覇瞳皇帝＆キャル","0","20152"
