6a6cc51f4f45cf3b7bb1a97cab1576d41e9d14eff6f7a671bb4dce1dc8b39109,63cba43dc17489b20524e1d720bb23909d9e082c5029bfd3bad19f8f4ba3ceee,b5b66221ac313581f8d45596c18d59fe0367e090af0fb788a1ff417d58759792,87f53d3d7afac80634ad6c72f911b8a7e2bfe8c6b3e71ed22b056affab047952,756b7b13384df0748d3cf5bf85de60ebdc2812ea531c0f32ff9444de9e98b6c8,257af8b9f571158776bbcac6703e69511eb490925c0ee9bd96cb91baef982eff,4beb60b26bd73879e398636dd23198a84d0097effb45798c5e13a881045de67e,a02b55a594b71fbcff725390d631e21724541ed7d59386f0396a0555c0e40d01,c8dac13022189e7f8d9a29ffa0fff7b611cb26ccc384285d5d4e2327987571f6,33d1d0efed44e06aa28c99dfdda80681c0bafc6677b117d5c9764514487711fb,f4a0587799afce8858559fec77d5d1d89d566bcf22384605e5ab6febdff0a62e,6ada04f7c730f38dc8f2c936c7a75523d1ee4a6961431a0106d66ff9e2a96f0e,e8451a35019083e49703baa87ab1bc4e49dfc11ee75114a160601b5b86521963,f1e0df1039e7e941c051be66e8a3efbb37c7cfb798b208df7a69cf7363565b1c,dd6634eb448f3d8ecc79751eb81610d94fe826bfc3bebeb6285fe28bcf5f871e,f1c16f03ec7419190cf52b412e6d6bd01b99f6e587d828aa29fc1408fb8df3eb,dd9bbfd95f179bd99cf2ccbaf0eb88e566d931353ae3b9ee4d59fbd072f6a6a7,935a29cf81b49987f80619c72c894114a040d9b85a02572618c0c7498a9a56d1,86f289f4090eb019187174bd1663f9ababa8cad5d1b911cabd87b38173e4e3b1,83e76ee3382ac2105a240d4063816a9423f9fe3ce4963603a480b0373cbd3cdc,bd55c1db4349f23ef1e9479ce57b3ed0bbf5cf206b2e0fb4df43fa99563fde57,840c3e099c9a73c7a5b55f273a54ca1a793b61b24d36adb48643a30e9f77122f,837afd86286c131404188ecaf938383d538b77a69c30d85aa29a781dd5ab21b6,3ea571f8f0d692f7334196c4c844e6fab6fab2381fe30ecdc8730bccba1cacee,000d62399308beaa0370197ab6cf3c261b4a054a116ff41f7205711e1dc00403,27566d23979fc8671712f3dbb8579994e8ece858c92ad9b5080c84c15e06b380,260fd2b7105e6c3508d5a6fe59714ab51fa0e1e6128eb054bfe7d7213a213264,e6e85d4821c36be5cbea466966bf42dc0389273d11d55c7559a91edc1459a9ea,b2eaa8e7d9a9bcd13e9fd8ceb0898727dcaf6bd0290c37e4b010ff57e9683b4e,9e8b0434cbf9a80e3e65a0295bf86ee6fbcfdda3fcee6bb5d3cbb592fd165bf1,7109d37e857bfb855954351272ad47647a5c718c8cece8e73ae948ad064149d7,5e6449b3c11a99911b755903889553e4e0c5751d721d8b2e0624ef7b1ba629eb,2cbb8d4d551f36b396a22ef3296433603175c4ba2ee3fb902cc2c341ca00f8c9,01fcf1bd13e577675e5742e542505ff1531d22f8cbe87e9c0b66f72e4a20f251,b4cfeeffea4a6333774079d2322671314ebd42adb3b38b2d284380e61d1957c3,ef97042461ac130182f0850f44a5f7228da5a51e5ca06976adf59028e914059b,86cb91154861546ec8c75e7898614788bd6ef73fcb4822cab5ee95538adce530,39c38200df2ef3f9752e5e67595bb3d1ffe2c3b7cb724232cd0e936e98d2a4dd,a9fe5bd002627811f7a88f14ed0cd4011830f8a1a9ef983a6b59fcca8cedb88d,f4a3c8447dfcbf638f90f4c75d05e093c627d1e3f5d5519f4e94af380a7dfc53,d0f4aea501e246621dd0f15ce9bda7466a5f3449cd5dd20d646c0c526dc8444d,b4cb62d84c74535aa2752f0f0d8a9407efb5fc6b77b98da99907edff15ade988,b56cf2945189a5ff354980f1ff74b0a7d4566e567e7504503467eaf341408ba9,1cdfe5bbaeee883424bc6fcbc33ebd2eff1bcf953bd754e658e07d999f39c633
"200000001","3010","0","0","0","0","0","0","1585","0","0","1","1660167","0","0","156","0","0","0","3010","301","3010","0","0","0","0","0","1057","810100101","タートルタイラント","251100","0","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","3010","0","0","0","0","0","0","2536","0","0","1","2397387","0","0","204","0","0","0","3010","301","3010","0","0","0","0","0","422","810100102","ブルーゴーレム","250800","0","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","3010","0","0","0","0","0","0","1902","0","0","1","1693693","0","0","462","0","0","0","3010","301","3010","0","0","0","0","0","845","810100103","動く剣士","251000","0","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","301","5","0","69","0","1","0","2050","0","0","32","1190448","0","0","3329","0","0","0","301","301","301","30","6","0","26","0","1787","810100104","ジュンのシャドウ","604701","0","42","0","0","301","0","536","0","0","0","301","0","301"
"200000001","301","2","0","55","0","1","0","866","0","0","32","565544","0","0","6925","0","0","0","301","301","301","29","6","0","34","0","856","810100105","アオイのシャドウ","604001","0","67","0","0","301","0","1165","0","0","0","301","0","301"
"300000008","0","0","0","0","0","0","5000","0","0","0","1","1000000000","0","0","0","0","0","0","0","301","0","0","1","0","1","150","0","810100106","バーストエネミー","217300","0","100","0","0","0","0","0","0","0","0","100","0","100"
"300000008","250","0","0","0","0","0","0","0","0","0","1","1000000000","0","0","0","0","0","0","0","301","0","0","1","0","1","0","0","810100107","バーストエネミー","217301","0","100","0","0","0","0","0","0","0","0","0","0","0"
"200000001","3010","0","0","0","0","0","0","2265","0","0","1","5862568","0","0","0","0","0","0","3010","301","3010","0","0","0","0","0","1510","810100201","ゲートキーパー","251500","15693","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","3010","0","0","0","0","0","0","2265","0","0","1","7557183","0","0","5318","0","0","0","3010","301","3010","0","0","0","0","0","906","810100202","ハイオーク","252900","0","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","3010","0","0","0","0","0","0","906","0","0","1","8817438","0","0","0","0","0","0","3010","301","3010","0","0","0","0","0","604","810100203","ワッパダヌキ","250600","3487","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","301","20","120","207","0","1","0","3031","0","0","32","5287114","0","0","0","0","0","0","301","301","301","19","5","0","12","0","2191","810100204","クウカ（オーエド）のシャドウ","609501","13901","42","0","0","301","0","0","0","0","0","301","0","301"
"200000001","301","17","2239","45","0","1","0","457","0","0","32","3292795","0","0","0","0","0","0","301","301","301","24","5","0","0","0","385","810100205","キャル（ニューイヤー）のシャドウ","612001","33886","42","0","0","301","0","0","0","0","0","301","0","301"
"200000001","3010","0","0","0","0","0","0","2265","0","0","1","8734904","0","0","8814","0","0","0","3010","301","3010","0","0","0","0","0","906","810100301","ジャングルガード","251300","0","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","301","1","0","30","0","1","0","406","0","0","32","5186139","0","0","43840","0","0","0","301","301","301","27","5","0","3","0","476","810100302","クリスティーナ（クリスマス）のシャドウ","611502","0","44","0","0","301","0","2062","0","0","0","301","0","301"
"200000001","301","0","0","35","0","1","0","853","0","0","32","4764712","0","0","45320","0","0","0","301","301","301","38","6","0","12","0","646","810100303","シオリのシャドウ","603801","0","65","0","0","301","0","1921","0","0","0","301","0","301"
"200000001","301","0","0","30","0","1","0","700","0","0","32","4300082","0","0","42130","0","0","0","301","301","301","34","5","0","5","0","489","810100304","リノ（ワンダー）のシャドウ","612901","0","65","0","0","301","0","2026","0","0","0","301","0","301"
"200000001","3010","0","0","903","0","0","0","906","0","0","1","8354042","0","0","17600","0","0","0","3010","301","3010","0","0","0","0","0","604","810100305","ホオズキムシ","258300","0","42","0","0","3010","0","0","0","0","0","3010","0","3010"
"200000001","3020","0","0","0","0","0","0","2273","0","0","1","10244800","0","0","9724","0","0","0","3020","302","3020","0","0","0","0","0","1515","810100401","タートルタイラント","251100","0","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","3020","0","0","0","0","0","0","1364","0","0","1","13243084","0","0","11670","0","0","0","3020","302","3020","0","0","0","200","0","303","810100402","ゴブリンリトル","250300","0","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","3020","0","0","0","0","0","0","909","0","0","1","12323722","0","0","0","0","0","0","3020","302","3020","0","0","0","0","0","606","810100403","ワッパダヌキ","250600","6528","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","302","15","0","20","0","1","0","580","0","0","32","6746755","0","0","52112","0","0","0","302","302","302","40","5","0","24","0","772","810100404","チエルのシャドウ","610901","0","62","0","0","302","0","2391","0","0","0","302","0","302"
"200000001","302","4","0","114","0","1","0","1882","0","0","32","7957592","0","0","28169","0","0","0","302","302","302","20","5","0","28","0","2744","810100405","ノゾミ（クリスマス）のシャドウ","611602","0","42","0","0","302","0","652","0","0","0","302","0","302"
"200000001","3020","0","0","0","0","0","0","909","0","0","1","12217327","0","0","9951","0","0","0","3020","302","3020","0","0","0","0","0","2424","810100501","ゴーレム","250700","0","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","3020","0","0","0","0","0","0","1364","0","0","1","11048088","0","0","0","0","0","0","3020","302","3020","0","0","0","0","0","909","810100502","フレアゼラチナ","252700","35424","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","302","0","1208","36","0","1","0","432","0","0","32","8027121","0","0","53888","0","0","0","302","302","302","30","5","0","10","0","499","810100503","トモ（マジカル）のシャドウ","614301","0","71","0","0","302","0","2110","0","0","0","302","0","302"
"200000001","302","29","1023","146","0","1","0","841","0","0","32","8146777","0","0","0","0","0","0","302","302","302","20","5","0","0","0","559","810100504","ナナカ（サマー）のシャドウ","613301","51298","42","0","0","302","0","0","0","0","0","302","0","302"
"200000001","3020","0","0","906","0","0","0","455","0","0","1","13418414","0","0","0","0","0","0","3020","302","3020","0","0","0","0","0","303","810100505","スズランムシ","258400","25403","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","302","5","0","140","0","1","0","2313","0","0","32","11033748","0","0","27753","0","0","0","302","302","302","26","6","0","21","0","2493","810100601","ペコリーヌのシャドウ","605802","0","42","0","0","302","0","493","0","0","0","302","0","302"
"200000001","3020","0","0","0","0","0","0","1818","0","0","1","12297640","0","0","12951","0","0","0","3020","302","3020","0","0","0","0","0","1212","810100602","サンドボア","253200","0","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","302","15","0","20","0","1","0","727","0","0","32","9189303","0","0","62481","0","0","0","302","302","302","49","6","0","20","0","856","810100603","ヒヨリのシャドウ","600101","0","62","0","0","302","0","2194","0","0","0","302","0","302"
"200000001","302","21","522","2740","0","1","0","1743","0","0","32","9140499","0","0","0","0","0","0","302","302","302","19","6","0","3","0","1451","810100604","チカのシャドウ","604201","48319","42","0","0","302","0","0","0","0","0","302","0","302"
"200000001","3020","0","0","906","0","0","0","1364","0","0","1","11258510","0","0","1957","0","0","0","3020","302","3020","0","0","0","0","0","909","810100605","バルーンバード","257600","0","42","0","0","3020","0","0","0","0","0","3020","0","3020"
"200000001","3030","0","0","0","0","0","0","912","0","0","1","12976749","0","0","9953","0","0","0","3030","303","3030","0","0","0","0","0","2432","810100701","ゴーレム","250700","0","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","3030","0","0","0","0","0","0","912","0","0","1","14306969","0","0","0","0","0","0","3030","303","3030","0","0","0","0","0","608","810100702","ワッパダヌキ","250600","6526","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","3030","0","0","0","0","0","0","1824","0","0","1","12098087","0","0","11784","0","0","0","3030","303","3030","0","0","0","0","0","1824","810100703","動く戦士像","250900","0","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","303","20","130","86","0","1","0","2167","0","0","32","10708529","0","0","0","0","0","0","303","303","303","15","5","0","12","0","2650","810100704","クウカ（ノワール）のシャドウ","619101","26088","42","0","0","303","0","0","0","0","0","303","0","303"
"200000001","303","0","0","40","0","1","0","773","0","0","32","8710513","0","0","56723","0","0","0","303","303","303","35","6","0","15","0","548","810100705","アリサのシャドウ","606301","0","75","0","0","303","0","1984","0","0","0","303","0","303"
"200000001","3030","0","0","0","0","0","0","2280","0","0","1","10975615","0","0","0","0","0","0","3030","303","3030","0","0","0","0","0","1520","810100801","ゲートキーパー","251500","26865","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","3030","0","0","0","0","0","0","2736","0","0","1","12063237","0","0","11903","0","0","0","3030","303","3030","0","0","0","0","0","1216","810100802","動く剣士","251000","0","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","303","18","198","1580","0","1","0","2683","0","0","32","9483730","0","0","0","0","0","0","303","303","303","23","5","0","6","0","1815","810100803","ヨリ（エンジェル）のシャドウ","613801","32023","42","0","0","303","0","0","0","0","0","303","0","303"
"200000001","3030","0","0","0","0","0","0","684","0","0","1","11869295","0","0","0","0","0","0","3030","303","3030","0","0","0","0","0","456","810100804","ウイングロップ","256000","46833","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","303","18","2393","45","0","1","0","596","0","0","32","8824926","0","0","0","0","0","0","303","303","303","34","6","0","0","0","507","810100805","キャル（サマー）のシャドウ","607801","59172","42","0","0","303","0","0","0","0","0","303","0","303"
"200000001","3030","0","0","0","0","0","0","2280","0","0","1","13035517","0","0","11557","0","0","0","3030","303","3030","0","0","0","0","0","912","810100901","ジャングルガード","251300","0","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","303","5","0","69","0","1","0","2936","0","0","32","11252501","0","0","23811","0","0","0","303","303","303","30","6","0","26","0","2558","810100902","ジュンのシャドウ","604701","0","42","0","0","303","0","536","0","0","0","303","0","303"
"200000001","3030","0","0","0","0","0","0","1368","0","0","1","11872997","0","0","31676","0","0","0","3030","303","3030","0","0","0","0","0","912","810100903","ラットン","253700","0","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"200000001","303","4","0","64","0","1","0","2271","0","0","32","10665885","0","0","28818","0","0","0","303","303","303","31","6","0","41","0","2978","810100904","アユミのシャドウ","605501","0","42","0","0","303","0","196","0","0","0","303","0","303"
"200000001","3030","0","0","0","0","0","0","1140","0","0","1","11582580","0","0","12468","0","0","0","3030","303","3030","0","0","0","0","0","760","810100905","ツチノコブラ","255000","0","42","0","0","3030","0","0","0","0","0","3030","0","3030"
"300000008","600","0","0","0","0","0","0","1300","0","0","1","145000000","0","0","80000","0","0","0","0","310","0","70","1","0","0","0","1400","810101001","ゴブリングレート","305705","0","60","0","0","1800","0","0","0","0","0","0","0","1200"
"300000008","0","0","0","0","0","0","5000","0","0","0","1","1000000000","0","0","0","0","0","0","100","310","0","0","1","0","0","150","0","810101002","バーストエネミー","217300","0","100","0","0","0","0","0","0","0","0","125","0","125"
"300000008","250","0","0","0","0","0","0","0","0","0","1","1000000000","0","0","0","0","0","0","0","310","0","0","1","0","0","0","0","810101003","バーストエネミー","217301","0","100","0","0","0","0","0","0","0","0","0","0","0"
"300000008","0","0","0","0","0","0","0","0","0","0","1","1000000000","0","0","0","0","0","0","0","310","0","0","1","0","0","0","0","810101004","バーストエネミー","217303","0","100","0","0","0","0","0","0","0","0","3000","0","0"
"200000001","3040","0","0","0","0","0","0","915","0","0","1","13682634","0","0","11008","0","0","0","3040","304","3040","0","0","0","0","0","2440","810101101","ゴーレム","250700","0","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","304","0","0","30","0","1","0","450","0","0","32","9514010","0","0","59852","0","0","0","304","304","304","18","5","0","48","0","605","810101102","クロエのシャドウ","610801","0","64","0","0","304","0","2553","0","0","0","304","0","304"
"200000001","304","0","0","50","0","1","0","1112","0","0","32","10405471","0","0","59250","0","0","0","304","304","304","32","6","0","11","0","1187","810101103","イノリのシャドウ","606602","0","47","0","0","304","0","1254","0","0","0","304","0","304"
"200000001","3040","0","0","0","0","0","0","687","0","0","1","12723732","0","0","45193","0","0","0","3040","304","3040","0","0","0","0","0","458","810101104","ケイブエイプ","256800","0","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","3040","0","0","912","0","0","0","915","0","0","1","13243526","0","0","24400","0","0","0","3040","304","3040","0","0","0","0","0","610","810101105","ホオズキムシ","258300","0","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","3040","0","0","0","0","0","0","2288","0","0","1","13170027","0","0","10761","0","0","0","3040","304","3040","0","0","0","0","0","1525","810101201","タートルタイラント","251100","0","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","3040","0","0","0","0","0","0","1830","0","0","1","13646968","0","0","12126","0","0","0","3040","304","3040","0","0","0","0","0","1220","810101202","サンドボア","253200","0","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","3040","0","0","0","0","0","0","1373","0","0","1","13653499","0","0","12627","0","0","0","3040","304","3040","0","0","0","0","0","1525","810101203","ゴブリンガード","251200","0","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","304","5","0","147","0","1","0","1961","0","0","32","11650699","0","0","28742","0","0","0","304","304","304","26","5","0","21","0","2933","810101204","シズル（サマー）のシャドウ","617101","0","42","0","0","304","0","511","0","0","0","304","0","304"
"200000001","304","17","2460","60","0","1","0","585","0","0","32","9813346","0","0","0","0","0","0","304","304","304","29","6","0","0","0","480","810101205","キョウカのシャドウ","603602","60649","42","0","0","304","0","0","0","0","0","304","0","304"
"200000001","304","4","0","59","0","1","0","2367","0","0","32","12642341","0","0","34960","0","0","0","304","304","304","28","6","0","36","0","2305","810101301","クルミのシャドウ","602101","0","42","0","0","304","0","365","0","0","0","304","0","304"
"200000001","3040","0","0","0","0","0","0","1373","0","0","1","13680314","0","0","0","0","0","0","3040","304","3040","0","0","0","0","0","915","810101302","ゼラチナ","252600","39832","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","304","29","1023","146","0","1","0","857","0","0","32","10594265","0","0","0","0","0","0","304","304","304","20","5","0","0","0","571","810101303","ナナカ（サマー）のシャドウ","613301","55499","42","0","0","304","0","0","0","0","0","304","0","304"
"200000001","304","18","201","1580","0","1","0","2734","0","0","32","11357835","0","0","0","0","0","0","304","304","304","23","5","0","6","0","1849","810101304","ヨリ（エンジェル）のシャドウ","613801","40965","42","0","0","304","0","0","0","0","0","304","0","304"
"200000001","3040","0","0","0","0","0","0","687","0","0","1","13860738","0","0","0","0","0","0","3040","304","3040","0","0","0","0","0","458","810101305","インプ","256300","53440","42","0","0","3040","0","0","0","0","0","3040","0","3040"
"200000001","3050","0","0","0","0","0","0","2295","0","0","1","14485103","0","0","11384","0","0","0","3050","305","3050","0","0","0","0","0","918","810101401","ハイオーク","252900","0","42","0","0","3050","0","0","0","0","0","3050","0","3050"
"200000001","3050","0","0","0","0","0","0","2295","0","0","1","14412407","0","0","12749","0","0","0","3050","305","3050","0","0","0","0","0","918","810101402","ジャングルガード","251300","0","42","0","0","3050","0","0","0","0","0","3050","0","3050"
"200000001","305","5","0","141","0","1","0","2358","0","0","32","12722511","0","0","28176","0","0","0","305","305","305","26","6","0","21","0","2544","810101403","ペコリーヌのシャドウ","605802","0","42","0","0","305","0","493","0","0","0","305","0","305"
"200000001","305","17","2268","45","0","1","0","459","0","0","32","9549941","0","0","0","0","0","0","305","305","305","24","5","0","0","0","395","810101404","キャル（ニューイヤー）のシャドウ","612001","68142","42","0","0","305","0","0","0","0","0","305","0","305"
"200000001","3050","0","0","0","0","0","0","689","0","0","1","13479043","0","0","0","0","0","0","3050","305","3050","0","0","0","0","0","459","810101405","インプ","256300","53438","42","0","0","3050","0","0","0","0","0","3050","0","3050"
"200000001","3050","0","0","0","0","0","0","2295","0","0","1","14708223","0","0","11384","0","0","0","3050","305","3050","0","0","0","0","0","918","810101501","ハイオーク","252900","0","42","0","0","3050","0","0","0","0","0","3050","0","3050"
"200000001","3050","0","0","0","0","0","0","1836","0","0","1","14428666","0","0","11507","0","0","0","3050","305","3050","0","0","0","0","0","1224","810101502","ワイルドホーン","251600","0","42","0","0","3050","0","0","0","0","0","3050","0","3050"
"200000001","3050","0","0","0","0","0","0","2295","0","0","1","14635506","0","0","12749","0","0","0","3050","305","3050","0","0","0","0","0","918","810101503","ジャングルガード","251300","0","42","0","0","3050","0","0","0","0","0","3050","0","3050"
"200000001","305","20","120","208","0","1","0","3207","0","0","32","12183422","0","0","0","0","0","0","305","305","305","19","5","0","12","0","2237","810101504","クウカ（オーエド）のシャドウ","609501","27063","42","0","0","305","0","0","0","0","0","305","0","305"
"200000001","305","17","2341","45","0","1","0","574","0","0","32","10490545","0","0","0","0","0","0","305","305","305","29","6","0","0","0","467","810101505","ミサキのシャドウ","605001","72998","42","0","0","305","0","0","0","0","0","305","0","305"
"200000001","305","6","0","24","0","1","0","2506","0","0","32","13592091","0","0","26315","0","0","0","305","305","305","19","6","0","12","0","3503","810101601","リマのシャドウ","605202","0","42","0","0","305","0","135","0","0","0","305","0","305"
"200000001","305","15","0","20","0","1","0","769","0","0","32","12013495","0","0","62513","0","0","0","305","305","305","49","6","0","20","0","875","810101602","ヒヨリのシャドウ","600101","0","62","0","0","305","0","2197","0","0","0","305","0","305"
"200000001","305","5","0","2640","0","1","0","2881","0","0","32","12986070","0","0","32893","0","0","0","305","305","305","26","6","0","13","0","2021","810101603","ユカリのシャドウ","603401","0","42","0","0","305","0","575","0","0","0","305","0","305"
