123c5c311be78f5104c4040afe5dbabb6241fb351e589a1e1d8ff86968896b5e,f47c5880a80afd7707be1c6cf82570caaa6686b42863a84f251924d7cbd11a2f,ff2dfd213662e18eb2f347e41900a5ae6b088347813bceda972c4bb8e8f6ac8a,316393419d164dfef4df9c92f719bdf320e2a0147cf19a5f498036fa7d93c17b
"1","1001","11001","1"
"0","1001","11002","2"
"0","1001","11003","3"
"0","1001","11004","4"
"0","1001","11005","5"
"0","1001","12001","6"
"0","1001","12002","7"
"0","1001","12003","8"
"0","1001","12004","9"
"0","1001","12005","10"
"0","1001","13001","11"
"0","1001","13002","12"
"0","1001","13003","13"
"0","1001","13004","14"
"0","1001","13005","15"
"0","1001","14001","16"
"0","1001","14002","17"
"0","1001","14003","18"
"0","1001","14004","19"
"0","1001","14005","20"
"0","1001","15001","21"
"0","1001","15002","22"
"0","1001","15003","23"
"0","1001","15004","24"
"0","1001","15005","25"
"0","1001","21001","26"
"0","1001","21002","27"
"0","1001","21003","28"
"0","1001","21004","29"
"0","1001","21005","30"
"0","1001","22001","31"
"0","1001","22002","32"
"0","1001","22003","33"
"0","1001","22004","34"
"0","1001","22005","35"
"0","1001","23001","36"
"0","1001","23002","37"
"0","1001","23003","38"
"0","1001","23004","39"
"0","1001","23005","40"
"0","1001","24001","41"
"0","1001","24002","42"
"0","1001","24003","43"
"0","1001","24004","44"
"0","1001","24005","45"
"0","1001","25001","46"
"0","1001","25002","47"
"0","1001","25003","48"
"0","1001","25004","49"
"0","1001","25005","50"
"0","1001","31001","51"
"0","1001","31002","52"
"0","1001","31003","53"
"0","1001","31004","54"
"0","1001","31005","55"
"0","1001","32001","56"
"0","1001","32002","57"
"0","1001","32003","58"
"0","1001","32004","59"
"0","1001","32005","60"
"0","1001","33001","61"
"0","1001","33002","62"
"0","1001","33003","63"
"0","1001","33004","64"
"0","1001","33005","65"
"0","1001","34001","66"
"0","1001","34002","67"
"0","1001","34003","68"
"0","1001","34004","69"
"0","1001","34005","70"
"0","1001","35001","71"
"0","1001","35002","72"
"0","1001","35003","73"
"0","1001","35004","74"
"0","1001","35005","75"
