4e8e6a33b3c9faf65930cfa4e80eef824f73be8d7ec36b57fd99e1fcf6cd8e7a,705b8c6f553bc0176c8f9ccf2f64104aca058bbdb5ff1cf9d95e799be7fe7f3b,0815ea014d534d9b00ccbd00b3ff4051d5efc302c2e285f9d3d30cd7b8cf095d,67ff2eafb0460652f028146c77914a76d6d0ff57e815ef14290dd02347a05845,2824ad6c04d7d2666f214ef468acede1f1b1db180311716de962ff85e41f9d7a,80e5eeb27a01acfb8a9c1be990e1f1b1dbb04efd8860aba7ccd80b6892b43544,c90fb3df014154a94e297106112caabc0114c7a42ddbf0d4e5caf552fb60aa1e,e84bf47b7e6785a08b0c029499a83bf1c2991a45d89725b2a0531a5666c333e5,9fcb604fabd7c602010dfbcfe46502259c4b5970dc9555a9ac31c0078f413309,ef9701d41e73b17a49c838f2eb4eb223736ff466579288e5d4d29bc00341ccf1,a72bfb42152748847ceeaf097e70b38a50fec99838620ad48a07af5e136c5693,7f66fa3b9cc0656b5f0f361e1162fbd320b0d1a9389afbd4b068023270a14fa8,963bbf40bada998d54729877a1bc6f734ad2c0385823ee5724b2ed26afa53494
"0","10001","0","0","2030/04/19 15:00:00","-6","5031","0","0","1","2018/03/31 15:00:00","2020/03/16 15:00:00","20001"
"0","10002","0","0","2030/04/19 15:00:00","-3","8135","0","0","1","2018/04/30 15:00:00","2020/04/15 15:00:00","20002"
"0","10003","0","0","2030/04/19 15:00:00","-8","201","0","0","1","2018/05/25 16:00:00","2020/05/15 15:00:00","20003"
"0","10004","0","0","2030/04/19 15:00:00","-5","3394","0","0","1,2","2018/06/30 12:00:00","2020/06/19 15:00:00","20004"
"0","10005","0","0","2030/04/19 15:00:00","-3","3060","0","0","1,4","2018/07/31 12:00:00","2020/07/20 15:00:00","20005"
"0","10006","0","0","2030/04/19 15:00:00","-5","1412","0","0","1","2018/08/31 12:00:00","2020/08/19 15:00:00","20006"
"0","10007","0","0","2030/04/19 15:00:00","-2","3481","0","0","1,5","2018/09/30 12:00:00","2020/09/23 15:00:00","20007"
"0","10008","0","0","2030/04/19 15:00:00","-3","3490","0","0","1","2018/10/31 12:00:00","2020/10/19 15:00:00","20008"
"0","10009","0","0","2030/04/19 15:00:00","0","5402","0","0","1,6","2018/11/30 12:00:00","2020/11/24 15:00:00","20009"
"0","10010","0","0","2030/04/19 15:00:00","-5","2192","0","0","1,7","2018/12/31 12:00:00","2020/12/22 15:00:00","20010"
"0","10011","0","0","2030/04/19 15:00:00","0","5034","0","0","1,8","2019/01/31 12:00:00","2021/01/25 15:00:00","20011"
"0","10012","0","0","2030/04/19 15:00:00","-5","402","0","0","1","2019/02/22 15:00:00","2021/02/18 15:00:00","20012"
"0","10013","0","0","2030/04/19 15:00:00","-5","22","0","0","1,9","2019/03/31 15:00:00","2021/03/23 15:00:00","20013"
"0","10015","0","0","2030/04/19 15:00:00","-8","2174","0","0","1","2019/04/30 12:00:00","2021/04/16 15:00:00","20014"
"0","10019","0","0","2030/04/19 15:00:00","3","2222","0","0","1,10","2019/06/30 15:00:00","2021/05/18 15:00:00","20015"
"0","10021","0","0","2030/04/19 15:00:00","0","6040","0","0","1,11","2019/07/31 12:00:00","2021/06/18 15:00:00","20016"
"0","10023","0","0","2030/04/19 15:00:00","-4","6481","0","0","1","2019/08/31 12:00:00","2021/07/16 15:00:00","20017"
"0","10025","0","0","2030/04/19 15:00:00","0","8134","0","0","1,12","2019/09/30 12:00:00","2021/08/16 15:00:00","20018"
"0","10027","0","0","2030/04/19 15:00:00","-2","3480","0","0","1","2019/10/31 12:00:00","2021/09/16 15:00:00","20019"
"0","10029","0","0","2030/04/19 15:00:00","-5","5283","0","0","1,13","2019/11/30 12:00:00","2021/10/19 15:00:00","20020"
"0","10031","0","0","2030/04/19 15:00:00","-4","1311","0","0","1,14","2019/12/31 12:00:00","2021/11/16 15:00:00","20021"
"0","10033","0","0","2030/04/19 15:00:00","-7","6055","0","0","1,15","2020/01/31 12:00:00","2021/12/16 15:00:00","20022"
"0","10038","0","0","2030/04/19 15:00:00","-5","2022","0","0","1","2020/03/31 12:00:00","2022/01/17 15:00:00","20023"
"0","10040","0","0","2030/04/19 15:00:00","-10","6011","0","0","1","2020/04/24 15:00:00","2022/02/18 15:00:00","20024"
"0","10042","0","0","2030/04/19 15:00:00","-5","5221","0","0","1,16","2020/05/25 15:00:00","2022/03/17 15:00:00","20025"
"0","10044","0","0","2030/04/19 15:00:00","10","3040","0","0","1,17","2020/06/30 12:00:00","2022/04/18 15:00:00","20026"
"0","10046","0","0","2030/04/19 15:00:00","10","6120","0","0","1,18","2020/07/31 12:00:00","2022/05/18 15:00:00","20027"
"0","10048","0","0","2030/04/19 15:00:00","-5","5032","0","0","1","2020/08/31 12:00:00","2022/06/16 15:00:00","20028"
"0","10050","0","0","2030/04/19 15:00:00","0","5151","0","0","1,19","2020/09/30 12:00:00","2022/07/19 8:00:00","20029"
"0","10052","0","0","2030/04/19 15:00:00","-8","6056","0","0","1","2020/10/31 12:00:00","2022/08/16 15:00:00","20030"
"0","10054","0","0","2030/04/19 15:00:00","0","3351","0","0","1,20","2020/11/30 12:00:00","2022/09/17 15:00:00","20031"
"0","10056","0","0","2030/04/19 15:00:00","0","2191","0","0","1,21","2020/12/31 12:00:00","2022/10/16 15:00:00","20032"
"0","10058","0","0","2030/04/19 15:00:00","0","1122","0","0","1,22","2021/01/31 12:00:00","2022/11/17 15:00:00","20033"
"20033","10059","0","0","2030/04/19 15:00:00","0","1123","0","0","1,22","2021/02/10 12:00:00","2022/11/17 15:00:00","20034"
"0","10061","0","0","2030/04/19 15:00:00","12","2194","0","0","1,23","2021/02/28 12:00:00","2022/12/19 15:00:00","20035"
"0","10064","0","0","2030/04/19 15:00:00","0","5010","0","0","1","2021/02/28 12:00:00","2023/01/16 15:00:00","20036"
"0","10066","0","0","2030/04/19 15:00:00","0","144","0","0","1","2021/04/30 12:00:00","2023/02/16 15:00:00","20037"
"0","10068","0","0","2030/04/19 15:00:00","0","121","0","0","1,24","2021/05/31 12:00:00","2023/03/16 15:00:00","20038"
"0","10070","0","0","2030/04/19 15:00:00","0","394","0","0","1","2021/06/30 12:00:00","2023/04/17 15:00:00","20039"
"0","10072","0","0","2030/04/19 15:00:00","0","1082","0","0","1,25","2021/07/31 12:00:00","2023/05/16 15:00:00","20040"
"0","10074","0","0","2030/04/19 15:00:00","0","181","0","0","1","2021/08/31 12:00:00","2023/06/16 15:00:00","20041"
"0","10076","0","0","2030/04/19 15:00:00","0","5084","0","0","1,26","2021/09/30 12:00:00","2023/07/18 15:00:00","20042"
"0","10078","0","0","2030/04/19 15:00:00","0","6054","0","0","1","2021/10/31 12:00:00","2023/08/18 15:00:00","20043"
"0","10080","0","0","2030/04/19 15:00:00","0","6381","0","0","1,27","2021/11/30 12:00:00","2023/09/19 15:00:00","20044"
"0","10082","0","0","2030/04/19 15:00:00","0","2193","0","0","1,28","2021/12/31 12:00:00","2023/10/16 15:00:00","20045"
"0","10084","0","0","2030/04/19 15:00:00","0","8163","0","0","1","2022/01/31 12:00:00","2023/11/16 15:00:00","20046"
"20046","10085","0","0","2030/04/19 15:00:00","0","8164","0","0","1,29","2022/02/07 12:00:00","2023/11/16 15:00:00","20047"
"0","10088","0","0","2030/04/19 15:00:00","0","2201","0","0","1","2022/02/28 12:00:00","2023/12/18 15:00:00","20048"
"0","10090","0","0","2030/04/19 15:00:00","0","430","0","0","1","2022/03/31 12:00:00","2024/01/17 15:00:00","20049"
"0","10092","0","0","2030/04/19 15:00:00","0","351","0","0","1","2022/04/30 12:00:00","2024/03/18 15:00:00","20050"
"0","10094","0","0","2030/04/19 15:00:00","0","392","0","0","1,30","2022/05/25 15:00:00","2024/04/18 15:00:00","20051"
"0","10096","0","0","2030/04/19 15:00:00","0","3402","0","0","1,31","2022/06/30 12:00:00","2024/06/17 15:00:00","20052"
"0","10098","0","0","2030/04/19 15:00:00","0","8132","0","0","1,32","2022/07/31 12:00:00","2024/07/16 15:00:00","20053"
"0","10100","0","0","2030/04/19 15:00:00","0","6057","0","0","1","2022/08/31 12:00:00","2024/08/16 15:00:00","20054"
"0","10102","0","0","2030/04/19 15:00:00","0","5200","0","0","1,33","2022/09/30 12:00:00","2024/09/17 15:00:00","20055"
"0","10104","0","0","2030/04/19 15:00:00","0","3479","0","0","1","2022/10/31 12:00:00","2024/10/16 15:00:00","20056"
"0","10106","0","0","2030/04/19 15:00:00","0","5033","0","0","1,34","2022/11/30 12:00:00","2024/11/16 15:00:00","20057"
"0","10108","0","0","2030/04/19 15:00:00","-10","7213","0","0","1,35","2022/12/31 12:00:00","2024/12/16 15:00:00","20058"
