6787bae130b16736a73318399e5677cf96c346d90497bc33c624c4446446c73e,2ef65fb5c0e918e9bbbe54285da56faf6eb72193cf58b1d50b38ed991966c914,1f81778c1f3da3fd33bfbc19c6dfaa0faff4e5e199426ecae9ed05288e5a283a,2e993e578806c13088b27b7cc5a1c95b4d0d4edcc3b402ba0c80930b5838cb9a,0716841e4aae1177e16c7201ce6720f129a60fd348617e664abaa2f9b3d18fb1,4dafa59ca4c9c82d9ec76c6ffd93e3988639d12dbf26a9bf15f3878eb3816dc3
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","123001","3002","10201501","10201001"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","123001","3004","10201501","10201002"
"2025/01/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","106901","3011","10201501","10201003"
"2025/01/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","106901","3011","10201501","10201004"
"2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","107101","3001","10201501","10201005"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","107101","3010","10201501","10201006"
"2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","107001","3003","10201501","10201007"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","107001","3010","10201501","10201008"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","106801","3001","10201501","10201009"
"2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","106801","3014","10201501","10201010"
"2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","111501","3001","10201501","10201011"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","111501","3010","10201501","10201012"
"2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","123801","3001","10201501","10201013"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","123801","3010","10201501","10201014"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","115001","3005","10201501","10201017"
"2025/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","115001","3013","10201501","10201018"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","126601","3003","10201501","10201019"
"2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","126601","3014","10201501","10201020"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","121201","3001","10201501","10201023"
"2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","121201","3014","10201501","10201024"
"2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","133701","3003","10201501","10201025"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","133701","3010","10201501","10201026"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n防御力特大アップ","123001","3002","10201551","10201027"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n防御力特大アップ","123001","3004","10201551","10201028"
"2025/01/31 12:00:00","バトル開始後90秒間敵全体の物理防\n御力特大ダウン","106901","3011","10201551","10201029"
"2025/01/31 12:00:00","バトル開始後90秒間敵全体の魔法防\n御力特大ダウン","106901","3011","10201551","10201030"
"2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","107101","3001","10201551","10201031"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","107101","3010","10201551","10201032"
"2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","107001","3003","10201551","10201033"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","107001","3010","10201551","10201034"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","106801","3001","10201551","10201035"
"2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","106801","3014","10201551","10201036"
"2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","111501","3001","10201551","10201037"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","111501","3010","10201551","10201038"
"2025/01/31 12:00:00","バトル開始後90秒間物理攻撃力極大\nアップ","123801","3001","10201551","10201039"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","123801","3010","10201551","10201040"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体に継続\nＨＰ回復状態付与","115001","3005","10201551","10201043"
"2025/01/31 12:00:00","バトル開始後味方全体の行動不能\n2回無効","115001","3013","10201551","10201044"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の魔法\n攻撃力特大アップ","126601","3003","10201551","10201045"
"2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","126601","3014","10201551","10201046"
"2025/01/31 12:00:00","バトル開始後90秒間味方全体の物理\n攻撃力特大アップ","121201","3001","10201551","10201049"
"2025/01/31 12:00:00","バトル開始後味方全体のＴＰ大回復","121201","3014","10201551","10201050"
"2025/01/31 12:00:00","バトル開始後90秒間魔法攻撃力極大\nアップ","133701","3003","10201551","10201051"
"2025/01/31 12:00:00","バトル開始後90秒間ＴＰ上昇特大アッ\nプ","133701","3010","10201551","10201052"
