a4f3b8daec070ab492e080032487e5ddbff03720c07a33713ca87bbe7e0837fe,0a61e77b5bb84d71dd1d45df416eb1425b6f278ecfef4a0e9533683f520c23e4,02afd105d4a54322baa26cb07880c17d3a627586fb575d4ed027d56afa017fed,8877247812725ebdb262ae61f77614b21571fae8a489114ea4588eb37f44324e,4a2ef9160cd15b4845b650232a45a24bb37b1d33a208e5c1d1cdbf2bb50a7aea,f7c88252e21182658af834db573c8e92f73ee07662c9682788f08e257eb7ec61,c5aeabac99fa0585faed3c2ad1ec37a3a3662ea6f965affe060b2bf10c9d0939,f2263aeaf5a2df3d024f9f30d8876714f8f7caf58d909a068eaf5afcacb05c5e,73bebdb8a07e96d61f5b73fd3868bca7a0a189a531cc5c32120f2e777840f8b0,59c9980fb5f7f0f533325033c7619bb313f5cac1f859ba32bdcaa1dea99fe0c6,35f47967441ccf4c876f27c9b962ff1ece146b9f9553e9715c116fcbfa21a011,4999ffd59f3d664f7028ec65c81ea6054d0cd125e3b5b10b90c581d0372182a0,105469d456ee2c1182daa8d04151b4a462c9d152c083303df167253d4c8f6a74,32402381635bd41d334ddc6b2a56ceee84122c05ef6032f9c52e6386f73ff9cd,d72b280976fdb9a4e9213231d724223f89aa26c1ba9e826ef4d6c23c4afd1eef,e46761eaab350e2885466bdd180d721c9329064091b43fa64bfc161c6b40fe2f,06452b405cde039450af35944ff4cd9803ff3ef902d06bd9d40599911f5ecf5f,55c38357b46d98758fcd8f9521fe74f8fa6fa92a7df0896ea5f37bb5eb5d1b0c
"10","91002","0","0","0","0","1","0","0","50","0","8","0","0","0","0","0","1"
"100","91002","0","0","0","0","2","0","0","10","0","8","0","0","0","0","0","11"
"200","91002","0","0","0","0","3","0","0","5","0","8","0","0","0","0","0","101"
"500","91002","0","0","0","0","4","0","0","3","0","8","0","0","0","0","0","201"
"1000","91002","0","0","0","0","5","0","0","2","0","8","0","0","0","0","0","501"
"2000","91002","0","0","0","0","6","0","0","2","0","8","0","0","0","0","0","1001"
"3999","91002","0","0","0","0","7","0","0","1","0","8","0","0","0","0","0","2001"
"4000","91002","0","0","0","0","8","0","0","50","0","8","0","0","0","0","0","4000"
"4100","91002","0","0","0","0","9","0","0","50","0","8","0","0","0","0","0","4100"
"4200","91002","0","0","0","0","10","0","0","50","0","8","0","0","0","0","0","4200"
"4300","91002","0","0","0","0","11","0","0","50","0","8","0","0","0","0","0","4300"
"4400","91002","0","0","0","0","12","0","0","50","0","8","0","0","0","0","0","4400"
"4500","91002","0","0","0","0","13","0","0","50","0","8","0","0","0","0","0","4500"
"4600","91002","0","0","0","0","14","0","0","50","0","8","0","0","0","0","0","4600"
"4700","91002","0","0","0","0","15","0","0","50","0","8","0","0","0","0","0","4700"
"4800","91002","0","0","0","0","16","0","0","50","0","8","0","0","0","0","0","4800"
"4900","91002","0","0","0","0","17","0","0","50","0","8","0","0","0","0","0","4900"
"5000","91002","0","0","0","0","18","0","0","50","0","8","0","0","0","0","0","5000"
"5100","91002","0","0","0","0","19","0","0","50","0","8","0","0","0","0","0","5100"
"5200","91002","0","0","0","0","20","0","0","50","0","8","0","0","0","0","0","5200"
"5300","91002","0","0","0","0","21","0","0","50","0","8","0","0","0","0","0","5300"
"5400","91002","0","0","0","0","22","0","0","50","0","8","0","0","0","0","0","5400"
"5500","91002","0","0","0","0","23","0","0","50","0","8","0","0","0","0","0","5500"
"5600","91002","0","0","0","0","24","0","0","50","0","8","0","0","0","0","0","5600"
"5700","91002","0","0","0","0","25","0","0","50","0","8","0","0","0","0","0","5700"
"5800","91002","0","0","0","0","26","0","0","50","0","8","0","0","0","0","0","5800"
"5900","91002","0","0","0","0","27","0","0","50","0","8","0","0","0","0","0","5900"
"6000","91002","0","0","0","0","28","0","0","50","0","8","0","0","0","0","0","6000"
"6100","91002","0","0","0","0","29","0","0","50","0","8","0","0","0","0","0","6100"
"6200","91002","0","0","0","0","30","0","0","50","0","8","0","0","0","0","0","6200"
"6300","91002","0","0","0","0","31","0","0","50","0","8","0","0","0","0","0","6300"
"6400","91002","0","0","0","0","32","0","0","50","0","8","0","0","0","0","0","6400"
"6500","91002","0","0","0","0","33","0","0","50","0","8","0","0","0","0","0","6500"
"6600","91002","0","0","0","0","34","0","0","50","0","8","0","0","0","0","0","6600"
"6700","91002","0","0","0","0","35","0","0","50","0","8","0","0","0","0","0","6700"
"6800","91002","0","0","0","0","36","0","0","50","0","8","0","0","0","0","0","6800"
"6900","91002","0","0","0","0","37","0","0","50","0","8","0","0","0","0","0","6900"
"7000","91002","0","0","0","0","38","0","0","50","0","8","0","0","0","0","0","7000"
"7100","91002","0","0","0","0","39","0","0","50","0","8","0","0","0","0","0","7100"
"7200","91002","0","0","0","0","40","0","0","50","0","8","0","0","0","0","0","7200"
"7300","91002","0","0","0","0","41","0","0","50","0","8","0","0","0","0","0","7300"
"7400","91002","0","0","0","0","42","0","0","50","0","8","0","0","0","0","0","7400"
"7500","91002","0","0","0","0","43","0","0","50","0","8","0","0","0","0","0","7500"
"7600","91002","0","0","0","0","44","0","0","50","0","8","0","0","0","0","0","7600"
"7700","91002","0","0","0","0","45","0","0","50","0","8","0","0","0","0","0","7700"
"7800","91002","0","0","0","0","46","0","0","50","0","8","0","0","0","0","0","7800"
"7900","91002","0","0","0","0","47","0","0","50","0","8","0","0","0","0","0","7900"
"8000","91002","0","0","0","0","48","0","0","50","0","8","0","0","0","0","0","8000"
"8100","91002","0","0","0","0","49","0","0","15","0","8","0","0","0","0","0","8100"
"8200","91002","0","0","0","0","50","0","0","15","0","8","0","0","0","0","0","8200"
"8300","91002","0","0","0","0","51","0","0","15","0","8","0","0","0","0","0","8300"
"8400","91002","0","0","0","0","52","0","0","15","0","8","0","0","0","0","0","8400"
"8500","91002","0","0","0","0","53","0","0","15","0","8","0","0","0","0","0","8500"
"8600","91002","0","0","0","0","54","0","0","15","0","8","0","0","0","0","0","8600"
"8700","91002","0","0","0","0","55","0","0","15","0","8","0","0","0","0","0","8700"
"8800","91002","0","0","0","0","56","0","0","15","0","8","0","0","0","0","0","8800"
"8900","91002","0","0","0","0","57","0","0","15","0","8","0","0","0","0","0","8900"
"9000","91002","0","0","0","0","58","0","0","15","0","8","0","0","0","0","0","9000"
"9100","91002","0","0","0","0","59","0","0","15","0","8","0","0","0","0","0","9100"
"9200","91002","0","0","0","0","60","0","0","15","0","8","0","0","0","0","0","9200"
"9300","91002","0","0","0","0","61","0","0","15","0","8","0","0","0","0","0","9300"
