66022ad849a12ea755dc27479bfab8a2f014b9228a9be8aaa19ed9e699f03e49,77cf10bb1e360cfe2373e73cca46328f14fbf284b0af0d332d0c2973959017b1,4fb2c1d13467fb2debe0eef44f554df6da4fe1a98c70ef113d8b08a960e5630e,ecb73b3d39b42b139b7863eb682d336e3e5261c9d74b3170b81b63163cd27961,ed78057bda63fb5c4838d8eb0072aef9ed38b32ef83be606441a84e98c744dd6,dbab07d31398b999fa864c26e6f2ea41cfa9c635ad278b4c427bfe44cba086c6,3c917e0b249e0ac73a6eb984a2d6feb236ab3f0b6a8c14a65ed136f4de743aa9,f7409afc6bf6cf095fe2cd2a855b144dddba51efd3f235667faf192842868c8f,70f46b9e284792d4fd5e998a4dfae08cad0ea6021098c093ccc511f121bca297,082513fa8cc833be23315e8bd81168079a3a1d4097238ca9f2d8c020e435879f,de6bf5ba9dddb88a88aaa3fe644bc9f2d9a3a9adb0482fcd4cf8039544b0ff67,301a2091226176b3f0d5261acf5b97a3e6b9f80a0e17461af923adc155c9537b,d576353cf4480d86474c64beb170e56d2166933e44b6767bc3f11047799c1fd3
"0","2018/03/31 15:00:00","0","2030/04/19 15:00:00","2020/03/16 15:00:00","10001","-6","0","0","0","1","20001","5031"
"0","2018/04/30 15:00:00","0","2030/04/19 15:00:00","2020/04/15 15:00:00","10002","-3","0","0","0","1","20002","8135"
"0","2018/05/25 16:00:00","0","2030/04/19 15:00:00","2020/05/15 15:00:00","10003","-8","0","0","0","1","20003","201"
"0","2018/06/30 12:00:00","0","2030/04/19 15:00:00","2020/06/19 15:00:00","10004","-5","0","0","0","1,2","20004","3394"
"0","2018/07/31 12:00:00","0","2030/04/19 15:00:00","2020/07/20 15:00:00","10005","-3","0","0","0","1,4","20005","3060"
"0","2018/08/31 12:00:00","0","2030/04/19 15:00:00","2020/08/19 15:00:00","10006","-5","0","0","0","1","20006","1412"
"0","2018/09/30 12:00:00","0","2030/04/19 15:00:00","2020/09/23 15:00:00","10007","-2","0","0","0","1,5","20007","3481"
"0","2018/10/31 12:00:00","0","2030/04/19 15:00:00","2020/10/19 15:00:00","10008","-3","0","0","0","1","20008","3490"
"0","2018/11/30 12:00:00","0","2030/04/19 15:00:00","2020/11/24 15:00:00","10009","0","0","0","0","1,6","20009","5402"
"0","2018/12/31 12:00:00","0","2030/04/19 15:00:00","2020/12/22 15:00:00","10010","-5","0","0","0","1,7","20010","2192"
"0","2019/01/31 12:00:00","0","2030/04/19 15:00:00","2021/01/25 15:00:00","10011","0","0","0","0","1,8","20011","5034"
"0","2019/02/22 15:00:00","0","2030/04/19 15:00:00","2021/02/18 15:00:00","10012","-5","0","0","0","1","20012","402"
"0","2019/03/31 15:00:00","0","2030/04/19 15:00:00","2021/03/23 15:00:00","10013","-5","0","0","0","1,9","20013","22"
"0","2019/04/30 12:00:00","0","2030/04/19 15:00:00","2021/04/16 15:00:00","10015","-8","0","0","0","1","20014","2174"
"0","2019/06/30 15:00:00","0","2030/04/19 15:00:00","2021/05/18 15:00:00","10019","3","0","0","0","1,10","20015","2222"
"0","2019/07/31 12:00:00","0","2030/04/19 15:00:00","2021/06/18 15:00:00","10021","0","0","0","0","1,11","20016","6040"
"0","2019/08/31 12:00:00","0","2030/04/19 15:00:00","2021/07/16 15:00:00","10023","-4","0","0","0","1","20017","6481"
"0","2019/09/30 12:00:00","0","2030/04/19 15:00:00","2021/08/16 15:00:00","10025","0","0","0","0","1,12","20018","8134"
"0","2019/10/31 12:00:00","0","2030/04/19 15:00:00","2021/09/16 15:00:00","10027","-2","0","0","0","1","20019","3480"
"0","2019/11/30 12:00:00","0","2030/04/19 15:00:00","2021/10/19 15:00:00","10029","-5","0","0","0","1,13","20020","5283"
"0","2019/12/31 12:00:00","0","2030/04/19 15:00:00","2021/11/16 15:00:00","10031","-4","0","0","0","1,14","20021","1311"
"0","2020/01/31 12:00:00","0","2030/04/19 15:00:00","2021/12/16 15:00:00","10033","-7","0","0","0","1,15","20022","6055"
"0","2020/03/31 12:00:00","0","2030/04/19 15:00:00","2022/01/17 15:00:00","10038","-5","0","0","0","1","20023","2022"
"0","2020/04/24 15:00:00","0","2030/04/19 15:00:00","2022/02/18 15:00:00","10040","-10","0","0","0","1","20024","6011"
"0","2020/05/25 15:00:00","0","2030/04/19 15:00:00","2022/03/17 15:00:00","10042","-5","0","0","0","1,16","20025","5221"
"0","2020/06/30 12:00:00","0","2030/04/19 15:00:00","2022/04/18 15:00:00","10044","10","0","0","0","1,17","20026","3040"
"0","2020/07/31 12:00:00","0","2030/04/19 15:00:00","2022/05/18 15:00:00","10046","10","0","0","0","1,18","20027","6120"
"0","2020/08/31 12:00:00","0","2030/04/19 15:00:00","2022/06/16 15:00:00","10048","-5","0","0","0","1","20028","5032"
"0","2020/09/30 12:00:00","0","2030/04/19 15:00:00","2022/07/19 8:00:00","10050","0","0","0","0","1,19","20029","5151"
"0","2020/10/31 12:00:00","0","2030/04/19 15:00:00","2022/08/16 15:00:00","10052","-8","0","0","0","1","20030","6056"
"0","2020/11/30 12:00:00","0","2030/04/19 15:00:00","2022/09/17 15:00:00","10054","0","0","0","0","1,20","20031","3351"
"0","2020/12/31 12:00:00","0","2030/04/19 15:00:00","2022/10/16 15:00:00","10056","0","0","0","0","1,21","20032","2191"
"0","2021/01/31 12:00:00","0","2030/04/19 15:00:00","2022/11/17 15:00:00","10058","0","0","0","0","1,22","20033","1122"
"0","2021/02/10 12:00:00","0","2030/04/19 15:00:00","2022/11/17 15:00:00","10059","0","0","0","20033","1,22","20034","1123"
"0","2021/02/28 12:00:00","0","2030/04/19 15:00:00","2022/12/19 15:00:00","10061","12","0","0","0","1,23","20035","2194"
"0","2021/02/28 12:00:00","0","2030/04/19 15:00:00","2023/01/16 15:00:00","10064","0","0","0","0","1","20036","5010"
"0","2021/04/30 12:00:00","0","2030/04/19 15:00:00","2023/02/16 15:00:00","10066","0","0","0","0","1","20037","144"
"0","2021/05/31 12:00:00","0","2030/04/19 15:00:00","2023/03/16 15:00:00","10068","0","0","0","0","1,24","20038","121"
"0","2021/06/30 12:00:00","0","2030/04/19 15:00:00","2023/04/17 15:00:00","10070","0","0","0","0","1","20039","394"
"0","2021/07/31 12:00:00","0","2030/04/19 15:00:00","2023/05/16 15:00:00","10072","0","0","0","0","1,25","20040","1082"
"0","2021/08/31 12:00:00","0","2030/04/19 15:00:00","2023/06/16 15:00:00","10074","0","0","0","0","1","20041","181"
"0","2021/09/30 12:00:00","0","2030/04/19 15:00:00","2023/07/18 15:00:00","10076","0","0","0","0","1,26","20042","5084"
"0","2021/10/31 12:00:00","0","2030/04/19 15:00:00","2023/08/18 15:00:00","10078","0","0","0","0","1","20043","6054"
"0","2021/11/30 12:00:00","0","2030/04/19 15:00:00","2023/09/19 15:00:00","10080","0","0","0","0","1,27","20044","6381"
"0","2021/12/31 12:00:00","0","2030/04/19 15:00:00","2023/10/16 15:00:00","10082","0","0","0","0","1,28","20045","2193"
"0","2022/01/31 12:00:00","0","2030/04/19 15:00:00","2023/11/16 15:00:00","10084","0","0","0","0","1","20046","8163"
