44aab21e224aa856999cbb7b11f722bdf233c2fa7ab6cf75ac97cc32d33bdae1,c121f0f82e2cbc4254006649d4c0a3904d6bca26d405a758447922c3b0d646ff,1a9dbf40e729d0b22f5a468d72a49b27d6fdb7d2db51b195082ac8c5d0143880,7b99d170ef8c7bca3f46a5e9e50f8b90e75da1c4f3d2c2179d62d135e02e591b,1f8b32af9b9e9d224b48d967a55023bc9f7c595b82e24033030674ac3cf6bf92,d73f55e4093e2c78579d604f9b887f33793dd83b07952c65622e84bd89b9ca55
"0","0","0","0","750000011","750000101"
"0","0","0","0","750000021","750000201"
"0","0","0","0","750000031","750000301"
"0","0","0","0","750000041","750000401"
"0","0","0","0","750000051","750000501"
"0","0","0","0","750000061","750000601"
"0","0","0","0","750000071","750000701"
"0","0","0","0","750000081","750000801"
"0","0","0","0","750000091","750000901"
"0","0","0","0","750000101","750001001"
"0","0","0","0","750000111","750001101"
"0","0","0","0","750000121","750001201"
"0","0","0","0","760100011","760100101"
"0","0","0","0","760100021","760100201"
"0","0","0","0","760100031","760100301"
"0","0","0","0","760100041","760100401"
"0","0","0","0","760100051","760100501"
"0","0","0","0","760200011","760200101"
"0","0","0","0","760200021","760200201"
"0","0","0","0","760200031","760200301"
"0","0","0","0","760200041","760200401"
"0","0","0","0","760200051","760200501"
