605d47fc7c6ad161797985e15bf1dff0b6003423f41683ed7292d173062d7601,c69d7e8912e4b1d428c2551c641bc6b9ed13780743e0d3ffa090ef0a73ab7a1f,96be900529c8b9dc8f24ccbcfe2c47af6d4770fa9c265049e8d75a6b79663fe9,bbfd0789b61e4bbad9fc8e80e1459a29b6e7e093a34e24792871cc6815b365fc,01c128d107b051a14dd255533a967aabd7c03c13f2715c7b92a023cfa6802488,d7c0a6b6df910fdd7dc4359c6bf21525d00310a8b973c62e4a7e12df658d86f2,8ff66a1132b5cd46a16f0daeaa4c31fddfa23f3ced1c0b71dee4a19579fadee5,9cf7beb273c37a0e6de1cf8a2094077f1d4399c24ab7ae08b517acd37799b027,aace02cd94d00d17dd62a057fa00629c73d71f3c1a862708398583398c50b701,9fa0691a8bb96168157101e71d6ba0cfa6d80e0b54e083422ad18f782cc57a64,de42b22a356adef8e493025759031a74c3e9b916fc61da97fd681d7459c7e758,c07a98abf04da27f2aaec36a63dc78195a5a3fc8a90b069ba2fedbdb3b762cb8,5d4dc3b15fb6e560b5e477d11fd834aed32f7a0fd8f98e1a97deb050ef061cde,3adf6a126d3db68f546878038ed0594e525ceb8fce00d82cd3129ae223b9ed31,ba8cd0e099cfbd1ec8009333ac326687263bcdaf074568cdd25120a7fbe9ba56,a8dc895d299768d87e57ffd72a8e339f54b290aa566015499eb79a5f8169a19e,0e4ab799de5bdf249fe2d59e42d8cfdb83d2b38f758f8e28f62632c17a1b8305,379b2727a5c71f296088b5f589ac20a24ea30e13d379ff640d6a004c3b0215d8,4343888f3e014711350c53a320f75bf1344133ce6bb92ad3e46f8ad4b1a41934,2ff6f29653396997d3976bb10d6cb4bee49709fca21f19c6ec26480a64f17c0a,c60be3cca13d3c54d82b7398ddd939a65543cc4206fd175379c10c71cff2b0f7,03c3874ac87e51a6754417d9af0d272bda527d24de2eec5567a71a1d01de0786,30c14f6891411fa895cdf39917827757575346b9ba5b086ec49d7feb6cc226b6,53f5be1f1be8964944a4f9f95014b8576466aaa6dfd31a34134ebaa8a91ef11b,b981926990c6074051ba21b5af0ef7d35d3525648dcc253c399efff77975ae17,045fb19e0dbd65ccea4b489a74548cf82c7e93e1ab290f31e73caeae5cbcb7af,b7df714bdc5cb353b9b46451db0184841d24ab2d07e936ca6bed332414868bb6,a7ee6a9a80e72d9e3b8232377db55ed577949cd894335fe2c1496ebf6991c73a,4ad80f28da2e7e4f53934cb7f8c2ca714781d88f3495835af6d3338efba7b42f,b35f2cd6fa7a92430f12cb5c4dc857bb85d71e40e99c8313ce4828edc90f0897,e9461d7bfdf1d002a7e702f9ca4d036c25230627d22a399fa3736f65ffe48e45,4a21b267277a93178f68afe73615f1edab867c7eb9b4bbbe1a4bdf0dd9d6bf67,180643f829e819c8cd29652cf3d9e399d52ab48420ee2e37c9c66d96c310ecff,8f590c42eec56f79a105903e7f75051611acde23b00197a96ef4074385784658,32f760395d159416bb82546f1b3244e04b7e40ba154da0d4bfafe2919316c8c6
"10","0.8","1","40002","741001101","-100","74001101","-379","200000","0","1","90","200","0.8","1","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103121","-1","0","0","150003","-190","0","74001101"
"10","0.8","2","40003","741001102","-100","74001102","-379","200000","0","0.8","90","200","0.8","1","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103121","-1","0","0","150004","-190","0","74001102"
"10","0.8","3","40004","741001103","-100","74001103","-379","300000","0","0.8","90","500","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103121","-1","0","0","150005","-190","0","74001103"
"10","0.8","4","40006","741001104","-100","74001104","-379","300000","0","0.8","90","750","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103121","-1","0","0","150006","-190","0","74001104"
"10","0.8","5","40007","741001105","-100","74001105","-379","500000","0","0.8","90","1000","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103121","-1","0","0","150007","-190","0","74001105"
"10","0.8","1","40002","741001101","-100","74001201","-379","200000","0","0.8","90","200","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103122","-1","0","0","150003","-190","0","74001201"
"10","0.8","2","40003","741001102","-100","74001202","-379","200000","0","0.8","90","200","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103122","-1","0","0","150004","-190","0","74001202"
"10","0.8","3","40004","741001103","-100","74001203","-379","300000","0","0.8","90","500","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103122","-1","0","0","150005","-190","0","74001203"
"10","0.8","4","40006","741001104","-100","74001204","-379","300000","0","0.8","90","750","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103122","-1","0","0","150006","-190","0","74001204"
"10","0.8","5","40007","741001105","-100","74001205","-379","500000","0","0.8","90","1000","0.8","0.8","0.8","91002","0","94002","90008","5","bgm_MC008","140001","3","188","377","1","103122","-1","0","0","150007","-190","0","74001205"
"10","0.9","1","40002","741001101","-100","74001301","-310","200000","0","1","90","200","0","1","0","91002","0","94002","90008","5","bgm_MC008","140001","3","0","0","1","103123","250","0","0","150003","-30","0","74001301"
"10","0.8","2","40003","741001102","-100","74001302","-310","200000","0","1","90","200","0","1","0","91002","0","94002","90008","5","bgm_MC008","140001","3","0","0","1","103123","250","0","0","150004","-30","0","74001302"
"10","0.8","3","40004","741001103","-100","74001303","-310","300000","0","0.8","90","500","0","1","0","91002","0","94002","90008","5","bgm_MC008","140001","3","0","0","1","103123","250","0","0","150005","-30","0","74001303"
"10","0.8","4","40006","741001104","-100","74001304","-310","300000","0","0.8","90","750","0","1","0","91002","0","94002","90008","5","bgm_MC008","140001","3","0","0","1","103123","250","0","0","150006","-30","0","74001304"
