4cbb1a677856fe5a22a199a13875f7fbe360ee8eab71271676c02eead2141011,949085d641f8c8323489b6597314bb95bdf94c0836dd0037c59eda735466ba48,de089ec89d939128bd82ec6ed1e050327952e83b71fd3205ec139e7a9deeb3ee,85fe1bb6e8a69d6cea604971e3547b89a54be120992cb7b9cdbc6573fa4cdfc9,877befd8fc74fb5d105643ea48c985b5d05c152c2c89f9b24f4f75dc859511da
"31058","2","1","10","9105801"
"31020","2","2","10","9102001"
"31002","2","3","10","9100201"
"31055","2","4","10","9105501"
"31016","2","5","10","9101601"
"31124","2","6","10","9112401"
"31044","2","7","10","9104401"
"31023","2","8","10","9102301"
"31059","2","9","10","9105901"
"31042","2","10","10","9104201"
"31040","2","11","10","9104001"
"31021","2","12","10","9102101"
"31063","2","13","10","9106301"
"31065","2","14","10","9106501"
"31009","2","15","10","9100901"
"31017","2","16","10","9101701"
"31056","2","17","10","9105601"
"31053","2","18","10","9105301"
"31027","2","19","10","9102701"
"31108","2","20","10","9110801"
"31043","2","21","10","9104301"
"31125","2","22","10","9112501"
"31004","2","23","10","9100401"
"31037","2","24","10","9103701"
"31061","2","25","10","9106101"
"31018","2","26","10","9101801"
"31013","2","27","10","9101301"
"31011","2","28","10","9101101"
"31001","2","29","10","9100101"
"31030","2","30","10","9103001"
"31060","2","31","10","9106001"
"31015","2","32","10","9101501"
"31054","2","33","10","9105401"
"31109","2","34","10","9110901"
"31010","2","35","10","9101001"
"31066","2","36","10","9106601"
"31028","2","37","10","9102801"
"31008","2","38","10","9100801"
"31049","2","39","10","9104901"
"31047","2","40","10","9104701"
"31014","2","41","10","9101401"
"31094","2","42","10","9109401"
"31038","2","43","10","9103801"
"31048","2","44","10","9104801"
"31045","2","45","10","9104501"
"31022","2","46","10","9100601"
"31006","2","47","10","9100601"
"31005","2","48","10","9100501"
"31126","2","49","10","9112601"
"31092","2","50","10","9109201"
"31025","2","51","10","9102501"
"31031","2","52","10","9103101"
"31012","2","53","10","9101201"
"31026","2","54","10","9102601"
"31050","2","55","10","9105001"
"31003","2","56","10","9100301"
"31007","2","57","10","9100701"
"31029","2","58","10","9102901"
"31036","2","59","10","9103601"
"31093","2","60","10","9109301"
"31071","2","61","10","9107101"
"31110","2","62","10","9111001"
"31046","2","63","10","9104601"
"31033","2","64","10","9103301"
"31051","2","65","10","9105101"
"31057","2","66","10","9105701"
"31032","2","67","10","9103201"
"31052","2","68","10","9105201"
"31034","2","69","10","9103401"
"31070","2","70","10","9107001"
"31058","2","71","10","9105802"
"31020","2","72","10","9102002"
"31002","2","73","10","9100202"
"31055","2","74","10","9105502"
"31016","2","75","10","9101602"
"31044","2","77","10","9104402"
"31023","2","78","10","9102302"
"31059","2","79","10","9105902"
"31042","2","80","10","9104202"
"31040","2","81","10","9104002"
"31021","2","82","10","9102102"
"31063","2","83","10","9106302"
"31065","2","84","10","9106502"
"31009","2","85","10","9100902"
"31017","2","86","10","9101702"
"31056","2","87","10","9105602"
"31068","2","88","10","9106802"
"31053","2","89","10","9105302"
"31027","2","90","10","9102702"
"31108","2","91","10","9110802"
"31043","2","92","10","9104302"
"31004","2","94","10","9100402"
"31037","2","95","10","9103702"
"31061","2","96","10","9106102"
"31018","2","97","10","9101802"
"31013","2","98","10","9101302"
"31011","2","99","10","9101102"
"31001","2","100","10","9100102"
"31030","2","101","10","9103002"
"31060","2","102","10","9106002"
"31015","2","103","10","9101502"
"31054","2","104","10","9105402"
"31109","2","105","10","9110902"
"31180","2","106","10","9118002"
"31010","2","107","10","9101002"
"31066","2","108","10","9106602"
"31028","2","109","10","9102802"
"31008","2","110","10","9100802"
"31049","2","111","10","9104902"
"31047","2","112","10","9104702"
"31014","2","113","10","9101402"
"31094","2","114","10","9109402"
"31038","2","115","10","9103802"
"31048","2","116","10","9104802"
"31045","2","117","10","9104502"
"31022","2","118","10","9100602"
"31006","2","119","10","9100602"
"31005","2","120","10","9100502"
"31092","2","122","10","9109202"
"31025","2","123","10","9102502"
"31031","2","124","10","9103102"
"31012","2","125","10","9101202"
"31026","2","126","10","9102602"
"31050","2","127","10","9105002"
"31003","2","128","10","9100302"
"31007","2","129","10","9100702"
"31029","2","130","10","9102902"
"31036","2","131","10","9103602"
"31093","2","132","10","9109302"
"31071","2","133","10","9107102"
"31110","2","134","10","9111002"
"31046","2","135","10","9104602"
"31033","2","136","10","9103302"
"31051","2","137","10","9105102"
"31057","2","138","10","9105702"
"31032","2","139","10","9103202"
"31052","2","140","10","9105202"
"31034","2","141","10","9103402"
"31070","2","142","10","9107002"
"31058","2","143","10","9105803"
"31020","2","144","10","9102003"
"31002","2","145","10","9100203"
"31055","2","146","10","9105503"
"31016","2","147","10","9101603"
"31067","2","148","10","9106703"
"31044","2","149","10","9104403"
"31023","2","150","10","9102303"
"31059","2","151","10","9105903"
"31042","2","152","10","9104203"
"31040","2","153","10","9104003"
"31021","2","154","10","9102103"
"31063","2","155","10","9106303"
"31065","2","156","10","9106503"
"31009","2","157","10","9100903"
"31017","2","158","10","9101703"
"31056","2","159","10","9105603"
"31068","2","160","10","9106803"
"31053","2","161","10","9105303"
"31027","2","162","10","9102703"
"31108","2","163","10","9110803"
"31043","2","164","10","9104303"
"31004","2","165","10","9100403"
"31037","2","166","10","9103703"
"31061","2","167","10","9106103"
"31018","2","168","10","9101803"
"31013","2","169","10","9101303"
"31011","2","170","10","9101103"
"31001","2","171","10","9100103"
"31030","2","172","10","9103003"
"31060","2","173","10","9106003"
"31015","2","174","10","9101503"
"31054","2","175","10","9105403"
"31185","2","176","10","9118503"
"31109","2","177","10","9110903"
"31180","2","178","10","9118003"
"31010","2","179","10","9101003"
"31066","2","180","10","9106603"
"31028","2","181","10","9102803"
"31008","2","182","10","9100803"
"31049","2","183","10","9104903"
"31047","2","184","10","9104703"
"31038","2","185","10","9103803"
"31014","2","186","10","9101403"
"31094","2","187","10","9109403"
"31048","2","188","10","9104803"
"31045","2","189","10","9104503"
"31022","2","190","10","9100603"
"31006","2","191","10","9100603"
"31005","2","192","10","9100503"
"31092","2","193","10","9109203"
"31025","2","194","10","9102503"
"31064","2","195","10","9106403"
"31031","2","196","10","9103103"
"31012","2","197","10","9101203"
"31181","2","198","10","9118103"
"31026","2","199","10","9102603"
"31050","2","200","10","9105003"
"31003","2","201","10","9100303"
"31007","2","202","10","9100703"
"31029","2","203","10","9102903"
"31036","2","204","10","9103603"
"31093","2","205","10","9109303"
"31071","2","206","10","9107103"
"31230","2","207","10","9123003"
"31110","2","208","10","9111003"
"31046","2","209","10","9104603"
"31033","2","210","10","9103303"
"31051","2","211","10","9105103"
"31057","2","212","10","9105703"
"31032","2","213","10","9103203"
"31052","2","214","10","9105203"
"31034","2","215","10","9103403"
"31070","2","216","10","9107003"
