a0448bdcb840c263492544879c4d5ba26f9018d4f68aaf3dcbca390f64c6ff69,ef927880543d9f7b7b5a1584364abf3202701416c57e897f55947a82ace07d2b,6ad51f1171d220fbb67836c9847dc092dcc4132ca1e5f482a61e7c1948dbd41a,0438373ad80a37c4cf543886cdd3cb3bacf79ccf602007d8e416a91c73537da9,12949571c1d089cb7eb590c131d13f9dd4314226ef602c8ef4f224011db36f0c,360fcb5ee4d0e45e82dc4fb1ec035924248f8473c00f329bc6d4b027dd979660,2dff2f3f1e0d79deb15f51718435b736d8d03fa25184b8068095f5f91e3e7a94,ea7eecc5a28943516b4d8e2cfad9dc8b1ac51adaf2aef65d5917741fefa08a83,ca3ccecd3ab4060bfbd47d4b7a3217b5aed6de76d42017ac2d7724b9fc43bf5d,008b5b5ff251099e2572d3970eeecd6a270539dea1562bb4a390a29df03d05c4,61e9f3bf531a6218e3f4c7d4a52c3f0a65af1600cfeed4d41871d8a880eabea7,7b553c08f8067e04d67b171a853d5873dce01d76b263a4a20b16b5f5994c652c,886172f23990c5ff49fc91529662fdf90e66a7b3820c6fe72d505e1cbe3bc0bb,f6bb4968af848aee3628e3d3ea5e43e2d63e6f0ae7b448835fc0313b2838e480,5d767c88cfb015bd3121b15088971ed72c2ae8af2ae5b5bf03422cccfcac4180,94f38a36d59774c73f1ba733f52a08d8a898470dffd6410c9b3fbb1199309423
"0","0","101011","0","0","4","4","0","0","101281","0","1","1","0","0","110010011"
"0","0","101251","0","0","4","4","0","0","101521","0","1","1","0","0","110010021"
"0","0","101161","0","0","4","4","0","0","101431","0","1","1","0","0","110010031"
"0","0","101371","0","0","4","4","0","0","101551","0","1","1","0","0","110010041"
"0","0","101161","0","0","4","4","0","0","101611","0","1","1","0","0","110010051"
"0","0","101071","0","0","4","4","0","0","101401","0","1","1","0","0","110010061"
"0","0","101251","0","0","4","4","0","0","101581","0","1","1","0","0","110010071"
"0","0","101281","0","0","4","4","0","0","101611","0","1","1","0","0","110010081"
"0","0","101131","0","0","4","4","0","0","101551","0","1","1","0","0","110010091"
"0","0","101011","0","0","4","4","0","0","101611","0","1","1","0","0","110010101"
"0","0","101191","0","0","4","4","0","0","101011","0","1","1","0","0","110020011"
"0","0","101251","0","0","4","4","0","0","101371","0","1","1","0","0","110020021"
"0","0","101401","0","0","4","4","0","0","101551","0","1","1","0","0","110020031"
"0","0","101521","0","0","4","4","0","0","101611","0","1","1","0","0","110020041"
"0","0","101281","0","0","4","4","0","0","101581","0","1","1","0","0","110020051"
"0","0","101251","0","0","4","4","0","0","101611","0","1","1","0","0","110020061"
"0","0","101071","0","0","4","4","0","0","101431","0","1","1","0","0","110020071"
"0","0","101131","0","0","4","4","0","0","101581","0","1","1","0","0","110020081"
"0","0","102163","0","0","4","4","0","0","122371","0","1","1","0","0","110020091"
"0","0","102013","0","0","4","4","0","0","102581","0","1","1","0","0","110020101"
"0","0","102252","0","0","4","4","0","0","102551","0","1","1","0","0","110020111"
"0","0","102222","0","0","4","4","0","0","102612","0","1","1","0","0","110020121"
"0","0","122493","0","0","4","4","0","0","102551","0","1","1","0","0","110030011"
"0","0","122491","0","0","4","4","0","0","102612","0","1","1","0","0","110030021"
"0","0","102163","0","0","4","4","0","0","102252","0","1","1","0","0","110030031"
"0","0","102222","0","0","4","4","0","0","102192","0","1","1","0","0","110030041"
"0","0","102013","0","0","4","4","0","0","102131","0","1","1","0","0","110030051"
"0","0","102014","0","0","4","4","0","0","102101","0","1","1","0","0","110030061"
"0","0","102041","0","0","4","4","0","0","122282","0","1","1","0","0","110030071"
"0","0","122312","0","0","4","4","0","0","122342","0","1","1","0","0","110030081"
"0","0","122372","0","0","4","4","0","0","122401","0","1","1","0","0","110030091"
"0","0","122432","0","0","4","4","0","0","122521","0","1","1","0","0","110030101"
"0","0","102552","0","0","4","4","0","0","102582","0","1","1","0","0","110030111"
"0","0","122614","0","0","4","4","0","0","122613","0","1","1","0","0","110030121"
"0","0","102101","0","0","4","4","0","0","102252","0","1","1","0","0","110040011"
"0","0","102014","0","0","4","4","0","0","102192","0","1","1","0","0","110040021"
"0","0","113071","0","0","4","4","0","0","102013","0","1","1","0","0","110040031"
"0","0","113011","0","0","4","4","0","0","102163","0","1","1","0","0","110040041"
"0","0","123161","0","0","4","4","0","0","123251","0","1","1","0","0","110040051"
"0","0","113221","0","0","4","4","0","0","113191","0","1","1","0","0","110040061"
"0","0","123281","0","0","4","4","0","0","102552","0","1","1","0","0","110040071"
"0","0","123311","0","0","4","4","0","0","102582","0","1","1","0","0","110040081"
"0","0","123341","0","0","4","4","0","0","122614","0","1","1","0","0","110040091"
"0","0","113431","0","0","4","4","0","0","113521","0","1","1","0","0","110040101"
"0","0","113551","0","0","4","4","0","0","113581","0","1","1","0","0","110040111"
"0","0","113611","0","0","4","4","0","0","123612","0","1","1","0","0","110040121"
"0","0","123192","0","0","4","4","0","0","113252","0","1","1","0","0","110040131"
"0","0","123161","0","0","4","4","0","0","113191","0","1","1","0","0","110050011"
"0","0","113221","0","0","4","4","0","0","113071","0","1","1","0","0","110050021"
"0","0","123192","0","0","4","4","0","0","123251","0","1","1","0","0","110050031"
"0","0","113012","0","0","4","4","0","0","113101","0","1","1","0","0","110050041"
"0","0","113162","0","0","4","4","0","0","113252","0","1","1","0","0","110050051"
"0","0","123041","0","0","4","4","0","0","113131","0","1","1","0","0","110050061"
"0","0","113342","0","0","4","4","0","0","113522","0","1","1","0","0","110050071"
"0","0","123371","0","0","4","4","0","0","123432","0","1","1","0","0","110050081"
"0","0","123282","0","0","4","4","0","0","123461","0","1","1","0","0","110050091"
"0","0","113401","0","0","4","4","0","0","123491","0","1","1","0","0","110050101"
"0","0","113552","0","0","4","4","0","0","113162","0","1","1","0","0","110050111"
