7e31d3b606d3d19b03bf8968ec5ee6ba2ee59a9cf195105aec4dfc9242f7517c,ab266185349bf956c26248b811be70fef7ba9cdbeb7478e0436eb28a69b55e24,75328bbc22a0e34066dbd94ea1426f2635b387e164e19a713712ff3d87e7c4fb,2afb0e34746aff6494fc45ba2114bbdb5129e019e8cca345a1a2beb199b9bba7,0e5554eebba3029c8d6990dfa9772b194e259b4d92b4d4506d9497c09937ed35,b7b558ecd86e892eec58b999f54a83b4ab5a7e5a8e0661aa278ae5eb667412e6,2efaf07aaf5cb0509cb7b55e815e3117761b3a01ce448d5e5db2c316aca9f5d7,2be9c978e83ceaf0296889713a9da49baea18c2a5945408f16d1887967662afc,65584052ef2a1f4ff90b28cc9c00201095ab7f23e0b8db9f915e2196ffc9f160,adcc9a16e1a216f0607594c0344de9c5b5ff2d7c543c18d3904e4b69a1440666,01684300712fbd3d327eb50489815619a238755dd5e339776a2695ae12e1b26d,3be0b23b12e8a485a300faa7bd94c2d2adc95b23a2cf58fdcdc93b5fd4c09523,174561c1701f953ea7c3c53cc05dd70c2dc5fc9580be71e9d11d3802b297ad7a,a8ce0a16b1c2a8f0df437f31925f63d401850131667adda9847b45af6834b24c,2022c2e42f5b6e79e192589527bc7f0686a320eba46830133fc52f18cb7c06a5,72d0b41c7a6d14791030f6550ffdc06f764fac738099d94feb8fc4dee3d88315,832259f5202302c51e387936a4429db77bd5300e1c75f3059c5d5851f2159e49,b90a73ddd10637f8902528036a3152bfe5e0977ebf546d748530b0c6479e1f52,b999f34023e49c9f398a3e90593c9a877b1b02eb8b2a7420f94fe058cad01181,54471e3ce86199c68020d10e6d539c050b37fa86cf941dfde7a52066971f4e8e,1f2018d766b876cd7ca88d4b964028a44a64c3420e70910ffff743796e587501,a9d23e5518e755facc9e22b6c348b4d8cc714df9785abfcbaade61f19da4891f,b526ac34d5a76f5221abb3d5ff5d81db6520481a31cf1df9c07e73c5e9a2fc60,2de530502668db55a795e39d31b0f21d550763b8bcd921443f0150cde8ce5515,f071997f89eb09571b70401ca22f4a20c28a70a21f62ec97638c88ab26b8db6e,be3e70dc0201d0a52f89b8eeddaa4018fa550c76467ed327ef836d38ca42291d,fa43b44a9cb8c4f8e9ba994cb602cd545233013505610871d9269a30c37fbb1f,2995cd062d028577bb72e2ce681c66bfd8773f8a538a0f525e5a4b0710cf727a,986896734f5048834ff59ac1be34f242840f3a7c9a6ae8aac6c03b808d2bc84d,0592fabed7c3af49223bd633fa6a057981687ace2fc26b47dd8b27e69bcaba56,82051ce7c4fafddaa0eb531f6ad720e8772ee6763aa85a08dbb9374927309173,0f4c58e3dfcf748385284b71cfe69face5ff3bac90c463cfd4b71033ada45a90,dbecf55be38ce90a305586c07e58ebed57bf4cf4aeeeb190bad40a6afdc36bde,10b9fc1c0a24b24ba2d6dd8b345b7d0e8ac951a2b4cf6fa29a8e4ee2ae113d12,70c2eb9413ef95307f2d1f1cd721853997c655b3d1b1c1c2c7e61cd3964b98bf,924bbfc8269f9045e63071f792abb6b95c8becee007b81fa18cabc425618847b,efed8d3b1216fbb443ce53262a5ee29c635c48758b8c2b04e3fdf23f0e4cb00e,f443ee49345919d0eb968d8c1a95e9d2892d14fb94f4b8470cf3556bb155bc49,7e9aaa4f44fac12a9b0ca4fdaecee947a102410cf0d751c76c21ef6f0789718a,0c24be3514c6604ca4b3476aefd9b4295d1fef093129877309a810846dba0d6a,2eefaf698d1133352788f9eb8d965b45fcec97e48c54656f21cf5bea1977f69a
"1","0","1","0","2100101","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12000","0","8","0","3","94002","0","0","113011","0","0","0","0","20001","0"
"1","0","1","0","2100102","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12100","0","8","0","3","94002","0","0","123042","0","0","0","0","20001","0"
"1","0","1","0","2100103","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12200","0","8","0","3","94002","0","0","113071","0","0","0","0","20001","0"
"1","0","1","0","2100104","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12300","0","8","0","3","94002","0","0","123072","0","0","0","0","20001","0"
"1","0","1","0","2100105","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12400","0","8","0","3","94002","0","0","113012","0","0","0","0","20001","0"
"1","0","1","0","2100106","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12500","0","8","0","3","94002","0","0","113013","0","0","0","0","20001","0"
"1","0","1","0","2100107","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12600","0","8","0","3","94002","0","0","123041","0","0","0","0","20001","0"
"1","0","1","0","2100108","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12700","0","8","0","3","94002","0","0","123161","0","0","0","0","20001","0"
"1","0","1","0","2100109","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","12800","0","8","0","3","94002","0","0","113162","0","0","0","0","20001","0"
"6","0","1","0","2100110","140000","0","12","2","1","1","100","0","0","20001","0","1","8","0","50001","1","0","0","4","3","1","5","0","4","0","12900","113191","1","0","91002","0","2","0","0","94002","0"
"1","0","1","0","2100111","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13000","0","8","0","4","94002","0","0","123192","0","0","0","0","20001","0"
"1","0","1","0","2100112","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13100","0","8","0","4","94002","0","0","123193","0","0","0","0","20001","0"
"1","0","1","0","2100113","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13200","0","8","0","4","94002","0","0","113221","0","0","0","0","20001","0"
"1","0","1","0","2100114","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13300","0","8","0","4","94002","0","0","113222","0","0","0","0","20001","0"
"1","0","1","0","2100115","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13400","0","8","0","4","94002","0","0","123251","0","0","0","0","20001","0"
"1","0","1","0","2100116","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13500","0","8","0","4","94002","0","0","113252","0","0","0","0","20001","0"
"1","0","1","0","2100117","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13600","0","8","0","4","94002","0","0","123281","0","0","0","0","20001","0"
"1","0","1","0","2100118","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13700","0","8","0","4","94002","0","0","123282","0","0","0","0","20001","0"
"1","0","1","0","2100119","91002","0","2","2","1","30","5","0","0","50001","0","1","4","0","0","0","0","0","12","1","1","13800","0","8","0","4","94002","0","0","113283","0","0","0","0","20001","0"
