e7be66d15014998b2cffbb77321d1a7242f595d38d308d336f33e35b6180b4ae,3d62f8670ec5fac6c596d74ae3a0a8c02a276420e4772737120e40cac10f3d49,1aa7eceee4864be8f56ee7db2fe827f3879cfd376ea2c4e4227f28d8718c92ac,7b6874facd904d09ee55baa976a052ce3efbe0ff6412a4d09e6137b0b5486d88,a20987bfbe5c817b7d1d3aa0b9bb6e8045c8ca85bbefe043150fa2fe30357e43,f5f1321452f2355024d260ef63b59a9cc118d4ea9e799a8d141eac058c3b3bbd,e5548c8253b1d0dfe7296b5e876f5d8d53ac87ccaaa1beed3646d1386c840e88,c5571fec81dce15288d62dd214d7223a83b9922fa10a67150b3730ce89696841,3cb0e6e90242a43bd8b3e75a0938daf83b2ed927b8078774b8f27f540bad8674,102e67c6ce8ea5c5618b16b36ab10922dc9139775ed6f4a1a1766491b76d6927,53343ba7a46b64137afb8cb3393e218865b312c2b59444df3803e60240db2710,34c7e7483422d3d7b1fb6ffdd5e015a8414ac90c74e6f29c44e8da5a61f0d91d
"0","3001","0","3","1","-1","TP250アップ","0","2","バトル開始時、味方のＴＰが250アップ","3001","3001"
"0","3002","0","3","1","-1","TP250アップ","0","2","バトル開始時、味方のＴＰが250アップ","3002","3002"
"0","3003","0","3","1","-1","TP250アップ","0","2","バトル開始時、味方のＴＰが250アップ","3003","3003"
"0","3004","0","3","1","-1","TP250アップ","0","2","バトル開始時、味方のＴＰが250アップ","3004","3004"
"0","3006","0","3","3","-1","TP1000アップ","0","2","バトル開始時、味方のＴＰが1000アップ","3006","3006"
"0","3007","0","3","3","-1","TP1000アップ","0","2","バトル開始時、味方のＴＰが1000アップ","3007","3007"
"9006503","3001","13125000000000","3","1","25200","物理攻撃アップ90秒","0","3","バトル開始から90秒間、味方の物理攻撃力がアップ","30011","30011"
"9006504","3001","9000000000000","3","1","72000","物理防御ダウン90秒","0","3","バトル開始から90秒間、敵の物理防御力がダウン","30012","30012"
"9006506","3002","9000000000000","3","1","39600","毎秒ＨＰ回復90秒","0","3","バトル開始から90秒間、味方のＨＰが毎秒回復","30021","30021"
"9006507","3002","4500000000000","3","1","72000","毎秒ＴＰアップ90秒","0","3","バトル開始から90秒間、味方のＴＰが毎秒アップ","30022","30022"
"9006509","3003","8700000000000","3","1","43200","無敵15秒","0","3","バトル開始から15秒間、味方が無敵状態になる","30031","30031"
"9006510","3003","6000000000000","3","1","72000","魔法攻撃ダウン90秒","0","3","バトル開始から90秒間、敵の魔法攻撃力がダウン","30032","30032"
"9006512","3004","12600000000000","3","1","32400","スタン15秒","0","3","バトル開始から15秒間、敵がスタン状態になる","30041","30041"
"9006513","3004","9000000000000","3","1","43200","物理防御ダウン90秒","0","3","バトル開始から90秒間、敵の物理防御力がダウン","30042","30042"
"9006516","3005","38280000000000","3","2","43200","魔法攻撃アップ90秒","0","3","バトル開始から90秒間、味方の魔法攻撃力がアップ","30051","30051"
"9006519","3006","26250000000000","3","3","21600","毎秒ＴＰアップ90秒","0","3","バトル開始から90秒間、味方のＴＰが毎秒アップ","30061","30061"
"9006520","3006","15000000000000","3","3","43200","魔法防御ダウン90秒","0","3","バトル開始から90秒間、敵の魔法防御力がダウン","30062","30062"
"9006522","3007","31500000000000","3","3","43200","物理攻撃アップ90秒","0","3","バトル開始から90秒間、味方の物理攻撃力がアップ","30071","30071"
"9006523","3007","9000000000000","3","3","64800","無敵15秒","0","3","バトル開始から15秒間、味方が無敵状態になる","30072","30072"
"0","3001","14550000000000","3","1","-1","物理攻撃ダウン90秒","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","300101","300101"
"0","3001","13950000000000","3","1","-1","物理攻撃ダウン90秒","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","300102","300102"
"0","3001","13500000000000","3","1","-1","物理防御ダウン90秒","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","300103","300103"
"0","3001","13050000000000","3","1","-1","物理攻撃ダウン90秒","36000","1","バトル開始から90秒間、敵の物理攻撃力がダウン","300104","300104"
"0","3001","12600000000000","3","1","-1","物理防御ダウン90秒","36000","1","バトル開始から90秒間、敵の物理防御力がダウン","300105","300105"
"0","3001","11550000000000","3","1","-1","魔法防御ダウン90秒","36000","1","バトル開始から90秒間、敵の魔法防御力がダウン","300106","300106"
