7ff6b7829979aba8fe4cb94804b168412bb76896030d87ce49e1d7a2c6f6b012,23698357033af4ab178d360587bf1afa9e81c1964e0a6b898db13a0f4cc32326,edb4f7d623b9a779f449af8609ed1c3b887b130630643f5b916224479b0ae036,112a36037f6372d839a293f4a56eee7d42e389e297e07d530c110c00646ae729,c0eb1c1994c53e80610b5783e9c45a22bf16e914cd624b7f2ce92b7d1bb3974a,a5033e2a042ae3fcc50297630b234f5c998bdc1cb10c462b2909873efc562d20,c716c4127c0167eaaf1d2e4605d2ed7263ac153067270df185aeb16b0afa3ac6,c51e61421b55cbe1bab2dafb1e517acd8530c4293608c15e664b0db89bd35061
"24","3050100","1","1","10101020","0","0","1"
"24","4010200","2","2","0","0","0","1"
"24","3030200","3","3","10401020","0","0","1"
"24","3050200","4","4","10401020","0","0","1"
"24","3040200","5","5","10401020","0","0","1"
"24","3020200","6","6","10401020","0","0","1"
"24","4010300","7","7","0","0","0","1"
"24","3030100","101","8","10101020","0","0","1"
"24","3010201","102","9","0","0","0","1"
"24","3020201","103","10","0","0","0","1"
"24","3010301","104","11","0","0","0","1"
"24","3030301","105","12","0","0","0","1"
"24","3040301","106","13","0","0","0","1"
"24","3050301","107","14","0","0","0","1"
"24","3020301","108","15","0","0","0","1"
"24","3030300","109","16","10401050","0","0","1"
"24","3040300","110","17","10401050","0","0","1"
"24","3050300","111","18","10401050","0","0","1"
"24","3020300","112","19","10401050","0","0","1"
"24","3010100","201","20","10101020","0","0","1"
"24","3020100","202","21","10101020","0","0","1"
"24","3030100","203","22","10101020","0","0","1"
"24","3040100","204","23","10101020","0","0","1"
"24","3050100","205","24","10101020","0","0","1"
"24","3010200","206","25","10101020","0","0","1"
"24","3020200","207","26","10101020","0","0","1"
"24","3030200","208","27","10101020","0","0","1"
"24","3040200","209","28","10101020","0","0","1"
"24","3050200","210","29","10101020","0","0","1"
"24","1010301","401","30","0","112","0","1"
"24","1020301","402","31","0","203","0","1"
"24","1030301","403","32","0","306","0","1"
"24","1040301","404","33","0","401","0","1"
"24","1050301","405","34","0","508","0","1"
"24","1020301","406","35","20101050","209","0","1"
"24","1030301","407","36","20101050","306","0","1"
"24","1040301","408","37","20101050","407","0","1"
"24","1050301","409","38","20101050","501","0","1"
"15","0","600","39","0","0","11001337","1"
"8","0","600","40","0","0","91002","150"
"15","0","700","41","0","0","11001338","1"
"8","0","799","42","0","0","91002","150"
"15","0","800","43","0","0","11001339","1"
"24","0","999","44","0","0","0","1"
