e91ae16408e399be2310ae06d9e43894ffaedf2cb4b89c902f3bda4a39789d46,8eed373acc8d7e0733542fa9e3d4c7111b3165706f5490e5735fb346dd1bded5,d4b3aadbf1e9a15def5947be5e909db4e3442d2747516ffbc991925d54c0dbaf,a9d035fbd6ec4cc2bd36c83328fe89c7d673f96de51a9624ce0aac8a8cba31c9,ecad1d9e0e4bbd6346ab27f125cf65aa7d0bcb220aebf0d7549a3520071a01a1,944c9d95d160a7e70115d92e0c3ab33e7fab1e55682f790039a5ce9c5a8c2831,93f30db9c52fd39932088f34fd343168c995b03a98db77f04aba89055adbc8f9,647807e29dd7e4af0489b5737cadd4b0ef5891f53dfc2ac6aa96e6bb37dff764,ba790e35765aa3d5f5c9f3e8db8bf1248472b185954a21541c1434d3fb4678c7,a5cc2ce3e971a4aa4cc2043cdb494d90e9da6494fda536f62c75af72b82a1b37,6233dc9df044eae28d662f63457b2c23bc6009f77b936d13872f32e26627a7af,546142d83420defcb0be1585a81303a3b1a4d186eeb1fcaa9dd20229dcdde8e9,8fd5dcbbbea229d377e6cdf6a25f1120676d828448fa6a591ae1c654a8ba769c,211c79ac7e43e2eadf2902dfc716fb74e8b5e214a0fd8606957213ff2c747444
"0","0","2","0","28001","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","1","105801","31058"
"0","0","2","0","28001","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","2","107501","31075"
"0","0","2","0","28001","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","3","180401","31804"
"0","0","2","0","28002","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","1","105901","31059"
"0","0","2","0","28002","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","2","107601","31076"
"0","0","2","0","28002","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","3","111901","31119"
"0","0","2","0","28002","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","4","180501","31805"
"0","0","2","0","28003","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","1","106001","31060"
"0","0","2","0","28003","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","2","107801","31078"
"0","0","2","0","28003","0","0","2030/08/01 14:59:59","100","2020/08/04 12:00:00","0","3","112001","31120"
"0","0","2","0","28004","0","0","2030/08/01 14:59:59","100","2020/09/03 19:00:00","0","1","101201","31012"
"0","0","2","0","28004","0","0","2030/08/01 14:59:59","100","2020/09/03 19:00:00","0","2","113401","31134"
"0","0","2","0","28005","0","0","2030/08/01 14:59:59","100","2020/09/03 19:00:00","0","1","103801","31038"
"0","0","2","0","28005","0","0","2030/08/01 14:59:59","100","2020/09/03 19:00:00","0","2","112301","31123"
"0","0","2","0","28006","0","0","2030/08/01 14:59:59","100","2020/09/03 19:00:00","0","1","107101","31071"
"0","0","2","0","28006","0","0","2030/08/01 14:59:59","100","2020/09/03 19:00:00","0","2","111501","31115"
"0","0","2","0","28007","0","0","2030/08/01 14:59:59","100","2020/10/01 17:00:00","0","1","102001","31020"
"0","0","2","0","28007","0","0","2030/08/01 14:59:59","100","2020/10/01 17:00:00","0","2","111301","31113"
"0","0","2","0","28008","0","0","2030/08/01 14:59:59","100","2020/10/01 17:00:00","0","1","100401","31004"
"0","0","2","0","28008","0","0","2030/08/01 14:59:59","100","2020/10/01 17:00:00","0","2","111201","31112"
"0","0","2","0","28009","0","0","2030/08/01 14:59:59","100","2020/10/01 17:00:00","0","1","103601","31036"
"0","0","2","0","28009","0","0","2030/08/01 14:59:59","100","2020/10/01 17:00:00","0","2","111101","31111"
"0","0","2","0","28010","0","0","2030/08/01 14:59:59","100","2020/11/05 12:00:00","0","1","104901","31049"
"0","0","2","0","28010","0","0","2030/08/01 14:59:59","100","2020/11/05 12:00:00","0","2","109101","31091"
"0","0","2","0","28011","0","0","2030/08/01 14:59:59","100","2020/11/05 12:00:00","0","1","101101","31011"
"0","0","2","0","28011","0","0","2030/08/01 14:59:59","100","2020/11/05 12:00:00","0","2","112901","31129"
"0","0","2","0","28012","0","0","2030/08/01 14:59:59","100","2020/11/05 12:00:00","0","1","107001","31070"
"0","0","2","0","28013","0","0","2030/08/01 14:59:59","100","2022/03/21","0","1","111001","31110"
"0","0","2","0","28013","0","0","2030/08/01 14:59:59","100","2022/03/21","0","2","116401","31164"
"0","0","2","0","28014","0","0","2030/08/01 14:59:59","100","2022/03/21","0","1","110901","31109"
"0","0","2","0","28014","0","0","2030/08/01 14:59:59","100","2022/03/21","0","2","116301","31163"
"0","0","2","0","28015","0","0","2030/08/01 14:59:59","100","2022/03/21","0","1","110801","31108"
"0","0","2","0","28015","0","0","2030/08/01 14:59:59","100","2022/03/21","0","2","116201","31162"
"0","0","2","0","28016","0","0","2030/08/01 14:59:59","100","2022/04/18","0","1","104201","31042"
"0","0","2","0","28016","0","0","2030/08/01 14:59:59","100","2022/04/18","0","2","108401","31084"
"0","0","2","0","28016","0","0","2030/08/01 14:59:59","100","2022/04/18","0","3","117301","31173"
"0","0","2","0","28017","0","0","2030/08/01 14:59:59","100","2022/04/18","0","1","101401","31014"
"0","0","2","0","28017","0","0","2030/08/01 14:59:59","100","2022/04/18","0","2","112201","31122"
"0","0","2","0","28017","0","0","2030/08/01 14:59:59","100","2022/04/18","0","3","115701","31157"
"0","0","2","0","28018","0","0","2030/08/01 14:59:59","100","2022/04/18","0","1","105301","31053"
"0","0","2","0","28018","0","0","2030/08/01 14:59:59","100","2022/04/18","0","2","114201","31142"
"0","0","2","0","28019","0","0","2030/08/01 14:59:59","100","2022/05/16","0","1","106801","31068"
"0","0","2","0","28019","0","0","2030/08/01 14:59:59","100","2022/05/16","0","2","121201","31212"
"0","0","2","0","28020","0","0","2030/08/01 14:59:59","100","2022/05/16","0","1","104701","31047"
"0","0","2","0","28020","0","0","2030/08/01 14:59:59","100","2022/05/16","0","2","113601","31136"
"0","0","2","0","28021","0","0","2030/08/01 14:59:59","100","2022/05/16","0","1","102701","31027"
"0","0","2","0","28021","0","0","2030/08/01 14:59:59","100","2022/05/16","0","2","109001","31090"
"0","0","2","0","28021","0","0","2030/08/01 14:59:59","100","2022/05/16","0","3","117001","31170"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","1","107101","31071"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","2","106101","31061"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","3","107001","31070"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","4","180401","31804"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","5","180501","31805"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","6","180201","31802"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","7","106801","31068"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","8","180101","31801"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","9","180601","31806"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","10","180301","31803"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","11","180701","31807"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","12","106701","31067"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","13","180801","31808"
"0","0","2","0","28022","0","0","2030/08/01 14:59:59","100","2023/01/15 15:00:00","0","14","118101","31181"
