1602d7dbb6a2074e5f1b305c24d788a9853c439b0e0ba7f5757fb28fe6c0e9a9,9629022f16edf4eb2c39c180434be99c20282054cf3c226fb6a05e476b372432,8ba0216273ba078527bbce70e6edabc94664ee096f968557075c75996a80537d,335b99bf94bdf64938b42684a1660164b85725367714d1f4960677b14355ac1b,f06b1f39f6d0013aa34f24ac1ef075d695b4537dc966fb9e779444a15b867e39,b192ea14f2c7fa3b0d351fc8cb93902ab6a44975c17efda0cf83b1d2f1812105,54c1cf4a6180ad18e7dcd46e38870eae2b2ae7a0fbea8529a7e1a0ef52bc16b8
"1","306700","1001101","1","0","0","81001105"
"1","306700","1001102","1","0","0","81001106"
"1","306800","1001201","1","0","0","81001205"
"1","306800","1001202","1","0","0","81001206"
"1","307000","1001301","1","0","0","81001305"
"1","307000","1001302","1","0","0","81001306"
"1","307500","1001401","1","0","0","81001405"
"1","307500","1001402","1","0","0","81001406"
"1","307300","1001501","1","0","0","81001505"
"1","307300","1001502","1","0","0","81001506"
"1","307700","1001601","1","0","0","81001605"
"1","307700","1001602","1","0","0","81001606"
"1","307400","1001701","1","0","0","81001705"
"1","307400","1001702","1","0","0","81001706"
"1","307900","1001801","1","0","0","81001805"
"1","307900","1001802","1","0","0","81001806"
"1","307800","1001901","1","0","0","81001905"
"1","307800","1001902","1","0","0","81001906"
"1","308100","1002001","1","0","0","81002005"
"1","308100","1002002","1","0","0","81002006"
"1","308000","1002101","1","0","0","81002101"
"1","308000","1002102","1","0","0","81002102"
"1","308300","1002201","1","0","0","81002205"
"1","308300","1002202","1","0","0","81002206"
"1","308200","1002301","1","0","0","81002301"
"1","308200","1002302","1","0","0","81002302"
"1","304705","1002401","1","0","0","81002405"
"1","304705","1002402","1","0","0","81002406"
"1","308400","1002501","1","0","0","81002501"
"1","308400","1002502","1","0","0","81002502"
"1","305004","1002601","1","0","0","81002605"
"1","305004","1002602","1","0","0","81002606"
"1","308600","1002701","1","0","0","81002701"
"1","308600","1002702","1","0","0","81002702"
"1","305205","1002801","1","0","0","81002805"
"1","305205","1002802","1","0","0","81002806"
"1","309300","1002901","1","0","0","81002901"
"1","309300","1002902","1","0","0","81002902"
"1","305500","1003001","1","0","0","81003005"
"1","305500","1003002","1","0","0","81003006"
"1","310000","1003101","1","0","0","81003101"
"1","310000","1003102","1","0","0","81003102"
"1","306000","1003201","1","0","0","81003205"
"1","306000","1003202","1","0","0","81003206"
"1","310300","1003301","1","0","0","81000605"
"1","310300","1003302","1","0","0","81003301"
"1","306700","1003401","1","0","0","81001105"
"1","306700","1003402","1","0","0","81001106"
"2.5","310500","1003501","2.5","0","0","100021"
"2.5","310500","1003502","2.5","0","0","100531"
"0.4","310600","1003601","0.4","0","0","81003601"
"0.4","310600","1003602","0.4","0","0","81003602"
"1","306800","1003701","1","0","0","81001205"
"1","306800","1003702","1","0","0","81001206"
"1.2","310700","1003801","1.2","0","0","81003801"
"1.2","310700","1003802","1.2","0","0","81003802"
"1","307000","1003901","1","0","0","81001305"
"1","307000","1003902","1","0","0","81001306"
"1","310800","1004001","1","0","0","81004001"
"1","310800","1004002","1","0","0","81004002"
"1","307300","1004101","1","0","0","81001505"
"1","307300","1004102","1","0","0","81001506"
"1","311100","1004201","1","0","0","81004201"
"1","311100","1004202","1","0","0","81004202"
"1","307800","1004301","1","0","0","81001905"
"1","307800","1004302","1","0","0","81001906"
"1","311300","1004401","1","0","0","81004401"
"1","311300","1004402","1","0","0","81004402"
"1","308000","1004501","1","0","0","81002101"
"1","308000","1004502","1","0","0","81002102"
"1","311400","1004601","1","0","0","81004601"
"1","311400","1004602","1","0","0","81004602"
"1","308200","1004701","1","0","0","81002301"
"1","308200","1004702","1","0","0","81002302"
"1","311500","1004801","1","0","0","81002405"
"1","311500","1004802","1","0","0","81002406"
"1","308400","1004901","1","0","0","81002501"
"1","308400","1004902","1","0","0","81002502"
"1.4","311600","1005001","1.4","0","-28","81005001"
"1.4","311600","1005002","1.4","0","-28","81005002"
"1","308600","1005101","1","0","0","81002701"
"1","308600","1005102","1","0","0","81002702"
"1","312100","1005201","1","0","0","81000605"
"1","312100","1005202","1","0","0","81003301"
"1","307400","1005301","1","0","0","81001705"
"1","307400","1005302","1","0","0","81001706"
"1","312200","1005401","1","0","0","81003005"
"1","312200","1005402","1","0","0","81003006"
"1","309300","1005501","1","0","0","81002901"
"1","309300","1005502","1","0","0","81002902"
"1","312300","1005601","1","0","0","81005601"
"1","312302","1005602","1","0","0","81005602"
"1","310000","1005701","1","0","0","81003101"
"1","310000","1005702","1","0","0","81003102"
"1.75","312600","1005801","1.75","0","0","100021"
"1.75","312600","1005802","1.75","0","0","100531"
"1","312700","1005901","1","0","0","101821"
"1","312700","1005902","1","0","0","101841"
"1","310300","1006001","1","0","0","81000605"
"1","310300","1006002","1","0","0","81003301"
"0.65","312800","1006101","0.65","0","-27","81006101"
"0.65","312800","1006102","0.65","0","-27","81006102"
"2.5","310500","1006201","2.5","0","0","100021"
"2.5","310500","1006202","2.5","0","0","100531"
"0.4","310600","1006301","0.4","0","0","81003601"
"0.4","310600","1006302","0.4","0","0","81003602"
"1","313200","1006401","1","0","-30","81006401"
"1","313200","1006402","1","0","-30","81006402"
"1.2","310700","1006501","1.2","0","0","81003801"
"1.2","310700","1006502","1.2","0","0","81003802"
"0.7","313100","1006601","0.7","0","-25","81006601"
"0.7","313100","1006602","0.7","0","-25","81006602"
"1","310800","1006701","1","0","0","81004001"
"1","310800","1006702","1","0","0","81004002"
"1.25","313300","1006801","1.25","0","-26","81006801"
"1.25","313300","1006802","1.25","0","-26","81006802"
"1","311100","1006901","1","0","0","81004201"
"1","311100","1006902","1","0","0","81004202"
"1.25","314001","1007001","1.25","0","-30","81007001"
"1.25","314002","1007002","1.25","0","-30","81007002"
"1","311300","1007101","1","0","0","81004401"
"1","311300","1007102","1","0","0","81004402"
"0.77","314100","1007201","0.77","0","-27","81007201"
"0.77","314100","1007202","0.77","0","-27","81007202"
"1","311400","1007301","1","0","0","81004601"
"1","311400","1007302","1","0","0","81004602"
"1.33","314200","1007401","1.33","0","-33","81007401"
"1.33","314200","1007402","1.33","0","-33","81007402"
"1","311500","1007501","1","0","0","81002405"
"1","311500","1007502","1","0","0","81002406"
"1.7","314300","1007601","1.7","0","-20","81007601"
"1.7","314300","1007602","1.7","0","-20","81007602"
"1.4","311600","1007701","1.4","0","-28","81005001"
"1.4","311600","1007702","1.4","0","-28","81005002"
"1.25","314400","1007801","1.25","0","-33","81007801"
"1.25","314400","1007802","1.25","0","-33","81007802"
"1","312100","1007901","1","0","0","81000605"
"1","312100","1007902","1","0","0","81003301"
"1","314500","1008001","1","0","-20","81003006"
"1","314500","1008002","1","0","-20","81008002"
"1","312200","1008101","1","0","0","81003005"
"1","312200","1008102","1","0","0","81003006"
"1.6","314600","1008201","1.6","0","-25","81003205"
"1.6","314600","1008202","1.6","0","-25","81003206"
"1","312300","1008301","1","0","0","81005601"
"1","312302","1008302","1","0","0","81005602"
"1","314700","1008401","1","0","0","100111"
"1","314700","1008402","1","0","0","100431"
"0.9","314800","1008501","0.9","0","0","81008501"
"0.9","314800","1008502","0.9","0","0","81008504"
"1.75","312600","1008601","1.75","0","0","100021"
"1.75","312600","1008602","1.75","0","0","100531"
"1","312700","1008701","1","0","0","101821"
"1","312700","1008702","1","0","0","101841"
"0.8","315100","1008801","0.8","0","-20","81008801"
"0.8","315100","1008802","0.8","0","-20","81008802"
"0.65","312800","1008901","0.65","0","-27","81006101"
"0.65","312800","1008902","0.65","0","-27","81006102"
"0.85","315400","1009001","0.85","0","-25","102994"
"0.85","315400","1009002","0.85","0","-25","102997"
"1","313200","1009101","1","0","-30","81006401"
"1","313200","1009102","1","0","-30","81006402"
"0.95","316000","1009201","0.95","0","-20","103021"
"0.95","316000","1009202","0.95","0","-20","103011"
"0.7","313100","1009301","0.7","0","-25","81006601"
"0.7","313100","1009302","0.7","0","-25","81006602"
"1.5","316200","1009401","1.5","0","-20","102091"
"1.5","316200","1009402","1.5","0","-20","102111"
"1.25","313300","1009501","1.25","0","-26","81006801"
"1.25","313300","1009502","1.25","0","-26","81006802"
"0.77","316300","1009601","0.77","0","-27","102591"
"0.77","316300","1009602","0.77","0","-27","102601"
"1.25","314001","1009701","1.25","0","-30","81007001"
"1.25","314002","1009702","1.25","0","-30","81007002"
"0.8","316400","1009801","0.8","0","-27","81000405"
"0.8","316400","1009802","0.8","0","-27","81000406"
"0.77","314100","1009901","0.77","0","-27","81007201"
"0.77","314100","1009902","0.77","0","-27","81007202"
"0.95","316500","1010001","0.95","0","-20","81010001"
"0.95","316500","1010002","0.95","0","-20","81010002"
"1.33","314200","1010101","1.33","0","-33","81007401"
"1.33","314200","1010102","1.33","0","-33","81007402"
"0.8","316700","1010201","0.8","0","-27","81010201"
"0.8","316700","1010202","0.8","0","-27","81010202"
"1.7","314300","1010301","1.7","0","-20","81007601"
"1.7","314300","1010302","1.7","0","-20","81007602"
"1","318000","1010401","1","0","-20","100091"
"1","318000","1010402","1","0","-20","100381"
"1.25","314400","1010501","1.25","0","-33","81007801"
"1.25","314400","1010502","1.25","0","-33","81007802"
"1","318200","1010601","1","0","-27","101361"
"1","318200","1010602","1","0","-27","102961"
"1","314500","1010701","1","0","-20","81003006"
"1","314500","1010702","1","0","-20","81008002"
"1.1","318100","1010801","1.1","0","-17","81001505"
"1.1","318100","1010802","1.1","0","-17","81010802"
"1.6","314600","1010901","1.6","0","-25","81003205"
"1.6","314600","1010902","1.6","0","-25","81003206"
"0.7","318500","1011001","0.7","0","-25","101581"
"0.7","318500","1011002","0.7","0","-25","103141"
"0.92","318600","1011101","0.92","0","-28","103151"
"0.92","318600","1011102","0.92","0","-28","103161"
"1","314700","1011201","1","0","0","100111"
"1","314700","1011202","1","0","0","100431"
"0.9","314800","1011301","0.9","0","0","81008501"
"0.9","314800","1011302","0.9","0","0","81008504"
"1.1","318300","1011401","1.1","0","-27","81011401"
"1.1","318300","1011402","1.1","0","-27","81011402"
"0.8","315100","1011501","0.8","0","-20","81008801"
"0.8","315100","1011502","0.8","0","-20","81008802"
"1.18","318800","1011601","1.18","0","0","102091"
"1.18","318800","1011602","1.18","0","0","102111"
"0.85","315400","1011701","0.85","0","-25","102994"
"0.85","315400","1011702","0.85","0","-25","102997"
"1.1","319100","1011801","1.1","0","-25","81011801"
"1.1","319100","1011802","1.1","0","-25","81011802"
"0.95","316000","1011901","0.95","0","-20","103021"
"0.95","316000","1011902","0.95","0","-20","103011"
"1.1","318900","1012001","1.1","0","-17","81012001"
"1.1","318900","1012002","1.1","0","-17","81012002"
"1.5","316200","1012101","1.5","0","-20","102091"
"1.5","316200","1012102","1.5","0","-20","102111"
"1.4","319000","1012201","1.4","0","0","81012207"
"1.4","319000","1012202","1.4","0","0","81012208"
"0.77","316300","1012301","0.77","0","-27","102591"
"0.77","316300","1012302","0.77","0","-27","102601"
"0.77","319300","1012401","0.77","0","-55","103051"
"0.77","319300","1012402","0.77","0","-55","102601"
"0.8","316400","1012501","0.8","0","-27","81000405"
"0.8","316400","1012502","0.8","0","-27","81000406"
"1.18","319500","1012601","1.18","0","-30","81012601"
"1.18","319500","1012602","1.18","0","-30","81012602"
"0.95","316500","1012701","0.95","0","-20","81010001"
"0.95","316500","1012702","0.95","0","-20","81010002"
"1.5","320000","1012801","1.5","0","0","101111"
"1.5","320000","1012802","1.5","0","0","101131"
"0.8","316700","1012901","0.8","0","-27","81010201"
"0.8","316700","1012902","0.8","0","-27","81010202"
"1","313702","1013001","1","0","0","81011401"
"1","313702","1013002","1","0","0","81013002"
"1","318000","1013101","1","0","-20","100091"
"1","318000","1013102","1","0","-20","100381"
"0.7","320200","1013201","0.7","0","-50","100941"
"0.7","320200","1013202","0.7","0","-50","100961"
"0.7","320200","1013203","0.7","0","-50","100961"
"1","318200","1013301","1","0","-27","101361"
"1","318200","1013302","1","0","-27","102961"
"1","318200","1013303","1","0","-27","102961"
"1","320300","1013401","1","-20","-50","81013401"
"1","320300","1013402","1","-20","-50","81013402"
"1","320300","1013403","1","-20","-50","81013402"
"1.1","318100","1013501","1.1","0","-17","81001505"
"1.1","318100","1013502","1.1","0","-17","81010802"
"1.1","318100","1013503","1.1","0","-17","81010802"
"1","320400","1013601","1","0","0","81013601"
"1","320400","1013602","1","0","0","81013602"
"1","320400","1013603","1","0","0","81013602"
"0.65","320500","1013701","0.65","0","10","81013701"
"0.65","320500","1013702","0.65","0","10","81013702"
"0.65","320500","1013703","0.65","0","10","81013702"
"0.7","318500","1013801","0.7","0","-25","101581"
"0.7","318500","1013802","0.7","0","-25","103141"
"0.7","318500","1013803","0.7","0","-25","103141"
"0.9","318600","1013901","0.9","0","0","103151"
"0.9","318600","1013902","0.9","0","0","103161"
"0.9","318600","1013903","0.9","0","0","103161"
"1.2","320700","1014001","1.2","0","-20","101951"
"1.2","320700","1014002","1.2","0","-20","101951"
"1.2","320700","1014003","1.2","0","-20","101951"
"1.1","318300","1014101","1.1","0","-27","81011401"
"1.1","318300","1014102","1.1","0","-27","81011402"
"1.1","318300","1014103","1.1","0","-27","81011402"
"1","320900","1014201","1","0","-10","100371"
"1","320900","1014202","1","0","-10","100381"
"1","320900","1014203","1","0","-10","100381"
"1.18","318800","1014301","1.18","0","0","102091"
"1.18","318800","1014302","1.18","0","0","102111"
"1.18","318800","1014303","1.18","0","0","102111"
"0.75","321100","1014401","0.75","0","-10","100021"
"0.75","321100","1014402","0.75","0","-10","100691"
"0.75","321100","1014403","0.75","0","-10","100691"
"1.1","319100","1014501","1.1","0","-25","81011801"
"1.1","319100","1014502","1.1","0","-25","81011802"
"1.1","319100","1014503","1.1","0","-25","81011802"
"0.85","321200","1014601","0.85","0","-25","81014601"
"0.85","321200","1014602","0.85","0","-25","81014602"
"0.85","321200","1014603","0.85","0","-25","81014602"
"1.1","318900","1014701","1.1","0","-17","81012001"
"1.1","318900","1014702","1.1","0","-17","81012002"
"1.1","318900","1014703","1.1","0","-17","81012002"
"1.1","321300","1014801","1.1","0","-30","81014801"
"1.1","321300","1014802","1.1","0","-30","81014802"
"1.1","321300","1014803","1.1","0","-30","81014802"
"1.4","319000","1014901","1.4","0","0","81012207"
"1.4","319000","1014902","1.4","0","0","81012208"
"1.4","319000","1014903","1.4","0","0","81012208"
"0.91","321400","1015001","0.91","0","-10","81015001"
"0.91","321400","1015002","0.91","0","-10","81015001"
"0.91","321400","1015003","0.91","0","-10","81015001"
"0.77","319300","1015101","0.77","0","-55","103051"
"0.77","319300","1015102","0.77","0","-55","102601"
"0.77","319300","1015103","0.77","0","-55","102601"
"0.61","321700","1015201","0.61","-20","0","81015201"
"0.61","321700","1015202","0.61","-20","0","81015202"
"0.61","321700","1015203","0.61","-20","0","81015202"
"1","307400","1015301","1","0","0","81001705"
"1","307400","1015302","1","0","0","81001706"
"1","307400","1015303","1","0","0","81001706"
"1","321800","1015401","1","0","-10","100051"
"1","321800","1015402","1","0","-10","100931"
"1","321800","1015403","1","0","-10","100931"
"1.18","319500","1015501","1.18","0","-30","103311"
"1.18","319500","1015502","1.18","0","-30","103321"
"1.18","319500","1015503","1.18","0","-30","103321"
"0.73","322100","1015601","0.73","0","13","81015601"
"0.73","322100","1015602","0.73","0","13","81015602"
"0.73","322100","1015603","0.73","0","13","81015602"
"1.5","320000","1015701","1.5","0","0","101111"
"1.5","320000","1015702","1.5","0","0","101131"
"1.5","320000","1015703","1.5","0","0","101131"
"1.5","322200","1015801","1.5","0","-10","81003006"
"1.5","322200","1015802","1.5","0","-10","81008002"
"1.5","322200","1015803","1.5","0","-10","81008002"
"1","313702","1015901","1","0","0","81011401"
"1","313702","1015902","1","0","0","81013002"
"1","313702","1015903","1","0","0","81013002"
"1.33","322400","1016001","1.33","-20","-55","81001205"
"1.33","322400","1016002","1.33","-20","-55","81001206"
"1.33","322400","1016003","1.33","-20","-55","81001206"
"0.7","320200","1016101","0.7","0","-50","100941"
"0.7","320200","1016102","0.7","0","-50","100961"
"0.7","320200","1016103","0.7","0","-50","100961"
"1","320300","1016301","1","-20","-50","81013401"
"1","320300","1016302","1","-20","-50","81013402"
"1","320300","1016303","1","-20","-50","81013402"
"1","320400","1016401","1","0","0","81013601"
"1","320400","1016402","1","0","0","81013602"
"1","320400","1016403","1","0","0","81013602"
"0.65","320500","1016501","0.65","0","10","81013701"
"0.65","320500","1016502","0.65","0","10","81013702"
"0.65","320500","1016503","0.65","0","10","81013702"
"1.2","320700","1016601","1.2","0","-20","101951"
"1.2","320700","1016602","1.2","0","-20","101951"
"1.2","320700","1016603","1.2","0","-20","101951"
"1","320900","1016701","1","0","-10","100371"
"1","320900","1016702","1","0","-10","100381"
"1","320900","1016703","1","0","-10","100381"
"0.75","321100","1016801","0.75","0","-10","100021"
"0.75","321100","1016802","0.75","0","-10","100691"
"0.75","321100","1016803","0.75","0","-10","100691"
"0.85","321200","1016901","0.85","0","-25","81014601"
"0.85","321200","1016902","0.85","0","-25","81014602"
"0.85","321200","1016903","0.85","0","-25","81014602"
"1.1","321300","1017001","1.1","0","-30","81014801"
"1.1","321300","1017002","1.1","0","-30","81014802"
"1.1","321300","1017003","1.1","0","-30","81014802"
"0.91","321400","1017101","0.91","0","-10","81015001"
"0.91","321400","1017102","0.91","0","-10","81015001"
"0.91","321400","1017103","0.91","0","-10","81015001"
"0.61","321700","1017201","0.61","-20","0","81015201"
"0.61","321700","1017202","0.61","-20","0","81015202"
"0.61","321700","1017203","0.61","-20","0","81015202"
