d1f08080b703a0d2235c768084a97fd1f496fb6c92eb26cfc3bf40fdbcfa754f,32fda692e86aeaf5719e5e6a02a1b125f59fc0484e621bb9708c9c03469459ac,8aa0b72f2f66d7ba5e1a9b673702110b5854de01090da066ca4df20bb2fe55c4,546dbd823df7cf538e614c0309718c01353f0a3cfc9ae6fb2100862d863ee1a1,0551ae65a85ed54020d340267a68dd140e6af88c1f6b4831bedbbf50daad421f,c24c66adb6d9628f533390514a71022f6dc91963f26fddd975b79db90ab600d2,fc21f11b77e71401f346d41e41130deceb6d1c0e7eb97808ef9238ba5b6b1499,63ae77af84bc7e7cebfd3c79f38343e42757575775a7c60165f9294f2c0131dc
"96001","2","1","21952","1","20000","1","1"
"96001","2","1","21904","2","10000","1","1"
"96001","2","1","41000","3","10000","1","1"
"96001","2","1","31803","4","2000","5","5"
"96001","2","1","31215","5","1500","5","5"
"96001","2","1","31210","6","1500","5","5"
"96001","2","1","31211","7","1500","5","5"
"96001","2","1","90005","8","1250","5","10"
"96001","4","1","140001","9","500","10","20"
"96001","2","1","25001","10","500","5","10"
"96001","4","1","150003","11","100","5","5"
"96001","4","1","150004","12","130","5","5"
"96001","4","1","150005","13","150","5","5"
"96001","4","1","150006","14","180","5","5"
"96001","4","1","150007","15","200","5","5"
"96001","4","1","150008","16","230","5","5"
"96001","2","1","20004","17","500","100","5"
"96001","2","1","22003","18","200","100","5"
"96001","2","1","20004","19","1000","100","0"
"96001","2","1","22003","20","400","100","0"
"96002","2","2","21952","21","20000","1","1"
"96002","2","2","21904","22","10000","1","1"
"96002","2","2","41000","23","10000","1","1"
"96002","2","2","31233","24","1500","5","5"
"96002","2","2","31229","25","1500","5","5"
"96002","2","2","31225","26","1500","5","5"
"96002","2","2","90005","27","1250","5","10"
"96002","4","2","140001","28","500","10","20"
"96002","2","2","25001","29","500","5","10"
"96002","4","2","150003","30","100","5","5"
"96002","4","2","150004","31","130","5","5"
"96002","4","2","150005","32","150","5","5"
"96002","4","2","150006","33","180","5","5"
"96002","4","2","150007","34","200","5","5"
"96002","4","2","150008","35","230","5","5"
"96002","2","2","20004","36","500","100","5"
"96002","2","2","22003","37","200","100","5"
"96002","2","2","20004","38","1000","100","0"
"96002","2","2","22003","39","400","100","0"
"96003","2","3","21952","40","20000","1","1"
"96003","2","3","21905","41","10000","1","1"
"96003","2","3","41000","42","10000","1","1"
"96003","2","3","31805","43","2000","5","5"
"96003","2","3","31240","44","1500","5","5"
"96003","2","3","31238","45","1500","5","5"
"96003","2","3","31236","46","1500","5","5"
"96003","2","3","90005","47","2500","10","5"
"96003","4","3","140001","48","2500","50","5"
"96003","2","3","25001","49","500","5","5"
"96003","4","3","150003","50","500","30","5"
"96003","4","3","150004","51","650","30","5"
"96003","4","3","150005","52","750","30","5"
"96003","4","3","150006","53","900","30","5"
"96003","4","3","150007","54","1000","30","5"
"96003","4","3","150008","55","1150","30","5"
"96003","2","3","20004","56","2500","500","5"
"96003","2","3","22003","57","1000","500","5"
"96003","2","3","20004","58","1000","100","0"
"96003","2","3","22003","59","400","100","0"
"96004","2","4","21952","60","20000","1","1"
"96004","2","4","21905","61","10000","1","1"
"96004","2","4","41000","62","10000","1","2"
"96004","2","4","31807","63","2000","5","5"
"96004","2","4","31245","64","1500","5","5"
"96004","2","4","31248","65","1500","5","5"
"96004","2","4","31250","66","1500","5","5"
"96004","2","4","31091","67","1500","5","5"
"96004","2","4","90005","68","2500","10","5"
"96004","4","4","140001","69","2500","50","10"
"96004","2","4","25001","70","1000","10","10"
"96004","4","4","150003","71","500","30","5"
"96004","4","4","150004","72","650","30","5"
"96004","4","4","150005","73","750","30","5"
"96004","4","4","150006","74","900","30","5"
"96004","4","4","150007","75","1000","30","5"
"96004","4","4","150008","76","1150","30","5"
"96004","4","4","150009","77","1300","30","5"
"96004","2","4","20004","78","2500","500","5"
"96004","2","4","22003","79","1000","500","5"
"96004","2","4","20004","80","1000","100","0"
"96004","2","4","22003","81","400","100","0"
"96005","2","5","25101","82","20000","1","1"
"96005","2","5","21952","83","20000","1","1"
"96005","2","5","21905","84","10000","1","1"
"96005","2","5","41000","85","10000","1","2"
"96005","2","5","31200","86","1500","5","5"
"96005","2","5","31253","87","1500","5","5"
"96005","2","5","31255","88","1500","5","5"
"96005","2","5","31256","89","1500","5","5"
"96005","2","5","90005","90","2500","10","5"
"96005","4","5","140001","91","2500","50","10"
"96005","2","5","25001","92","1000","10","10"
"96005","4","5","150003","93","500","30","5"
"96005","4","5","150004","94","650","30","5"
"96005","4","5","150005","95","750","30","5"
"96005","4","5","150006","96","900","30","5"
"96005","4","5","150007","97","1000","30","5"
"96005","4","5","150008","98","1150","30","5"
"96005","4","5","150009","99","1300","30","5"
"96005","2","5","20004","100","2500","500","5"
"96005","2","5","22003","101","1000","500","5"
"96005","2","5","20004","102","1000","100","0"
"96005","2","5","22003","103","400","100","0"
"96006","2","6","25101","104","20000","1","1"
"96006","2","6","21952","105","20000","1","1"
"96006","2","6","21905","106","10000","1","1"
"96006","2","6","41000","107","10000","1","2"
"96006","2","6","31262","108","1500","5","5"
"96006","2","6","31266","109","1500","5","5"
"96006","2","6","31269","110","1500","5","5"
"96006","2","6","31271","111","1500","5","5"
"96006","2","6","90005","112","2500","10","5"
"96006","4","6","140001","113","2500","50","10"
"96006","2","6","25001","114","1000","10","10"
"96006","4","6","150003","115","500","30","5"
"96006","4","6","150004","116","650","30","5"
"96006","4","6","150005","117","750","30","5"
"96006","4","6","150006","118","900","30","5"
"96006","4","6","150007","119","1000","30","5"
"96006","4","6","150008","120","1150","30","5"
"96006","4","6","150009","121","1300","30","5"
"96006","2","6","20004","122","2500","500","5"
"96006","2","6","22003","123","1000","500","5"
"96006","2","6","20004","124","1000","100","0"
"96006","2","6","22003","125","400","100","0"
"96007","2","7","25101","126","20000","1","1"
"96007","2","7","21952","127","20000","1","1"
