2d021abb55862e9cec17108211200b3a686b92e44495fbf3c8818106b98433b0,8d0a701b7fd0b55d8a1819070dc8dfb50c8835ea51443d0b1d073c67ff963abd,8f0b8e37a70d3d3f22ce39352570ea72d41f2511c5e4b3f1f1b7b34941f7f9e8,dd6fbe7641121e2caf1c5c4287f4eb4453a80f3cd65283a0d174b86809579c81,29b13f3d3da8f6b03576c0eba1e3e8cd580fce91f5d2cc2bf2e76c38f8c13877,cb9758121afdc8d8f7188ebd5a45f00d5fcb5fc681b5ddd7943d99d4cb7eae43,bf4b6b01811cf75c4f4b8cdefcf049843f73a09a0d2966643e0c5f13a9209283,5513f6b1ac11272419e6eab69ced08175c54f9edb40a397be0fbc2c0b33a5c88,c8c594d36f08bf9feaf0b11391e6c49e3133afa656ddac90b5240e19fa7dfeb4,f3cfd17f0bc6a08d1965b2b854d2c24e1446993c497e767268dabddf110b5857
"1","2110001","0","ハグ","パグ","0","0","0","バク","バグ"
"1","2110003","0","テイク","手首","0","0","0","テクニック","テクノロジー"
"1","2110005","0","じひびき","ゆきやけ","0","0","0","ふぶき","なだれ"
"1","2110006","0","黒曜石","大理石","0","0","0","化石","磁石"
"1","2110007","0","ガルフ","ミスト","0","0","0","リバー","オーシャン"
"1","2110008","0","バットマーク","カットマーク","0","0","0","ラットマーク","アットマーク"
"1","2110010","0","いつもすずしい場所","建物の中の場所","0","0","0","太陽があたらない場所","太陽の日があたる場所"
"1","2110011","0","ハッピーデート","バレンタインデート","0","0","0","ダブルデート","アップデート"
"1","2110012","0","オブリガード","バリケード","0","0","0","ブルドーザー","ブリザード"
"1","2110014","0","地球","火星","0","0","0","月","太陽"
"1","2110016","0","電話線","新幹線","0","0","0","放物線","地平線"
"1","2110018","0","赤歴史","青歴史","0","0","0","白歴史","黒歴史"
"1","2110019","0","お酢","みそ","0","0","0","みりん","しょうゆ"
"1","2110021","0","手のひら","顔","0","0","0","お腹","背中"
"1","2110022","0","ベニヤ板","看板","0","0","0","ガラス板","鉄板"
"1","2110023","0","バーコード","エンコード","0","0","0","プレスコード","ドレスコード"
"1","2110024","0","やくおとし","まくおとし","0","0","0","だるまおとし","こけらおとし"
"1","2110025","0","ライス","ライン","0","0","0","コイル","コイン"
"1","2110026","0","ナチュラル","パラソル","0","0","0","パラレル","アパレル"
"1","2110028","0","上塗り","薄塗り","0","0","0","ぼかし","透かし"
"1","2110031","0","塗り薬","胃薬","0","0","0","風邪薬","目薬"
"1","2110032","0","馬の耳","石の上","0","0","0","のれん","ぬか"
"1","2110034","0","カナブン","豆腐","0","0","0","なみだ","金棒"
"1","2110035","0","コーラ","サイダー","0","0","0","レモネード","水"
"1","2110036","0","二度","四度","0","0","0","一度","三度"
"1","2110037","0","手ぬぐい","メガネ","0","0","0","髪の毛","たんこぶ"
"1","2110038","0","極楽","天国","0","0","0","光","闇"
"1","2110039","0","ようかん","あんみつ","0","0","0","団子","ぼた餅"
"1","2110040","0","か","あぶ","0","0","0","はえ","はち"
"1","2110041","0","羊","猫","0","0","0","猿","馬"
"1","2110042","0","火","土","0","0","0","風","水"
"1","2110043","0","氷","水","0","0","0","寒","冷"
"1","2110044","0","散","脇","0","0","0","韓","朝"
"1","2110045","0","生米","生卵","0","0","0","生麦","生姜"
"1","2110046","0","先制","占星","0","0","0","先生","宣誓"
"1","2110047","0","希少","気性","0","0","0","気象","起床"
"1","2110049","0","無","未","0","0","0","非","不"
"1","2110050","0","無","未","0","0","0","不","非"
"1","2110051","0","非","未","0","0","0","不","無"
"1","2110052","0","非","無","0","0","0","不","未"
"1","2110053","0","一日千秋","有名無実","0","0","0","馬耳東風","三日坊主"
"1","2110054","0","いぬ","きつね","0","0","0","ねこ","たぬき"
"1","2110056","0","てぶくろ","あしのうら","0","0","0","くつひも","たび"
"1","2110058","0","千","万 ","0","0","0","十","百"
"1","2110060","0","八","七","0","0","0","九","十"
"1","2111001","0","アジテーション","ハイテンション","0","0","0","ジャッジメント","ハッピーエンド"
"1","2111002","0","やばいですね★","夢はスーパースター☆☆★","0","0","0","ちぇる～ん☆","どるるるる～ん★"
"1","2111003","0","最も人口が多い","二つの角を頭部に持つ","0","0","0","獣の耳と尻尾がある","尖った長い耳"
"1","2111004","0","パォン","キャォン","0","0","0","クォン","カォン"
"1","2111005","0","高価","教育","0","0","0","輝く","成長"
"1","2120002","0","鉄","金","0","0","0","銅","銀"
"1","2120004","0","ハツ","モツ","0","0","0","ラバー","レバー"
"1","2120005","0","バシャウマ","ストレス","0","0","0","タケウマ","トラウマ"
"1","2120006","0","分雨","雷雨","0","0","0","秒雨","時雨"
"1","2120009","0","銅","金","0","0","0","銀","鉄"
"1","2120011","0","大青柱","大白柱","0","0","0","大赤柱","大黒柱"
"1","2120012","0","電源","電灯","0","0","0","電車","電報"
"1","2120013","0","お酢","みそ","0","0","0","しょうゆ","みりん"
"1","2120014","0","しぶみ","こいめ","0","0","0","ですぎ","でがらし"
"1","2120016","0","じょうしゅ","じょうず","0","0","0","うわて","かみて"
"1","2120017","0","よせき","よるせき","0","0","0","よりせき","よせ"
"1","2120018","0","フライアウェイ","レールウェイ","0","0","0","ロングウェイ","フリーウェイ"
"1","2120021","0","腕押し","念仏","0","0","0","釘","かすがい"
"1","2120022","0","鼻","尻","0","0","0","眉","爪"
"1","2120023","0","念仏","かすがい","0","0","0","小判","論語"
"1","2120025","0","花瓶","巾着","0","0","0","とっくり","ひょうたん"
"1","2120026","0","牛","虎","0","0","0","馬","雀"
"1","2120027","0","一長一短","一兆一億","0","0","0","一鳥一石","一朝一夕"
"1","2120028","0","6つ","8つ","0","0","0","2つ","4つ"
"1","2120029","0","herro","harro","0","0","0","hallo","hello"
"1","2120031","0","一進一退","日進月歩","0","0","0","不言実行","優柔不断"
"1","2120033","0","日曜日","月曜日","0","0","0","木曜日","金曜日"
"1","2120034","0","木曜日","火曜日","0","0","0","金曜日","水曜日"
"1","2120035","0","ダンシングメッセージ","ダイビングメッセージ","0","0","0","ダビングメッセージ","ダイイングメッセージ"
"1","2120036","0","犬","獅子","0","0","0","牛","馬"
"1","2120037","0","クローゼット","キッチン","0","0","0","川","トイレ"
"1","2120038","0","かいまみる","こころみる","0","0","0","かんがえる","かんがみる"
"1","2120039","0","五百万","二百万","0","0","0","三百万","八百万"
"1","2120042","0","猿","猪","0","0","0","熊","蛇"
"1","2120045","0","状態","すべて正しい","0","0","0","瀕死","一死"
"1","2120046","0","追跡","すべて正しい","0","0","0","人物","不信"
"1","2120047","0","両替","すべて正しい","0","0","0","紙幣","硬化"
"1","2120048","0","しぶんごれつ","さんしゃさんよう","0","0","0","はちめんろっぴ","きゅうしいっしょう"
"1","2120049","0","しめんそか","いちもうだじん","0","0","0","ひゃっぱちひゃくちゅう","せんざいいちぐう"
"1","2120050","0","計る","測る","0","0","0","謀る","図る"
"1","2120051","0","突く","付く","0","0","0","着く","就く"
"1","2120053","0","黒","白","0","0","0","赤","青"
"1","2120054","0","七分","二分","0","0","0","三分","五分"
"1","2120055","0","カップル","師弟","0","0","0","家族","敵同士"
"1","2120056","0","シイタケ","アスパラ","0","0","0","マツタケ","タケノコ"
"1","2120057","0","仕事","命","0","0","0","女","金"
"1","2120058","0","髪の毛","糸","0","0","0","麻","真綿"
"1","2120059","0","あご","うなじ","0","0","0","耳","眉"
"1","2120060","0","犬","猫","0","0","0","鶴","亀"
"1","2120061","0","猫","兎","0","0","0","狸","狐"
"1","2121001","0","ぼくらの防衛団","バイトばっかり団","0","0","0","ばたんきゅー冒険団","バイバイぼっち団"
"1","2121002","0","ザ・バタリオン・オブ・ゲヘナ・イモータルズ","ジ・オーダー・オブ・ハデス・イモータル","0","0","0","ザ・バタリオン・オブ・ハデス・イモータル","ジ・オーダー・オブ・ゲヘナ・イモータルズ"
"1","2121003","0","聖夜女君","獰猛女君","0","0","0","誓約女君","絶対妻君"
"1","2121004","0","しっぷうのめいひ","しっぷうのダークプリンセス","0","0","0","しっぷうのめいひめ","しっぷうのヘカーテ"
"1","2121005","0","1000","100000000","0","0","0","10000000","1000000"
"1","2130004","0","小指","中指","0","0","0","親指","薬指"
"1","2130005","0","親指","人差し指","0","0","0","薬指","中指"
"1","2130006","0","薬指","親指","0","0","0","中指","人差し指"
"1","2130007","0","野菜","米","0","0","0","肉","酒"
"1","2130008","0","頑固者","料理人","0","0","0","貧乏人","世間知らず"
"1","2130009","0","原","尾","0","0","0","病","床"
"1","2130011","0","西","北","0","0","0","東","南"
"1","2130014","0","居間","納戸","0","0","0","トイレ","台所"
"1","2130015","0","六","八","0","0","0","七","九"
"1","2130016","0","ギター","ピアノ","0","0","0","琴","三味線"
"1","2130018","0","千変万化","馬耳東風","0","0","0","再三再四","天衣無法"
"1","2130019","0","貴重","穀物","0","0","0","貢献","格下"
"1","2130020","0","金券","木刀","0","0","0","貝殻","掛軸"
"1","2130021","0","無芸大食","汚名返上","0","0","0","器用貧乏","羊頭苦肉"
"1","2130022","0","夏","冬","0","0","0","春","秋"
"1","2130023","0","チュウ","タン","0","0","0","ホン","ハン"
"1","2130024","0","サン","コン","0","0","0","イツ","タン"
"1","2130025","0","キン","テン","0","0","0","イン","シン"
"1","2130026","0","木伊乃","乃伊木","0","0","0","伊乃木","木乃伊"
"1","2130027","0","ちょうおんとう","ねっとう","0","0","0","さらゆ","ぬるまゆ"
"1","2130028","0","口風琴","鉄琴","0","0","0","手風琴","自鳴琴"
"1","2130029","0","線描","寸描","0","0","0","点描","素描"
"1","2130030","0","不注意","平凡","0","0","0","大胆","用心しすぎ"
"1","2130031","0","麻雀","双六","0","0","0","将棋","囲碁"
"1","2130033","0","食事","女性","0","0","0","賭け事","釣り"
"1","2130034","0","鯵","鰹","0","0","0","鮪","鰯"
"1","2130035","0","突然のチャンス","災難続き","0","0","0","悪いときの助け船","良いときの邪魔者"
"1","2130036","0","薔薇","百合","0","0","0","菊","蓮"
"1","2130037","0","梅","松","0","0","0","桜","菊"
"1","2130039","0","いっき","いっぺん","0","0","0","いちまつ","いちる"
"1","2130041","0","生け花","指圧","0","0","0","タコ漁","サイコロ博打"
