c29585e9eda838690b1c971d89d1a64e878662949e27d2358473b6f0c53bcc46,76663170cbc3cc874389c07723522f55016f537a8a337686e540e26cc07f8287,c5c965d3be6b342dd624ffbc816403047e9164bb2f3afef72c20776bcfac7755,a194a30e6419c7fee736c066d4a23d7cadb358fc42c254e73dc3135080521a69,f64ea2b303245f98bdfc4bad428601975eff10cc8aeac78e5eb7a5e3ce08fc04,d15ec9cabff7940cb0394b207c1d262bf25f259badb9f4a9c193e9bbb169f575,c3377027a097adfaedb862890cb3a278fb0a8f9c18e66cee89f5dd9d556c4bdb,5d5fab3da5c2f9a683724db46bbf222449494c0c76b18cfc9060b04724d9d102
"1","4","2","5","3","1","48","111"
"1","4","2","5","3","1","96","121"
"1","4","2","5","3","1","144","131"
"1","4","2","5","3","1","192","141"
"1","4","2","5","3","1","240","151"
"2","0","0","0","0","1","84","211"
"2","0","0","0","0","1","168","221"
"2","0","0","0","0","1","252","231"
"2","0","0","0","0","1","336","241"
"2","0","0","0","0","1","420","251"
"5","0","0","0","0","3","36","311"
"5","0","0","0","0","3","72","321"
"5","0","0","0","0","3","108","331"
"5","0","0","0","0","3","144","341"
"5","0","0","0","0","3","180","351"
"4","0","0","0","0","4","84","411"
"4","0","0","0","0","4","168","421"
"4","0","0","0","0","4","252","431"
"4","0","0","0","0","4","336","441"
"4","0","0","0","0","4","420","451"
"4","0","0","0","0","2","84","511"
"4","0","0","0","0","2","168","521"
"4","0","0","0","0","2","252","531"
"4","0","0","0","0","2","336","541"
"4","0","0","0","0","2","420","551"
"2","0","0","0","0","4","84","611"
"2","0","0","0","0","4","168","621"
"2","0","0","0","0","4","252","631"
"2","0","0","0","0","4","336","641"
"2","0","0","0","0","4","420","651"
"1","0","0","0","0","5","56","711"
"1","0","0","0","0","5","112","721"
"1","0","0","0","0","5","168","731"
"1","0","0","0","0","5","224","741"
"1","0","0","0","0","5","280","751"
"101","0","0","0","0","2","1","811"
"2","0","0","0","0","3","84","911"
"2","0","0","0","0","3","168","921"
"2","0","0","0","0","3","252","931"
"2","0","0","0","0","3","336","941"
"2","0","0","0","0","3","420","951"
"101","0","0","0","0","1","1","1011"
"5","0","0","0","0","2","36","1111"
"5","0","0","0","0","2","72","1121"
"5","0","0","0","0","2","108","1131"
"5","0","0","0","0","2","144","1141"
"5","0","0","0","0","2","180","1151"
"4","0","0","0","0","5","84","1211"
"4","0","0","0","0","5","168","1221"
"4","0","0","0","0","5","252","1231"
"4","0","0","0","0","5","336","1241"
"4","0","0","0","0","5","420","1251"
"2","0","0","0","0","1","86","1311"
"2","0","0","0","0","1","172","1321"
"2","0","0","0","0","1","258","1331"
"2","0","0","0","0","1","344","1341"
"2","0","0","0","0","1","430","1351"
"1","0","0","0","0","3","44","1411"
"1","0","0","0","0","3","88","1421"
"1","0","0","0","0","3","132","1431"
"1","0","0","0","0","3","176","1441"
"1","0","0","0","0","3","220","1451"
"5","0","0","0","0","4","36","1511"
"5","0","0","0","0","4","72","1521"
"5","0","0","0","0","4","108","1531"
"5","0","0","0","0","4","144","1541"
"5","0","0","0","0","4","180","1551"
"101","0","0","0","0","5","1","1611"
"100","0","0","0","0","2","1","1711"
"4","0","0","0","0","3","84","1811"
"4","0","0","0","0","3","168","1821"
"4","0","0","0","0","3","252","1831"
"4","0","0","0","0","3","336","1841"
"4","0","0","0","0","3","420","1851"
"3","0","0","0","0","4","36","1911"
"3","0","0","0","0","4","72","1921"
"3","0","0","0","0","4","108","1931"
"3","0","0","0","0","4","144","1941"
"3","0","0","0","0","4","180","1951"
"4","0","0","0","0","1","84","2011"
"4","0","0","0","0","1","168","2021"
"4","0","0","0","0","1","252","2031"
"4","0","0","0","0","1","336","2041"
"4","0","0","0","0","1","420","2051"
"100","0","0","0","0","3","1","2111"
"2","0","0","0","0","5","84","2211"
"2","0","0","0","0","5","168","2221"
"2","0","0","0","0","5","252","2231"
"2","0","0","0","0","5","336","2241"
"2","0","0","0","0","5","420","2251"
"1","0","0","0","0","1","44","2311"
"1","0","0","0","0","1","88","2321"
"1","0","0","0","0","1","132","2331"
"1","0","0","0","0","1","176","2341"
"1","0","0","0","0","1","220","2351"
"2","0","0","0","0","2","84","2411"
"2","0","0","0","0","2","168","2421"
"2","0","0","0","0","2","252","2431"
"2","0","0","0","0","2","336","2441"
"2","0","0","0","0","2","420","2451"
"4","0","0","0","0","5","86","2511"
"4","0","0","0","0","5","172","2521"
"4","0","0","0","0","5","258","2531"
"4","0","0","0","0","5","344","2541"
"4","0","0","0","0","5","430","2551"
"100","4","2","5","3","1","1","2611"
"100","4","2","5","3","1","2","2621"
"100","4","2","5","3","1","3","2631"
"3","0","0","0","0","1","36","2711"
"3","0","0","0","0","1","72","2721"
"3","0","0","0","0","1","108","2731"
"3","0","0","0","0","1","144","2741"
"3","0","0","0","0","1","180","2751"
"4","0","0","0","0","4","86","2811"
"4","0","0","0","0","4","172","2821"
"4","0","0","0","0","4","258","2831"
"4","0","0","0","0","4","344","2841"
"4","0","0","0","0","4","430","2851"
"7","0","0","0","0","5","10","2911"
"7","0","0","0","0","5","20","2921"
"7","0","0","0","0","5","30","2931"
"7","0","0","0","0","5","40","2941"
"7","0","0","0","0","5","50","2951"
"3","0","0","0","0","2","36","3011"
"3","0","0","0","0","2","72","3021"
"3","0","0","0","0","2","108","3031"
"3","0","0","0","0","2","144","3041"
"3","0","0","0","0","2","180","3051"
"1","0","0","0","0","3","46","3111"
"1","0","0","0","0","3","92","3121"
"1","0","0","0","0","3","138","3131"
"1","0","0","0","0","3","184","3141"
"1","0","0","0","0","3","230","3151"
"4","0","0","0","0","4","88","3211"
"4","0","0","0","0","4","176","3221"
"4","0","0","0","0","4","264","3231"
"4","0","0","0","0","4","352","3241"
"4","0","0","0","0","4","440","3251"
"4","0","0","0","0","1","86","3311"
"4","0","0","0","0","1","172","3321"
"4","0","0","0","0","1","258","3331"
"4","0","0","0","0","1","344","3341"
"4","0","0","0","0","1","430","3351"
"2","0","0","0","0","2","86","3411"
"2","0","0","0","0","2","172","3421"
"2","0","0","0","0","2","258","3431"
"2","0","0","0","0","2","344","3441"
"2","0","0","0","0","2","430","3451"
"5","0","0","0","0","3","38","3511"
"5","0","0","0","0","3","76","3521"
"5","0","0","0","0","3","114","3531"
"5","0","0","0","0","3","152","3541"
"5","0","0","0","0","3","190","3551"
"2","0","0","0","0","4","86","3611"
"2","0","0","0","0","4","172","3621"
"2","0","0","0","0","4","258","3631"
"2","0","0","0","0","4","344","3641"
"2","0","0","0","0","4","430","3651"
"4","0","0","0","0","5","88","3711"
"4","0","0","0","0","5","176","3721"
"4","0","0","0","0","5","264","3731"
"4","0","0","0","0","5","352","3741"
"4","0","0","0","0","5","440","3751"
"1","0","0","0","0","2","44","3811"
"1","0","0","0","0","2","88","3821"
"1","0","0","0","0","2","132","3831"
"1","0","0","0","0","2","176","3841"
"1","0","0","0","0","2","220","3851"
"4","0","0","0","0","3","86","3911"
"4","0","0","0","0","3","172","3921"
"4","0","0","0","0","3","258","3931"
"4","0","0","0","0","3","344","3941"
"4","0","0","0","0","3","430","3951"
"3","0","0","0","0","5","36","4011"
"3","0","0","0","0","5","72","4021"
"3","0","0","0","0","5","108","4031"
"3","0","0","0","0","5","144","4041"
"3","0","0","0","0","5","180","4051"
"7","0","0","0","0","2","10","4111"
"7","0","0","0","0","2","20","4121"
"7","0","0","0","0","2","30","4131"
"7","0","0","0","0","2","40","4141"
"7","0","0","0","0","2","50","4151"
"2","0","0","0","0","1","88","4211"
"2","0","0","0","0","1","176","4221"
"2","0","0","0","0","1","264","4231"
"2","0","0","0","0","1","352","4241"
"2","0","0","0","0","1","440","4251"
"3","0","0","0","0","4","38","4311"
"3","0","0","0","0","4","76","4321"
"3","0","0","0","0","4","114","4331"
"3","0","0","0","0","4","152","4341"
"3","0","0","0","0","4","190","4351"
"1","0","0","0","0","5","58","4411"
"1","0","0","0","0","5","116","4421"
"1","0","0","0","0","5","174","4431"
"1","0","0","0","0","5","232","4441"
"1","0","0","0","0","5","290","4451"
"2","0","0","0","0","2","88","4511"
"2","0","0","0","0","2","176","4521"
"2","0","0","0","0","2","264","4531"
"2","0","0","0","0","2","352","4541"
"2","0","0","0","0","2","440","4551"
"2","0","0","0","0","3","86","4611"
"2","0","0","0","0","3","172","4621"
"2","0","0","0","0","3","258","4631"
"2","0","0","0","0","3","344","4641"
"2","0","0","0","0","3","430","4651"
"7","0","0","0","0","4","10","4711"
"7","0","0","0","0","4","20","4721"
"7","0","0","0","0","4","30","4731"
"7","0","0","0","0","4","40","4741"
"7","0","0","0","0","4","50","4751"
"3","0","0","0","0","1","38","4811"
"3","0","0","0","0","1","76","4821"
"3","0","0","0","0","1","114","4831"
"3","0","0","0","0","1","152","4841"
"3","0","0","0","0","1","190","4851"
"5","0","0","0","0","2","38","4911"
"5","0","0","0","0","2","76","4921"
"5","0","0","0","0","2","114","4931"
"5","0","0","0","0","2","152","4941"
"5","0","0","0","0","2","190","4951"
"2","0","0","0","0","5","86","5011"
"2","0","0","0","0","5","172","5021"
"2","0","0","0","0","5","258","5031"
"2","0","0","0","0","5","344","5041"
"2","0","0","0","0","5","430","5051"
"4","0","0","0","0","1","88","5111"
"4","0","0","0","0","1","176","5121"
"4","0","0","0","0","1","264","5131"
"4","0","0","0","0","1","352","5141"
"4","0","0","0","0","1","440","5151"
"3","0","0","0","0","3","36","5211"
"3","0","0","0","0","3","72","5221"
"3","0","0","0","0","3","108","5231"
"3","0","0","0","0","3","144","5241"
"3","0","0","0","0","3","180","5251"
"7","0","0","0","0","4","15","5311"
"7","0","0","0","0","4","30","5321"
"7","0","0","0","0","4","45","5331"
"7","0","0","0","0","4","60","5341"
"7","0","0","0","0","4","75","5351"
"101","4","2","5","3","1","1","5411"
"101","4","2","5","3","1","2","5421"
"101","4","2","5","3","1","3","5431"
"4","0","0","0","0","1","90","5511"
"4","0","0","0","0","1","180","5521"
"4","0","0","0","0","1","270","5531"
"4","0","0","0","0","1","360","5541"
"4","0","0","0","0","1","450","5551"
"100","0","0","0","0","2","1","5611"
"100","0","0","0","0","2","2","5621"
"6","0","0","0","0","5","10","5711"
"6","0","0","0","0","5","20","5721"
"6","0","0","0","0","5","30","5731"
"6","0","0","0","0","5","40","5741"
"6","0","0","0","0","5","50","5751"
"2","0","0","0","0","2","90","5811"
"2","0","0","0","0","2","180","5821"
"2","0","0","0","0","2","270","5831"
"2","0","0","0","0","2","360","5841"
"2","0","0","0","0","2","450","5851"
"1","0","0","0","0","3","48","5911"
"1","0","0","0","0","3","96","5921"
"1","0","0","0","0","3","144","5931"
"1","0","0","0","0","3","192","5941"
"1","0","0","0","0","3","240","5951"
"101","0","0","0","0","5","1","6011"
"101","0","0","0","0","5","2","6021"
"2","0","0","0","0","1","90","6111"
"2","0","0","0","0","1","180","6121"
"2","0","0","0","0","1","270","6131"
"2","0","0","0","0","1","360","6141"
"2","0","0","0","0","1","450","6151"
"3","0","0","0","0","2","38","6211"
"3","0","0","0","0","2","76","6221"
"3","0","0","0","0","2","114","6231"
"3","0","0","0","0","2","152","6241"
"3","0","0","0","0","2","190","6251"
"2","0","0","0","0","3","88","6311"
"2","0","0","0","0","3","176","6321"
"2","0","0","0","0","3","264","6331"
"2","0","0","0","0","3","352","6341"
"2","0","0","0","0","3","440","6351"
"2","0","0","0","0","4","88","6411"
"2","0","0","0","0","4","176","6421"
"2","0","0","0","0","4","264","6431"
"2","0","0","0","0","4","352","6441"
"2","0","0","0","0","4","440","6451"
"7","0","0","0","0","1","10","6511"
"7","0","0","0","0","1","20","6521"
"7","0","0","0","0","1","30","6531"
"7","0","0","0","0","1","40","6541"
"7","0","0","0","0","1","50","6551"
"100","0","0","0","0","4","1","6611"
"5","0","0","0","0","5","36","6711"
"5","0","0","0","0","5","72","6721"
"5","0","0","0","0","5","108","6731"
"5","0","0","0","0","5","144","6741"
"5","0","0","0","0","5","180","6751"
"5","0","0","0","0","1","36","6811"
"5","0","0","0","0","1","72","6821"
"5","0","0","0","0","1","108","6831"
"5","0","0","0","0","1","144","6841"
"5","0","0","0","0","1","180","6851"
"4","0","0","0","0","2","86","6911"
"4","0","0","0","0","2","172","6921"
"4","0","0","0","0","2","258","6931"
"4","0","0","0","0","2","344","6941"
"4","0","0","0","0","2","430","6951"
"6","0","0","0","0","4","10","7011"
"6","0","0","0","0","4","20","7021"
"6","0","0","0","0","4","30","7031"
"6","0","0","0","0","4","40","7041"
"6","0","0","0","0","4","50","7051"
"6","0","0","0","0","1","10","7111"
"6","0","0","0","0","1","20","7121"
"6","0","0","0","0","1","30","7131"
"6","0","0","0","0","1","40","7141"
"6","0","0","0","0","1","50","7151"
