1789c8ed04c13b1a5b005f9cda528776d9cff0551c32c46c663ac72b7f1ae38f,ebce1e3578656262ba60af062454e355f65012ea352be02655b1f18dd64dda1c,67fe8d934fd71dc09295e1888e23067fcdbe1ccb1f0c7635719dae183368b430,566525069bd45ac8af3368eafb06dc6c9becfc054e9f8dcad7cc2051ca59dc3f,9e6b42e361fefc2e718ad0989e2ff497d678aef0d1c8268bc531c0f2b3de848a,bd0a32b6b0e0ef66337c780fa4ba4db9463ba928ad308ce7b2a832416d8c6c8f,f43611a2155efd66e49bab7601d6e055913f2d78b434ab09380aef260e4b13f6,fdcf1f083db387b43f50f6c1ac23ca46eb2a538dd02739806c73c678bebcf7bf,8d9bcaf4e5163a16dc7d0506e2ec81814a4e769f1b9c84ebea995ec7f0facde6,5526ea567db2ead26a1c500571dc1469e57e361c0d4b09d28d7a9da83a062cac,9f94bb9ac6202e5e3c9536a8d0996ad146d56d5c6e3b4b7180073145e59001b4,222684fde33838e59b8c0ab2e817bfdbfdedebe84438ae0faea60eab3ebd9831,2e5af632a5da298470f4998fd7a78fcfa127025c1936966c79f8b6269bdc79fd,e46fc7083e75728d85b70c2519652a4d3157ae9682c086854881477206a36371,d8bf084a3804d44574550ce583cb73aad0a30eaebca08d984064804451410f70,c3a9fa3f2355aed89e8b3bccecddb870738e1c20429bb66fb098a11ff90331a5,e77a3c1df8ad93445ebaedb106f11c0482671e325462cc298980ff4888c1bfe7,9d34785c0ad878c1c1f1667574a9040f2185ea5be373e58198ce3258c8fe2397,f9293be93c5412a1c7e57349588e04ac96831464daddeed310f803040b3c3fbe,9d9e972a3160216af93d1e6202e6567aeb03d525c9aae0e82e8c9313a90787ef,014183e65b7ca3c69e6b391a26168e8c7c782dd82953fe6be370308bb987d78d,6ce9b4b747137eef962e15f8145a1039cb55e717b7cf1fa5aa8bbd2de9e99c2f,1fa3e7208f2ed30ab7a76ff1bc205e612f170153d7be9581f63969e103e66ab4,a6af6cfd2e222ae59e760960637232cf5207bc45ab945af6f4c29341c06e8811,25f48efce1407e65651c8d3f19517f70ce5781f7b3e029f31460ce92e8c9b863,b63f963823b80ced50374b3cf15604363586f9417db19933b38a35bad08a6145,98d319a144305e7e99854c043c901037dfc50fb73fb626a4f8218cbd1767f34e,03e69b8de2db79810ebacbe099de6a2bed6be782cde397959a330ec2bf13e92b,1d3a36009c9ad3f4b8dd12d2ebaa8d6a6720455a64daa8b7d16d472ceb93bb1e,8bb215829ec58aa731321ab3eeb4b2abd3c80ea5044b3866154c3bb2cab6cbf0,014820a955c570550c4a18dcd67865f228bd904c950bd9bd464cdc95e2b4deff,eadfe0775b3f4d70548881a832c70cf94c6a8cc5c1001c3017999f7f26aeb75b,01aff1c685ca9de5b69d3143827ad9c6552dded37f98c2c65bd105c10063cf2a,0bc8de86aedc1585552618d06466c6076a89f23bd0cb1c96329c280690f5a8e2,7fc21d7afa4554e74652e9dc2ae42d59cf1bdf9b28122f89885853441803cea3,b5bb7b64ba4269b4a48ac1baaf899e35a8c696d474c65c845920872fc6026d63,1e2f39dd897bcc4ff2b8d1eebdf40144f5ca6c70f1156297d168077ad3f39c64,481b40c8d13facf1ebac77670828dd8f8ddcecf0e9ae5a68d7e51cd6343b8094,94f6fa43c9ded2c403a84a8a1c719578a7a2892ab1e4cd17c2daa42664b8747d,8df35c383cb1b59f6df664cf004b7ec4fdd9e40c6d28a03682039783efd66204,0a50bedbcd4cba1e6849f9002d78dc4f2492dd5ab5af3dd529d970aab1231153,e82b657dd3eeaa1a415179de6604a4cf05b01f3ded05ec2370d9938bb6b3bced,09a9a63d1e8bc95bb1431c9da82682e4d7d2a55b58df0e4eb30945a12b0c54ed
"610001121","100016","bgm_M41","0","2018/03/31 15:00:00","0","100020","0","100015","8","10001101","0","8","120","bgm_M41","bgm_M41","-50","610001101","2018/04/24 14:59:59","1","100014","10001","0","0","0","90","0","-820","0","0","bgm_M41","タルグム地方 1-1","10001101","8","100014","0","0","bgm_M41","1","0","0","1","bgm_M41"
"610001121","100016","bgm_M41","0","2018/03/31 15:00:00","0","100020","0","100015","8","10001101","0","8","120","bgm_M41","bgm_M41","-140","610001102","2018/04/24 14:59:59","1","100014","10001","0","0","0","90","0","-710","0","0","bgm_M41","タルグム地方 1-2","10001102","8","100014","0","0","bgm_M41","2","0","0","1","bgm_M41"
"610001121","100093","bgm_M41","0","2018/03/31 15:00:00","0","100030","0","100092","8","10001101","0","8","120","bgm_M41","bgm_M41","0","610001103","2018/04/24 14:59:59","1","100091","10001","0","0","0","90","0","-620","0","0","bgm_M41","タルグム地方 1-3","10001103","8","100091","0","0","bgm_M41","3","0","0","1","bgm_M41"
"610001121","100043","bgm_M41","0","2018/03/31 15:00:00","0","100040","0","100042","8","10001101","0","8","120","bgm_M41","bgm_M41","-90","610001104","2018/04/24 14:59:59","1","100041","10001","0","0","0","90","0","-500","0","0","bgm_M41","タルグム地方 1-4","10001104","8","100041","0","0","bgm_M41","4","0","0","1","bgm_M41"
"610001121","100093","bgm_M41","0","2018/03/31 15:00:00","0","100030","0","100092","8","10001101","0","8","120","bgm_M41","bgm_M41","45","610001105","2018/04/24 14:59:59","1","100091","10001","0","0","0","90","0","-425","0","0","bgm_M41","タルグム地方 1-5","10001105","8","100091","0","0","bgm_M41","5","0","0","1","bgm_M41"
"610001121","100063","bgm_M41","0","2018/03/31 15:00:00","0","100010","0","100062","9","10001101","0","9","135","bgm_M41","bgm_M41","0","610001106","2018/04/24 14:59:59","1","100061","10001","0","0","0","90","0","-280","0","0","bgm_M41","タルグム地方 1-6","10001106","9","100061","0","0","bgm_M41","6","0","0","1","bgm_M41"
"610001122","100023","bgm_M41","0","2018/03/31 15:00:00","0","100050","0","100022","9","10001101","0","9","135","bgm_M41","bgm_M41","-160","610001107","2018/04/24 14:59:59","1","100021","10001","0","0","0","90","0","-220","0","0","bgm_M41","タルグム地方 1-7","10001107","9","100021","0","0","bgm_M41","7","0","0","1","bgm_M41"
"610001121","100043","bgm_M41","0","2018/03/31 15:00:00","0","100040","0","100042","9","10001101","0","9","135","bgm_M41","bgm_M41","-10","610001108","2018/04/24 14:59:59","1","100041","10001","0","0","0","90","0","-100","0","0","bgm_M41","タルグム地方 1-8","10001108","9","100041","0","0","bgm_M41","8","0","0","1","bgm_M41"
"610001121","100016","bgm_M41","0","2018/03/31 15:00:00","0","100020","0","100015","9","10001101","0","9","135","bgm_M41","bgm_M41","30","610001109","2018/04/24 14:59:59","1","100014","10001","0","0","0","90","0","30","0","0","bgm_M41","タルグム地方 1-9","10001109","9","100014","0","0","bgm_M41","9","0","0","1","bgm_M41"
"610001121","100093","bgm_M41","0","2018/03/31 15:00:00","0","100030","0","100092","9","10001101","0","9","135","bgm_M41","bgm_M41","-80","610001110","2018/04/24 14:59:59","1","100091","10001","0","0","0","90","0","140","0","0","bgm_M41","タルグム地方 1-10","10001110","9","100091","0","0","bgm_M41","10","0","0","1","bgm_M41"
"610001121","100103","bgm_M41","0","2018/03/31 15:00:00","0","100070","0","100102","10","10001101","0","10","150","bgm_M41","bgm_M41","-20","610001111","2018/04/24 14:59:59","1","100101","10001","0","0","0","90","0","260","0","0","bgm_M41","タルグム地方 1-11","10001111","10","100101","0","0","bgm_M41","11","0","0","1","bgm_M41"
