5564d02543ed5a7339b8ea2b33b7f40debdeb830f1c8f1b58e6f866884121897,b02ab31d82f80ce76127fb9e1ae302a45e7cd04a10ad8ee4a2ebc633f60792d0,90b4bf66c7550da4140a1f5f21a52718f2b5c2c66c582789d1342d39f76e5cb9,485aee18cd95d7a5f9beee0ff6300fd81b6055ec6841204aa056ee22e1f2399a,e6c244db0e3b90f4a39a78f0a00aeea1136062461fce4adbebc0cd9a117f2103,6b4c76ad86cd273e5d072ae5f9607759af301d7de1fa828e6952ddcd1cb06626,84c2d9d4d97c551ced92742d7badb2cb8850d1460b3e037223bf5340c1e52628,a0c274ea6dccdf726a6bb5cb4d56fe1e67dd28bf36f616cea26c903d9c0a5afd,9489a093cd656f82efcf53663eb79bed3df8ce4731b69349fb724904ba9cc7b1,b42b091773ffd9329be9aab1eebcd0aafd90a14c735d9d584c8596c9ee6237ce,971e34019f71fe91928c0a4e1e3ecd438262176ab14e64f44cf82f480cd7f320,af89ba6f5a705da16bd83f56841f36a830f48f2995af379c0bd19c4aa3c51498,5181278cf357c9a7b22d0e3911cfb8b5a57fad1a1714458486e1abf142213115,baa8e2b52bcaaf327720f4fee66f5d2108fffa490b0ab76b282aa31eb5a1e87b,272eec2f4bf72d2583d041bea6d6267368b5c83b115a6921fabfd013d0994934,42788db29234a357ef6b142c9f94b320f923f179e200c70c3cb4c3ede4e43bd4,d4782be6ac3db76bf0d00e476735921a882450715a9888f0dd69cddf80c3eb81,935dce9bd3d2807991bc8f6b45cce5059af7012b1b3016afd1be0213d1a52b85
"1","1","10","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"2","11","100","8","91002","10","0","0","0","0","0","0","0","0","0","0","0","0"
"3","101","200","8","91002","5","0","0","0","0","0","0","0","0","0","0","0","0"
"4","201","500","8","91002","3","0","0","0","0","0","0","0","0","0","0","0","0"
"5","501","1000","8","91002","2","0","0","0","0","0","0","0","0","0","0","0","0"
"6","1001","2000","8","91002","2","0","0","0","0","0","0","0","0","0","0","0","0"
"7","2001","3999","8","91002","1","0","0","0","0","0","0","0","0","0","0","0","0"
"8","4000","4000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"9","4100","4100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"10","4200","4200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"11","4300","4300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"12","4400","4400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"13","4500","4500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"14","4600","4600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"15","4700","4700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"16","4800","4800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"17","4900","4900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"18","5000","5000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"19","5100","5100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"20","5200","5200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"21","5300","5300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"22","5400","5400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"23","5500","5500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"24","5600","5600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"25","5700","5700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"26","5800","5800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"27","5900","5900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"28","6000","6000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"29","6100","6100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"30","6200","6200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"31","6300","6300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"32","6400","6400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"33","6500","6500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"34","6600","6600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"35","6700","6700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"36","6800","6800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"37","6900","6900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"38","7000","7000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"39","7100","7100","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"40","7200","7200","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"41","7300","7300","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"42","7400","7400","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"43","7500","7500","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"44","7600","7600","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"45","7700","7700","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"46","7800","7800","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"47","7900","7900","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"48","8000","8000","8","91002","50","0","0","0","0","0","0","0","0","0","0","0","0"
"49","8100","8100","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"50","8200","8200","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"51","8300","8300","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"52","8400","8400","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
"53","8500","8500","8","91002","15","0","0","0","0","0","0","0","0","0","0","0","0"
