9966ba6c2da34d37cf2b6b9cf26533479ae1d0433144db5db855f20c9f7a1374,be782b9882db5e73887c2528802efa0ea9cfc02e07d2b419e4f9d524e6f983fa,56c552bd9333467073e7b151e463840fcb2141d5a574bfc66ab07450aa1efc66,fd7a34f5a0d122c4bb71e5608bc897db65fe0b786c88af19e72bb7ecd012cb6a,d309f0d6984f2364d5ad68682bebd8d478d6685097a7a8676be1e87abea05072,0e04dae4e64c4fe6fcbb15971efeb2ad0fb67fa0456e29c69d6cecd84a693346,03e7343fd5ac2689d281c7f03fb9166fd140bdb8d7af7179e438f09dd75b9a78,0b06e3333f50ce5dde6ac0bef878ef8da3b58973764a37469b2dd1b8d1425f2a,1365a1c4f4d543236d32a25ce2787e7e5c8785e0d405374b1531c89ff50905d9,40c6ea4069a956ceaead7271cd27069222d84867fd1debef29d7307c811bdbfd,e48d2449a6d1ac6bd2fca5457a53c917f53ea4bbe81fe67fe1f001255f13c1f7,372dda55f6adddf62e465c68f2031acf8ede471761f5ca7c89e01a5ffd80c4e1,34e2d4304e7e5c0eb8b1886477a3eef56d2d4133e36ab0760a2647aac0400a99
"-6","2020/03/16 15:00:00","2018/03/31 15:00:00","0","10001","0","2030/04/19 15:00:00","0","0","20001","0","1","5031"
"-3","2020/04/15 15:00:00","2018/04/30 15:00:00","0","10002","0","2030/04/19 15:00:00","0","0","20002","0","1","8135"
"-8","2020/05/15 15:00:00","2018/05/25 16:00:00","0","10003","0","2030/04/19 15:00:00","0","0","20003","0","1","201"
"-5","2020/06/19 15:00:00","2018/06/30 12:00:00","0","10004","0","2030/04/19 15:00:00","0","0","20004","0","1,2","3394"
"-3","2020/07/20 15:00:00","2018/07/31 12:00:00","0","10005","0","2030/04/19 15:00:00","0","0","20005","0","1,4","3060"
"-5","2020/08/19 15:00:00","2018/08/31 12:00:00","0","10006","0","2030/04/19 15:00:00","0","0","20006","0","1","1284"
"-2","2020/09/23 15:00:00","2018/09/30 12:00:00","0","10007","0","2030/04/19 15:00:00","0","0","20007","0","1,5","3481"
"-3","2020/10/19 15:00:00","2018/10/31 12:00:00","0","10008","0","2030/04/19 15:00:00","0","0","20008","0","1","3490"
"0","2020/11/24 15:00:00","2018/11/30 12:00:00","0","10009","0","2030/04/19 15:00:00","0","0","20009","0","1,6","5402"
"-5","2020/12/22 15:00:00","2018/12/31 12:00:00","0","10010","0","2030/04/19 15:00:00","0","0","20010","0","1,7","2192"
"0","2021/01/25 15:00:00","2019/01/31 12:00:00","0","10011","0","2030/04/19 15:00:00","0","0","20011","0","1,8","5034"
"-5","2021/02/18 15:00:00","2019/02/22 15:00:00","0","10012","0","2030/04/19 15:00:00","0","0","20012","0","1","402"
"-5","2021/03/23 15:00:00","2019/03/31 15:00:00","0","10013","0","2030/04/19 15:00:00","0","0","20013","0","1,9","22"
"-8","2021/04/16 15:00:00","2019/04/30 12:00:00","0","10015","0","2030/04/19 15:00:00","0","0","20014","0","1","2174"
"3","2021/05/18 15:00:00","2019/06/30 15:00:00","0","10019","0","2030/04/19 15:00:00","0","0","20015","0","1,10","2222"
"0","2021/06/18 15:00:00","2019/07/31 12:00:00","0","10021","0","2030/04/19 15:00:00","0","0","20016","0","1,11","6040"
"-4","2021/07/16 15:00:00","2019/08/31 12:00:00","0","10023","0","2030/04/19 15:00:00","0","0","20017","0","1","6481"
"0","2021/08/16 15:00:00","2019/09/30 12:00:00","0","10025","0","2030/04/19 15:00:00","0","0","20018","0","1,12","8134"
"-2","2021/09/16 15:00:00","2019/10/31 12:00:00","0","10027","0","2030/04/19 15:00:00","0","0","20019","0","1","3480"
"-5","2021/10/19 15:00:00","2019/11/30 12:00:00","0","10029","0","2030/04/19 15:00:00","0","0","20020","0","1,13","5283"
"-4","2021/11/16 15:00:00","2019/12/31 12:00:00","0","10031","0","2030/04/19 15:00:00","0","0","20021","0","1,14","1311"
"-7","2021/12/16 15:00:00","2020/01/31 12:00:00","0","10033","0","2030/04/19 15:00:00","0","0","20022","0","1,15","6055"
"-5","2022/01/17 15:00:00","2020/03/31 12:00:00","0","10038","0","2030/04/19 15:00:00","0","0","20023","0","1","2022"
"-10","2022/02/18 15:00:00","2020/04/24 15:00:00","0","10040","0","2030/04/19 15:00:00","0","0","20024","0","1","6011"
"-5","2022/03/17 15:00:00","2020/05/25 15:00:00","0","10042","0","2030/04/19 15:00:00","0","0","20025","0","1,16","5221"
"10","2022/04/18 15:00:00","2020/06/30 12:00:00","0","10044","0","2030/04/19 15:00:00","0","0","20026","0","1,17","3040"
"10","2022/05/18 15:00:00","2020/07/31 12:00:00","0","10046","0","2030/04/19 15:00:00","0","0","20027","0","1,18","6120"
"-5","2022/06/16 15:00:00","2020/08/31 12:00:00","0","10048","0","2030/04/19 15:00:00","0","0","20028","0","1","5032"
"0","2022/07/19 8:00:00","2020/09/30 12:00:00","0","10050","0","2030/04/19 15:00:00","0","0","20029","0","1,19","5151"
"-8","2022/08/16 15:00:00","2020/10/31 12:00:00","0","10052","0","2030/04/19 15:00:00","0","0","20030","0","1","6056"
"0","2022/09/17 15:00:00","2020/11/30 12:00:00","0","10054","0","2030/04/19 15:00:00","0","0","20031","0","1,20","3351"
"0","2022/10/16 15:00:00","2020/12/31 12:00:00","0","10056","0","2030/04/19 15:00:00","0","0","20032","0","1,21","2191"
"0","2022/11/17 15:00:00","2021/01/31 12:00:00","0","10058","0","2030/04/19 15:00:00","0","0","20033","0","1,22","1122"
"0","2022/11/17 15:00:00","2021/02/10 12:00:00","0","10059","0","2030/04/19 15:00:00","0","0","20034","20033","1,22","1123"
