318d0e5f44452b613a6ee960a33678467594e5bb094a64661e6797f97016984d,51e09af691fd75d820eb6ecb42ca1bdd6b5847aa3ad1e524e92c6d354706b8c2,c152d6d1ca01e3f5525fea2b9a24fc728b1463052b80e5c3abade379454a3691,ce1e1f749099bf37c7b499df1b19cac8b4ce8c7335b54e7b56a32c5103ba902f,5a38960553731a3e326723f20a7a34806ef28f88dee2c2bd9b0e65fa8cfd9502,def50ff5d3dec2ca328b64efa992e9de068e0109a1c16e918d80ae3ff95027f0,bcfa56f572dda00da647840198b22a368f1b34baf09c1666284e3f9abd6358a2,f930b10af31369bf03b3c9ba99611ba2bf1c26c2c6519b144363bfdf87aaeb80,a7e0678516989d28712e3bccc0998d1aedcaecb188e6704c8b25320096253055,d067a0638bc8daf215ba6ac491ce645eeed66c8ddab8fa958af2f575a70a59dc,6a17a92db3d4320c0935cb9acb874f4ce5394a1fbeb253efa6e3e7d87107a722,437bba9a2ef6240349a1a9283883e2c4e60bc8905af0f16ad3be1c7a4dc76b6a,304c863b33347c7d92a043db05dd24706eaf5e1f1de0434eedcfc09fa4d1a4ec,18cabab40b77b17b4e9cbf3886eb0f8006c26a2bf4273178cf56ebf048bc1657,ba7b12b8b68ae2ab30a7c162ab8d04f6604ddfdc2f9fcd3e56c4a38d45b00652
"101691001","0","0","0","0","0","0","0","0","101691011","1","0","0","0","110690103"
"101701001","0","0","0","0","0","0","0","0","101701011","1","0","0","0","110700103"
"101711001","0","0","0","0","0","0","0","0","101711011","1","0","0","0","110710103"
"101721001","0","0","0","0","0","0","0","0","101721011","1","0","0","0","110720103"
"101731001","0","0","0","0","0","0","0","0","101731011","1","0","0","0","110730103"
"101741001","0","0","0","0","0","0","0","0","101741011","1","0","0","0","110740103"
"102311001","0","0","0","61013201","0","0","0","16","610132504","1","0","0","0","610132007"
"102311002","0","0","0","61013201","0","0","0","16","610132504","1","0","0","0","610132008"
"102311003","0","0","0","61013201","0","0","0","16","610132504","1","0","0","0","610132009"
"102312001","0","0","0","61013401","0","0","0","16","610134504","1","0","0","0","610134007"
"102312002","0","0","0","61013401","0","0","0","16","610134504","1","0","0","0","610134008"
"102312003","0","0","0","61013401","0","0","0","16","610134504","1","0","0","0","610134009"
"102401001","0","0","0","61013601","0","0","0","16","610136404","1","0","0","0","610136004"
"102401002","0","0","0","61013601","0","0","0","16","610136405","1","0","0","0","610136005"
"102401003","0","0","0","61013601","0","0","0","16","610136406","1","0","0","0","610136006"
"102401004","0","0","0","61013601","0","0","0","16","610136504","1","0","0","0","610136007"
"102401005","0","0","0","61013601","0","0","0","16","610136505","1","0","0","0","610136008"
"102401006","0","0","0","61013601","0","0","0","16","610136506","1","0","0","0","610136009"
"102401007","0","0","0","61013601","0","0","0","16","610137504","1","0","0","0","610137007"
"102401008","0","0","0","61013601","0","0","0","16","610137504","1","0","0","0","610137008"
"102401009","0","0","0","61013601","0","0","0","16","610137504","1","0","0","0","610137009"
"102402001","0","0","0","61014001","0","0","0","16","610140504","1","0","0","0","610140007"
"102402002","0","0","0","61014001","0","0","0","16","610140504","1","0","0","0","610140008"
"102402003","0","0","0","61014001","0","0","0","16","610140504","1","0","0","0","610140009"
"102403001","0","0","0","61014201","0","0","0","16","610142404","1","0","0","0","610142004"
"102403002","0","0","0","61014201","0","0","0","16","610142405","1","0","0","0","610142005"
"102403003","0","0","0","61014201","0","0","0","16","610142406","1","0","0","0","610142006"
"102403004","0","0","0","61014201","0","0","0","16","610142504","1","0","0","0","610142007"
"102403005","0","0","0","61014201","0","0","0","16","610142505","1","0","0","0","610142008"
"102403006","0","0","0","61014201","0","0","0","16","610142506","1","0","0","0","610142009"
"102404001","0","0","0","61014401","0","0","0","16","610144404","1","0","0","0","610144004"
"102404002","0","0","0","61014401","0","0","0","16","610144405","1","0","0","0","610144005"
"102404003","0","0","0","61014401","0","0","0","16","610144406","1","0","0","0","610144006"
"102404004","0","0","0","61014401","0","0","0","16","610144504","1","0","0","0","610144007"
"102404005","0","0","0","61014401","0","0","0","16","610144505","1","0","0","0","610144008"
"102404006","0","0","0","61014401","0","0","0","16","610144506","1","0","0","0","610144009"
"102405001","0","0","0","61014601","0","0","0","16","610146404","1","0","0","0","610146004"
"102405002","0","0","0","61014601","0","0","0","16","610146405","1","0","0","0","610146005"
"102405003","0","0","0","61014601","0","0","0","16","610146406","1","0","0","0","610146006"
"102405004","0","0","0","61014601","0","0","0","16","610146504","1","0","0","0","610146007"
"102405005","0","0","0","61014601","0","0","0","16","610146505","1","0","0","0","610146008"
"102405006","0","0","0","61014601","0","0","0","16","610146506","1","0","0","0","610146009"
"102406001","0","0","0","61014801","0","0","0","16","610148404","1","0","0","0","610148004"
"102406002","0","0","0","61014801","0","0","0","16","610148405","1","0","0","0","610148005"
"102406003","0","0","0","61014801","0","0","0","16","610148406","1","0","0","0","610148006"
"102406004","0","0","0","61014801","0","0","0","16","610148504","1","0","0","0","610148007"
"102406005","0","0","0","61014801","0","0","0","16","610148505","1","0","0","0","610148008"
"102406006","0","0","0","61014801","0","0","0","16","610148506","1","0","0","0","610148009"
"102407001","0","0","0","61015001","0","0","0","16","610150404","4","0","0","0","610150004"
"102407002","0","0","0","61015001","0","0","0","16","610150405","4","0","0","0","610150005"
"102407003","0","0","0","61015001","0","0","0","16","610150406","4","0","0","0","610150006"
"102407004","0","0","0","61015001","0","0","0","16","610150504","4","0","0","0","610150007"
"102407005","0","0","0","61015001","0","0","0","16","610150505","4","0","0","0","610150008"
"102407006","0","0","0","61015001","0","0","0","16","610150506","4","0","0","0","610150009"
"102408001","0","0","0","61015201","0","0","0","16","610152404","4","0","0","0","610152004"
"102408002","0","0","0","61015201","0","0","0","16","610152405","4","0","0","0","610152005"
"102408003","0","0","0","61015201","0","0","0","16","610152406","4","0","0","0","610152006"
"102408004","0","0","0","61015201","0","0","0","16","610152504","4","0","0","0","610152007"
"102408005","0","0","0","61015201","0","0","0","16","610152505","4","0","0","0","610152008"
"102408006","0","0","0","61015201","0","0","0","16","610152506","4","0","0","0","610152009"
"102409001","0","0","0","61015401","0","0","0","16","610154404","4","0","0","0","610154004"
"102409002","0","0","0","61015401","0","0","0","16","610154405","4","0","0","0","610154005"
"102409003","0","0","0","61015401","0","0","0","16","610154406","4","0","0","0","610154006"
"102409004","0","0","0","61015401","0","0","0","16","610154504","4","0","0","0","610154007"
"102409005","0","0","0","61015401","0","0","0","16","610154505","4","0","0","0","610154008"
"102409006","0","0","0","61015401","0","0","0","16","610154506","4","0","0","0","610154009"
"102410001","0","0","0","61015501","0","0","0","16","610156404","4","0","0","0","610156004"
"102410002","0","0","0","61015501","0","0","0","16","610156405","4","0","0","0","610156005"
"102410003","0","0","0","61015501","0","0","0","16","610156406","4","0","0","0","610156006"
"102410004","0","0","0","61015501","0","0","0","16","610156504","4","0","0","0","610156007"
"102410005","0","0","0","61015501","0","0","0","16","610156505","4","0","0","0","610156008"
"102410006","0","0","0","61015501","0","0","0","16","610156506","4","0","0","0","610156009"
"102411001","0","0","0","61015801","0","0","0","16","610158404","4","0","0","0","610158004"
"102411002","0","0","0","61015801","0","0","0","16","610158405","4","0","0","0","610158005"
"102411003","0","0","0","61015801","0","0","0","16","610158406","4","0","0","0","610158006"
"102411004","0","0","0","61015801","0","0","0","16","610158504","4","0","0","0","610158007"
"102411005","0","0","0","61015801","0","0","0","16","610158505","4","0","0","0","610158008"
"102411006","0","0","0","61015801","0","0","0","16","610158506","4","0","0","0","610158009"
"102412001","0","0","0","61016001","0","0","0","16","610160404","4","0","0","0","610160004"
"102412002","0","0","0","61016001","0","0","0","16","610160405","4","0","0","0","610160005"
"102412003","0","0","0","61016001","0","0","0","16","610160406","4","0","0","0","610160006"
"102412004","0","0","0","61016001","0","0","0","16","610160504","4","0","0","0","610160007"
"102412005","0","0","0","61016001","0","0","0","16","610160505","4","0","0","0","610160008"
"102412006","0","0","0","61016001","0","0","0","16","610160506","4","0","0","0","610160009"
"102501001","0","0","0","61016201","0","0","0","57","610201102","4","0","0","0","610201101"
"102501002","0","0","0","61016201","0","0","0","58","610201204","4","0","0","0","610201102"
"102501003","0","0","0","61016201","0","0","0","58","610201205","4","0","0","0","610201103"
"102501004","0","0","0","61016201","0","0","0","58","610201206","4","0","0","0","610201104"
"102501005","0","0","0","61016201","0","0","0","58","610201304","4","0","0","0","610201105"
"102501006","0","0","0","61016201","0","0","0","58","610201305","4","0","0","0","610201106"
"102501007","0","0","0","61016201","0","0","0","58","610201306","4","0","0","0","610201107"
"102501011","0","0","0","61016201","0","0","0","57","610201152","4","0","0","0","610201151"
"102501012","0","0","0","61016201","0","0","0","58","610201254","4","0","0","0","610201152"
"102501013","0","0","0","61016201","0","0","0","58","610201255","4","0","0","0","610201153"
"102501014","0","0","0","61016201","0","0","0","58","610201256","4","0","0","0","610201154"
"102501015","0","0","0","61016201","0","0","0","58","610201354","4","0","0","0","610201155"
"102501016","0","0","0","61016201","0","0","0","58","610201355","4","0","0","0","610201156"
"102501017","0","0","0","61016201","0","0","0","58","610201356","4","0","0","0","610201157"
"102502001","0","0","0","61016401","0","0","0","57","610202102","4","0","0","0","610202101"
"102502002","0","0","0","61016401","0","0","0","58","610202204","4","0","0","0","610202102"
"102502003","0","0","0","61016401","0","0","0","58","610202205","4","0","0","0","610202103"
"102502004","0","0","0","61016401","0","0","0","58","610202206","4","0","0","0","610202104"
"102502005","0","0","0","61016401","0","0","0","58","610202304","4","0","0","0","610202105"
"102502006","0","0","0","61016401","0","0","0","58","610202305","4","0","0","0","610202106"
"102502007","0","0","0","61016401","0","0","0","58","610202306","4","0","0","0","610202107"
"102691001","0","0","0","0","0","0","0","0","102690311","1","0","0","0","120690033"
"102701001","0","0","0","0","0","0","0","0","102700311","1","0","0","0","120700033"
"102711001","0","0","0","0","0","0","0","0","102710311","1","0","0","0","120710033"
"102721001","0","0","0","0","0","0","0","0","102720311","1","0","0","0","120720033"
"102731001","0","0","0","0","0","0","0","0","102730311","1","0","0","0","120730033"
"102741001","0","0","0","0","0","0","0","0","102740311","1","0","0","0","120740033"
"401705101","0","0","0","0","0","0","0","9","401705112","1","0","0","0","401705101"
"401705102","0","0","0","0","0","0","0","9","401705113","1","0","0","0","401705102"
"401705105","0","0","0","0","0","0","0","9","401705114","1","0","0","0","401705105"
"401705106","0","0","0","0","0","0","0","9","401705115","1","0","0","0","401705106"
"401705107","0","0","0","0","0","0","0","9","401705116","1","0","0","0","401705107"
"401705201","0","0","0","0","0","0","0","9","401705212","1","0","0","0","401705201"
"401705202","0","0","0","0","0","0","0","9","401705213","1","0","0","0","401705202"
