8fbeac06b1fd2cedeb9daa424c997e00960173809a35e25bce3e909c246ff057,c663fae19b14aa08692f382f5408479e54622705ba96e179736bab6734ab95a5,8fe11da034f2ee6649f8d94f873491263a5fcb3a65e5e0cc01e03c57bd6552d9,9a9e089eb6216cb8e2660c36c3383351c7258b9bce0bf3ec4fdf3b0a9f82a972,832ceede55ad747ef45728168844b5af3f7dce6db94abe5f1dc6455473c2a9c6,c2f1700ca325025dfdf35222bdc944bd10351280c00c52e7e0ae79efafb89cfa,5c250affc88037be4c050dcd6d0cf5a2ab5dd0095c0fd0c80f61f8363ec82df6,930ce33dcb763c8789c9e8a52b9ddd9d721c9f358d26e954db3db05325d1b840,10f73613ad0f920098ef2e2d264c68270ca10c90c62befa4102816993ffb88fc
"0","5000","30000","0","20000","0","50","100111","0"
"0","5000","30000","0","20000","0","50","100112","0"
"0","5000","30000","0","20000","0","50","100113","0"
"0","12500","45000","0","30000","0","125","100121","0"
"0","12500","45000","0","30000","0","125","100122","0"
"0","12500","45000","0","30000","0","125","100123","0"
"0","20000","60000","0","40000","0","200","100131","0"
"0","20000","60000","0","40000","0","200","100132","0"
"0","20000","60000","0","40000","0","200","100133","0"
"0","5000","30000","0","20000","0","50","100211","0"
"0","5000","30000","0","20000","0","50","100212","0"
"0","5000","30000","0","20000","0","50","100213","0"
"0","12500","45000","0","30000","0","125","100221","0"
"0","12500","45000","0","30000","0","125","100222","0"
"0","12500","45000","0","30000","0","125","100223","0"
"0","20000","60000","0","40000","0","200","100231","0"
"0","20000","60000","0","40000","0","200","100232","0"
"0","20000","60000","0","40000","0","200","100233","0"
"0","5000","30000","0","20000","0","50","100311","0"
"0","5000","30000","0","20000","0","50","100312","0"
"0","5000","30000","0","20000","0","50","100313","0"
"0","12500","45000","0","30000","0","125","100321","0"
"0","12500","45000","0","30000","0","125","100322","0"
"0","12500","45000","0","30000","0","125","100323","0"
"0","20000","60000","0","40000","0","200","100331","0"
"0","20000","60000","0","40000","0","200","100332","0"
"0","20000","60000","0","40000","0","200","100333","0"
"0","5000","30000","0","20000","0","50","100411","0"
"0","5000","30000","0","20000","0","50","100412","0"
"0","5000","30000","0","20000","0","50","100413","0"
"0","12500","45000","0","30000","0","125","100421","0"
"0","12500","45000","0","30000","0","125","100422","0"
"0","12500","45000","0","30000","0","125","100423","0"
"0","20000","60000","0","40000","0","200","100431","0"
"0","20000","60000","0","40000","0","200","100432","0"
"0","20000","60000","0","40000","0","200","100433","0"
"0","5000","30000","0","20000","0","50","100511","0"
"0","5000","30000","0","20000","0","50","100512","0"
"0","5000","30000","0","20000","0","50","100513","0"
"0","12500","45000","0","30000","0","125","100521","0"
"0","12500","45000","0","30000","0","125","100522","0"
"0","12500","45000","0","30000","0","125","100523","0"
"0","20000","60000","0","40000","0","200","100531","0"
"0","20000","60000","0","40000","0","200","100532","0"
"0","20000","60000","0","40000","0","200","100533","0"
"0","5000","30000","0","20000","0","50","100611","0"
"0","5000","30000","0","20000","0","50","100612","0"
"0","5000","30000","0","20000","0","50","100613","0"
"0","12500","45000","0","30000","0","125","100621","0"
"0","12500","45000","0","30000","0","125","100622","0"
"0","12500","45000","0","30000","0","125","100623","0"
"0","20000","60000","0","40000","0","200","100631","0"
"0","20000","60000","0","40000","0","200","100632","0"
"0","20000","60000","0","40000","0","200","100633","0"
"0","5000","30000","0","20000","0","50","100711","0"
"0","5000","30000","0","20000","0","50","100712","0"
"0","5000","30000","0","20000","0","50","100713","0"
"0","12500","45000","0","30000","0","125","100721","0"
"0","12500","45000","0","30000","0","125","100722","0"
"0","12500","45000","0","30000","0","125","100723","0"
"0","20000","60000","0","40000","0","200","100731","0"
"0","20000","60000","0","40000","0","200","100732","0"
"0","20000","60000","0","40000","0","200","100733","0"
"0","5000","30000","0","20000","0","50","100811","0"
"0","5000","30000","0","20000","0","50","100812","0"
"0","5000","30000","0","20000","0","50","100813","0"
"0","12500","45000","0","30000","0","125","100821","0"
"0","12500","45000","0","30000","0","125","100822","0"
"0","12500","45000","0","30000","0","125","100823","0"
"0","20000","60000","0","40000","0","200","100831","0"
"0","20000","60000","0","40000","0","200","100832","0"
"0","20000","60000","0","40000","0","200","100833","0"
"0","5000","30000","0","20000","0","50","100911","0"
"0","5000","30000","0","20000","0","50","100912","0"
"0","5000","30000","0","20000","0","50","100913","0"
"0","12500","45000","0","30000","0","125","100921","0"
"0","12500","45000","0","30000","0","125","100922","0"
"0","12500","45000","0","30000","0","125","100923","0"
"0","20000","60000","0","40000","0","200","100931","0"
"0","20000","60000","0","40000","0","200","100932","0"
"0","20000","60000","0","40000","0","200","100933","0"
