4405c0db0c7c68c4c342b83e9f2e33bd4aae7b0ac17c8d413e4ce76d4e75f18d,3a52c6ba71623a84ef28dc206d321315ffa6d3856ae89887ecf14df7fa29a0db,7b0273f6a2cb8a016b37018d2f4aca5db824f72566244840250ace6e3902dedf,e7521ea4333e26a2efdd42de88c413fb535a2999d39f1348644d5047a3fe10da,1cfcdfef5f94f844f133c6f3c667d4425454741119f4804a9d5589f425d16e13,5bf57aa7f01a6f37b27167f34321bb2b9b56545a2f7aeeb826ea989a948e4fea,d4cdaa362047c6b7fbe8d725357a825c7f2da9d2abb7b5a5e4e8d64759816bcd,f316968343eb3bb92685b2e714c8635647d741d24e3f7b51e67810edada8f315,c0fab649b967b696c5ce5c877b19759cd044ba7be9afb42809479f03c70fdb23,6927b3b73a0bcdfe01125edb1b9c34e9a1f6676e441ab2b8921829cda0c97454,7119325483e50ca4cb9b86165ed01f0c22d336d8780c496af6d6a58360311f75,d61988719c948189e25097750ed0796aaa86a7c5326dce4f3e0aa04707204688
"0","200","0","0","201","4","110111","0","0","0","1","110111"
"0","200","0","0","201","4","110121","0","0","0","1","110121"
"0","200","0","0","201","4","110211","0","0","0","1","110211"
"0","200","0","0","201","4","110221","0","0","0","1","110221"
"0","200","0","0","201","4","110311","0","0","0","1","110311"
"0","200","0","0","201","4","110321","0","0","0","1","110321"
"0","200","0","0","201","4","110411","0","0","0","1","110411"
"0","200","0","0","201","4","110421","0","0","0","1","110421"
"0","200","0","0","411","6","110511","0","0","0","1","110511"
"0","300","0","0","421","6","110521","0","0","0","1","110521"
"0","0","0","0","711","3","110711","0","0","0","0","110711"
"0","0","0","0","712","3","110712","0","0","0","0","110712"
"0","0","0","0","721","4","110721","0","0","0","0","110721"
"0","0","0","0","722","4","110722","0","0","0","0","110722"
"0","0","0","0","731","1","1500","0","0","0","0","110731"
"0","0","0","0","732","1","2000","0","0","0","0","110732"
"0","0","0","0","821","3","110811","0","0","0","0","110811"
"0","0","0","0","823","4","110812","0","0","0","0","110812"
"0","0","0","0","822","3","110813","0","0","0","0","110813"
"0","0","0","0","811","1","1000","0","0","0","0","110821"
"0","300","0","0","411","6","110911","0","0","0","1","110911"
"0","450","0","0","421","6","110921","0","0","0","1","110921"
"0","0","0","0","311","1","3000","0","0","0","0","111011"
"0","0","0","0","312","1","1000","0","0","0","0","111012"
"0","0","0","0","321","1","3000","0","0","0","0","111021"
"0","0","0","0","322","1","1000","0","0","0","0","111022"
"0","0","0","0","331","1","3000","0","0","0","0","111031"
"0","0","0","0","332","1","1000","0","0","0","0","111032"
"0","0","0","0","1011","1","2000","0","0","0","0","111111"
"0","0","0","0","1023","3","111121","0","0","0","0","111121"
"0","0","0","0","1022","3","111122","0","0","0","0","111122"
"0","0","0","0","1021","3","111123","0","0","0","0","111123"
"0","0","0","0","1111","1","2000","0","0","0","0","111211"
"0","111221","0","0","1121","4","111220","0","0","0","4","111221"
"0","111222","0","0","1122","4","111220","0","0","0","4","111222"
"0","111223","0","0","1123","4","111220","0","0","0","4","111223"
"0","400","0","0","411","6","111311","0","0","0","1","111311"
"0","600","0","0","421","6","111321","0","0","0","1","111321"
"0","500","0","0","411","6","111711","0","0","0","1","111711"
"0","750","0","0","421","6","111721","0","0","0","1","111721"
"0","131411","0","0","511","3","131411","0","0","0","7","131411"
"0","0","0","0","513","1","500","0","0","0","0","131412"
"0","0","0","0","911","7","131511","0","0","0","0","131511"
"0","0","0","0","912","1","500","0","0","0","0","131512"
"0","131611","0","0","611","1","2000","0","0","0","7","131611"
"0","0","0","0","612","1","500","0","0","0","0","131612"
"0","231411","0","0","512","3","231411","0","0","0","7","231411"
"0","0","0","0","513","1","500","0","0","0","0","231412"
"0","0","0","0","921","7","231511","0","0","0","0","231511"
"0","0","0","0","922","1","500","0","0","0","0","231512"
"0","0","0","0","0","4","231521","0","0","0","0","231521"
"0","231611","0","0","621","1","4000","0","0","0","7","231611"
"0","0","0","0","622","1","500","0","0","0","0","231612"
"0","0","0","0","0","8","0","0","0","0","0","231621"
"0","0","0","0","514","3","331411","0","0","0","0","331411"
"0","0","0","0","513","1","500","0","0","0","0","331412"
"0","0","0","0","931","4","331511","0","0","0","0","331511"
"0","0","0","0","932","1","500","0","0","0","0","331512"
"0","0","0","0","0","4","331521","0","0","0","0","331521"
"0","0","0","0","631","1","8000","0","0","0","0","331611"
"0","0","0","0","632","1","500","0","0","0","0","331612"
"0","0","0","0","0","8","0","0","0","0","0","331621"
