4a6d93c0808b994bb89abf9699ebaa018d2c701c53fd7fc83012187ec10ae52e,2fa698e0740168d00f51fd4690b6acdd3caa7f71c32e38fce2e108505f0a0a62,45166e85f21bf083b9e03de2579aa541186264d88dcc90ee31f068b67cc5e73d,11650ca77e1a7d6632c3882b2f4452ba2fdce4a97849d3e5e4dd3453976d9465,7e0658b85b2d2307525f2dd30eec257493c4e77a67ef2f784dd841432b46f1d7,14267b96843fbe9b376e1acf6e3ebf550fdf5b58d586d1f84d2dd84185b38d89,af539646a2ffd969310bb7b14dda61e54d08da620779bf41c1c0a1dbc8cf2007,633a46a7e91680bc1bc9cd45b0401d1cc1fde5fcccf7455ee93f34483b47bb55,4e7eeb8c9177aa7f6e25d15066d6d80cf11dba92f25c56f7036cd1593f56a96c,7f800574f08952e6b847f880f705262ae620dc2095a4808aac404b616f70939d,cf3e6f9fb4c0ba3814a8f0710aca91cdadcdf94ce9442ecd0a0cb775e7984c9f,cf108a971a83e0346aa4c1c02bce7270f3577f4c6bed751e56ddc837b9dc7f0f,c9d09011081687ea60e9aa25862209625c82cda8971f3e45e43470cc2f3c4548,a1a4f72168e21aa8bccab548441f3a201989dbef0a3673e74d27207a420af36f,ae153d6d7f49fef2799621b7ca1ccb19d5c5029ab542065b2cce005e0e45e5eb,53ad39ed83ad7570dea81672d39e22e5bec11f9a712ef5affa5ad240a1112fea,c9e062665e05acc7db4621ccbf1d036c28abf8fe9b7c377b313761e335c59722,a5922b47126773f27693a931a362019853e062df1992d436477283ddc6e2022f,2e94f3721495841342029cb090936267ecfe002da5f76e072f9eacd707d625bb,2e8792d64ebc687d2001ff9ba7f8de7f1cd22ab143a5a1f6a4b9ddcdfbeef3ae,226a9acc55574e2b0512604508278eef52b06aeb2aaa47c3127b270477b68081,04539f021402f758d0acafe58077a2483399e3bdc6e55dcd8866b2d0b4a08846,86daad8e9f9abe205faa6cba668b3e12c7dd3389307e9bc978debb85fff36d80,4b93e54eeeab3510b45fae1cdba05c4a575b79f066593cf0af2db4ffcf572af9,13676a8947ace45ec602f9d80c3093ccf8d9e52bb75f5df15671509965ed9e52,ae368e77a1db9487eec6713b2b850b52d3bf768ea192c52c63eb7262109fd7df,7b801c34d0e0ba9e06694dd89c2cc006932014723bafade1ad19ac12e2b9d16e,c3498ca5fef2ed386cf6f47577b4fd4f5839ba1d44e3291a5d9e5766bfed2439,61786cad2c8180deb781df864048cd662f3716c44e73a000eeadd2dcb3b37749,1eb02276c7d9f3472032f930ad1746c933366cc4c0b77ddc8fa6ff40c41f6edc,e1c4ab250d3fa64ae62e27e9cc22abb567ed5f7a1255fdc1ac82a757a4a70705,801ba19ba892570c41400639bcaaeb491f984d576bc0cf34792f34f2cef0675c,418a79bd1f23ddf8e90d20790b962e063040763729b1948ec9e3136257f14270,9a2d467da11b65281a0455414339e91544b063adda135064687fe9329785251a,1df8d590259e8b6eebd9edc18055b59176cedfd0e3e9408ddbdedecb5d14b592
"90008","3","0","90","-379","150003","40002","0.8","1","-1","10","1","140001","741001101","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001101","0","-100","91002","377","-190","200000","200","103121","1","74001101"
"90008","3","0","90","-379","150004","40003","0.8","0.8","-1","10","2","140001","741001102","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001102","0","-100","91002","377","-190","200000","200","103121","1","74001102"
"90008","3","0","90","-379","150005","40004","0.8","0.8","-1","10","3","140001","741001103","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001103","0","-100","91002","377","-190","300000","500","103121","0.8","74001103"
"90008","3","0","90","-379","150006","40006","0.8","0.8","-1","10","4","140001","741001104","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001104","0","-100","91002","377","-190","300000","750","103121","0.8","74001104"
"90008","3","0","90","-379","150007","40007","0.8","0.8","-1","10","5","140001","741001105","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001105","0","-100","91002","377","-190","500000","1000","103121","0.8","74001105"
"90008","3","0","90","-379","150003","40002","0.8","0.8","-1","10","1","140001","741001101","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001201","0","-100","91002","377","-190","200000","200","103122","0.8","74001201"
"90008","3","0","90","-379","150004","40003","0.8","0.8","-1","10","2","140001","741001102","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001202","0","-100","91002","377","-190","200000","200","103122","0.8","74001202"
"90008","3","0","90","-379","150005","40004","0.8","0.8","-1","10","3","140001","741001103","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001203","0","-100","91002","377","-190","300000","500","103122","0.8","74001203"
"90008","3","0","90","-379","150006","40006","0.8","0.8","-1","10","4","140001","741001104","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001204","0","-100","91002","377","-190","300000","750","103122","0.8","74001204"
"90008","3","0","90","-379","150007","40007","0.8","0.8","-1","10","5","140001","741001105","0.8","94002","0","0.8","5","188","0","1","bgm_MC008","0","74001205","0","-100","91002","377","-190","500000","1000","103122","0.8","74001205"
"90008","3","0","90","-310","150003","40002","0","1","250","10","1","140001","741001101","0.9","94002","0","0","5","0","0","1","bgm_MC008","0","74001301","0","-100","91002","0","-30","200000","200","103123","1","74001301"
"90008","3","0","90","-310","150004","40003","0","1","250","10","2","140001","741001102","0.8","94002","0","0","5","0","0","1","bgm_MC008","0","74001302","0","-100","91002","0","-30","200000","200","103123","1","74001302"
"90008","3","0","90","-310","150005","40004","0","0.8","250","10","3","140001","741001103","0.8","94002","0","0","5","0","0","1","bgm_MC008","0","74001303","0","-100","91002","0","-30","300000","500","103123","1","74001303"
"90008","3","0","90","-310","150006","40006","0","0.8","250","10","4","140001","741001104","0.8","94002","0","0","5","0","0","1","bgm_MC008","0","74001304","0","-100","91002","0","-30","300000","750","103123","1","74001304"
