965ad3ff03ea4cbfec6187c70797c26b7c263f8cde2c269c543ea3caac5c33f4,481d74271ad3255344b96cb95c9a0176a48228074a9bf0338ea0c1bdff29a98b,66af3dd16e9143f92e43f8d111a2f8e403921ebbc573c8668db4dfd890ce35e8,fd23f0ab828d8bf74f3b00f592c384a085bafbc5ce4f11e4516833545daa4c70,3f9eb42e83ee8787114d200aaa592efb45148802aa894defcda0c58560e8a8ce,85c4ee7fae5b221c1c740a3cdb54973a827fd011c4cd908c7efb513dae3e5f3a,50881a31b3aca39017403d1463b5bd287f4ac843022b6631054d5cd4570c3913,6bfe925f87c1a15345dd4ed1460c1f0d3a8a74889536e9f84ebb8e2ba49505a0,945bdaefa4b0d4549322531e692c62d52cf958031ec980b9e6d460dbc569cc6f,dcb76bc35578bfc0b6e62038d9d0398d6bea376b46e4b205163a0188eff3dd37
"0","2","500000","101","25021","220","0","0","111","0"
"0","2","500000","102","25021","220","0","0","121","0"
"0","2","500000","103","25021","220","0","0","131","0"
"0","2","500000","104","25021","220","0","0","141","0"
"0","2","500000","105","25021","220","0","0","151","0"
"0","2","500000","201","25021","220","0","0","211","0"
"0","2","500000","202","25021","220","0","0","221","0"
"0","2","500000","203","25021","220","0","0","231","0"
"0","2","500000","204","25021","220","0","0","241","0"
"0","2","500000","205","25021","220","0","0","251","0"
"0","2","500000","301","25021","220","0","0","311","0"
"0","2","500000","302","25021","220","0","0","321","0"
"0","2","500000","303","25021","220","0","0","331","0"
"0","2","500000","304","25021","220","0","0","341","0"
"0","2","500000","305","25021","220","0","0","351","0"
"0","2","500000","401","25021","220","0","0","411","0"
"0","2","500000","402","25021","220","0","0","421","0"
"0","2","500000","403","25021","220","0","0","431","0"
"0","2","500000","404","25021","220","0","0","441","0"
"0","2","500000","405","25021","220","0","0","451","0"
"0","2","500000","501","25021","220","0","0","511","0"
"0","2","500000","502","25021","220","0","0","521","0"
"0","2","500000","503","25021","220","0","0","531","0"
"0","2","500000","504","25021","220","0","0","541","0"
"0","2","500000","505","25021","220","0","0","551","0"
"0","2","500000","601","25021","220","0","0","611","0"
"0","2","500000","602","25021","220","0","0","621","0"
"0","2","500000","603","25021","220","0","0","631","0"
"0","2","500000","604","25021","220","0","0","641","0"
"0","2","500000","605","25021","220","0","0","651","0"
"0","2","500000","701","25021","220","0","0","711","0"
"0","2","500000","702","25021","220","0","0","721","0"
"0","2","500000","703","25021","220","0","0","731","0"
"0","2","500000","704","25021","220","0","0","741","0"
"0","2","500000","705","25021","220","0","0","751","0"
"0","2","500000","801","25021","1100","0","0","811","0"
"0","2","500000","901","25021","220","0","0","911","0"
"0","2","500000","902","25021","220","0","0","921","0"
"0","2","500000","903","25021","220","0","0","931","0"
"0","2","500000","904","25021","220","0","0","941","0"
"0","2","500000","905","25021","220","0","0","951","0"
"0","2","500000","1001","25021","1100","0","0","1011","0"
"0","2","500000","1101","25021","220","0","0","1111","0"
"0","2","500000","1102","25021","220","0","0","1121","0"
"0","2","500000","1103","25021","220","0","0","1131","0"
"0","2","500000","1104","25021","220","0","0","1141","0"
"0","2","500000","1105","25021","220","0","0","1151","0"
"0","2","500000","1201","25021","220","0","0","1211","0"
"0","2","500000","1202","25021","220","0","0","1221","0"
"0","2","500000","1203","25021","220","0","0","1231","0"
"0","2","500000","1204","25021","220","0","0","1241","0"
