9cce31f73b526a5524f08edde37e6fb529bba1c9af5ec257d8cf215f3a5b440e,6e0365ca4df65278c088db6502a866d6b13a8f4fb6423c7332c44bbc33e73657,9fa66769c09592f32502bc64065b45bb7ccea74f95584b7e389dde07c116d198,bdf1da04ff8e3c0e263fe50696fc6adeb6517c5dbbe4f2cc023b395e76d074f6,c98dc117b478d151039dbe135aa65d88ce7a574c73f29c614ca5a3e26f41d62c,eef0f491e1c47b05b5f6484720b31c54cba07baf53ba8701e622c8ed0afee5eb,3a352133dd3880f7659f5fcaa22f1d2f6521ef6f92b9f8a623703256d7ff4234,92fe480ebedf6b9a6c79839477aeb974d8442653d484de53f88ebfe7ae9fec14,efa82111c45a5a9ac0229639c2beb67c42134173d4e6c02d48b342d9318965a6,19612198ab1abc54d139930d98c2ad3d0b50b3787e3388856377efd619b011e1,05a3e5795fda2ea3337343570b67462391282bfc9094c4f2a6452b5e4cd0ebeb,39d13dd08ee98a27916cc44f75c01a37cd0343e5ba4e84bff6f5fa670a12fb1a,4f097ded13d3b2994a64727b41c98db7f9278f00a5408ce8f400b5748ee91dae
"0","1","いのしし","0","0","3110001","0","0","いぬ","0","1","ぶた","おおかみ"
"0","1","二","0","0","3110002","0","0","四","0","1","三","一"
"0","1","九","0","0","3110003","0","0","七","1","1","八","十"
"0","1","要","0","0","3110004","0","0","也","0","1","亭","花"
"0","1","ぱかぱか","0","0","3110006","0","0","もぐもぐ","0","1","がつがつ","めそめそ"
"0","1","ものがへこむ","0","0","3110007","0","0","批判をする","0","1","針で縫う","犬の鳴き声"
"0","0","十","0","0","3110009","0","0","口","1","1","木","田"
"0","1","だが","0","0","3110010","0","0","よって","0","1","それで","しかし"
"0","1","身長な行動","0","0","3110011","0","0","身長が伸びる","0","1","身長をはかる","服を身長する"
"0","1","鼻血（はなじ）","0","0","3110012","0","0","自信（じしん）","0","1","地面（じめん）","身近（みじか）"
"0","1","ば","0","0","3110013","0","0","さ","0","1","た","ま"
"0","1","金","0","0","3110015","0","0","火","0","1","月","土"
"0","1","ストライク","0","0","3111001","0","0","クイーン","0","1","ブレイド","プリンセス"
"0","1","オール","0","0","3111002","0","0","エクスプロージョン","0","1","アタック","ヒール"
"0","1","G","1","0","3120001","0","0","J","0","0","H","F"
"0","1","めおと","0","0","3120002","0","0","ふじん","0","1","ふさい","ふうふ"
"0","1","礼","0","0","3120006","0","0","酒","1","1","講","無"
"0","1","王","0","0","3120007","0","0","四","1","1","山","天"
"0","1","空","0","0","3120008","0","0","想","1","1","事","絵"
"0","1","トマト","0","0","3120010","0","0","カボチャ","0","1","アスパラガス","ナス"
"0","1","盆","1","0","3120011","0","0","夏","1","0","春","新年"
"0","1","西","0","0","3120012","0","0","南","0","1","東","瓜"
"0","1","豚に真珠","0","0","3120013","0","0","鬼に金棒","1","1","馬の耳に念仏","猫に小判"
"0","1","半","0","0","3120014","0","0","全","1","0","傍","自"
"0","0","る","1","0","3120015","0","0","ろす","1","1","がる","しい"
"0","1","いらっしゃる","0","0","3120016","0","0","なさる","1","0","申し上げる","存じ上げる"
"0","1","クソ猫","0","0","3121001","0","0","クソ眼鏡","0","1","クソエルフ","ロリババア"
"0","1","クリエイション","0","0","3121002","0","0","アヴァロン","0","1","ミラー","オブジェクト"
"0","1","梅","0","0","3130001","0","0","倍","0","1","暗","塩"
"0","1","夏","1","0","3130002","0","0","冬","1","0","秋","春"
"0","1","四面楚歌","0","0","3130004","0","0","良妻嫌母","0","1","五里夢中","前代未聞"
"0","1","公明正大","0","0","3130005","0","0","一期一得","0","1","自我自賛","無我夢中"
"0","1","山止水明","0","0","3130006","0","0","単刀直入","1","1","危機一発","怪刀乱麻"
"0","1","三位一体","0","0","3130007","0","0","興味深々","1","1","意気消沈","以心伝心"
"0","1","念","0","0","3130010","0","0","温","1","1","仁","朴"
"0","1","壇","0","0","3130011","0","0","独","1","1","場","土"
"0","1","楽","0","0","3130013","0","0","雑","1","1","多","我"
"0","1","まめ","0","0","3130014","0","0","ただみ","0","1","りちぎ","ちゅうじつ"
"0","1","もずく","0","0","3130016","0","0","たまねぎ","0","1","たけのこ","わかめ"
"0","1","血盟","0","0","3131001","0","0","冥空","0","1","戦記","煉獄"
"0","1","トランス","0","0","3131002","0","0","妄想","0","1","トリップ","エクスタシー"
"0","1","ナス","0","0","3210001","0","0","ダイコン","1","1","キュウリ","トマト"
"0","1","腎臓","0","0","3210002","0","0","心臓","0","1","肝臓","肺"
"0","1","排出器","0","0","3210003","0","0","消火器","1","1","循環器","呼吸器"
"0","1","タコ","0","0","3210005","0","0","イソギンチャク","0","1","ナマコ","イカ"
"0","1","コアラ","0","0","3210006","0","0","ナマケモノ","0","1","イノシシ","カンガルー"
"0","1","でんでんむし","0","0","3210008","0","0","がんがんむし","0","1","モイモイ","マイマイ"
"0","1","モンシロチョウ","0","0","3210009","0","0","モンアカチョウ","0","1","モンアオチョウ","モンキチョウ"
"0","1","中指","0","0","3210010","0","0","親指","0","1","人差し指","小指"
"0","1","B型","0","0","3210011","0","0","D型","0","1","C型","A型"
"0","1","ハマグリ","0","0","3210013","0","0","エビ","0","1","ヤドカリ","アサリ"
"0","1","ウマ","0","0","3210014","0","0","オオカミ","0","1","ライオン","ウサギ"
"0","1","シカ","0","0","3210015","0","0","コアラ","0","1","クマ","サイ"
"0","1","ハツネ","0","0","3211001","0","0","サレン","0","1","ミソギ","スズナ"
"0","1","カヤ","0","0","3211002","0","0","ミフユ","1","1","イノリ","ホマレ"
"0","1","クモ","0","0","3220001","0","0","アメンボ","0","1","アリ","ムカデ"
"0","1","ミミズ","0","0","3220002","0","0","ヒト","0","1","カエル","バッタ"
"0","1","メバル","0","0","3220003","0","0","チョウチンアンコウ","0","1","トビウオ","カワハギ"
"0","1","ベタ","0","0","3220006","0","0","メダカ","0","1","キンギョ","グッピー"
"0","1","ヒヤシンス","0","0","3220007","0","0","タンポポ","0","1","ヒマワリ","チューリップ"
"0","1","マッコウ","0","0","3220009","0","0","ジンベエ","1","1","シロナガス","セミ"
"0","1","タンチョウ","0","0","3220011","0","0","オコジョ","0","1","ツキノワグマ","トキ"
"0","1","メロン","0","0","3220012","0","0","リンゴ","1","1","イチゴ","スイカ"
"0","1","光","0","0","3220013","0","0","酸素","1","1","二酸化炭素","水"
"0","1","ミジンコ","0","0","3220014","0","0","クツワムシ","1","1","ボルボックス","アオミドロ"
"0","1","パグ","0","0","3220015","0","0","ソマリ","1","1","シーズー","チワワ"
"0","1","イモムシ","0","0","3220016","0","0","ミドリムシ","0","1","フナムシ","アオムシ"
"0","1","ミミ","0","0","3221001","0","0","キョウカ","0","1","ユカリ","モニカ"
"0","1","シオリ","0","0","3221002","0","0","ハツネ","1","1","モニカ","トモ"
"0","1","羊","0","0","3230001","0","0","獅子","0","1","ねずみ","牛"
"0","0","ヤマネコ","1","0","3230004","0","0","トラ","1","1","ライオン","ウミネコ"
"0","1","エナメル質","0","0","3230005","0","0","神経質","1","1","セメント質","象牙質"
"0","1","ウグイス","0","0","3230006","0","0","エトピリカ","1","1","オオルリ","コマドリ"
"0","1","カクタス咲き","0","0","3230007","0","0","ロゼッタ咲き","1","1","一重咲き","アネモネ咲き"
"0","1","サンショウウオ","0","0","3230008","0","0","ニホンザル","0","1","イルカ","ワニ"
"0","1","コウモリ","0","0","3230010","0","0","ミミズク","0","1","コンドル","モモンガ"
