58fff43bedb976022bf494c78a2d4ea8d7b21636660258c60da8892ada8a2091,e9ec356653995a829ae74ec4b1d3a4fcd2b5bb54d421c2cf21e93030194e0f36,77362e3af4c6597fd409f54c8941e3f7f0dc86e662e11f77d071e0cedc7298c3,2dcf9e5471ef0e69ece661b2586742cf3a6250ce14d3170aa583af8a39c90801,1f400e599cd7b0f18c1d320a2d56e308cd035c7d1ccc6624890f0addd71ec376,ebb3c2756dcf8b6e9568c5929bbfdee4611e85100b73e1041fa616e97b601735,2f3f049604e0655898a29ba1ee7f13d84b2936cfedf4fe3f69fa3cb77b3f76b2,41c2f7126d6bb301f02fc9af493f64e8eb1498ea482edda44e203e612d352b07,8070f1ff473971d549d3606a9349d877d07109b85e3da65b0238e89b73407231,308bc132cd96dd96117de16354f8d31335384bc4dca40fed71c1e7717f7620dd,99e828c44ca4a2768afcef98dde41eb3a1b8f15dc1e28bd5c2b61594e7ce7205,76b05cf7cb812b929426a9e38d808d720415aac3aa3c176df0eca8b163f1b5c1,af849e338fbc94d2e5ce6b969d3cd255226d3003c8e649e74c0a19497e003146,ba4cecaf968301dc056596dae3efc2cd794261a56079e487e24de4d315d05474
"1","2018/03/06 05:00:00","0","1","0","103","-1","30","2000","2018/03/13 04:59:59","0","0","34","1"
"1","2018/03/06 05:00:00","0","1","0","103","-1","40","2000","2018/03/13 04:59:59","0","0","44","2"
"1","2018/03/13 05:00:00","0","1","0","104","-1","40","2000","2018/03/20 04:59:59","0","0","45","3"
"1","2018/03/20 05:00:00","0","1","0","101","-1","30","2000","2018/03/26 04:59:59","0","0","31","4"
"1","2018/03/20 05:00:00","0","1","0","101","-1","40","2000","2018/03/26 04:59:59","0","0","41","5"
"1","2018/03/26 05:00:00","0","1","0","102","-1","30","2000","2018/03/31 04:59:59","0","0","32","6"
"1","2018/03/26 05:00:00","0","1","0","102","-1","40","2000","2018/03/31 04:59:59","0","0","42","7"
"1","2018/03/31 05:00:00","0","1","0","103","-1","30","2000","2018/04/10 04:59:59","0","0","34","8"
"1","2018/03/31 05:00:00","0","1","0","103","-1","40","2000","2018/04/10 04:59:59","0","0","44","9"
"1","2018/04/10 05:00:00","0","1","0","104","-1","40","2000","2018/04/20 04:59:59","0","0","45","10"
"1","2018/04/20 05:00:00","0","1","0","101","-1","30","2000","2018/04/25 04:59:59","0","0","31","11"
"1","2018/04/20 05:00:00","0","1","0","101","-1","40","2000","2018/04/25 04:59:59","0","0","41","12"
