80d779b5ab58189a2a7e80db595985a1250f3ae41f7c915b44ef50e3356db884,3357e330ca1a4bd78ebbdeb0152c9f189ba138e823875d8f0689c56d7c2be121,6617e3192a80d7963487a16d63c53dd3fe676d5e8ee935c6142f934aac4b5944,7d39f05da8fee3d1ea21c4d6139091ab747f0f56c635ff5cccfedefc60dc8db4,1339732714491285b57cae1c871112d8845e27d735fda0a9814364ad372c2519,a9ea75e270a23a12dc2f268f85e2d7d94b36be83c1102e20aa095e6e93cb5aaa,59ffd319a9df77c9714991c5c3b617d158fe564c06c6aef4d5c6a29503bff56b,fdc46b25031438c97d8ca9c35b332e5b2cd1a3bffb49aec13ee7df603b885813,827e8832701997921480e0d8132e42f772ba96bc132cea3ae2fa01c8b357cdc8,457452d0822f8a2f7c5e0b4d16b6688192a355e6e0fa7b130a8eb7bb53c5a384,937af5f0861a7ec3a30db8862687bb34e7292966c95661eda94f0f6ec84fcac6,9edcc75a921b1b9971dad0c403a20613bca4c00a8e6732f0bce57086cadfb8e6,4ae7ec1944b5f7d8901b999a8bd2da9677bc06ac0f3da50e1d64520d533c88dc,4d23f0b1bb67b3275e9eeb841a9623bba1c2455c1e3eda5419a16a5441c62dd9
"28001","2020/08/04 12:00:00","0","2","0","31058","0","0","0","2030/08/01 14:59:59","100","105801","0","1"
"28001","2020/08/04 12:00:00","0","2","0","31075","0","0","0","2030/08/01 14:59:59","100","107501","0","2"
"28001","2020/08/04 12:00:00","0","2","0","31804","0","0","0","2030/08/01 14:59:59","100","180401","0","3"
"28002","2020/08/04 12:00:00","0","2","0","31059","0","0","0","2030/08/01 14:59:59","100","105901","0","1"
"28002","2020/08/04 12:00:00","0","2","0","31076","0","0","0","2030/08/01 14:59:59","100","107601","0","2"
"28002","2020/08/04 12:00:00","0","2","0","31119","0","0","0","2030/08/01 14:59:59","100","111901","0","3"
"28002","2020/08/04 12:00:00","0","2","0","31805","0","0","0","2030/08/01 14:59:59","100","180501","0","4"
"28003","2020/08/04 12:00:00","0","2","0","31060","0","0","0","2030/08/01 14:59:59","100","106001","0","1"
"28003","2020/08/04 12:00:00","0","2","0","31078","0","0","0","2030/08/01 14:59:59","100","107801","0","2"
"28003","2020/08/04 12:00:00","0","2","0","31120","0","0","0","2030/08/01 14:59:59","100","112001","0","3"
"28004","2020/09/03 19:00:00","0","2","0","31012","0","0","0","2030/08/01 14:59:59","100","101201","0","1"
"28004","2020/09/03 19:00:00","0","2","0","31134","0","0","0","2030/08/01 14:59:59","100","113401","0","2"
"28005","2020/09/03 19:00:00","0","2","0","31038","0","0","0","2030/08/01 14:59:59","100","103801","0","1"
"28005","2020/09/03 19:00:00","0","2","0","31123","0","0","0","2030/08/01 14:59:59","100","112301","0","2"
"28006","2020/09/03 19:00:00","0","2","0","31071","0","0","0","2030/08/01 14:59:59","100","107101","0","1"
"28006","2020/09/03 19:00:00","0","2","0","31115","0","0","0","2030/08/01 14:59:59","100","111501","0","2"
"28007","2020/10/01 17:00:00","0","2","0","31020","0","0","0","2030/08/01 14:59:59","100","102001","0","1"
"28007","2020/10/01 17:00:00","0","2","0","31113","0","0","0","2030/08/01 14:59:59","100","111301","0","2"
"28008","2020/10/01 17:00:00","0","2","0","31004","0","0","0","2030/08/01 14:59:59","100","100401","0","1"
"28008","2020/10/01 17:00:00","0","2","0","31112","0","0","0","2030/08/01 14:59:59","100","111201","0","2"
"28009","2020/10/01 17:00:00","0","2","0","31036","0","0","0","2030/08/01 14:59:59","100","103601","0","1"
"28009","2020/10/01 17:00:00","0","2","0","31111","0","0","0","2030/08/01 14:59:59","100","111101","0","2"
"28010","2020/11/05 12:00:00","0","2","0","31049","0","0","0","2030/08/01 14:59:59","100","104901","0","1"
"28010","2020/11/05 12:00:00","0","2","0","31091","0","0","0","2030/08/01 14:59:59","100","109101","0","2"
"28011","2020/11/05 12:00:00","0","2","0","31011","0","0","0","2030/08/01 14:59:59","100","101101","0","1"
"28011","2020/11/05 12:00:00","0","2","0","31129","0","0","0","2030/08/01 14:59:59","100","112901","0","2"
"28012","2020/11/05 12:00:00","0","2","0","31070","0","0","0","2030/08/01 14:59:59","100","107001","0","1"
"28013","2022/03/21","0","2","0","31110","0","0","0","2030/08/01 14:59:59","100","111001","0","1"
"28013","2022/03/21","0","2","0","31164","0","0","0","2030/08/01 14:59:59","100","116401","0","2"
"28014","2022/03/21","0","2","0","31109","0","0","0","2030/08/01 14:59:59","100","110901","0","1"
"28014","2022/03/21","0","2","0","31163","0","0","0","2030/08/01 14:59:59","100","116301","0","2"
"28015","2022/03/21","0","2","0","31108","0","0","0","2030/08/01 14:59:59","100","110801","0","1"
"28015","2022/03/21","0","2","0","31162","0","0","0","2030/08/01 14:59:59","100","116201","0","2"
"28016","2022/04/18","0","2","0","31042","0","0","0","2030/08/01 14:59:59","100","104201","0","1"
"28016","2022/04/18","0","2","0","31084","0","0","0","2030/08/01 14:59:59","100","108401","0","2"
"28016","2022/04/18","0","2","0","31173","0","0","0","2030/08/01 14:59:59","100","117301","0","3"
"28017","2022/04/18","0","2","0","31014","0","0","0","2030/08/01 14:59:59","100","101401","0","1"
"28017","2022/04/18","0","2","0","31122","0","0","0","2030/08/01 14:59:59","100","112201","0","2"
"28017","2022/04/18","0","2","0","31157","0","0","0","2030/08/01 14:59:59","100","115701","0","3"
"28018","2022/04/18","0","2","0","31053","0","0","0","2030/08/01 14:59:59","100","105301","0","1"
"28018","2022/04/18","0","2","0","31142","0","0","0","2030/08/01 14:59:59","100","114201","0","2"
"28019","2022/05/16","0","2","0","31068","0","0","0","2030/08/01 14:59:59","100","106801","0","1"
"28019","2022/05/16","0","2","0","31212","0","0","0","2030/08/01 14:59:59","100","121201","0","2"
"28020","2022/05/16","0","2","0","31047","0","0","0","2030/08/01 14:59:59","100","104701","0","1"
"28020","2022/05/16","0","2","0","31136","0","0","0","2030/08/01 14:59:59","100","113601","0","2"
"28021","2022/05/16","0","2","0","31027","0","0","0","2030/08/01 14:59:59","100","102701","0","1"
"28021","2022/05/16","0","2","0","31090","0","0","0","2030/08/01 14:59:59","100","109001","0","2"
"28021","2022/05/16","0","2","0","31170","0","0","0","2030/08/01 14:59:59","100","117001","0","3"
"28022","2023/01/15 15:00:00","0","2","0","31071","0","0","0","2030/08/01 14:59:59","100","107101","0","1"
"28022","2023/01/15 15:00:00","0","2","0","31061","0","0","0","2030/08/01 14:59:59","100","106101","0","2"
"28022","2023/01/15 15:00:00","0","2","0","31070","0","0","0","2030/08/01 14:59:59","100","107001","0","3"
"28022","2023/01/15 15:00:00","0","2","0","31804","0","0","0","2030/08/01 14:59:59","100","180401","0","4"
"28022","2023/01/15 15:00:00","0","2","0","31805","0","0","0","2030/08/01 14:59:59","100","180501","0","5"
"28022","2023/01/15 15:00:00","0","2","0","31802","0","0","0","2030/08/01 14:59:59","100","180201","0","6"
"28022","2023/01/15 15:00:00","0","2","0","31068","0","0","0","2030/08/01 14:59:59","100","106801","0","7"
"28022","2023/01/15 15:00:00","0","2","0","31801","0","0","0","2030/08/01 14:59:59","100","180101","0","8"
"28022","2023/01/15 15:00:00","0","2","0","31806","0","0","0","2030/08/01 14:59:59","100","180601","0","9"
"28022","2023/01/15 15:00:00","0","2","0","31803","0","0","0","2030/08/01 14:59:59","100","180301","0","10"
"28022","2023/01/15 15:00:00","0","2","0","31807","0","0","0","2030/08/01 14:59:59","100","180701","0","11"
"28022","2023/01/15 15:00:00","0","2","0","31067","0","0","0","2030/08/01 14:59:59","100","106701","0","12"
"28022","2023/01/15 15:00:00","0","2","0","31808","0","0","0","2030/08/01 14:59:59","100","180801","0","13"
"28022","2023/01/15 15:00:00","0","2","0","31181","0","0","0","2030/08/01 14:59:59","100","118101","0","14"
"28022","2023/01/15 15:00:00","0","2","0","31809","0","0","0","2030/08/01 14:59:59","100","180901","0","15"
"28022","2023/01/15 15:00:00","0","2","0","31230","0","0","0","2030/08/01 14:59:59","100","123001","0","16"
"28023","2023/01/15 15:00:00","0","2","0","31075","0","0","0","2030/08/01 14:59:59","100","107501","0","1"
"28023","2023/01/15 15:00:00","0","2","0","31077","0","0","0","2030/08/01 14:59:59","100","107701","0","2"
"28023","2023/01/15 15:00:00","0","2","0","31078","0","0","0","2030/08/01 14:59:59","100","107801","0","3"
"28023","2023/01/15 15:00:00","0","2","0","31079","0","0","0","2030/08/01 14:59:59","100","107901","0","4"
"28023","2023/01/15 15:00:00","0","2","0","31081","0","0","0","2030/08/01 14:59:59","100","108101","0","5"
"28023","2023/01/15 15:00:00","0","2","0","31083","0","0","0","2030/08/01 14:59:59","100","108301","0","6"
"28023","2023/01/15 15:00:00","0","2","0","31084","0","0","0","2030/08/01 14:59:59","100","108401","0","7"
"28023","2023/01/15 15:00:00","0","2","0","31086","0","0","0","2030/08/01 14:59:59","100","108601","0","8"
"28023","2023/01/15 15:00:00","0","2","0","31087","0","0","0","2030/08/01 14:59:59","100","108701","0","9"
"28023","2023/01/15 15:00:00","0","2","0","31088","0","0","0","2030/08/01 14:59:59","100","108801","0","10"
"28023","2023/01/15 15:00:00","0","2","0","31091","0","0","0","2030/08/01 14:59:59","100","109101","0","11"
"28023","2023/01/15 15:00:00","0","2","0","31100","0","0","0","2030/08/01 14:59:59","100","110001","0","12"
"28023","2023/01/15 15:00:00","0","2","0","31103","0","0","0","2030/08/01 14:59:59","100","110301","0","13"
"28023","2023/01/15 15:00:00","0","2","0","31104","0","0","0","2030/08/01 14:59:59","100","110401","0","14"
"28023","2023/01/15 15:00:00","0","2","0","31106","0","0","0","2030/08/01 14:59:59","100","110601","0","15"
"28023","2023/01/15 15:00:00","0","2","0","31111","0","0","0","2030/08/01 14:59:59","100","111101","0","16"
"28023","2023/01/15 15:00:00","0","2","0","31115","0","0","0","2030/08/01 14:59:59","100","111501","0","17"
