821c5df40e17ae03898685cefb2acc91afd05b68b62818fdbf70d47fbfe22303,82eabf76ef1755d3d1a88682aa52399ea12459600a6fc55c300a617b8797f432,45398fcc3e92d79aca5e4050eebab90d31ae2fba553bcd5a8b300ebb7f037b1b,79dabc1e3639bfb7d464551e19ff555b450baef09118c0305e0d6f5cc00a2593,edb73ad80c15fd1cb7924c930972312c3618d3501cf9f0b67cb647c0f4c87b0d,a4026e7d7e539231098abc063f5012b168c4fa809a78e6d1a74b9bc0abdea75c,5e51ddc41e42bc1d1db1acb2b87ec968a473a27afcb80aa31a0f6782026da478,f1e7ee0fae82f4faad5151603cf89218f3034fd0657826497788979dcfb5d042,d3c8d71c00607bd270581c845f6f536265c530c2e9ff6e8b17abcf6817cbad18,7510217041a947a778e8b078b26ec541fbea74812c1561755ad2a8bd22ee3cb9,ceee4e3d84144acf790fa0c848ede687a5e62626acbd25c042b4d88df42e4c4f,2431b69246f69a68bf2fdcd83ed123ceecb97b0d76fa30a3b7f82278c67af04f,9960a82fd5e4c88086624084b470a94b95358008420de4b7d07575f77fcf6dd8,4dd8cbe5d2be618d4cc60500a930f8d8a09052d53c6f060983a395cf3a427da2,4766cd638213be41d3779b0e0b0603cd4778165fe5e247e53d1ccd288374bb47,d85a4f8529158d11ce7852d88b8104718c861937140d0f69e0b29536065647d3,3f07f50f9c18292fe782be3419701d23ff51c421dd36ec3d4aa486dfbc4c73ef,6949b2bc674de2b352adf8255deb79cb88beb2e6260ed46a78e8bf16c9944238,88f5f5e5fecb4dfd1260f5144a0f017cf45ffb36963c280db6b46d04d8deaa1b,95f19338306844725502d51b72b28c352ac27c9989b161f5514a5849d25abd83,a495b715341a4c8f64a6eefcb62bbf6dcf16d97599225291560fff1a9097b0f1,19d785a62d9467157883b2f45e36fd3ef542f74e579c5af4850f0099457a4058,52c69777f7bc1a9d21bed7bca0b7a51b2247c9ac9a0ee297ef23c5bb8b953a2f,d3f21e1edd0bd6b98068bb84a48f79d01c76d759c178bfb2ff0270a630fa8dd9,ce230959282e948d2e3b675741fff786627474b7e41f9f557d12079552e371b9,b70218baef7a088214e31f595903057e41ccf679e4a640576e80b713252d498f
"-190","0","81001001","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001002","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001003","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001004","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001005","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001006","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","2","bgm_MC131","0","0"
"-190","0","81001007","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001008","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001009","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"0","-20","81001010","0","1","100198","0","1","0","0","0","0","0","0","bgm_MC131","0","0.9","0","100198","0","0","0","3","bgm_MC131","-10","60"
"-190","0","81001011","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001012","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","1","bgm_MC131","0","0"
"-190","0","81001013","-379","1","100198","0.8","1","0","377","0","0","-1","0.8","bgm_MC131","188","0.8","0","100198","0.8","0.8","0","2","bgm_MC131","0","0"
