d12a5a7250be8b63fff05a2a237bdf8b227145310b1d3b589e0b562ffd0469b9,c2a2a9052d3e483296d25b8a99f0afee996517e711b82e7952913c2b42f5935d,4b0386cc8bb8f01152fce7a88452a1cc6a3e26fba4f568f6691385d5410a506d,41963a80e9124b368323d89f0b8772d8002b782fd694a30c43744236c0201978,5fd80e4b811ca9eabc2c7e62982db214c9e4894312f996995c521b42e9109fec,04e42921147bc95e8f29eb20a6d0561d2e050ca34705f9d555bb5e9e9f866e88,27e6a78179c53cb76ddc0763cd0272f3d71f22ae6a2940df2428e25856365109,1bc46f3d8121eafbeb8d269fa520a56279bd31109ccab1c18cccd781d2bbd92e,fd09cc5e2686c284494e7cdc36937dcb1e82e3acc885e663224d5dc4a5ecfaa4,0389f8b8d18267ab3b6230e483071fecc788fb7121192ca628eeb892aadee5ce,614f0fde19117d5930ad23f9ea0f248c27a4f215d331cd5ac550c7fe04b754ca,a14d2e935ea31be1cdeebb5f0b7634f54a951bf1b48174018ce10218c386fc77
"0","200","0","0","4","0","201","0","0","1","110111","110111"
"0","200","0","0","4","0","201","0","0","1","110121","110121"
"0","200","0","0","4","0","201","0","0","1","110211","110211"
"0","200","0","0","4","0","201","0","0","1","110221","110221"
"0","200","0","0","4","0","201","0","0","1","110311","110311"
"0","200","0","0","4","0","201","0","0","1","110321","110321"
"0","200","0","0","4","0","201","0","0","1","110411","110411"
"0","200","0","0","4","0","201","0","0","1","110421","110421"
"0","200","0","0","6","0","411","0","0","1","110511","110511"
"0","300","0","0","6","0","421","0","0","1","110521","110521"
"0","0","0","0","3","0","711","0","0","0","110711","110711"
"0","0","0","0","3","0","712","0","0","0","110712","110712"
"0","0","0","0","4","0","721","0","0","0","110721","110721"
"0","0","0","0","4","0","722","0","0","0","110722","110722"
"0","0","0","0","1","0","731","0","0","0","1500","110731"
"0","0","0","0","1","0","732","0","0","0","2000","110732"
"0","0","0","0","3","0","821","0","0","0","110811","110811"
"0","0","0","0","4","0","823","0","0","0","110812","110812"
"0","0","0","0","3","0","822","0","0","0","110813","110813"
"0","0","0","0","1","0","811","0","0","0","1000","110821"
"0","300","0","0","6","0","411","0","0","1","110911","110911"
"0","450","0","0","6","0","421","0","0","1","110921","110921"
"0","0","0","0","1","0","311","0","0","0","3000","111011"
"0","0","0","0","1","0","312","0","0","0","1000","111012"
"0","0","0","0","1","0","321","0","0","0","3000","111021"
"0","0","0","0","1","0","322","0","0","0","1000","111022"
"0","0","0","0","1","0","331","0","0","0","3000","111031"
"0","0","0","0","1","0","332","0","0","0","1000","111032"
"0","0","0","0","1","0","1011","0","0","0","2000","111111"
"0","0","0","0","3","0","1023","0","0","0","111121","111121"
"0","0","0","0","3","0","1022","0","0","0","111122","111122"
"0","0","0","0","3","0","1021","0","0","0","111123","111123"
"0","0","0","0","1","0","1111","0","0","0","2000","111211"
"0","111221","0","0","4","0","1121","0","0","4","111220","111221"
"0","111222","0","0","4","0","1122","0","0","4","111220","111222"
"0","111223","0","0","4","0","1123","0","0","4","111220","111223"
"0","400","0","0","6","0","411","0","0","1","111311","111311"
"0","600","0","0","6","0","421","0","0","1","111321","111321"
"0","500","0","0","6","0","411","0","0","1","111711","111711"
"0","750","0","0","6","0","421","0","0","1","111721","111721"
"0","131411","0","0","3","0","511","0","0","7","131411","131411"
"0","0","0","0","8","0","513","0","0","0","0","131412"
"0","0","0","0","7","0","911","0","0","0","131511","131511"
"0","0","0","0","8","0","912","0","0","0","0","131512"
"0","131611","0","0","1","0","611","0","0","7","2000","131611"
"0","0","0","0","8","0","612","0","0","0","0","131612"
"0","231411","0","0","3","0","512","0","0","7","231411","231411"
"0","0","0","0","8","0","513","0","0","0","0","231412"
"0","0","0","0","7","0","921","0","0","0","231511","231511"
"0","0","0","0","8","0","922","0","0","0","0","231512"
"0","0","0","0","4","0","0","0","0","0","231521","231521"
"0","231611","0","0","1","0","621","0","0","7","4000","231611"
"0","0","0","0","8","0","622","0","0","0","0","231612"
"0","0","0","0","8","0","0","0","0","0","0","231621"
"0","0","0","0","3","0","514","0","0","0","331411","331411"
"0","0","0","0","8","0","513","0","0","0","0","331412"
"0","0","0","0","4","0","931","0","0","0","331511","331511"
"0","0","0","0","8","0","932","0","0","0","0","331512"
"0","0","0","0","4","0","0","0","0","0","331521","331521"
"0","0","0","0","1","0","631","0","0","0","8000","331611"
"0","0","0","0","8","0","632","0","0","0","0","331612"
"0","0","0","0","8","0","0","0","0","0","0","331621"
