13432d4e7cefc7f9d55a3b59511fae99a322c5b57205485ef105ea445e159d64,9347b378854dd9e060f9347634124843b8e172cdb283cdaaba3c5b13c99b1f3c,cce714768fa589f3abaf3288e435f5a1103b968b360163ac977f5913376a4ca7,f81ffe557bd7697b942ae432d74f5bb007a4723b5ba24854619059b5abb97185,248b973b2039cbccb1aa30cafddc5bd38295883895d7b945a14e509836e83d9e,8ffd2b9b34fb2450c5c3a570a0d7c185be762400deea68b1b40d11a8e5bd26cc,6d364ab29beadc3d92a3e36c97a6b6db19c09e05f4082280acb76dc27e51f52c,f11b50e6d4e83742264cebd59f7137994d2e22fc58d8494368a9d5c1c3a98846,820e3917bee4d1e4826b9b47049a2a7effa35f18039788efa7494a01b96c8808,b5b603bd1ba0abf10581c32822c45d1c12c86ed0bcc0e0580c073cb4267b6e90,09da6f945371701569c13a127785330401eb1068bf217309861cd24a22a7956f,30c48b11792d2d88824baa8c07f7ef51f5d748bf71bfc26e9661667bca4bef5b,c955800ec60a41ff47744afc50f81ad18e776ee93f6527032223c10d20730ffe,a89e1a228e08c78f5f3d9c0ef74d49f1adb83dd3e0a33ec38d8b17b5922df770,78bbe4a535d8ca9991e8aa5066ce1aa3a41403274a15b48d43aca91035b9aa17,5d1a761019edb62430dfc7842b527dcc984c2ec8ec812e556bb8e33b32f92ff0,e4885f9cd3034820c2da62b6d9b5b75ff8c9901ab938ad06568240e39e632fd9,c91ac70f86724e5660cd9aa6c1b3ea7e8d543b08be7a1e2a29ad27919070615f
"10","0","0","0","8","0","0","0","1","0","500","0","0","0","0","0","91002","1"
"100","0","0","0","8","0","0","0","11","0","50","0","0","0","0","0","91002","2"
"200","0","0","0","8","0","0","0","101","0","30","0","0","0","0","0","91002","3"
"500","0","0","0","8","0","0","0","201","0","10","0","0","0","0","0","91002","4"
"1000","0","0","0","8","0","0","0","501","0","5","0","0","0","0","0","91002","5"
"2000","0","0","0","8","0","0","0","1001","0","3","0","0","0","0","0","91002","6"
"4000","0","0","0","8","0","0","0","2001","0","2","0","0","0","0","0","91002","7"
"7999","0","0","0","8","0","0","0","4001","0","1","0","0","0","0","0","91002","8"
"8000","0","0","0","8","0","0","0","8000","0","30","0","0","0","0","0","91002","9"
"8100","0","0","0","8","0","0","0","8100","0","30","0","0","0","0","0","91002","10"
"8200","0","0","0","8","0","0","0","8200","0","30","0","0","0","0","0","91002","11"
"8300","0","0","0","8","0","0","0","8300","0","30","0","0","0","0","0","91002","12"
"8400","0","0","0","8","0","0","0","8400","0","30","0","0","0","0","0","91002","13"
"8500","0","0","0","8","0","0","0","8500","0","30","0","0","0","0","0","91002","14"
"8600","0","0","0","8","0","0","0","8600","0","30","0","0","0","0","0","91002","15"
"8700","0","0","0","8","0","0","0","8700","0","30","0","0","0","0","0","91002","16"
"8800","0","0","0","8","0","0","0","8800","0","30","0","0","0","0","0","91002","17"
"8900","0","0","0","8","0","0","0","8900","0","30","0","0","0","0","0","91002","18"
"9000","0","0","0","8","0","0","0","9000","0","30","0","0","0","0","0","91002","19"
"9100","0","0","0","8","0","0","0","9100","0","30","0","0","0","0","0","91002","20"
"9200","0","0","0","8","0","0","0","9200","0","30","0","0","0","0","0","91002","21"
"9300","0","0","0","8","0","0","0","9300","0","30","0","0","0","0","0","91002","22"
"9400","0","0","0","8","0","0","0","9400","0","30","0","0","0","0","0","91002","23"
"9500","0","0","0","8","0","0","0","9500","0","30","0","0","0","0","0","91002","24"
"9600","0","0","0","8","0","0","0","9600","0","30","0","0","0","0","0","91002","25"
"9700","0","0","0","8","0","0","0","9700","0","30","0","0","0","0","0","91002","26"
"9800","0","0","0","8","0","0","0","9800","0","30","0","0","0","0","0","91002","27"
"9900","0","0","0","8","0","0","0","9900","0","30","0","0","0","0","0","91002","28"
"10000","0","0","0","8","0","0","0","10000","0","30","0","0","0","0","0","91002","29"
"10100","0","0","0","8","0","0","0","10100","0","30","0","0","0","0","0","91002","30"
"10200","0","0","0","8","0","0","0","10200","0","30","0","0","0","0","0","91002","31"
"10300","0","0","0","8","0","0","0","10300","0","30","0","0","0","0","0","91002","32"
"10400","0","0","0","8","0","0","0","10400","0","30","0","0","0","0","0","91002","33"
"10500","0","0","0","8","0","0","0","10500","0","30","0","0","0","0","0","91002","34"
"10600","0","0","0","8","0","0","0","10600","0","30","0","0","0","0","0","91002","35"
"10700","0","0","0","8","0","0","0","10700","0","30","0","0","0","0","0","91002","36"
"10800","0","0","0","8","0","0","0","10800","0","30","0","0","0","0","0","91002","37"
"10900","0","0","0","8","0","0","0","10900","0","30","0","0","0","0","0","91002","38"
"11000","0","0","0","8","0","0","0","11000","0","30","0","0","0","0","0","91002","39"
"11100","0","0","0","8","0","0","0","11100","0","30","0","0","0","0","0","91002","40"
"11200","0","0","0","8","0","0","0","11200","0","30","0","0","0","0","0","91002","41"
"11300","0","0","0","8","0","0","0","11300","0","30","0","0","0","0","0","91002","42"
"11400","0","0","0","8","0","0","0","11400","0","30","0","0","0","0","0","91002","43"
"11500","0","0","0","8","0","0","0","11500","0","30","0","0","0","0","0","91002","44"
"11600","0","0","0","8","0","0","0","11600","0","30","0","0","0","0","0","91002","45"
"11700","0","0","0","8","0","0","0","11700","0","30","0","0","0","0","0","91002","46"
"11800","0","0","0","8","0","0","0","11800","0","30","0","0","0","0","0","91002","47"
"11900","0","0","0","8","0","0","0","11900","0","30","0","0","0","0","0","91002","48"
"12000","0","0","0","8","0","0","0","12000","0","30","0","0","0","0","0","91002","49"
"12100","0","0","0","8","0","0","0","12100","0","30","0","0","0","0","0","91002","50"
"12200","0","0","0","8","0","0","0","12200","0","30","0","0","0","0","0","91002","51"
"12300","0","0","0","8","0","0","0","12300","0","30","0","0","0","0","0","91002","52"
"12400","0","0","0","8","0","0","0","12400","0","30","0","0","0","0","0","91002","53"
"12500","0","0","0","8","0","0","0","12500","0","30","0","0","0","0","0","91002","54"
"12600","0","0","0","8","0","0","0","12600","0","30","0","0","0","0","0","91002","55"
"12700","0","0","0","8","0","0","0","12700","0","30","0","0","0","0","0","91002","56"
"12800","0","0","0","8","0","0","0","12800","0","30","0","0","0","0","0","91002","57"
"12900","0","0","0","8","0","0","0","12900","0","30","0","0","0","0","0","91002","58"
"13000","0","0","0","8","0","0","0","13000","0","30","0","0","0","0","0","91002","59"
"13100","0","0","0","8","0","0","0","13100","0","30","0","0","0","0","0","91002","60"
"13200","0","0","0","8","0","0","0","13200","0","30","0","0","0","0","0","91002","61"
"13300","0","0","0","8","0","0","0","13300","0","30","0","0","0","0","0","91002","62"
"13400","0","0","0","8","0","0","0","13400","0","30","0","0","0","0","0","91002","63"
"13500","0","0","0","8","0","0","0","13500","0","30","0","0","0","0","0","91002","64"
"13600","0","0","0","8","0","0","0","13600","0","30","0","0","0","0","0","91002","65"
"13700","0","0","0","8","0","0","0","13700","0","30","0","0","0","0","0","91002","66"
"13800","0","0","0","8","0","0","0","13800","0","30","0","0","0","0","0","91002","67"
"13900","0","0","0","8","0","0","0","13900","0","30","0","0","0","0","0","91002","68"
"14000","0","0","0","8","0","0","0","14000","0","30","0","0","0","0","0","91002","69"
"14100","0","0","0","8","0","0","0","14100","0","30","0","0","0","0","0","91002","70"
"14200","0","0","0","8","0","0","0","14200","0","30","0","0","0","0","0","91002","71"
"14300","0","0","0","8","0","0","0","14300","0","30","0","0","0","0","0","91002","72"
"14400","0","0","0","8","0","0","0","14400","0","30","0","0","0","0","0","91002","73"
"14500","0","0","0","8","0","0","0","14500","0","30","0","0","0","0","0","91002","74"
"14600","0","0","0","8","0","0","0","14600","0","30","0","0","0","0","0","91002","75"
"14700","0","0","0","8","0","0","0","14700","0","30","0","0","0","0","0","91002","76"
"14800","0","0","0","8","0","0","0","14800","0","30","0","0","0","0","0","91002","77"
"14900","0","0","0","8","0","0","0","14900","0","30","0","0","0","0","0","91002","78"
"15000","0","0","0","8","0","0","0","15000","0","30","0","0","0","0","0","91002","79"
