f3a4d4e4b0a14ca1d72a4d3f7ca43f25ac9d8b1a44fb0d6750fae74eb1b8f32f,ba299b7080095df09144404813ad458ad6c641f8cfd08a1030b7bf91401cef22,cbd288ddd68b766801a7ea00c91aec4acde4a0e31f27f1e17aa15db836128795,c5c285247ebba58d7644340c369aedd1fdafac2ac02d185b9b80815a481c9439,6babab0581db0790b53bfbe6bd638eb9d0ce7c21dadaf9bf16236f7a47bce711,493b33b49ceee9b404810806d8a6f85f9bb2d9a49d0f90037534dc36044fa7b2,3254600d863a690683a6d7d49487ed82f74647c5e3eb21b4037045a77ed73746,8ff0a3a35282ee53be8884642d7932f211abfc095156fd05f50e68a5766320f2,ae9ddf86ec6862881ae0fc288ede6e9da71ad4bacb479e303d8f275fd14e4ae2,74a9a56173818c8fc27a0deab497b6f338355da87f6f5e1920766c4e94946a00,342e696e6fca48abfa0a87ce6d56455e717965b787bee7658e22490a6f664a34
"100","-157","01_uek_cmn_idol_def_N","1","1.3","1","105831","1","0","-496","1010001"
"110","-178","01_uek_cmn_idol_def_N","1","1.3","1","105931","1","0","-355","1010002"
"100","-124","01_uek_cmn_idol_def_N","1","1.3","1","112631","1","1","410","1010003"
"110","-258","01_uek_cmn_idol_def_N","1","1.3","1","112531","1","1","389","1010004"
"120","-234","01_uek_cmn_idol_def_N","1","1.3","1","106031","1","0","-415","1010005"
"120","-235","01_uek_cmn_idol_def_N","1","1.3","1","112431","1","1","262","1010006"
"0","1","","1","0","3","01_uek_01_peko","105831","0.2","01_uek_cmn_pose03","1010007"
"0","1","","1","0","3","01_uek_01_kokkoro","105931","0.2","01_uek_talk_normal","1010008"
"0","1","","1","0","3","01_uek_01_kyaru","106031","0.2","01_uek_cmn_pose02","1010009"
"0","1","","1","0","3","01_uek_01_mio","112631","0.2","01_uek_cmn_pose03","1010010"
"0","1","","1","0","3","01_uek_01_rin","112531","0.2","01_uek_cmn_pose02","1010011"
"0","1","","1","0","3","01_uek_01_uduki","112431","0.2","01_uek_cmn_pose01","1010012"
"","","","1","","93","","3","","","1010013"
"1","0","","1","0.2","3","01_uek_cmn_pose03","112631","","","1010014"
"1","0","","1","0.2","3","01_uek_cmn_pose01","112431","","","1010015"
"1","0","","1","0.2","3","01_uek_cmn_pose03","105831","","","1010016"
"0","1","","1","0.2","3","01_uek_talk_normal","105931","0.1","01_uek_cmn_idol_def_N","1010017"
"0","1","","1","0.2","3","01_uek_cmn_pose02","106031","0.1","01_uek_cmn_idol_def_N","1010018"
"0","1","","1","0.2","3","01_uek_cmn_pose02","112531","0.1","01_uek_cmn_idol_def_N","1010019"
"10","","","1","","11","うわぁ～…！\n大きくなりすぎて\nやばいですね☆","105831","","","1010020"
"","","","1","","91","","0","","","1010021"
"10","","","1","","11","うえきちゃんが\nどこまで続くのか\n分からないほどです","105931","","","1010022"
"","","","1","","91","","0","","","1010023"
"10","","","1","","11","こういうのってさ\n上がどうなってるか\n見てみたいよね！","112631","","","1010024"
"","","","1","","91","","0","","","1010025"
"10","","","1","","11","確かにね…それに\nこうなった理由も\n分かるかも","112531","","","1010026"
"","","","1","","91","","0","","","1010027"
"10","","","1","","11","ま、興味はあるし\n付き合ってあげるわ","106031","","","1010028"
"","","","1","","91","","0","","","1010029"
"10","","","1","","11","はい♪みなさんで\n頂上を目指して\n頑張りましょう！","112431","","","1010030"
"","","","1","","91","","0","","","1010031"
"100","0","02_uek_cmn_idol_def_N","2","1.3","1","104431","1","0","0","1020001"
"0","0","","2","","3","02_uek_02_ilya","104431","","02_uek_02_ilya_loop","1020002"
"10","","","2","","11","はーっはっはっは！\n世界征服への\n第一歩を始めるぞ！","104431","","0","1020003"
"","0","","2","","91","","0","","","1020004"
"100","-10","01_uek_cmn_idol_def_N","3","1.3","1","105831","1","0","-140","1030001"
"100","10","01_uek_cmn_idol_def_N","3","1.3","1","105931","1","1","120","1030002"
"100","0","01_uek_cmn_idol_def_N","3","1.3","1","106031","1","1","0","1030003"
"0","0","","3","","3","01_uek_03_peko","105831","","01_uek_03_peko_loop","1030004"
"0","0","","3","","3","01_uek_03_kyaru","106031","","01_uek_03_kyaru_loop","1030005"
"10","","","3","","11","キャルちゃん！\n見てください\nいい景色ですよ☆","105831","","0","1030006"
"","","","3","","91","","0","","","1030007"
"10","","","3","","11","ちょ、あんた！\n引っぱんないでよ！\n落ちるでしょうが！","106031","","0","1030008"
"","","","3","","91","","0","","","1030009"
"0","1","","3","","3","01_uek_03_kokkoro","105931","","01_uek_cmn_idol_def_N","1030010"
"10","","","3","","11","ふふ、この先も\nきっと素敵な景色が\n待っているはずです","105931","","0","1030011"
"100","-30","02_uek_cmn_idol_def_N","4","1.3","1","101131","1","0","-120","1040001"
"100","-5","02_uek_cmn_idol_def_N","4","1.3","1","104931","1","1","20","1040002"
"1","","","4","","3","02_uek_talk_joy2","101131","","","1040003"
"10","","","4","","11","マスターセンリも\n一発からです！\n頑張りますよ！","101131","","0","1040004"
"","","","4","","91","","0","","","1040005"
"1","","","4","0.2","3","02_uek_cmn_idol_def_N","101131","","","1040006"
"1","","","4","0.2","3","02_uek_04_shizuru","104931","","","1040007"
"10","","","4","","11","それを言うなら\n千里の道も一歩から\nだよ、リノちゃん","104931","","0","1040008"
"","","","4","","91","","0","","","1040009"
"1","","","4","0.2","3","02_uek_cmn_idol_def_N","104931","","","1040010"
"100","0","02_uek_cmn_idol_def_N","5","1.3","1","105031","1","0","-70","1050001"
"100","1","02_uek_cmn_idol_def_N","5","1.3","1","101631","1","1","70","1050002"
"0","-15","","5","","3","02_uek_05_misaki","105031","","02_uek_05_misaki_loop","1050003"
"0","0","","5","","3","02_uek_05_suzuna","101631","","02_uek_05_suzuna_loop","1050004"
"10","","","5","","11","大人の階段を\n登るわよー！","105031","","0","1050005"
"","0","","5","","91","","0","","","1050006"
"10","","","5","","11","うちもモデルの\nてっぺん目指すし！","101631","","0","1050007"
"100","25","02_uek_cmn_idol_def_N","6","1.3","1","100531","1","1","120","1060001"
"100","5","02_uek_cmn_idol_def_N","6","1.3","1","103731","1","0","-20","1060002"
"1","","","6","","3","02_uek_cmn_pose04","100531","","","1060003"
"10","","","6","","11","これくらいの高さで\nへこたれてたら\nヒーロー失格ッス！","100531","","0","1060004"
"","","","6","","91","","0","","","1060005"
"1","","","6","0.2","3","02_uek_talk_normal","103731","","","1060006"
"10","","","6","","11","うん、いい鍛錬に\nなりそうだね\n楽しくなってきたよ","103731","","0","1060007"
"","","","6","","91","","0","","","1060008"
"1","","","6","0.2","3","02_uek_cmn_idol_def_N","103731","","","1060009"
"100","-20","02_uek_cmn_idol_def_N","7","1.3","1","103831","1","0","-60","1070001"
"1","","","7","0.2","3","02_uek_07_shiori","103831","","","1070002"
"10","","","7","","11","あれ…お姉ちゃん\nどこに行ったのかな\n…お姉ちゃーん？","103831","","","1070003"
"100","40","02_uek_08_kuka_loop","8","1.3","1","104531","1","0","90","1080001"
"90","1","","8","1","31","2","2","","60","1080002"
"10","0","","8","","11","あ、足に絡みつく\nツタの感触が\nたまりません～～！","104531","","0","1080003"
"","","","8","","91","","0","","","1080004"
"100","-35","05_idle","9","0.9","1","105831","2","0","-195","1090001"
"1000","-30","302102_idle","9","1.2","1","302102","2","0","150","1090002"
"150","1","","9","1","31","15","102","","50","1090003"
"150","1","","9","1","31","16","103","","400","1090004"
"100","-25","01_uek_cmn_idol_def_N","10","1.3","1","112531","1","0","-160","1100001"
"100","-5","01_uek_cmn_idol_def_N","10","1.3","1","112431","1","1","-40","1100002"
"100","20","01_uek_cmn_idol_def_N","10","1.3","1","112631","1","1","125","1100003"
"1","0","","10","","3","01_uek_talk_surprise2","112631","","","1100004"
"10","0","","10","","11","うっひゃ～…！\n足場が雲になるって\nどういうこと！？","112631","","0","1100005"
"","","","10","","91","","0","","","1100006"
"1","0","","10","0.2","3","01_uek_cmn_idol_def_N","112631","","","1100007"
"1","","","10","","3","01_uek_talk_joy1","112431","","","1100008"
"10","0","","10","","11","なんだか不思議な\n感触してますね～\nふわふわですよ♪","112431","","0","1100009"
"","","","10","","91","","0","","","1100010"
"1","","","10","0.2","3","01_uek_cmn_idol_def_N","112431","","","1100011"
"1","","","10","","3","01_uek_talk_normal","112531","","","1100012"
"10","0","","10","","11","落ちたりはしなそう\nだけど…足元には\n気をつけて進もう","112531","","0","1100013"
"","","","10","","91","","0","","","1100014"
"1","","","10","0.2","3","01_uek_cmn_idol_def_N","112531","","","1100015"
"","","","10","","91","","0","","","1100016"
"100","-20","03_uek_cmn_idol_def_N","11","1.3","1","104731","1","0","-135","1110001"
"100","5","03_uek_cmn_idol_def_N","11","1.3","1","107131","1","1","100","1110002"
"0","1","","11","0","3","03_uek_11_jun","104731","","03_uek_11_jun_loop","1110003"
"0","1","","11","0","3","03_uek_11_chris","107131","0.2","03_uek_cmn_idol_def_N","1110004"
"10","0","","11","","11","むむ、視界が白く…\nクリスちゃん、\n気を付けるんだ！","104731","","","1110005"
"","","","11","","91","","0","","","1110006"
"10","0","","11","","11","ははは、鎧の重さで\n沈んでいるぞ団長☆\nそぉれ一本釣りだ！","107131","","0","1110007"
"","","","11","","93","","1.5","","","1110008"
"0","1","","11","","2","-135","104731","","1.5","1110009"
"","","","11","","91","","1110007","","","1110010"
"100","-20","03_uek_cmn_idol_def_N","12","1.3","1","101031","1","0","-120","1120001"
"100","-5","03_uek_cmn_idol_def_N","12","1.3","1","101431","1","1","10","1120002"
"1","0","","12","","3","03_uek_talk_joy1","101031","","","1120003"
"10","0","","12","","11","かわいい雲さんやね\n一緒に連れて\n帰りたいわぁ♪","101031","","0","1120004"
"","","","12","","91","","0","","","1120005"
"1","0","","12","0.2","3","03_uek_cmn_idol_def_N","101031","","","1120006"
"1","0","","12","","3","03_uek_talk_normal","101431","","","1120007"
"10","0","","12","","11","いくらなんでも\nそれは難しいんじゃ\nないかな…？","101431","","0","1120008"
"","","","12","","91","","0","","","1120009"
"1","0","","12","0.2","3","03_uek_cmn_idol_def_N","101431","","","1120010"
"100","-45","01_uek_cmn_idol_def_N","13","1.3","1","105831","1","0","-165","1130001"
"100","-20","01_uek_cmn_idol_def_N","13","1.3","1","105931","1","0","-45","1130002"
"100","-5","01_uek_cmn_idol_def_N","13","1.3","1","106031","1","1","120","1130003"
"1","1","","13","","3","01_uek_talk_normal","105931","","","1130004"
"10","0","","13","","11","かなり高くまで\n登ってまいりました\nですが…","105931","","0","1130005"
"","","","13","","91","","0","","","1130006"
"0","1","","13","0.2","3","01_uek_13_kokkoro","105931","","01_uek_cmn_idol_def_N","1130007"
"0","1","","13","","3","01_uek_13_kyaru","106031","","01_uek_13_kyaru_loop","1130008"
"10","0","","13","","11","全然頂上が\n見えないじゃない！\nどんだけ高いのよ！","106031","","0","1130009"
"","","","13","","91","","0","","","1130010"
"1","0","","13","","3","01_uek_13_peco_loop","105831","","","1130011"
"10","0","","13","","11","いいじゃないですか\n運動のあとの食事は\nまた格別ですよ☆","105831","","0","1130012"
"","","","13","","91","","0","","","1130013"
"100","-25","03_uek_cmn_idol_def_N","14","1.3","1","104031","1","0","-86","1140001"
"0","1","","14","1","31","1","1","","250","1140002"
"0","1","","14","","3","03_uek_14_aoi","104031","","03_uek_14_aoi_loop","1140003"
"10","0","","14","","11","うう、ぼっちへの\n風当たりが\n強すぎませんか！？","104031","","0","1140004"
"100","-20","03_uek_cmn_idol_def_N","15","1.3","1","100731","1","0","-75","1150001"
"100","10","03_uek_15_father","15","1.3","1","103131","1","1","65","1150002"
"1","0","","15","","3","03_uek_15_miyako","100731","","","1150003"
"10","0","","15","","11","空は気持ちいいの～\nこれが天にも昇る\n気持ちってやつなの","100731","","0","1150004"
"","","","15","","91","","0","","","1150005"
"1","0","","15","","3","03_uek_15_father","103131","","","1150006"
"10","0","","15","","11","ガキんちょもか？\nオレも身体が\n軽くなってきたぞ！","103131","","0","1150007"
"","","","15","","91","","0","","","1150008"
"1","0","","15","","3","03_uek_talk_normal","103131","","","1150009"
"10","0","","15","","11","ミヤコさんは\n本当に昇天しちゃ\nだめですよ…？","103131","","0","1150010"
"","","","15","","91","","0","","","1150011"
"1","0","","15","0.2","3","03_uek_cmn_idol_def_N","103131","","","1150012"
"100","-45","01_uek_cmn_idol_def_N","16","1.3","1","112431","1","0","-110","1160001"
"100","-15","01_uek_cmn_idol_def_N","16","1.3","1","105831","1","1","40","1160002"
"100","10","01_uek_cmn_idol_def_N","16","1.3","1","105931","1","1","140","1160003"
"0","0","","16","","3","01_uek_01_kokkoro","105931","","01_uek_cmn_idol_def_N","1160004"
"0","1","","16","","3","01_uek_01_uduki","112431","","01_uek_cmn_idol_def_N","1160005"
"0","1","","16","","3","01_uek_01_peko","105831","","01_uek_cmn_idol_def_N","1160006"
"","","","16","","91","","0","","","1160007"
"1","1","","16","","3","01_uek_talk_normal","105931","","","1160008"
"10","0","","16","","11","ウヅキさま。先は長\nそうですが、休まな\nくて大丈夫ですか？","105931","","0","1160009"
"","","","16","","91","","0","","","1160010"
"1","1","","16","","3","01_uek_cmn_idol_def_N","105931","","","1160011"
"1","","","16","","3","01_uek_talk_joy1","112431","","","1160012"
"10","0","","16","","11","はい、平気です！\nとっても楽しくって\nやばいです☆","112431","","0","1160013"
"","","","16","","93","","1.5","","","1160014"
"0","1","","16","0.2","3","01_uek_16_uduki","112431","","01_uek_16_uduki_loop","1160015"
"","","","16","","91","","1160013","","","1160016"
"1","","","16","","3","01_uek_talk_joy1","105831","","","1160017"
"10","0","","16","","11","元気いっぱいですね\nウヅキさん、一緒に\n頑張りましょう～☆","105831","","0","1160018"
"","","","16","","93","","2.2","","","1160019"
"0","1","","16","0.2","3","01_uek_16_peco","105831","","01_uek_16_uduki_loop","1160020"
"","","","16","","91","","1160018","","","1160021"
"300","10","03_uek_cmn_idol_def_N","17","1.3","1","102331","1","1","150","1170001"
"100","-15","03_uek_cmn_idol_def_N","17","1.3","1","102131","1","0","-100","1170002"
"20","1.3","","17","0","31","3","3","","10","1170003"
"0","1","","17","0.2","3","03_uek_17_ayane","102331","0.2","03_uek_17_ayane_loop","1170004"
"0","1","","17","0.2","3","03_uek_cmn_pose05","102131","","03_uek_cmn_idol_def_N","1170005"
"","","","17","","32","1","3","","","1170006"
"10","0","","17","","11","見て見て！\n雲でぷうきちを\n作ったよー！","102331","","0","1170007"
"","","","17","","91","","0","","","1170008"
"1","","","17","0.2","3","03_uek_talk_joy1","102131","","","1170009"
"10","0","","17","","11","わぁ、すご～い…！\n私も何か\n作りたいなぁ…♪","102131","","0","1170010"
"","","","17","","91","","0","","","1170011"
"1","","","17","0.2","3","03_uek_cmn_idol_def_N","102131","","","1170012"
"100","45","01_uek_cmn_idol_def_N","18","1.3","1","112631","1","0","229","1180001"
"110","20","01_uek_cmn_idol_def_N","18","1.3","1","105831","1","0","170","1180002"
"100","-10","01_uek_cmn_idol_def_N","18","1.3","1","105931","1","0","-85","1180003"
