c96bd95f0f9e269948bed442610b1fa8c664e4027ebdd18e7cc359fb1ece4c1c,bc47650acb3f7070ac8554d32e8221ac6d0eb2545068136edf717f73ee19065b,5307c239bcc40e07b6a26491dc6db707e82c03f9f170439db9b61c6d25beab00,5d0aed1a855653890e7a98c5696dad3dd158390c6430e4fc073c10fdbf3fff7d,0fb685a9da91d69f16191445443600d5656cc4a1eebc357614cce4652a78909d,368ceedac717053483cd7e451da0db3b59e24c37641ac8b0b130da20bd740457,3497a3a60368a0acef4fdc41a292d4151c467b6578af84d2c4398a8d6a11fdd0
"0","70000","2018/12/25 4:59:59","400","0","2018/12/24 5:00:00","1"
"0","70000","2018/12/26 4:59:59","401","0","2018/12/25 5:00:00","2"
"0","70001","0","410","1","0","3"
"0","70001","0","411","2","0","4"
"0","70001","0","412","3","0","5"
"0","70002","2019/12/25 4:59:59","400","0","2019/12/24 5:00:00","6"
"0","70002","2019/12/26 4:59:59","401","0","2019/12/25 5:00:00","7"
"0","70003","0","413","1","0","8"
"0","70003","0","414","2","0","9"
"0","70003","0","415","3","0","10"
"0","70004","2020/12/25 4:59:59","400","0","2020/12/24 5:00:00","21"
"0","70004","2020/12/26 4:59:59","401","0","2020/12/25 5:00:00","22"
"0","70005","0","416","1","0","23"
"0","70005","0","417","2","0","24"
"0","70005","0","418","3","0","25"
"0","80004","2021/01/31 4:59:59","9002001","3","2021/01/30 5:00:00","26"
"0","80004","2021/02/01 4:59:59","9002002","3","2021/01/31 5:00:00","27"
"0","80004","2021/02/02 4:59:59","9002003","3","2021/02/01 5:00:00","28"
"0","80004","2021/02/03 4:59:59","9002004","3","2021/02/02 5:00:00","29"
"0","80004","2021/02/04 4:59:59","9002005","3","2021/02/03 5:00:00","30"
"0","80004","2021/02/05 4:59:59","9002006","3","2021/02/04 5:00:00","31"
"0","80004","2021/02/06 4:59:59","9002007","3","2021/02/05 5:00:00","32"
"0","80004","2021/02/07 4:59:59","9002008","3","2021/02/06 5:00:00","33"
"0","80004","2021/02/08 4:59:59","9002009","3","2021/02/07 5:00:00","34"
"0","80004","2021/02/09 4:59:59","9002010","3","2021/02/08 5:00:00","35"
"0","80004","2021/02/10 4:59:59","9002011","3","2021/02/09 5:00:00","36"
"0","80004","2021/02/11 4:59:59","9002012","3","2021/02/10 5:00:00","37"
"0","80004","2021/02/12 4:59:59","9002013","3","2021/02/11 5:00:00","38"
"0","80004","2021/02/13 4:59:59","9002014","3","2021/02/12 5:00:00","39"
"0","80004","2021/02/14 4:59:59","9002015","3","2021/02/13 5:00:00","40"
"0","80004","2021/02/15 4:59:59","9002016","3","2021/02/14 5:00:00","41"
"1","80004","2021/02/16 4:59:59","9002017","3","2021/02/15 5:00:00","42"
"0","70006","2021/12/25 4:59:59","400","0","2021/12/24 5:00:00","43"
"0","70006","2021/12/26 4:59:59","401","0","2021/12/25 5:00:00","44"
"0","80006","2022/01/31 4:59:59","9004001","3","2022/01/30 5:00:00","45"
"0","80006","2022/02/01 4:59:59","9004002","3","2022/01/31 5:00:00","46"
"0","80006","2022/02/02 4:59:59","9004003","3","2022/02/01 5:00:00","47"
"0","80006","2022/02/03 4:59:59","9004004","3","2022/02/02 5:00:00","48"
"0","80006","2022/02/04 4:59:59","9004005","3","2022/02/03 5:00:00","49"
"0","80006","2022/02/05 4:59:59","9004006","3","2022/02/04 5:00:00","50"
"0","80006","2022/02/06 4:59:59","9004007","3","2022/02/05 5:00:00","51"
"0","80006","2022/02/07 4:59:59","9004008","3","2022/02/06 5:00:00","52"
"0","80006","2022/02/08 4:59:59","9004009","3","2022/02/07 5:00:00","53"
"0","80006","2022/02/09 4:59:59","9004010","3","2022/02/08 5:00:00","54"
"0","80006","2022/02/10 4:59:59","9004011","3","2022/02/09 5:00:00","55"
"0","80006","2022/02/11 4:59:59","9004012","3","2022/02/10 5:00:00","56"
"0","80006","2022/02/12 4:59:59","9004013","3","2022/02/11 5:00:00","57"
"0","80006","2022/02/13 4:59:59","9004014","3","2022/02/12 5:00:00","58"
"0","80006","2022/02/14 4:59:59","9004015","3","2022/02/13 5:00:00","59"
"0","80006","2022/02/15 4:59:59","9004016","3","2022/02/14 5:00:00","60"
"1","80006","2022/02/16 4:59:59","9004017","3","2022/02/15 5:00:00","61"
"0","70007","0","436","1","0","62"
"0","70007","0","437","2","0","63"
"0","70007","0","438","3","0","64"
"0","80007","2022/08/02 4:59:59","9005001","3","2022/08/01 5:00:00","65"
"0","80007","2022/08/03 4:59:59","9005002","3","2022/08/02 5:00:00","66"
"0","80007","2022/08/04 4:59:59","9005003","3","2022/08/03 5:00:00","67"
"0","80007","2022/08/05 4:59:59","9005004","3","2022/08/04 5:00:00","68"
"0","80007","2022/08/06 4:59:59","9005005","3","2022/08/05 5:00:00","69"
"0","80007","2022/08/07 4:59:59","9005006","3","2022/08/06 5:00:00","70"
"0","80007","2022/08/08 4:59:59","9005007","3","2022/08/07 5:00:00","71"
"0","80007","2022/08/09 4:59:59","9005008","3","2022/08/08 5:00:00","72"
"0","80007","2022/08/10 4:59:59","9005009","3","2022/08/09 5:00:00","73"
"0","80007","2022/08/11 4:59:59","9005010","3","2022/08/10 5:00:00","74"
"0","80007","2022/08/12 4:59:59","9005011","3","2022/08/11 5:00:00","75"
"0","80007","2022/08/13 4:59:59","9005012","3","2022/08/12 5:00:00","76"
"0","80007","2022/08/14 4:59:59","9005013","3","2022/08/13 5:00:00","77"
"0","80007","2022/08/15 4:59:59","9005014","3","2022/08/14 5:00:00","78"
"1","80007","2022/08/16 4:59:59","9005015","3","2022/08/15 5:00:00","79"
"0","70008","2022/12/25 4:59:59","400","0","2022/12/24 5:00:00","80"
"0","70008","2022/12/26 4:59:59","401","0","2022/12/25 5:00:00","81"
"0","70009","0","439","1","0","82"
"0","80008","2023/02/01 4:59:59","9006001","3","2023/01/31 5:00:00","83"
"0","80008","2023/02/02 4:59:59","9006002","3","2023/02/01 5:00:00","84"
"0","80008","2023/02/03 4:59:59","9006003","3","2023/02/02 5:00:00","85"
"0","80008","2023/02/04 4:59:59","9006004","3","2023/02/03 5:00:00","86"
"0","80008","2023/02/05 4:59:59","9006005","3","2023/02/04 5:00:00","87"
"0","80008","2023/02/06 4:59:59","9006006","3","2023/02/05 5:00:00","88"
"0","80008","2023/02/07 4:59:59","9006007","3","2023/02/06 5:00:00","89"
"0","80008","2023/02/08 4:59:59","9006008","3","2023/02/07 5:00:00","90"
"0","80008","2023/02/09 4:59:59","9006009","3","2023/02/08 5:00:00","91"
"0","80008","2023/02/10 4:59:59","9006010","3","2023/02/09 5:00:00","92"
"0","80008","2023/02/11 4:59:59","9006011","3","2023/02/10 5:00:00","93"
"0","80008","2023/02/12 4:59:59","9006012","3","2023/02/11 5:00:00","94"
"0","80008","2023/02/13 4:59:59","9006013","3","2023/02/12 5:00:00","95"
"0","80008","2023/02/14 4:59:59","9006014","3","2023/02/13 5:00:00","96"
"0","80008","2023/02/15 4:59:59","9006015","3","2023/02/14 5:00:00","97"
"1","80008","2023/02/16 4:59:59","9006016","3","2023/02/15 5:00:00","98"
"0","80009","2023/08/02 4:59:59","9007001","3","2023/08/01 5:00:00","99"
"0","80009","2023/08/03 4:59:59","9007002","3","2023/08/02 5:00:00","100"
"0","80009","2023/08/04 4:59:59","9007003","3","2023/08/03 5:00:00","101"
"0","80009","2023/08/05 4:59:59","9007004","3","2023/08/04 5:00:00","102"
"0","80009","2023/08/06 4:59:59","9007005","3","2023/08/05 5:00:00","103"
"0","80009","2023/08/07 4:59:59","9007006","3","2023/08/06 5:00:00","104"
"0","80009","2023/08/08 4:59:59","9007007","3","2023/08/07 5:00:00","105"
"0","80009","2023/08/09 4:59:59","9007008","3","2023/08/08 5:00:00","106"
"0","80009","2023/08/10 4:59:59","9007009","3","2023/08/09 5:00:00","107"
