f3580473ce59240366225d23102ef0a22de899e712f1ed8981fb059a7d3de5ef,c35da1f22f8e990e3c0fd3c5f2170e1d7d5b14c9ebedd386e9b69de5b7c34e6f,8d9adde8a88bec7db24d14c9b9e3aa7c35a700c85ac1c4e805c05148f1cb3749,5867e33e8a0b60d08f50a8c750cccf77becb30765ba2f360d76b794a76926e8a,7d82fea027482c88b1dd23b0bbc7ba233d8bb53371c2550adafe77c081906096,e3bb46eadd48b2b16783f207066b67cb10a83146a64472b974a2be1def32be44,490e758219f3f9e719c037122ecb1bbb4203f11b8c3898770bb244886eed9d88,717af79f4d2ba42b9a15323d3766e69cfce58ba971b0d88428d3e2960431ac0b,291ebdd328f31d2da28ee7ac69097542b5d5eab26fac2da37370324cf077e6a5,3eddfa5161e410908034edfdf5bb9809085d439ff6c35c78ece3d1993315387c
"10590","1","1002","1","1","575","1003","1100001","32","1001"
"10590","1","1005","1","1","575","1006","1100002","32","1004"
"10590","1","1008","2","1","575","1009","1100003","32","1007"
"11820","1","1011","1","1","500","1012","1100004","33","1010"
"11820","1","1014","1","1","500","1015","1100005","33","1013"
"11820","1","1017","2","1","500","1018","1100006","33","1016"
"11820","1","1020","4","1","500","1021","1100007","33","1019"
"13050","1","1023","1","1","375","1024","1100008","35","1022"
"13050","1","1026","1","1","375","1027","1100009","35","1025"
"13050","1","1029","6","1","375","1030","1100010","35","1028"
"10590","2","2002","1","1","575","2003","1200001","34","2001"
"10590","2","2005","1","1","575","2006","1200002","34","2004"
"10590","2","2008","1","1","575","2009","1200003","34","2007"
"10590","2","2011","1","1","575","2012","1200004","34","2010"
"10590","2","2014","2","1","575","2015","1200005","34","2013"
"10590","2","2017","4","1","575","2018","1200006","34","2016"
"10590","2","2020","6","1","575","2021","1200007","34","2019"
"11820","2","2023","1","1","500","2024","1200008","35","2022"
"11820","2","2026","1","1","500","2027","1200009","35","2025"
"11820","2","2029","1","1","500","2030","1200010","35","2028"
"11820","2","2032","1","1","500","2033","1200011","35","2031"
"11820","2","2035","4","1","500","2036","1200012","35","2034"
"11820","2","2038","6","1","500","2039","1200013","35","2037"
"13050","2","2041","1","1","375","2042","1200014","38","2040"
"13050","2","2044","1","1","375","2045","1200015","38","2043"
"13050","2","2047","1","1","375","2048","1200016","38","2046"
"13050","2","2050","1","1","375","2051","1200017","38","2049"
"13050","2","2053","2","1","375","2054","1200018","38","2052"
"13050","2","2056","4","1","375","2057","1200019","38","2055"
"13050","2","2059","6","1","375","2060","1200020","38","2058"
"10590","3","3002","1","1","575","3003","1300001","37","3001"
"10590","3","3005","1","1","575","3006","1300002","37","3004"
"10590","3","3008","1","1","575","3009","1300003","37","3007"
"10590","3","3011","1","1","575","3012","1300004","37","3010"
"10590","3","3014","1","1","575","3015","1300005","37","3013"
"10590","3","3017","1","1","575","3018","1300006","37","3016"
"10590","3","3020","2","1","575","3021","1300007","37","3019"
"10590","3","3023","2","1","575","3024","1300008","37","3022"
"10590","3","3026","4","1","575","3027","1300009","37","3025"
"10590","3","3029","6","1","575","3030","1300010","37","3028"
"11820","3","3032","1","1","500","3033","1300011","38","3031"
"11820","3","3035","1","1","500","3036","1300012","38","3034"
"11820","3","3038","1","1","500","3039","1300013","38","3037"
"11820","3","3041","1","1","500","3042","1300014","38","3040"
"11820","3","3044","1","1","500","3045","1300015","38","3043"
"11820","3","3047","1","1","500","3048","1300016","38","3046"
"11820","3","3050","2","1","500","3051","1300017","38","3049"
"11820","3","3053","4","1","500","3054","1300018","38","3052"
"11820","3","3056","4","1","500","3057","1300019","38","3055"
"11820","3","3059","6","1","500","3060","1300020","38","3058"
"13050","3","3062","1","1","375","3063","1300021","40","3061"
"13050","3","3065","1","1","375","3066","1300022","40","3064"
"13050","3","3068","1","1","375","3069","1300023","40","3067"
"13050","3","3071","1","1","375","3072","1300024","40","3070"
"13050","3","3074","1","1","375","3075","1300025","40","3073"
"13050","3","3077","1","1","375","3078","1300026","40","3076"
"13050","3","3080","2","1","375","3081","1300027","40","3079"
"13050","3","3083","4","1","375","3084","1300028","40","3082"
"13050","3","3086","6","1","375","3087","1300029","40","3085"
"13050","3","3089","6","1","375","3090","1300030","40","3088"
"9360","1","4002","3","2","700","4003","2100001","29","4001"
"9360","1","4005","5","2","700","4006","2100002","29","4004"
"9360","1","4008","7","2","700","4009","2100003","29","4007"
"9360","1","4011","3","2","700","4012","2100004","29","4010"
"9360","1","4014","5","2","700","4015","2100005","29","4013"
"9360","1","4017","7","2","700","4018","2100006","29","4016"
"10590","1","4020","3","2","575","4021","2100007","30","4019"
"10590","1","4023","5","2","575","4024","2100008","30","4022"
"10590","1","4026","7","2","575","4027","2100009","30","4025"
"10590","1","4029","3","2","575","4030","2100010","30","4028"
"9360","2","5002","3","2","700","5003","2200001","33","5001"
"9360","2","5005","5","2","700","5006","2200002","33","5004"
"9360","2","5008","7","2","700","5009","2200003","33","5007"
"9360","2","5011","3","2","700","5012","2200004","33","5010"
"9360","2","5014","5","2","700","5015","2200005","33","5013"
"9360","2","5017","7","2","700","5018","2200006","33","5016"
"9360","2","5020","3","2","700","5021","2200007","33","5019"
"9360","2","5023","5","2","700","5024","2200008","33","5022"
"9360","2","5026","7","2","700","5027","2200009","33","5025"
"9360","2","5029","3","2","700","5030","2200010","33","5028"
"9360","2","5032","5","2","700","5033","2200011","33","5031"
"9360","2","5035","7","2","700","5036","2200012","33","5034"
"10590","2","5038","3","2","575","5039","2200013","34","5037"
"10590","2","5041","5","2","575","5042","2200014","34","5040"
"10590","2","5044","7","2","575","5045","2200015","34","5043"
"10590","2","5047","3","2","575","5048","2200016","34","5046"
"10590","2","5050","5","2","575","5051","2200017","34","5049"
"10590","2","5053","7","2","575","5054","2200018","34","5052"
"10590","2","5056","5","2","575","5057","2200019","34","5055"
"10590","2","5059","7","2","575","5060","2200020","34","5058"
"9360","3","6002","3","2","700","6003","2300001","33","6001"
"9360","3","6005","5","2","700","6006","2300002","33","6004"
"9360","3","6008","7","2","700","6009","2300003","33","6007"
"9360","3","6011","3","2","700","6012","2300004","33","6010"
"9360","3","6014","5","2","700","6015","2300005","33","6013"
"9360","3","6017","7","2","700","6018","2300006","33","6016"
"9360","3","6020","3","2","700","6021","2300007","33","6019"
"9360","3","6023","5","2","700","6024","2300008","33","6022"
"9360","3","6026","7","2","700","6027","2300009","33","6025"
"9360","3","6029","3","2","700","6030","2300010","33","6028"
"9360","3","6032","5","2","700","6033","2300011","33","6031"
"9360","3","6035","7","2","700","6036","2300012","33","6034"
"9360","3","6038","3","2","700","6039","2300013","33","6037"
"9360","3","6041","5","2","700","6042","2300014","33","6040"
"9360","3","6044","7","2","700","6045","2300015","33","6043"
"9360","3","6047","3","2","700","6048","2300016","33","6046"
"9360","3","6050","5","2","700","6051","2300017","33","6049"
"9360","3","6053","7","2","700","6054","2300018","33","6052"
"10590","3","6056","3","2","575","6057","2300019","34","6055"
"10590","3","6059","5","2","575","6060","2300020","34","6058"
"10590","3","6062","7","2","575","6063","2300021","34","6061"
"10590","3","6065","3","2","575","6066","2300022","34","6064"
"10590","3","6068","5","2","575","6069","2300023","34","6067"
"10590","3","6071","7","2","575","6072","2300024","34","6070"
"10590","3","6074","3","2","575","6075","2300025","34","6073"
"10590","3","6077","5","2","575","6078","2300026","34","6076"
"10590","3","6080","7","2","575","6081","2300027","34","6079"
"10590","3","6083","3","2","575","6084","2300028","34","6082"
"10590","3","6086","5","2","575","6087","2300029","34","6085"
"10590","3","6089","7","2","575","6090","2300030","34","6088"
"14280","1","7002","1","3","340","7003","3100001","39","7001"
"14280","1","7005","1","3","340","7006","3100002","39","7004"
"14280","1","7008","1","3","340","7009","3100003","39","7007"
"14280","1","7011","1","3","340","7012","3100004","39","7010"
"14280","1","7014","1","3","340","7015","3100005","39","7013"
"14280","1","7017","1","3","340","7018","3100006","39","7016"
"13050","1","7020","1","3","375","7021","3100007","36","7019"
