59815b25461aada7535bbe07e0074ace57ab8b7072433bb2e02ba648b9781db2,e6128389f488c4435b4bed71e1a4ee86edba1a15b11ae3c898a207eb724de860,0e3d769bc350db5555430a2a3919c3f5f8a36cba37283b64a0980a4c4fe2f507,54d30547011e4607a0af87f0a2ad177c797f13076de1d341664eb56a10490b04,933c61e61193d527e4e1dfd6f435608d306a06ac246161cf526dbe3a80d03511,f36a4b46b46e5803aec4a24d4ed05c32539a15b490742696626db227a3f66241,77aeca741f79c5b9ed6124d342e947d935228ba452a16b5fd950dcd6f8c30fdf
"3","105","2","1","105","105","1"
"3","120","2","1","120","105","2"
"3","120","2","1","100","100","3"
"3","120","2","1","120","105","4"
"3","120","2","1","105","105","5"
"3","105","2","1","100","100","6"
"3","105","2","1","100","120","7"
"3","105","2","1","100","100","8"
"3","120","2","1","120","105","9"
"3","105","2","1","100","120","10"
"3","100","2","1","105","100","11"
"3","120","2","1","120","105","12"
"3","105","2","1","105","105","13"
"3","105","2","1","120","105","14"
"3","120","2","1","120","120","15"
"3","100","2","1","100","100","16"
"3","120","2","1","105","120","17"
"3","105","2","1","120","120","18"
"3","100","2","1","105","105","19"
"3","105","2","1","105","100","20"
"3","100","2","1","105","100","21"
"3","120","2","1","120","120","22"
"3","100","2","1","100","105","23"
"3","120","2","1","120","120","24"
"3","120","2","1","105","105","25"
"3","100","2","1","100","100","26"
"3","100","2","1","100","100","27"
"3","100","2","1","100","100","28"
"3","120","2","1","120","120","29"
"3","105","2","1","120","105","30"
