18a39790d6dbdb293165e4dadf5378628e185317d75f2f5cb065f896ee628225,56185e52725bd3fee3fb28c521317b613213243bed525bd22f9443c79fd01259,56f1c279c6599cb86c2e99c283f88b988877aea185d5295c1602dab2ef7cec41,7a6b96383ce0b7a1ad8c2482b55420bf60b43ad1e581c91090ab16456ceac02b,ffd2131a8d49b5524acdd381fa74217cf110263220f6d7599f5bb95e8ab73b1f,1559a3dd9ade33bfb9ae70c24d4ec291dfd540c8795bb46c6dc4bb9ba36e626b,ada3267be325af1ca8794b7760aee766b6db350aec43992b9e1c1ce18e91c64b,ad5dc843bb2bcb93b942c6cbfe2f8a9133c33e15ea60d2cf6456020710a49ad4,e67966593699e75fe2c1f8ada79b35435cb01606541ec876811126c642dab37d,261825a8e6ea5a0edccfdae8d573e9d5b7724413af728ece2d5ae349776a685a,a36e6f1aa8151feb5ef33de347eaafd3902cb2012c2ccbb879b7bc41f7f7d188,f8a547f8b8820578562c52f514707970a2d5e2db98b57830b038c9e1f175eb26,da46583bc08d7031770cd8f4769d1718a02c5b7f2627425b8fd4535b72b4d2d1,0a42887223becf0bceea15b5d04f0d53852dedbf5d81c24172b165560a95140e
"リン","あたしだって\nやるときはやるよ！","0","102601","1","2030/12/17 14:59:59","24","2020/04/30 12:00:00","1","0","10040","24001","0","0"
"リン","ふぅ…\nこれであたしの仕事は\n終わりだね","0","102601","1","2030/12/17 14:59:59","24","2020/04/30 12:00:00","1","1","10040","24002","0","0"
"リン","終わった終わった\n一人でもなんとか\nなるもんだね","0","102601","1","2030/12/17 14:59:59","24","2020/04/30 12:00:00","1","2","10040","24003","0","0"
"リン","やったね！\nこれでようやく\nサボれるよ…","0","102601","2","2030/12/17 14:59:59","24","2020/04/30 12:00:00","2","3","10040","24004","0","0"
"リン","チーズが欲しいなら\nきちんと働いて\n買いに来なよ","0","102601","1","2030/12/17 14:59:59","24","2020/04/30 12:00:00","1","4","10040","24005","0","0"
"リン","あたしを敵に回した\n恐ろしさ\n思い知ったか！","0","102601","2","2030/12/17 14:59:59","24","2020/04/30 12:00:00","2","5","10040","24006","0","0"
"リン","あたしも意外と\nやるもんでしょ？","0","102601","2","2030/12/17 14:59:59","24","2020/04/30 12:00:00","2","6","10040","24007","0","0"
"リン","疲れた…\nねずみの逃げ足\n速すぎるよ…","0","102601","4","2030/12/17 14:59:59","24","2020/04/30 12:00:00","4","7","10040","24008","0","0"
"リン","このままじゃ\nまっひ～に\n叱られちゃうよ","0","102601","4","2030/12/17 14:59:59","24","2020/04/30 12:00:00","4","8","10040","24009","0","0"
"リン","まじめに\nやったんだけどな…\n悔しいな～","0","102601","4","2030/12/17 14:59:59","24","2020/04/30 12:00:00","4","9","10040","24010","0","0"
"リン","やられた…\nねずみって意外と\nてごわいね","0","102601","4","2030/12/17 14:59:59","24","2020/04/30 12:00:00","4","10","10040","24011","0","0"
"リン","おのれ～\nあたしのチーズを\n盗みやがって～！","0","102601","4","2030/12/17 14:59:59","24","2020/04/30 12:00:00","4","11","10040","24012","0","0"
"リン","疲れた…\nけど、次こそは\n守り抜くよ…","0","102601","4","2030/12/17 14:59:59","24","2020/04/30 12:00:00","1","12","10040","24013","0","1.81"
