62de7c6bea2c96dff82b28ce37ecf614b65bcf921f2e12023e8fc6d3727dc78e,6ad8ab3482fa1057117a9a52376bdaa1391367ea6234022a2acb77b10ab77f3d,2dc32768442e5717a16f0676d2fb21f08dbe0a9b509d5dbe96aa710093befb93,64550b16e68bd634591c3bb39d9b72e28c487a1aa5ea65d61b0639d05492ca19,b5e8cac9b820aafd51e9b009014affbb66ea40e54b5db34f316b20bab084438f,39419afa2a15a30f381d490b554987b5bd7439849b015844bb7943b28805b785,b4f9b6980e8b7c59822212a07b6a606fa711db453dcb0e99fb2ebb756f28fca7,4b85abd3b186a3afe7325ef5e8cf6646ea815c2e86b512b706947808e269cb5e,8cfe427e58383c11be58da0cd0fc8cc56e71e27455bcc2d0f34cab544812cdca,bdad567705f50f22c5f681e4c0262dfa2856df4201a3348f4bb83fac22176620,17967ef2fb6bf3d691b47ebf358600c129b03d0e22d568fc92afb2bfca281d30
"25021","2","8","8","25013","2","283001001","31","10","91002","1"
"25021","2","8","8","25013","2","283001002","31","10","91002","2"
"25021","2","8","8","25013","2","283001003","32","10","91002","3"
"25021","2","8","8","25013","2","283001004","32","10","91002","4"
"25021","2","8","8","25013","2","283001005","33","10","91002","5"
"25021","2","8","9","25013","2","283001006","33","10","91002","6"
"25021","2","8","9","25013","2","283001007","34","10","91002","7"
"25021","2","8","9","25013","2","283001008","35","10","91002","8"
"25021","2","8","9","25013","2","283001009","35","10","91002","9"
"25021","2","8","10","25013","2","283001010","37","30","91002","10"
"25021","2","8","10","25013","2","283001011","41","10","91002","11"
"25021","2","8","11","25013","2","283001012","43","10","91002","12"
"25021","2","8","11","25013","2","283001013","46","10","91002","13"
"25021","2","8","12","25013","2","283001014","48","10","91002","14"
"25021","2","8","12","25013","2","283001015","50","10","91002","15"
"25021","2","8","13","25013","2","283001016","53","10","91002","16"
"25021","2","8","14","25013","2","283001017","55","10","91002","17"
"25021","2","8","14","25013","2","283001018","58","10","91002","18"
"25021","2","8","15","25013","2","283001019","60","10","91002","19"
"25021","2","8","15","25013","2","283001020","62","30","91002","20"
"25021","2","8","16","25013","2","283001021","68","10","91002","21"
"25021","2","8","16","25013","2","283001022","70","10","91002","22"
"25021","2","8","16","25013","2","283001023","72","10","91002","23"
"25021","2","8","17","25013","2","283001024","75","10","91002","24"
"25021","2","8","18","25013","2","283001025","77","10","91002","25"
"25021","2","8","18","25013","2","283001026","79","10","91002","26"
"25021","2","8","19","25013","2","283001027","82","10","91002","27"
"25021","2","8","19","25013","2","283001028","84","10","91002","28"
"25021","2","8","19","25013","2","283001029","86","10","91002","29"
"25021","2","8","20","25013","2","283001030","89","30","91002","30"
"25021","2","8","20","25013","2","283001031","94","10","91002","31"
"25021","2","8","21","25013","2","283001032","96","10","91002","32"
"25021","2","8","21","25013","2","283001033","99","10","91002","33"
"25021","2","8","22","25013","2","283001034","101","10","91002","34"
"25021","2","8","22","25013","2","283001035","103","10","91002","35"
"25021","2","8","23","25013","2","283001036","106","10","91002","36"
"25021","2","8","23","25013","2","283001037","108","10","91002","37"
"25021","2","8","24","25013","2","283001038","111","10","91002","38"
"25021","2","8","25","25013","2","283001039","113","10","91002","39"
"25021","2","8","25","25013","2","283001040","115","30","91002","40"
"25021","2","8","26","25013","2","283001041","121","10","91002","41"
"25021","2","8","27","25013","2","283001042","123","10","91002","42"
"25021","2","8","28","25013","2","283001043","125","10","91002","43"
"25021","2","8","28","25013","2","283001044","128","10","91002","44"
"25021","2","8","29","25013","2","283001045","130","10","91002","45"
"25021","2","8","30","25013","2","283001046","132","10","91002","46"
"25021","2","8","30","25013","2","283001047","135","10","91002","47"
"25021","2","8","31","25013","2","283001048","137","10","91002","48"
"25021","2","8","31","25013","2","283001049","139","10","91002","49"
"25021","2","8","31","25013","2","283001050","142","30","91002","50"
"25021","2","8","32","25013","2","283001051","144","10","91002","51"
"25021","2","8","32","25013","2","283001052","146","10","91002","52"
"25021","2","8","32","25013","2","283001053","149","10","91002","53"
"25021","2","8","33","25013","2","283001054","152","10","91002","54"
"25021","2","8","33","25013","2","283001055","155","10","91002","55"
"25021","2","8","33","25013","2","283001056","157","10","91002","56"
"25021","2","8","34","25013","2","283001057","160","10","91002","57"
"25021","2","8","34","25013","2","283001058","163","10","91002","58"
"25021","2","8","34","25013","2","283001059","166","10","91002","59"
"25021","2","8","35","25013","2","283001060","169","30","91002","60"
"25021","2","8","35","25013","2","283001061","171","10","91002","61"
"25021","2","8","35","25013","2","283001062","174","10","91002","62"
"25021","2","8","36","25013","2","283001063","177","10","91002","63"
"25021","2","8","36","25013","2","283001064","180","10","91002","64"
"25021","2","8","36","25013","2","283001065","182","10","91002","65"
"25021","2","8","37","25013","2","283001066","185","10","91002","66"
"25021","2","8","37","25013","2","283001067","187","10","91002","67"
"25021","2","8","37","25013","2","283001068","190","10","91002","68"
"25021","2","8","38","25013","2","283001069","193","10","91002","69"
"25021","2","8","38","25013","2","283001070","196","30","91002","70"
