c00eacb33eb503b7f9eccc7c102e26419fa4f8fb9bc5f8fa7dde6b9bc9713203,03c2446644e606f21507ea1e0fc2f3ea38cc37415c2ba24f1bc622c5ff2d4edd,b7995f38dbf18265cdee5182d6aaafa2685b280bbeae6ca45e40ce6ddf01656f,32548735fbc973f328dd063ab8caeaaeb315c9dba9dab4f61ef7f56eecfb90be,e79291e2690607bd1b2b1d7a6a33ec6e99a9e65300c2d230db78c3fbdf82fab7
"1","11001001","4101101","18","750000"
"2","11001001","4101201","18","120000"
"3","11001001","4101202","18","120000"
"4","11001001","4101203","18","120000"
"5","11001001","4101251","18","120000"
"6","11001001","4101301","18","66374"
"7","11001001","4101302","18","66374"
"8","11001001","4101303","18","66374"
"9","11001001","4101351","18","66374"
"10","11001001","4101401","18","4500"
"11","11001001","4104101","18","750000"
"12","11001001","4104201","18","120000"
"13","11001001","4104202","18","120000"
"14","11001001","4104203","18","120000"
"15","11001001","4104251","18","120000"
"16","11001001","4104301","18","66374"
"17","11001001","4104302","18","66374"
"18","11001001","4104303","18","66374"
"19","11001001","4104351","18","66374"
"20","11001001","4104401","18","4500"
"21","11001001","4201101","18","333334"
"22","11001001","4201201","18","80000"
"23","11001001","4201202","18","80000"
"24","11001001","4201203","18","80000"
"25","11001001","4201301","18","44250"
"26","11001001","4201302","18","44250"
"27","11001001","4201303","18","44250"
"28","11001001","4201401","18","2000"
"29","11001001","4202101","18","333334"
"30","11001001","4202201","18","80000"
"31","11001001","4202202","18","80000"
"32","11001001","4202203","18","80000"
"33","11001001","4202301","18","44250"
"34","11001001","4202302","18","44250"
"35","11001001","4202303","18","44250"
"36","11001001","4202401","18","2000"
"37","11001001","4301101","18","333332"
"38","11001001","4301201","18","80000"
"39","11001001","4301202","18","80000"
"40","11001001","4301301","18","44250"
"41","11001001","4301302","18","44250"
"42","11001001","4301401","18","2000"
"43","11001001","99006","2","0"
"44","11001001","94002","12","0"
"45","11001001","90008","2","0"
"46","11001001","26201","2","0"
"47","11001001","23002","2","0"
"48","11001002","4106101","18","750000"
"49","11001002","4106201","18","120000"
"50","11001002","4106202","18","120000"
"51","11001002","4106203","18","120000"
"52","11001002","4106251","18","120000"
"53","11001002","4106301","18","66374"
"54","11001002","4106302","18","66374"
"55","11001002","4106303","18","66374"
"56","11001002","4106351","18","66374"
"57","11001002","4106401","18","4500"
"58","11001002","4110101","18","750000"
"59","11001002","4110201","18","120000"
"60","11001002","4110202","18","120000"
"61","11001002","4110203","18","120000"
"62","11001002","4110251","18","120000"
"63","11001002","4110301","18","66374"
"64","11001002","4110302","18","66374"
"65","11001002","4110303","18","66374"
"66","11001002","4110351","18","66374"
"67","11001002","4110401","18","4500"
"68","11001002","4203101","18","333334"
"69","11001002","4203201","18","80000"
"70","11001002","4203202","18","80000"
"71","11001002","4203203","18","80000"
"72","11001002","4203301","18","44250"
"73","11001002","4203302","18","44250"
"74","11001002","4203303","18","44250"
"75","11001002","4203401","18","2000"
"76","11001002","4204101","18","333334"
"77","11001002","4204201","18","80000"
"78","11001002","4204202","18","80000"
"79","11001002","4204203","18","80000"
"80","11001002","4204301","18","44250"
"81","11001002","4204302","18","44250"
"82","11001002","4204303","18","44250"
"83","11001002","4204401","18","2000"
"84","11001002","4305101","18","333332"
"85","11001002","4305201","18","80000"
"86","11001002","4305202","18","80000"
"87","11001002","4305301","18","44250"
"88","11001002","4305302","18","44250"
"89","11001002","4305401","18","2000"
"90","11001002","99006","2","0"
"91","11001002","94002","12","0"
"92","11001002","90008","2","0"
"93","11001002","26201","2","0"
"94","11001002","23002","2","0"
"95","11001003","4102101","18","750000"
"96","11001003","4102201","18","120000"
"97","11001003","4102202","18","120000"
"98","11001003","4102203","18","120000"
"99","11001003","4102251","18","120000"
"100","11001003","4102301","18","66374"
"101","11001003","4102302","18","66374"
"102","11001003","4102303","18","66374"
"103","11001003","4102351","18","66374"
"104","11001003","4102401","18","4500"
"105","11001003","4105101","18","750000"
"106","11001003","4105201","18","120000"
"107","11001003","4105202","18","120000"
"108","11001003","4105203","18","120000"
"109","11001003","4105251","18","120000"
"110","11001003","4105301","18","66374"
"111","11001003","4105302","18","66374"
"112","11001003","4105303","18","66374"
"113","11001003","4105351","18","66374"
"114","11001003","4105401","18","4500"
"115","11001003","4201101","18","333334"
"116","11001003","4201201","18","80000"
"117","11001003","4201202","18","80000"
"118","11001003","4201203","18","80000"
"119","11001003","4201301","18","44250"
"120","11001003","4201302","18","44250"
"121","11001003","4201303","18","44250"
"122","11001003","4201401","18","2000"
"123","11001003","4202101","18","333334"
"124","11001003","4202201","18","80000"
"125","11001003","4202202","18","80000"
"126","11001003","4202203","18","80000"
"127","11001003","4202301","18","44250"
"128","11001003","4202302","18","44250"
"129","11001003","4202303","18","44250"
"130","11001003","4202401","18","2000"
"131","11001003","4302101","18","333332"
"132","11001003","4302201","18","80000"
"133","11001003","4302202","18","80000"
"134","11001003","4302301","18","44250"
"135","11001003","4302302","18","44250"
"136","11001003","4302401","18","2000"
"137","11001003","99006","2","0"
"138","11001003","94002","12","0"
"139","11001003","90008","2","0"
"140","11001003","26201","2","0"
"141","11001003","23002","2","0"
"142","11001004","4108101","18","750000"
"143","11001004","4108201","18","120000"
"144","11001004","4108202","18","120000"
"145","11001004","4108203","18","120000"
"146","11001004","4108251","18","120000"
"147","11001004","4108301","18","66374"
"148","11001004","4108302","18","66374"
"149","11001004","4108303","18","66374"
"150","11001004","4108351","18","66374"
"151","11001004","4108401","18","4500"
"152","11001004","4109101","18","750000"
"153","11001004","4109201","18","120000"
"154","11001004","4109202","18","120000"
"155","11001004","4109203","18","120000"
"156","11001004","4109251","18","120000"
"157","11001004","4109301","18","66374"
"158","11001004","4109302","18","66374"
"159","11001004","4109303","18","66374"
"160","11001004","4109351","18","66374"
"161","11001004","4109401","18","4500"
"162","11001004","4203101","18","333334"
"163","11001004","4203201","18","80000"
"164","11001004","4203202","18","80000"
"165","11001004","4203203","18","80000"
"166","11001004","4203301","18","44250"
"167","11001004","4203302","18","44250"
"168","11001004","4203303","18","44250"
"169","11001004","4203401","18","2000"
"170","11001004","4204101","18","333334"
"171","11001004","4204201","18","80000"
"172","11001004","4204202","18","80000"
"173","11001004","4204203","18","80000"
"174","11001004","4204301","18","44250"
"175","11001004","4204302","18","44250"
"176","11001004","4204303","18","44250"
"177","11001004","4204401","18","2000"
"178","11001004","4304101","18","333332"
"179","11001004","4304201","18","80000"
"180","11001004","4304202","18","80000"
"181","11001004","4304301","18","44250"
"182","11001004","4304302","18","44250"
"183","11001004","4304401","18","2000"
"184","11001004","99006","2","0"
"185","11001004","94002","12","0"
"186","11001004","90008","2","0"
"187","11001004","26201","2","0"
"188","11001004","23002","2","0"
"189","11001005","4103101","18","750000"
"190","11001005","4103201","18","120000"
"191","11001005","4103202","18","120000"
"192","11001005","4103203","18","120000"
"193","11001005","4103251","18","120000"
"194","11001005","4103301","18","66374"
"195","11001005","4103302","18","66374"
"196","11001005","4103303","18","66374"
"197","11001005","4103351","18","66374"
"198","11001005","4103401","18","4500"
"199","11001005","4107101","18","750000"
"200","11001005","4107201","18","120000"
"201","11001005","4107202","18","120000"
"202","11001005","4107203","18","120000"
"203","11001005","4107251","18","120000"
"204","11001005","4107301","18","66374"
"205","11001005","4107302","18","66374"
"206","11001005","4107303","18","66374"
"207","11001005","4107351","18","66374"
"208","11001005","4107401","18","4500"
"209","11001005","4201101","18","333334"
"210","11001005","4201201","18","80000"
"211","11001005","4201202","18","80000"
"212","11001005","4201203","18","80000"
"213","11001005","4201301","18","44250"
"214","11001005","4201302","18","44250"
"215","11001005","4201303","18","44250"
"216","11001005","4201401","18","2000"
"217","11001005","4202101","18","333334"
"218","11001005","4202201","18","80000"
"219","11001005","4202202","18","80000"
"220","11001005","4202203","18","80000"
"221","11001005","4202301","18","44250"
"222","11001005","4202302","18","44250"
"223","11001005","4202303","18","44250"
