c58a354a8e8d7ae77fc7fc8c85fc1de801d0a7ce73ad80991872361985d4fffc,2e43b144745b31b824c3231ba1b06e3537cc0c1be102c1c7e5dbf3600bdd0a8a,f17437816cc60b3623d962576685d4d38e94b22a0f75282b9589b2d5aa68ddf5,f2d2d2eb255e02351692a767d5446ee598b7fb68e163a07aad1e76a06532944d,62c3d1495fd95ea4197d63111f2dd32437bcedcc0c852fbcfc06e971c74828a1,e86d45e567bd0ba98b23939955c7a9ba8de0cdde87c61862023f927cbc023289,c6518042c79ab93d7e9688c80c313c6a7862391da5c57ec94c1afb9e9480216d,738e4cd56c83c3f323532f4f57b400bcd51ff57b2d2e0d96dbdc4141d8d7316d
"2030/12/17 14:59:59","1.ジュノー平野","bgm_M61","bgm_M61","101","1.ジュノー平野","2015/12/17 15:00:00","11001"
"2030/12/17 14:59:59","2.パラス高原","bgm_M61","bgm_M61_02","101","2.パラス高原","2015/12/17 15:00:00","11002"
"2030/12/17 14:59:59","3.ヘーベ丘陵","bgm_M61","bgm_M61_03","101","3.ヘーベ丘陵","2015/12/17 15:00:00","11003"
"2030/12/17 14:59:59","4.ベスタ渓谷","bgm_M61","bgm_M61_04","101","4.ベスタ渓谷","2015/12/17 15:00:00","11004"
"2030/12/17 14:59:59","5.ケレス森林","bgm_M62","bgm_M62_01","101","5.ケレス森林","2015/12/17 15:00:00","11005"
"2030/12/17 14:59:59","6.フローラ湖畔","bgm_M62","bgm_M62_02","101","6.フローラ湖畔","2015/12/17 15:00:00","11006"
"2030/12/17 14:59:59","7.メティス大瀑布","bgm_M62","bgm_M62_03","101","7.メティス大瀑布","2015/12/17 15:00:00","11007"
"2030/12/17 14:59:59","8.イリス樹海","bgm_M42","bgm_M42_02","101","8.イリス樹海","2015/12/17 15:00:00","11008"
"2030/12/17 14:59:59","9.フリガ雪原","bgm_M58","bgm_M58","101","9.フリガ雪原","2015/12/17 15:00:00","11009"
"2030/12/17 14:59:59","10.ロレッタ海岸","bgm_M101","bgm_M101","101","10.ロレッタ海岸","2015/12/17 15:00:00","11010"
"2030/12/17 14:59:59","11.ゲヌア砂漠","bgm_M93","bgm_M93","101","11.ゲヌア砂漠","2015/12/17 15:00:00","11011"
"2030/12/17 14:59:59","12.ボノニア砂丘","bgm_M94","bgm_M94","101","12.ボノニア砂丘","2015/12/17 15:00:00","11012"
"2030/12/17 14:59:59","13.ドロテア湿地","bgm_M118","bgm_M118","101","13.ドロテア湿地","2015/12/17 15:00:00","11013"
"2030/12/17 14:59:59","14.ウジェニア熱地","bgm_M95","bgm_M95","101","14.ウジェニア熱地","2015/12/17 15:00:00","11014"
"2030/12/17 14:59:59","15.タリア火山","bgm_M96","bgm_M96","101","15.タリア火山","2015/12/17 15:00:00","11015"
"2030/12/17 14:59:59","16.テミス銀嶺","bgm_M140","bgm_M140","101","16.テミス銀嶺","2015/12/17 15:00:00","11016"
"2030/12/17 14:59:59","17.フィデス氷原","bgm_M141","bgm_M141","101","17.フィデス氷原","2015/12/17 15:00:00","11017"
"2030/12/17 14:59:59","18.ファエトン原野・北部","bgm_M179","bgm_M179","102","18.ファエトン\n　　　　　原野・北部","2015/12/17 15:00:00","11018"
"2030/12/17 14:59:59","19.ファエトン原野・南部","bgm_M179","bgm_M179","102","19.ファエトン\n　　　　　原野・南部","2015/12/17 15:00:00","11019"
"2030/12/17 14:59:59","20.カスタリア樹林・西部","bgm_M180","bgm_M180","102","20.カスタリア\n　　　　　樹林・西部","2015/12/17 15:00:00","11020"
"2030/12/17 14:59:59","21.カスタリア樹林・東部","bgm_M180","bgm_M180","102","21.カスタリア\n　　　　　樹林・東部","2015/12/17 15:00:00","11021"
"2030/12/17 14:59:59","22.マティルド岩峯・南部","bgm_M232","bgm_M232","102","22.マティルド\n　　　　　岩峯・南部","2015/12/17 15:00:00","11022"
"2030/12/17 14:59:59","23.マティルド岩峯・北部","bgm_M232","bgm_M232","102","23.マティルド\n　　　　　岩峯・北部","2015/12/17 15:00:00","11023"
"2030/12/17 14:59:59","24.レディウス群峰・西麓","bgm_M233","bgm_M233","102","24.レディウス\n　　　　　群峰・西麓","2015/12/17 15:00:00","11024"
"2030/12/17 14:59:59","25.レディウス群峰・東麓","bgm_M233","bgm_M233","102","25.レディウス\n　　　　　群峰・東麓","2015/12/17 15:00:00","11025"
"2030/12/17 14:59:59","26.ペテロ大森林・西部","bgm_M260","bgm_M260","102","26.ペテロ大森林・西部","2015/12/17 15:00:00","11026"
"2030/12/17 14:59:59","27.ペテロ大森林・東部","bgm_M260","bgm_M260","102","27.ペテロ大森林・東部","2015/12/17 15:00:00","11027"
"2030/12/17 14:59:59","28.ディズタル河食岸・北部","bgm_M278","bgm_M278_E28","102","28.ディズタル\n　　　　　河食岸・北部","2015/12/17 15:00:00","11028"
"2030/12/17 14:59:59","29.ディズタル河食岸・南部","bgm_M278","bgm_M278_E29","102","29.ディズタル\n　　　　　河食岸・南部","2015/12/17 15:00:00","11029"
"2030/12/17 14:59:59","30.フテラ断崖・北部","bgm_M293","bgm_M293","102","30.フテラ断崖・北部","2015/12/17 15:00:00","11030"
"2030/12/17 14:59:59","31.フテラ断崖・南部","bgm_M293","bgm_M293","102","31.フテラ断崖・南部","2015/12/17 15:00:00","11031"
"2030/12/17 14:59:59","32.ファスキア森林・南部","bgm_M339","bgm_M339","102","32.ファスキア\n　　　　　　森林・南部","2015/12/17 15:00:00","11032"
"2030/12/17 14:59:59","33.ファスキア森林・東部","bgm_M339","bgm_M339","102","33.ファスキア\n　　　　　　森林・東部","2015/12/17 15:00:00","11033"
"2030/12/17 14:59:59","34.デクスティア岩崖・西壁","bgm_M374","bgm_M374","102","34.デクスティア\n　　　　　岩崖・西壁","2015/12/17 15:00:00","11034"
"2030/12/17 14:59:59","35.デクスティア岩崖・東壁","bgm_M374","bgm_M374","102","35.デクスティア\n　　　　　岩崖・東壁","2015/12/17 15:00:00","11035"
"2030/12/17 14:59:59","36.ヴェーナ湖畔道・南部","bgm_M392","bgm_M392","102","36.ヴェーナ\n　　　　　湖畔道・南部","2015/12/17 15:00:00","11036"
"2030/12/17 14:59:59","37.ヴェーナ湖畔道・北部","bgm_M392","bgm_M392","102","37.ヴェーナ\n　　　　　湖畔道・北部","2015/12/17 15:00:00","11037"
"2030/12/17 14:59:59","38.ラトゥス断崖・南部","bgm_M411","bgm_M411","102","38.ラトゥス\n　　　　　断崖・南部","2015/12/17 15:00:00","11038"
"2030/12/17 14:59:59","39.ラトゥス断崖・北部","bgm_M411","bgm_M411","102","39.ラトゥス\n　　　　　断崖・北部","2015/12/17 15:00:00","11039"
