72d0f204a4057c66d64c4cd8d9f5971ec30e68507bf0a9eca51f044cc84ae6a7,810a60b044271b4394c1192ba57d69d49f22fc367e705a1f96fe389467e47f32,4062bb80f77e88a65149d2bd767f7eda35ed06d1430d8614e657aa102c304610,3470e1fcd50a1b42c5c43b9dd9fa1579a171e8375115c5098c775f3c1e84363b,22a9c8a772aff86606ab95a34223f36d6c2f67d75c63b56277362901ef56a941,b7a99062e402d0881626212c8a45525a2e04f147a82a6226fc8a9edf6cd6a73d,f1212c27cfe5b051aefd72a0e7d57a16daab40181659ddc02af33f43e4fc1c6f,4ee089489018eadd299968cb26e2eedcca8aa39da1f7c8f6b16e4b77eae39e7d
"1","48","1","2","5","3","4","111"
"1","96","1","2","5","3","4","121"
"1","144","1","2","5","3","4","131"
"1","192","1","2","5","3","4","141"
"1","240","1","2","5","3","4","151"
"2","84","1","0","0","0","0","211"
"2","168","1","0","0","0","0","221"
"2","252","1","0","0","0","0","231"
"2","336","1","0","0","0","0","241"
"2","420","1","0","0","0","0","251"
"5","36","3","0","0","0","0","311"
"5","72","3","0","0","0","0","321"
"5","108","3","0","0","0","0","331"
"5","144","3","0","0","0","0","341"
"5","180","3","0","0","0","0","351"
"4","84","4","0","0","0","0","411"
"4","168","4","0","0","0","0","421"
"4","252","4","0","0","0","0","431"
"4","336","4","0","0","0","0","441"
"4","420","4","0","0","0","0","451"
"4","84","2","0","0","0","0","511"
"4","168","2","0","0","0","0","521"
"4","252","2","0","0","0","0","531"
"4","336","2","0","0","0","0","541"
"4","420","2","0","0","0","0","551"
"2","84","4","0","0","0","0","611"
"2","168","4","0","0","0","0","621"
"2","252","4","0","0","0","0","631"
"2","336","4","0","0","0","0","641"
"2","420","4","0","0","0","0","651"
"1","56","5","0","0","0","0","711"
"1","112","5","0","0","0","0","721"
"1","168","5","0","0","0","0","731"
"1","224","5","0","0","0","0","741"
"1","280","5","0","0","0","0","751"
"101","1","2","0","0","0","0","811"
"2","84","3","0","0","0","0","911"
"2","168","3","0","0","0","0","921"
"2","252","3","0","0","0","0","931"
"2","336","3","0","0","0","0","941"
"2","420","3","0","0","0","0","951"
"101","1","1","0","0","0","0","1011"
"5","36","2","0","0","0","0","1111"
"5","72","2","0","0","0","0","1121"
"5","108","2","0","0","0","0","1131"
"5","144","2","0","0","0","0","1141"
"5","180","2","0","0","0","0","1151"
"4","84","5","0","0","0","0","1211"
"4","168","5","0","0","0","0","1221"
"4","252","5","0","0","0","0","1231"
"4","336","5","0","0","0","0","1241"
"4","420","5","0","0","0","0","1251"
"2","86","1","0","0","0","0","1311"
"2","172","1","0","0","0","0","1321"
"2","258","1","0","0","0","0","1331"
"2","344","1","0","0","0","0","1341"
"2","430","1","0","0","0","0","1351"
"1","44","3","0","0","0","0","1411"
"1","88","3","0","0","0","0","1421"
"1","132","3","0","0","0","0","1431"
"1","176","3","0","0","0","0","1441"
"1","220","3","0","0","0","0","1451"
"5","36","4","0","0","0","0","1511"
"5","72","4","0","0","0","0","1521"
"5","108","4","0","0","0","0","1531"
"5","144","4","0","0","0","0","1541"
"5","180","4","0","0","0","0","1551"
"101","1","5","0","0","0","0","1611"
"100","1","2","0","0","0","0","1711"
"4","84","3","0","0","0","0","1811"
"4","168","3","0","0","0","0","1821"
"4","252","3","0","0","0","0","1831"
"4","336","3","0","0","0","0","1841"
"4","420","3","0","0","0","0","1851"
"3","36","4","0","0","0","0","1911"
"3","72","4","0","0","0","0","1921"
"3","108","4","0","0","0","0","1931"
"3","144","4","0","0","0","0","1941"
"3","180","4","0","0","0","0","1951"
"4","84","1","0","0","0","0","2011"
"4","168","1","0","0","0","0","2021"
"4","252","1","0","0","0","0","2031"
"4","336","1","0","0","0","0","2041"
"4","420","1","0","0","0","0","2051"
"100","1","3","0","0","0","0","2111"
"2","84","5","0","0","0","0","2211"
"2","168","5","0","0","0","0","2221"
"2","252","5","0","0","0","0","2231"
"2","336","5","0","0","0","0","2241"
"2","420","5","0","0","0","0","2251"
"1","44","1","0","0","0","0","2311"
"1","88","1","0","0","0","0","2321"
"1","132","1","0","0","0","0","2331"
"1","176","1","0","0","0","0","2341"
"1","220","1","0","0","0","0","2351"
"2","84","2","0","0","0","0","2411"
"2","168","2","0","0","0","0","2421"
"2","252","2","0","0","0","0","2431"
"2","336","2","0","0","0","0","2441"
"2","420","2","0","0","0","0","2451"
"4","86","5","0","0","0","0","2511"
"4","172","5","0","0","0","0","2521"
"4","258","5","0","0","0","0","2531"
"4","344","5","0","0","0","0","2541"
"4","430","5","0","0","0","0","2551"
"100","1","1","2","5","3","4","2611"
"100","2","1","2","5","3","4","2621"
"100","3","1","2","5","3","4","2631"
"3","36","1","0","0","0","0","2711"
"3","72","1","0","0","0","0","2721"
"3","108","1","0","0","0","0","2731"
"3","144","1","0","0","0","0","2741"
"3","180","1","0","0","0","0","2751"
"4","86","4","0","0","0","0","2811"
"4","172","4","0","0","0","0","2821"
"4","258","4","0","0","0","0","2831"
"4","344","4","0","0","0","0","2841"
"4","430","4","0","0","0","0","2851"
"7","10","5","0","0","0","0","2911"
"7","20","5","0","0","0","0","2921"
"7","30","5","0","0","0","0","2931"
"7","40","5","0","0","0","0","2941"
"7","50","5","0","0","0","0","2951"
"3","36","2","0","0","0","0","3011"
"3","72","2","0","0","0","0","3021"
"3","108","2","0","0","0","0","3031"
"3","144","2","0","0","0","0","3041"
"3","180","2","0","0","0","0","3051"
"1","46","3","0","0","0","0","3111"
"1","92","3","0","0","0","0","3121"
"1","138","3","0","0","0","0","3131"
"1","184","3","0","0","0","0","3141"
"1","230","3","0","0","0","0","3151"
"4","88","4","0","0","0","0","3211"
"4","176","4","0","0","0","0","3221"
"4","264","4","0","0","0","0","3231"
"4","352","4","0","0","0","0","3241"
"4","440","4","0","0","0","0","3251"
"4","86","1","0","0","0","0","3311"
"4","172","1","0","0","0","0","3321"
"4","258","1","0","0","0","0","3331"
"4","344","1","0","0","0","0","3341"
"4","430","1","0","0","0","0","3351"
"2","86","2","0","0","0","0","3411"
"2","172","2","0","0","0","0","3421"
"2","258","2","0","0","0","0","3431"
"2","344","2","0","0","0","0","3441"
"2","430","2","0","0","0","0","3451"
"5","38","3","0","0","0","0","3511"
"5","76","3","0","0","0","0","3521"
"5","114","3","0","0","0","0","3531"
"5","152","3","0","0","0","0","3541"
"5","190","3","0","0","0","0","3551"
"2","86","4","0","0","0","0","3611"
"2","172","4","0","0","0","0","3621"
"2","258","4","0","0","0","0","3631"
"2","344","4","0","0","0","0","3641"
"2","430","4","0","0","0","0","3651"
"4","88","5","0","0","0","0","3711"
"4","176","5","0","0","0","0","3721"
"4","264","5","0","0","0","0","3731"
"4","352","5","0","0","0","0","3741"
"4","440","5","0","0","0","0","3751"
"1","44","2","0","0","0","0","3811"
"1","88","2","0","0","0","0","3821"
"1","132","2","0","0","0","0","3831"
"1","176","2","0","0","0","0","3841"
"1","220","2","0","0","0","0","3851"
"4","86","3","0","0","0","0","3911"
"4","172","3","0","0","0","0","3921"
"4","258","3","0","0","0","0","3931"
"4","344","3","0","0","0","0","3941"
"4","430","3","0","0","0","0","3951"
"3","36","5","0","0","0","0","4011"
"3","72","5","0","0","0","0","4021"
"3","108","5","0","0","0","0","4031"
"3","144","5","0","0","0","0","4041"
"3","180","5","0","0","0","0","4051"
"7","10","2","0","0","0","0","4111"
"7","20","2","0","0","0","0","4121"
"7","30","2","0","0","0","0","4131"
"7","40","2","0","0","0","0","4141"
"7","50","2","0","0","0","0","4151"
"2","88","1","0","0","0","0","4211"
"2","176","1","0","0","0","0","4221"
"2","264","1","0","0","0","0","4231"
"2","352","1","0","0","0","0","4241"
"2","440","1","0","0","0","0","4251"
"3","38","4","0","0","0","0","4311"
"3","76","4","0","0","0","0","4321"
"3","114","4","0","0","0","0","4331"
"3","152","4","0","0","0","0","4341"
"3","190","4","0","0","0","0","4351"
"1","58","5","0","0","0","0","4411"
"1","116","5","0","0","0","0","4421"
"1","174","5","0","0","0","0","4431"
"1","232","5","0","0","0","0","4441"
"1","290","5","0","0","0","0","4451"
"2","88","2","0","0","0","0","4511"
"2","176","2","0","0","0","0","4521"
"2","264","2","0","0","0","0","4531"
"2","352","2","0","0","0","0","4541"
"2","440","2","0","0","0","0","4551"
"2","86","3","0","0","0","0","4611"
"2","172","3","0","0","0","0","4621"
"2","258","3","0","0","0","0","4631"
"2","344","3","0","0","0","0","4641"
"2","430","3","0","0","0","0","4651"
"7","10","4","0","0","0","0","4711"
"7","20","4","0","0","0","0","4721"
"7","30","4","0","0","0","0","4731"
"7","40","4","0","0","0","0","4741"
"7","50","4","0","0","0","0","4751"
"3","38","1","0","0","0","0","4811"
"3","76","1","0","0","0","0","4821"
"3","114","1","0","0","0","0","4831"
"3","152","1","0","0","0","0","4841"
"3","190","1","0","0","0","0","4851"
"5","38","2","0","0","0","0","4911"
"5","76","2","0","0","0","0","4921"
"5","114","2","0","0","0","0","4931"
"5","152","2","0","0","0","0","4941"
"5","190","2","0","0","0","0","4951"
"2","86","5","0","0","0","0","5011"
"2","172","5","0","0","0","0","5021"
"2","258","5","0","0","0","0","5031"
"2","344","5","0","0","0","0","5041"
"2","430","5","0","0","0","0","5051"
"4","88","1","0","0","0","0","5111"
"4","176","1","0","0","0","0","5121"
"4","264","1","0","0","0","0","5131"
"4","352","1","0","0","0","0","5141"
"4","440","1","0","0","0","0","5151"
"3","36","3","0","0","0","0","5211"
"3","72","3","0","0","0","0","5221"
"3","108","3","0","0","0","0","5231"
"3","144","3","0","0","0","0","5241"
"3","180","3","0","0","0","0","5251"
"7","15","4","0","0","0","0","5311"
"7","30","4","0","0","0","0","5321"
"7","45","4","0","0","0","0","5331"
"7","60","4","0","0","0","0","5341"
"7","75","4","0","0","0","0","5351"
"101","1","1","2","5","3","4","5411"
"101","2","1","2","5","3","4","5421"
"101","3","1","2","5","3","4","5431"
"4","90","1","0","0","0","0","5511"
"4","180","1","0","0","0","0","5521"
"4","270","1","0","0","0","0","5531"
"4","360","1","0","0","0","0","5541"
"4","450","1","0","0","0","0","5551"
"100","1","2","0","0","0","0","5611"
"100","2","2","0","0","0","0","5621"
"6","10","5","0","0","0","0","5711"
"6","20","5","0","0","0","0","5721"
"6","30","5","0","0","0","0","5731"
"6","40","5","0","0","0","0","5741"
"6","50","5","0","0","0","0","5751"
"2","90","2","0","0","0","0","5811"
"2","180","2","0","0","0","0","5821"
"2","270","2","0","0","0","0","5831"
"2","360","2","0","0","0","0","5841"
"2","450","2","0","0","0","0","5851"
"1","48","3","0","0","0","0","5911"
"1","96","3","0","0","0","0","5921"
"1","144","3","0","0","0","0","5931"
"1","192","3","0","0","0","0","5941"
"1","240","3","0","0","0","0","5951"
"101","1","5","0","0","0","0","6011"
"101","2","5","0","0","0","0","6021"
"2","90","1","0","0","0","0","6111"
"2","180","1","0","0","0","0","6121"
"2","270","1","0","0","0","0","6131"
"2","360","1","0","0","0","0","6141"
"2","450","1","0","0","0","0","6151"
"3","38","2","0","0","0","0","6211"
"3","76","2","0","0","0","0","6221"
"3","114","2","0","0","0","0","6231"
"3","152","2","0","0","0","0","6241"
"3","190","2","0","0","0","0","6251"
"2","88","3","0","0","0","0","6311"
"2","176","3","0","0","0","0","6321"
"2","264","3","0","0","0","0","6331"
"2","352","3","0","0","0","0","6341"
"2","440","3","0","0","0","0","6351"
"2","88","4","0","0","0","0","6411"
"2","176","4","0","0","0","0","6421"
"2","264","4","0","0","0","0","6431"
"2","352","4","0","0","0","0","6441"
"2","440","4","0","0","0","0","6451"
"7","10","1","0","0","0","0","6511"
"7","20","1","0","0","0","0","6521"
"7","30","1","0","0","0","0","6531"
"7","40","1","0","0","0","0","6541"
"7","50","1","0","0","0","0","6551"
"100","1","4","0","0","0","0","6611"
"5","36","5","0","0","0","0","6711"
"5","72","5","0","0","0","0","6721"
"5","108","5","0","0","0","0","6731"
"5","144","5","0","0","0","0","6741"
"5","180","5","0","0","0","0","6751"
"5","36","1","0","0","0","0","6811"
"5","72","1","0","0","0","0","6821"
"5","108","1","0","0","0","0","6831"
"5","144","1","0","0","0","0","6841"
"5","180","1","0","0","0","0","6851"
"4","86","2","0","0","0","0","6911"
"4","172","2","0","0","0","0","6921"
"4","258","2","0","0","0","0","6931"
"4","344","2","0","0","0","0","6941"
"4","430","2","0","0","0","0","6951"
"6","10","4","0","0","0","0","7011"
"6","20","4","0","0","0","0","7021"
"6","30","4","0","0","0","0","7031"
"6","40","4","0","0","0","0","7041"
"6","50","4","0","0","0","0","7051"
"6","10","1","0","0","0","0","7111"
"6","20","1","0","0","0","0","7121"
"6","30","1","0","0","0","0","7131"
"6","40","1","0","0","0","0","7141"
"6","50","1","0","0","0","0","7151"
"101","1","3","0","0","0","0","7211"
"3","38","3","0","0","0","0","7311"
"3","76","3","0","0","0","0","7321"
"3","114","3","0","0","0","0","7331"
"3","152","3","0","0","0","0","7341"
"3","190","3","0","0","0","0","7351"
"1","56","4","0","0","0","0","7411"
"1","112","4","0","0","0","0","7421"
"1","168","4","0","0","0","0","7431"
"1","224","4","0","0","0","0","7441"
"1","280","4","0","0","0","0","7451"
"5","40","2","0","0","0","0","7511"
"5","80","2","0","0","0","0","7521"
"5","120","2","0","0","0","0","7531"
"5","160","2","0","0","0","0","7541"
"5","200","2","0","0","0","0","7551"
"4","90","4","0","0","0","0","7611"
"4","180","4","0","0","0","0","7621"
"4","270","4","0","0","0","0","7631"
"4","360","4","0","0","0","0","7641"
"4","450","4","0","0","0","0","7651"
"100","1","5","0","0","0","0","7711"
"101","1","1","0","0","0","0","7811"
"101","2","1","0","0","0","0","7821"
"3","40","4","0","0","0","0","7911"
"3","80","4","0","0","0","0","7921"
"3","120","4","0","0","0","0","7931"
"3","160","4","0","0","0","0","7941"
"3","200","4","0","0","0","0","7951"
"7","10","3","0","0","0","0","8011"
"7","20","3","0","0","0","0","8021"
"7","30","3","0","0","0","0","8031"
"7","40","3","0","0","0","0","8041"
"7","50","3","0","0","0","0","8051"
"3","38","5","0","0","0","0","8111"
"3","76","5","0","0","0","0","8121"
"3","114","5","0","0","0","0","8131"
"3","152","5","0","0","0","0","8141"
"3","190","5","0","0","0","0","8151"
"6","15","1","2","5","3","4","8211"
"6","30","1","2","5","3","4","8221"
"6","45","1","2","5","3","4","8231"
"6","60","1","2","5","3","4","8241"
