ec76c08838ee193905b2497ede0f346b37393bde9ff708e48f839b771ba45ca9,5550076656817bb1351294a09964cb9d772748964fbf7cf6b49d973beeab26fc,4b78668726ea63542f0115c678f2e2025b5f02fb20c88275b2975835a3632a1b,8906e69d61353c228cf6defdcffc632f67252dc79b6d6eda2bb1bb9aae53282b,3b1883068f37af79080057a7a1ce8bafa4fd26839278987bbbd75c7e297b89e1,fca6f0afb65bb00483ac91231d5c010bfe921978340f6f6dcbc9c95afe8aeeea,c23c5e4aa0e9ea9dd84a6906b52d61aaadcc99659be0c11ba2d76b4023bd883b,ad7c6484389c3db43b9ae88ee3fa20fc55348499582359b0ca62de47f943b734,a44d6139a46862f56655d1c905653e4488cdc142591aa7214ae8a07939d42dbf,888c460f1e31d431844b9d2832f56abbd23a46702d8dd072ccabbd1c3155ef6e,a515cc1f779b9b07a2c300d94b2e9b8853e47adc6664673b39b7654bb1680cea,133cad766e6367a7067a218c0b2eff98dd14c5cc95c47a31bb46938a1173f77e,780212cae18e13d26438eeedefab3da82a31dc24fb9bc660dfd9e36e3ecb74f6,f057c784a71b77600dc6c7b6ea6a997ec9991396e8539f3d878947141963767c,d195a22dfba69358c71e83df08a65295d06a256b0ac590370224447f19d450e1,6d874f32f040295bb15ca771add9650589228f7a45e577f485428b7a38a00ea9,1c3bad206881650466272e1f3e2a0c9b9c4249bdc8ca0197ccd80276d0b62601,ccd3a9188f7e88e7eb877853371bdee019422490ae39aaae142a19b4a5374838,f4f4757b13c9e65b7042b2186d1e2819d556e6dda91dff046bb72f121b71e1d9,16a426a13841c6bf92a501dd95bdc8c71fa6992448e0148db7fba21d58e8bd78,f0125c01dcc5bc21ed3d4b966350f075477e19cb03e323ebefaa5f9f847432ce,e398b804f2007f37b69a984d35b0ef079582e4b196aa0872f63c11c59c063fd2,daf9c3060f0158fd0744571c72a6912bd620e458f15f07d7ee0b3fd4dba97014,91f79bcba05ed62c29844952566a4803c772af81851bf8ded629aba9cee2a2b2,7a1a600097b42f20ddc78f223749d1d0bdb38320290d2fa8288a74fa8b943299,c28675d511cd640d79777288b3b0b8dc54433dfa6f879253589e65ab89bb74ad,9853280c85ef5cebe2e1885c5d90301859fab78fde961e617f32128e045c3a2a,9e5cbb317d7b247bba0ab60f010938f63e8a451f296514fbd9b467ef328a705e,13e2719673a5a8bcfc2e7342894d5d4d2ca7b3dc50d035e2b29a2a0e4f333160,efd9f12e6ce4292583cc89e766e673babec2683bd490872f323f4c0023fbbc40,f3dd4707034f5ed91b32fab7a0814477d94ff17843167ddfd68666f8f8cab19b,cf7be2fae89c7270a33aa858b70369a42a13a317817971ad90d335447e07041b,c93e187c8ce0c28cf4a88abdbf02359503536bd5c6fb9d03715a278c5d1f190a,7542bd83442e67239f02b6821b8302f36bb150e7c7a94fc53f6ce9aab596eccc,e3794bc440d92770b0ffdda99dfbf97d1c30f87eb4544ea7bb125977899cff6c,9a830df83bc8ef0d0c3c5d13e123f61847d952dd5c4d75e62f4088638fdf9a48,cc2273ff7df99b183cd461f81c8b45ea6bea45deac27624147c98a795a736b7f,e28b0719b82bb79db9975cbce6116a724696b3d0535852fe90121e1f0074d41e,ca5cb6014d8ab454aaaf13fe1a3041c02aefa57ab0f390dd2ecc4926e4de8669,23b2c5b39a7706d932cc3b83fa254799881cffa19b4eeb0a2ad7c2d12a726442,0db8848df1e40cd53458cf6db7b7723120893fdf8c24ac9ea93287164a026a07
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12000","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113011","0","5","0","91002","0","0","0","0","2100101"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12100","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123042","0","5","0","91002","0","0","0","0","2100102"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12200","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113071","0","5","0","91002","0","0","0","0","2100103"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12300","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123072","0","5","0","91002","0","0","0","0","2100104"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12400","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113012","0","5","0","91002","0","0","0","0","2100105"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12500","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113013","0","5","0","91002","0","0","0","0","2100106"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12600","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123041","0","5","0","91002","0","0","0","0","2100107"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12700","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123161","0","5","0","91002","0","0","0","0","2100108"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","12800","1","0","3","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113162","0","5","0","91002","0","0","0","0","2100109"
"2","94002","0","0","4","1","0","8","0","6","1","50001","1","5","3","0","12900","12","0","2","0","1","0","0","1","20001","113191","1","0","0","4","91002","0","100","0","140000","0","1","0","0","2100110"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13000","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123192","0","5","0","91002","0","0","0","0","2100111"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13100","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123193","0","5","0","91002","0","0","0","0","2100112"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13200","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113221","0","5","0","91002","0","0","0","0","2100113"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13300","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113222","0","5","0","91002","0","0","0","0","2100114"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13400","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123251","0","5","0","91002","0","0","0","0","2100115"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13500","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","113252","0","5","0","91002","0","0","0","0","2100116"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13600","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123281","0","5","0","91002","0","0","0","0","2100117"
"2","20001","0","0","8","30","0","4","0","1","1","0","1","13700","1","0","4","2","0","0","0","1","0","0","1","50001","94002","0","0","0","12","123282","0","5","0","91002","0","0","0","0","2100118"
