2b06b4c805a9b69eae76b80974264e5bcec460c8fecf20aba5ee65b4f3e3ba3a,468dcf1b86a2923a4a9eea0478a09880a9f61271d76aef3f39f8bdef9d53d33a,a79896265677f7be694ae6dbdd22dfaea274ea11f9c228ea619c0ee28a0e45cd,6aacfb23e8f6863e792fae3d43f9915d6651c26ec26a24f1961e1d6291190f20,ff5ec37d2ec9487e61caccb75f89c5c216239fc32d2ed7d644759dfb8fa716ad,36a6618b2069e5e28fec41ef87252e894dd03a25b9a33bb20d3466e22ba4488f,d3c8d4cd2371ea51996109297f65970040e1e342ee78cad9985770687450e257,1f322c3cca603b61ba743ce847fc29211952e09670aa225770a9f9696ff1294f,a49144a008ded85a926b672c40bceb8de05ade34ace1fc75c51f720315772652,58ce088a39ebe14886f859cb5cb8f260577c81a248dc9110cae0442f37e17afd,28a1ef064212ec6b235274bd211bb61d909440a225ac996cb89cf69763428cee,03d8c7f271ff62e4af7d08ad12c53998347f45933ef5eee5d302174755ae2c21
"103","10140","1","0","0","浮き輪泳ぎ（黄）","107511","10","0","2","0","10140101"
"102","10140","1","0","0","浮き輪泳ぎ（青）","107611","15","0","2","0","10140102"
"103","10140","1","0","0","浮き輪泳ぎ（黄）","107711","10","0","1","0","10140103"
"102","10140","1","0","0","浮き輪泳ぎ（青）","108011","10","0","2","0","10140106"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","110011","10","0","2","0","10140107"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","110111","10","0","1","0","10140108"
"103","10140","1","0","0","浮き輪泳ぎ（黄）","110311","3","0","1","0","10140109"
"102","10140","1","0","0","浮き輪泳ぎ（青）","110411","10","0","2","0","10140110"
"102","10140","1","0","0","浮き輪泳ぎ（青）","110511","10","0","2","0","10140111"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","110611","50","0","2","0","10140112"
"102","10140","1","0","0","浮き輪泳ぎ（青）","113111","5","0","1","0","10140113"
"102","10140","1","0","0","浮き輪泳ぎ（青）","113211","5","0","1","0","10140114"
"102","10140","1","0","0","浮き輪泳ぎ（青）","113311","5","0","1","0","10140115"
"102","10140","1","0","0","浮き輪泳ぎ（青）","113411","10","0","2","0","10140116"
"102","10140","1","0","0","浮き輪泳ぎ（青）","113511","10","0","2","0","10140117"
"102","10140","1","0","0","浮き輪泳ぎ（青）","113611","10","0","2","0","10140118"
"102","10140","1","0","0","浮き輪泳ぎ（青）","115711","5","0","1","0","10140119"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","117011","10","0","2","0","10140120"
"102","10140","1","0","0","浮き輪泳ぎ（青）","117111","10","0","2","0","10140121"
"102","10140","1","0","0","浮き輪泳ぎ（青）","117211","10","0","2","0","10140122"
"102","10140","1","0","0","浮き輪泳ぎ（青）","117311","10","0","2","0","10140123"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","117411","10","0","2","0","10140124"
"103","10140","1","0","0","浮き輪泳ぎ（黄）","122411","10","0","2","0","10140125"
"102","10140","1","0","0","浮き輪泳ぎ（青）","122511","5","0","1","0","10140126"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","122611","10","0","2","0","10140127"
"102","10140","1","0","0","浮き輪泳ぎ（青）","122711","10","0","1","0","10140128"
"103","10140","1","0","0","浮き輪泳ぎ（黄）","122811","10","0","1","0","10140129"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","122911","10","0","1","0","10140130"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","126711","5","0","1","0","10140132"
"103","10140","1","0","0","浮き輪泳ぎ（黄）","126811","10","0","2","0","10140133"
"102","10140","1","0","0","浮き輪泳ぎ（青）","126911","30","0","2","0","10140134"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","127011","5","0","1","0","10140135"
"102","10140","1","0","0","浮き輪泳ぎ（青）","127111","10","0","2","0","10140136"
"103","10140","1","0","0","浮き輪泳ぎ（黄）","129411","10","0","2","0","10140138"
"101","10140","1","0","0","浮き輪泳ぎ（ピンク）","129511","10","0","2","0","10140139"
"151","10140","1","0","0","バタ足","107511","10","0","2","0","10140151"
"151","10140","1","0","0","バタ足","107611","10","0","2","0","10140152"
"151","10140","1","0","0","バタ足","107711","10","0","1","0","10140153"
"151","10140","1","0","0","バタ足","108011","10","0","2","0","10140156"
"151","10140","1","0","0","バタ足","110011","10","0","2","0","10140157"
"151","10140","1","0","0","バタ足","110311","3","0","1","0","10140159"
