6769ca94e3a6f69467783dad8d4997fc56da30a836c3d87e1bfd1e996c5d52b5,3467f964496bcb930726e3fc5bb48c9f6db406f838dd2c660a3302271bd14606,8987e90029c5ca75bfc4891a9e57f5485f7c01bffd3f7b855398d9d8da8dddf7,613b553bc3de43fcbf2c3bb72b1330e23e21430b3dffdb4f698e3c5ea1852ae7,700b3584fe33f21ec6bb0fdcdcc26f77194cfca0b2910b598587a000c41ac1dd,651d13a61680566864b5bb67ea96c0191a21a00a86b66a84122fa83f58245e9b,9e25acdb2f439eeb6057e62c09008ad1a6b16a9d604575a22ba303aa182ba48c,1cb494672569de0cd48da4a022e8e7a28d301e9b7e4dc4f4a93a6ea5a43fcb23,62fe16bed229cabaa511270d73daf2927cabc008e0efd9e487beafdf0aacd345,9dc46ddf2466331f49080ebbae6e581dffe12da429a66b68424426a501f2ed5f,82a9bdc2ab1f8034a5da80f340fb924cb63654ef2a0af740be5dbe6812239d2f,75695f06472a4ee137d46c169c5c177e52a409d783c5a2d68fcc63d1541003c1,f5214dc3bfb0e7d10391c05ef5572410a6b2fe982d4ab31e436b14fa211194cf
"0","100001","130011","0","0","2210101","2","攻撃力と攻撃速度を小アップ","0","10000101","0","ヤマト","攻撃力を15％アップさせ、攻撃速度を10％\nアップさせる。"
"0","100002","130111","0","0","2210201","2","最大HPと攻撃速度を小アップ","0","10000201","0","ワカナ","最大HPを15％アップさせ、攻撃速度を10％\nアップさせる。"
"0","100003","130211","0","0","2210301","2","敵の移動速度と攻撃速度を小ダウン","0","0","0","フブキ","バトル開始から３秒間、敵の移動速度と攻撃\n速度を15%ダウンさせる。"
"0","100004","105811","1","0","0","2","最大HPを中アップ","0","10000401","0","ペコリーヌ","最大HPを25％アップさせる。"
"0","100005","106011","2","0","2210501","2","敵の移動速度を中ダウン","0","0","0","キャル","バトル開始から３秒間、敵の移動速度を25％\nダウンさせる。"
"0","100006","105911","3","0","0","2","コスト上限を大アップ","0","10000601","0","コッコロ","コスト上限を50％アップさせる。"
"0","100007","106411","4","0","2210701","3","移動速度を中アップ","0","0","0","シェフィ","移動速度を25％アップさせる。"
"0","100008","131311","5","0","2210801","2","攻撃力と移動速度を小アップ","0","10000801","0","リリ","攻撃力を15％アップさせ、移動速度を10％\nアップさせる。"
"0","100009","131411","6","0","2210901","2","最大HPと移動速度を小アップ","0","10000901","0","クリア","最大HPを15％アップさせ、移動速度を10％\nアップさせる。"
"0","100010","131511","7","0","2211001","2","コスト上限と移動速度を小アップ","0","10001001","0","プレシア","コスト上限を25％アップさせ、移動速度を\n10％アップさせる。"
"0","100011","126411","8","0","2211101","2","攻撃力と攻撃速度を小アップ","0","10001101","0","クローチェ","攻撃力を10％アップさせ、バトル開始から\n３秒間、攻撃速度を15％アップさせる。"
"0","100012","126511","9","0","2211201","3","攻撃力を中アップ","0","0","0","ライラエル","バトル開始から３秒間、攻撃力を25％アップ\nさせる。"
"0","100013","127711","10","0","2211301","2","攻撃速度と攻撃力をアップ","0","0","0","リンド","バトル開始から３秒間、攻撃速度を10％アッ\nプさせ、その後、攻撃力を25％アップさせる。"
"0","100014","127811","11","0","2211401","2","自分の攻撃速度と敵の攻撃力をダウン","0","0","0","ヴルム","バトル開始から３秒間、自分の攻撃速度を\n10％ダウンさせ、その後、敵の攻撃力を25％\nダウンさせる。"
"0","100015","130911","12","0","0","3","コスト上限とHPを小アップ","0","10001501","10001502","クルル","コスト上限を25％アップさせ、HPを15％\nアップさせる。"
"0","100016","129611","13","0","2211601","2","相手の攻撃力と攻撃速度を小ダウン","0","0","0","アネモネ","敵の攻撃力と攻撃速度を10％ダウンさせる。"
"0","100017","129711","14","0","2211701","3","相手の移動速度を大ダウン","0","0","0","ネフィ＝ネラ","バトル開始から1.5秒間、敵の移動速度を\n50％ダウンさせる。"
"1","101001","130011","0","0","3110101","1","敵に斬撃を飛ばして攻撃する","0","0","0","ヤマト","残りHPが50％以下になった時に発動する。\n３秒間斬撃を飛ばして、大ダメージを与える。"
"1","101002","130111","0","0","3110201","1","スパイク・ブラザーズが敵を弾き飛ばす","0","0","0","ワカナ","残りHPが70％以下になった時に発動する。\nスパイク・ブラザーズが出現し、敵に衝突\nすると小ダメージを与え、吹き飛ばす。"
"1","101003","130211","0","0","2110301","1","敵の移動と攻撃を１秒間封じる","0","0","0","フブキ","バトル開始から３秒後に発動する。\n敵の移動と攻撃を１秒間封じる。"
"1","201010","105811","0","0","0","2","最大HPをアップ","0","20101001","0","ペコリーヌ","最大HPを15％アップさせる。"
"1","201020","106011","0","0","2220201","2","敵の移動速度をダウン","0","0","0","キャル","バトル開始から３秒間、敵の移動速度を15％\nダウンさせる。"
"1","201030","105911","0","0","0","2","コスト上限をアップ","0","20103001","0","コッコロ","コスト上限を50％アップさせる。"
"1","201040","106411","0","0","2220401","3","移動速度をアップ","0","0","0","シェフィ","移動速度を15％アップさせる。"
"1","201050","131311","0","0","2220501","2","攻撃力と移動速度をアップ","0","20105001","0","リリ","攻撃力を25％アップさせ、移動速度を10％\nアップさせる。"
"1","201060","131411","0","0","2220601","2","最大HPと移動速度をアップ","0","20106001","0","クリア","最大HPを25％アップさせ、移動速度を10％\nアップさせる。"
"1","201070","131511","0","0","2220701","2","コスト上限と移動速度をアップ","0","20107001","0","プレシア","コスト上限を25％アップさせ、移動速度を\n10％アップさせる。"
"1","201080","126411","0","0","2220801","2","攻撃力と攻撃速度をアップ","0","20108001","0","クローチェ","攻撃力を25％アップさせ、バトル開始から\n３秒間、攻撃速度を15％アップさせる。"
"1","201090","126511","0","0","2220901","3","攻撃力をアップ","0","0","0","ライラエル","バトル開始から３秒間、攻撃力を25％アップ\nさせる。"
"1","201100","127711","0","0","2221001","2","攻撃速度と攻撃力をアップ","0","0","0","リンド","バトル開始から３秒間、攻撃速度を10％アッ\nプさせ、その後、攻撃力を15％アップさせる。"
"1","201110","127811","0","0","2221101","2","自分の攻撃速度と敵の攻撃力をダウン","0","0","0","ヴルム","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を15％ダ\nウンさせる。"
"1","201120","130911","0","0","0","3","コスト上限とHPをアップ","0","20112001","20112002","クルル","コスト上限を25％アップさせ、HPを50％\nアップさせる。"
"1","201130","129611","0","0","2221301","2","相手の攻撃力と攻撃速度をダウン","0","0","0","アネモネ","敵の攻撃力と攻撃速度を10％ダウンさせる。"
"1","201140","129711","0","0","2221401","3","相手の移動速度をダウン","0","0","0","ネフィ＝ネラ","バトル開始から1.5秒間、敵の移動速度を\n25％ダウンさせる。"
"1","201150","105811","0","0","0","2","最大HPをアップ","0","20115001","0","ペコリーヌ","最大HPを30％アップさせる。"
"1","201160","106011","0","0","2221601","2","敵の移動速度をダウン","0","0","0","キャル","バトル開始から３秒間、敵の移動速度を20％\nダウンさせる。"
"1","201170","105911","0","0","0","2","コスト上限をアップ","0","20117001","0","コッコロ","コスト上限を75％アップさせる。"
"1","201180","106411","0","0","2221801","3","移動速度をアップ","0","0","0","シェフィ","移動速度を20％アップさせる。"
"1","201190","131311","0","0","2221901","2","攻撃力と移動速度をアップ","0","20119001","0","リリ","攻撃力を50％アップさせ、移動速度を15％\nアップさせる。"
"1","201200","131411","0","0","2222001","2","最大HPと移動速度をアップ","0","20120001","0","クリア","最大HPを50％アップさせ、移動速度を15％\nアップさせる。"
"1","201210","131511","0","0","2222101","2","コスト上限と移動速度をアップ","0","20121001","0","プレシア","コスト上限を30％アップさせ、移動速度を\n15％アップさせる。"
"1","201220","126411","0","0","2222201","2","攻撃力と攻撃速度をアップ","0","20122001","0","クローチェ","攻撃力を50％アップさせ、バトル開始から\n３秒間、攻撃速度を20％アップさせる。"
"1","201230","126511","0","0","2222301","3","攻撃力をアップ","0","0","0","ライラエル","バトル開始から３秒間、攻撃力を30％アップ\nさせる。"
"1","201240","127711","0","0","2222401","2","攻撃速度と攻撃力をアップ","0","0","0","リンド","バトル開始から３秒間、攻撃速度を15％アッ\nプさせ、その後、攻撃力を20％アップさせる。"
"1","201250","127811","0","0","2222501","2","自分の攻撃速度と敵の攻撃力をダウン","0","0","0","ヴルム","バトル開始から３秒間、自分の攻撃速度を10\n％ダウンさせ、その後、敵の攻撃力を20％ダ\nウンさせる。"
"1","201260","130911","0","0","0","3","コスト上限とHPをアップ","0","20126001","20126002","クルル","コスト上限を30％アップさせ、HPを50％\nアップさせる。"
"1","201270","129611","0","0","2222701","2","相手の攻撃力と攻撃速度をダウン","0","0","0","アネモネ","敵の攻撃力と攻撃速度を15％ダウンさせる。"
"1","201280","129711","0","0","2222801","3","相手の移動速度をダウン","0","0","0","ネフィ＝ネラ","バトル開始から1.5秒間、敵の移動速度を\n35％ダウンさせる。"
"1","201290","131311","0","0","2222901","2","攻撃力と移動速度をアップ","0","20129001","0","リリ","攻撃力を50％アップさせ、移動速度を20％\nアップさせる。"
"1","201300","127711","0","0","2223001","2","攻撃速度と攻撃力をアップ","0","0","0","リンド","バトル開始から３秒間、攻撃速度を20％アッ\nプさせ、その後、攻撃力を50％アップさせる。"
"1","201310","105811","0","0","0","2","最大HPをアップ","0","20131001","0","ペコリーヌ","最大HPを50％アップさせる。"
