3084a4e5961f5b4bed53ba67e9bebcd9364cc3150cab4ca86d8718c48c04aecf,06aaaea84c9dcf31330517eefbd4ced3a7f1e33a659be2460fe9eec86151ef85,e8757f63309473932ca554bd83ce313cd7787ccab819ec3a1d173cdf768159ed,8c112235c70a06f46824d78b057ee8d4a009692326f2d3b813148027a3d06c63,790d4822dff331c93ced8c5194b4b8015a49f4d852e2ed5c2a2b7d3355bb427f,9f6f84ec6ba9b68965fa5f57cb16ff4873cbd4775ffada29ada3d87e33613479,b21601469ecdbac22b00f1afdb490569229a0f13612c43123bc6b39bef6d9244,4c0091a9b9f46fb146d735b92d2e6f1f0f90cab9a6610b7a768962010a3b5133,386690c3ce4043ecd7393fb6e7f646c3f324d0afe9490d9a923264709240d91b
"1","1","2","0","1","1","3","1","唯一無二の"
"1","1","2","0","1","2","3","1","完全無欠の"
"1","1","2","1","1","3","3","1","ランドソル最速の"
"1","1","2","0","1","4","3","1","明鏡止水の"
"1","1","2","0","1","5","3","1","史上最速の"
"1","1","2","0","1","6","3","1","最強最速の"
"1","1","2","2","1","7","3","1","アルティメット"
"1","1","2","0","1","8","3","1","百点満点"
"1","1","2","0","1","9","3","1","最優秀"
"1","1","2","0","1","10","3","1","一騎当千の"
"1","1","2","0","1","11","3","1","唯一無二の"
"1","1","2","0","1","12","3","1","天下無双の"
"1","0","2","0","1","13","3","1","泰然自若の"
"1","0","2","0","1","14","3","1","ハイパー"
"1","0","2","0","1","15","3","1","光速の"
"1","0","2","0","1","16","3","1","稀代の"
"1","0","2","0","1","17","3","1","極限の"
"1","0","2","0","1","18","3","1","至高の"
"1","0","2","0","1","19","3","1","煌めく"
"1","0","2","0","1","20","3","1","百戦錬磨の"
"1","0","2","0","1","21","3","1","疾風迅雷の"
"1","0","2","0","1","22","3","1","電光石火の"
"1","1","2","0","0","23","3","1","変幻自在の"
"1","1","2","0","0","24","3","1","空前絶後の"
"1","1","2","0","0","25","3","1","レペゼン"
"1","1","2","0","0","26","3","1","音速の"
"1","1","2","0","0","27","3","1","常識外れの"
"1","1","2","0","0","28","3","1","獅子奮迅の"
"1","1","2","2","0","29","3","1","勇猛果敢なる"
"1","1","2","2","0","30","3","1","威風堂々たる"
"1","1","2","0","0","31","3","1","急がば回れ"
"1","1","2","0","0","32","3","1","心頭滅却"
"1","0","2","0","0","33","3","1","夢見る"
"1","0","2","0","0","34","3","1","ナイス"
"1","0","2","0","0","35","3","1","そこそこの"
"1","0","2","2","0","36","3","1","若葉マークの"
"1","0","2","0","0","37","3","1","未来ある"
"1","0","2","0","0","38","3","1","新米"
"1","0","2","0","0","39","3","1","駆け出しの"
"1","0","2","0","0","40","3","1","ぼちぼちの"
"1","0","2","0","0","41","3","1","新進気鋭の"
"1","0","2","0","0","42","3","1","不撓不屈の"
"1","0","2","0","0","43","3","1","七転八起の"
"1","0","2","0","0","44","3","1","がんばれ"
"1","1","2","0","1","45","3","2","選ばれし"
"1","1","2","2","1","46","3","2","アルティメット"
"1","1","2","1","1","47","3","2","オーシャンブルー"
"1","1","2","2","1","48","3","2","海に愛された"
"1","1","2","2","1","49","3","2","大海を統べる"
"1","1","2","0","1","50","3","2","伝説の"
"1","1","2","2","1","51","3","2","世界を揺るがす"
"1","1","2","1","1","52","3","2","スーパーワイルド"
"1","1","2","0","1","53","3","2","神がかった"
"1","1","2","2","1","54","3","2","ぶっちぎりの"
"1","0","2","1","1","55","3","2","誰にも止められない"
"1","0","2","2","1","56","3","2","血湧き肉躍る"
"1","0","2","0","1","57","3","2","メガ"
"1","0","2","1","1","58","3","2","ナチュラルボーン"
"1","0","2","0","1","59","3","2","大海原の"
"1","0","2","1","1","60","3","2","アドレナリン全開の"
"1","0","2","0","1","61","3","2","オーマ産の"
"1","0","2","0","1","62","3","2","手練れの"
"1","0","2","0","1","63","3","2","歴戦の"
"1","0","2","0","1","64","3","2","水を得た"
"1","0","2","0","1","65","3","2","ド級の"
"1","1","2","2","0","66","3","2","ただ者ではない"
"1","1","2","0","0","67","3","2","勇猛なる"
"1","1","2","0","0","68","3","2","ひた走る"
"1","1","2","2","0","69","3","2","目にも留まらぬ"
"1","1","2","0","0","70","3","2","荒波の"
"1","1","2","0","0","71","3","2","レイジオブ"
"1","1","2","2","0","72","3","2","負けず嫌いの"
"1","1","2","0","0","73","3","2","伸び盛りの"
"1","1","2","0","0","74","3","2","型破りの"
"1","1","2","0","0","75","3","2","暴れる"
"1","1","2","0","0","76","3","2","荒れくるう"
"1","0","2","0","0","77","3","2","うわさの"
"1","0","2","2","0","78","3","2","ビーチサイドの"
"1","0","2","2","0","79","3","2","元気はつらつ"
"1","0","2","2","0","80","3","2","常夏を駆ける"
"1","0","2","0","0","81","3","2","マッスル"
"1","0","2","0","0","82","3","2","金波銀波の"
"1","0","2","2","0","83","3","2","生まれながらの"
"1","0","2","0","0","84","3","2","お騒がせの"
"1","0","2","0","0","85","3","2","未知数の"
"1","0","2","0","0","86","3","2","激ヤバ"
"1","0","2","0","0","87","3","2","負けるな"
"1","1","2","2","1","88","3","3","ライトスピード"
