90bd14e1b6125fa5b768880421dd53ce1bd02413ede4811da41ef2aa41121d7e,f531fe41c095d75c1273f32edd8cdbcf52be0c7cf22f8f11628b60cedbd2dcd2,8235edbb34b3bdaafdfa031cdc6596c9926ec04be39ac8476364c0ca296e1fc8,d596367e64beda45881df20e0a5f67a81e512e08a574445d46a7338a3c214c4c,97fdfca7b7c77652eabd4490c0fa85377cc2a978c3e5bd0fd9ed8fbca2c665d4,0481d437b3617454cceb71396491229307975e04aa68e11ae95b7890b1d6d1b7,b438fdb29b5510339ade145e74b8567b68f60bc1955397367ef3feff870aca1e,a9bd8d9026315f76ca3efe86caeda99f483c5463368aa3bd9eb70695c94d84bf,990c95d4fab299c7ac8e8402acccccee696164bebedd22d0aed0183b7e2a645d,36e744a8a1ba8223625440800f61abccd6d1b620b9fe424d3bb26e4675f49ef5,1ace2d387f93137212a89a46c292d49e1f60d9893ab49a44e62ad4acf32fd803,b75ff5fc8e3fc5904d21f31e26e354983ffbd4f1293086a118f4128c81776fb7,43c6bed07d90e83b91230bc36a2a55a39ee27180cab556e475f632eecf87551d,620d8fc9b5e7aa3cd8d5c62158071faa069086c6060274fe648f0a5bfa9c8a71
"0","-1","1","1","-1","0","180","-1","180","19","-1","1","-1","-1"
"0","-1","1","2","-1","0","180","-1","180","19","-1","1","-1","-1"
"0","-1","1","3","-1","0","180","-1","180","19","-1","1","-1","-1"
"0","-1","1","4","-1","0","180","-1","180","19","-1","0","-1","-1"
"0","-1","1","5","-1","0","180","-1","180","19","-1","1","-1","-1"
"0","-1","1","6","-1","0","180","-1","180","19","-1","1","-1","-1"
"0","-1","1","7","-1","0","180","-1","180","19","-1","1","-1","-1"
"0","-1","1","8","-1","0","180","-1","180","19","-1","1","-1","-1"
"0","-1","1","9","-1","0","215","-1","215","23","-1","1","-1","-1"
"0","-1","1","10","-1","0","215","-1","215","23","-1","1","-1","-1"
"0","-1","1","11","-1","0","215","-1","215","23","-1","0","-1","-1"
"0","-1","1","12","-1","0","215","-1","215","23","-1","1","-1","-1"
"0","-1","1","13","-1","0","215","-1","215","23","-1","1","-1","-1"
"0","-1","1","14","-1","0","215","-1","215","23","-1","1","-1","-1"
"0","-1","1","15","-1","0","215","-1","215","23","-1","1","-1","-1"
"0","-1","1","16","-1","0","215","-1","215","23","-1","1","-1","-1"
"0","-1","1","17","-1","0","250","-1","250","26","-1","1","-1","-1"
"0","-1","1","18","-1","0","250","-1","250","26","-1","0","-1","-1"
"0","-1","1","20","-1","0","250","-1","250","26","-1","1","-1","-1"
"0","-1","1","21","-1","0","250","-1","250","26","-1","1","-1","-1"
"0","-1","1","22","-1","0","250","-1","250","26","-1","1","-1","-1"
"0","-1","1","23","-1","0","260","-1","260","28","-1","0","-1","-1"
"0","-1","1","24","-1","0","250","-1","250","26","-1","1","-1","-1"
"0","-1","1","25","-1","0","250","-1","250","26","-1","1","-1","-1"
"0","-1","1","26","-1","0","280","-1","280","29","-1","0","-1","-1"
"0","-1","1","27","-1","0","280","-1","280","29","-1","1","-1","-1"
"0","-1","1","28","-1","0","280","-1","280","29","-1","1","-1","-1"
"0","-1","1","29","-1","0","280","-1","280","29","-1","1","-1","-1"
"0","-1","1","30","-1","0","280","-1","280","29","-1","1","-1","-1"
"0","-1","1","31","-1","0","280","-1","280","29","-1","1","-1","-1"
"0","-1","1","32","-1","0","280","-1","280","29","-1","1","-1","-1"
